product_name,year,season,average_price
SOGAN KURU,2016,Fall,0.44
SOGAN KURU,2017,Winter,0.55
SOGAN KURU,2017,Spring,0.52
SOGAN KURU,2017,Summer,0.7
SOGAN KURU,2017,Fall,0.69
SOGAN KURU,2018,Winter,1.18
SOGAN KURU,2018,Spring,0.99
SOGAN KURU,2018,Summer,1.93
SOGAN KURU,2018,Fall,1.51
SOGAN KURU,2019,Winter,2.25
SOGAN KURU,2019,Spring,3.04
SOGAN KURU,2019,Summer,1.25
SOGAN KURU,2019,Fall,0.75
SOGAN KURU,2020,Winter,1.28
SOGAN KURU,2020,Spring,1.42
SOGAN KURU,2020,Summer,0.85
SOGAN KURU,2020,Fall,1.13
SOGAN KURU,2021,Winter,1.42
SOGAN KURU,2021,Spring,0.94
SOGAN KURU,2021,Summer,1.04
SOGAN KURU,2021,Fall,0.99
SOGAN KURU,2022,Winter,4.0
SOGAN KURU,2022,Spring,3.18
SOGAN KURU,2022,Summer,5.69
SOGAN KURU,2022,Fall,6.54
SOGAN KURU,2023,Winter,8.33
SOGAN KURU,2023,Spring,14.24
SOGAN KURU,2023,Summer,14.44
SOGAN KURU,2023,Fall,13.42
SOGAN KURU,2024,Winter,12.27
SOGAN KURU,2024,Spring,12.11
SOGAN KURU,2024,Summer,12.83
SOGAN KURU,2024,Fall,13.18
SOGAN KURU,2025,Winter,15.17
SOGAN KURU,2025,Spring,25.43
SOGAN KURU,2025,Summer,9.0
SOGAN KURU,2025,Fall,7.97
SOGAN KURU,2026,Winter,8.27
SOGAN KURU,2026,Spring,10.95
SOGAN KURU,2026,Summer,32.08
