date,product_type,product_name,unit,min_price,max_price,average_price,year,month,season
2017-05-03,SEBZE,SOGAN KURU,KG,0.3,0.85,0.58,2017,5,Spring
2017-05-03,SEBZE,DOMATES SALKIM,KG,3.0,6.5,4.75,2017,5,Spring
2017-05-03,SEBZE,SALATALIK SILOR,KG,0.6,1.4,1.0,2017,5,Spring
2017-05-04,SEBZE,KARPUZ,KG,1.5,3.0,2.25,2017,5,Spring
2017-05-04,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-04,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-04,SEBZE,PATLICAN UZUN,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-04,SEBZE,SOGAN KURU,KG,0.3,0.85,0.58,2017,5,Spring
2017-05-04,SEBZE,DOMATES SALKIM,KG,3.0,7.0,5.0,2017,5,Spring
2017-05-04,SEBZE,SALATALIK SILOR,KG,0.6,1.4,1.0,2017,5,Spring
2017-05-05,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-05,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-05,SEBZE,PATLICAN UZUN,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-05,SEBZE,SOGAN KURU,KG,0.3,0.85,0.58,2017,5,Spring
2017-05-05,SEBZE,DOMATES SALKIM,KG,3.0,7.0,5.0,2017,5,Spring
2017-05-05,SEBZE,SALATALIK SILOR,KG,0.6,1.4,1.0,2017,5,Spring
2017-05-05,SEBZE,KARPUZ,KG,1.5,3.0,2.25,2017,5,Spring
2017-05-06,SEBZE,KARPUZ,KG,1.5,3.0,2.25,2017,5,Spring
2017-05-06,SEBZE,DOMATES SALKIM,KG,3.0,7.0,5.0,2017,5,Spring
2017-05-06,SEBZE,SALATALIK SILOR,KG,0.6,1.4,1.0,2017,5,Spring
2017-05-06,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-06,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-06,SEBZE,PATLICAN UZUN,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-06,SEBZE,SOGAN KURU,KG,0.3,0.85,0.58,2017,5,Spring
2017-05-08,SEBZE,KARPUZ,KG,1.5,3.0,2.25,2017,5,Spring
2017-05-08,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-08,SEBZE,KABAK TAZE,KG,0.5,1.4,0.95,2017,5,Spring
2017-05-08,SEBZE,PATLICAN UZUN,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-08,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,5,Spring
2017-05-08,SEBZE,DOMATES SALKIM,KG,2.5,6.0,4.25,2017,5,Spring
2017-05-08,SEBZE,SALATALIK SILOR,KG,0.6,1.4,1.0,2017,5,Spring
2017-05-09,SEBZE,PATLICAN UZUN,KG,0.5,1.4,0.95,2017,5,Spring
2017-05-09,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,5,Spring
2017-05-09,SEBZE,DOMATES SALKIM,KG,2.5,6.0,4.25,2017,5,Spring
2017-05-09,SEBZE,SALATALIK SILOR,KG,0.6,1.4,1.0,2017,5,Spring
2017-05-09,SEBZE,KARPUZ,KG,1.5,3.0,2.25,2017,5,Spring
2017-05-09,SEBZE,BIBER SIVRI,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-09,SEBZE,KABAK TAZE,KG,0.5,1.2,0.85,2017,5,Spring
2017-05-10,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-10,SEBZE,KABAK TAZE,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-10,SEBZE,PATLICAN UZUN,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-10,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,5,Spring
2017-05-10,SEBZE,KARPUZ,KG,1.5,3.0,2.25,2017,5,Spring
2017-05-10,SEBZE,DOMATES SALKIM,KG,2.0,5.0,3.5,2017,5,Spring
2017-05-10,SEBZE,SALATALIK SILOR,KG,0.6,1.4,1.0,2017,5,Spring
2017-05-11,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-11,SEBZE,KABAK TAZE,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-11,SEBZE,DOMATES SALKIM,KG,2.0,4.5,3.25,2017,5,Spring
2017-05-11,SEBZE,SALATALIK SILOR,KG,0.6,1.4,1.0,2017,5,Spring
2017-05-11,SEBZE,PATLICAN UZUN,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-11,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,5,Spring
2017-05-11,SEBZE,KARPUZ,KG,1.5,2.7,2.1,2017,5,Spring
2017-05-12,SEBZE,KARPUZ,KG,1.2,2.4,1.8,2017,5,Spring
2017-05-12,SEBZE,SALATALIK SILOR,KG,0.6,1.4,1.0,2017,5,Spring
2017-05-12,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-12,SEBZE,KABAK TAZE,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-12,SEBZE,PATLICAN UZUN,KG,0.5,1.6,1.05,2017,5,Spring
2017-05-12,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,5,Spring
2017-05-12,SEBZE,DOMATES SALKIM,KG,1.5,3.5,2.5,2017,5,Spring
2017-05-13,SEBZE,DOMATES SALKIM,KG,1.5,3.5,2.5,2017,5,Spring
2017-05-13,SEBZE,SALATALIK SILOR,KG,0.6,1.4,1.0,2017,5,Spring
2017-05-13,SEBZE,KARPUZ,KG,1.2,2.5,1.85,2017,5,Spring
2017-05-13,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-13,SEBZE,KABAK TAZE,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-13,SEBZE,PATLICAN UZUN,KG,0.6,1.7,1.15,2017,5,Spring
2017-05-13,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,5,Spring
2017-05-15,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-15,SEBZE,KABAK TAZE,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-15,SEBZE,PATLICAN UZUN,KG,0.8,2.0,1.4,2017,5,Spring
2017-05-15,SEBZE,SOGAN KURU,KG,0.3,0.8,0.55,2017,5,Spring
2017-05-15,SEBZE,DOMATES SALKIM,KG,1.0,3.2,2.1,2017,5,Spring
2017-05-15,SEBZE,SALATALIK SILOR,KG,0.6,1.3,0.95,2017,5,Spring
2017-05-15,SEBZE,KARPUZ,KG,1.0,2.2,1.6,2017,5,Spring
2017-05-16,SEBZE,KABAK TAZE,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-16,SEBZE,PATLICAN UZUN,KG,0.8,2.0,1.4,2017,5,Spring
2017-05-16,SEBZE,SOGAN KURU,KG,0.3,0.8,0.55,2017,5,Spring
2017-05-16,SEBZE,DOMATES SALKIM,KG,1.0,3.2,2.1,2017,5,Spring
2017-05-16,SEBZE,SALATALIK SILOR,KG,0.6,1.3,0.95,2017,5,Spring
2017-05-16,SEBZE,KARPUZ,KG,1.0,2.2,1.6,2017,5,Spring
2017-05-16,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-17,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-17,SEBZE,KABAK TAZE,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-17,SEBZE,PATLICAN UZUN,KG,0.8,1.8,1.3,2017,5,Spring
2017-05-17,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,5,Spring
2017-05-17,SEBZE,DOMATES SALKIM,KG,1.0,3.2,2.1,2017,5,Spring
2017-05-17,SEBZE,SALATALIK SILOR,KG,0.6,1.3,0.95,2017,5,Spring
2017-05-17,SEBZE,KARPUZ,KG,1.0,2.2,1.6,2017,5,Spring
2017-05-18,SEBZE,SOGAN KURU,KG,0.25,0.7,0.48,2017,5,Spring
2017-05-18,SEBZE,DOMATES SALKIM,KG,1.0,3.0,2.0,2017,5,Spring
2017-05-18,SEBZE,SALATALIK SILOR,KG,0.6,1.3,0.95,2017,5,Spring
2017-05-18,SEBZE,KARPUZ,KG,0.8,1.8,1.3,2017,5,Spring
2017-05-18,SEBZE,BIBER SIVRI,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-18,SEBZE,KABAK TAZE,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-18,SEBZE,PATLICAN UZUN,KG,0.8,2.0,1.4,2017,5,Spring
2017-05-20,SEBZE,KARPUZ,KG,0.8,1.8,1.3,2017,5,Spring
2017-05-20,SEBZE,BIBER SIVRI,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-20,SEBZE,KABAK TAZE,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-20,SEBZE,PATLICAN UZUN,KG,0.8,2.0,1.4,2017,5,Spring
2017-05-20,SEBZE,SOGAN KURU,KG,0.25,0.7,0.48,2017,5,Spring
2017-05-20,SEBZE,DOMATES SALKIM,KG,1.0,3.0,2.0,2017,5,Spring
2017-05-20,SEBZE,SALATALIK SILOR,KG,0.6,1.3,0.95,2017,5,Spring
2017-05-22,SEBZE,BIBER SIVRI,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-22,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-22,SEBZE,PATLICAN UZUN,KG,0.8,2.0,1.4,2017,5,Spring
2017-05-22,SEBZE,SOGAN KURU,KG,0.25,0.7,0.48,2017,5,Spring
2017-05-22,SEBZE,DOMATES SALKIM,KG,1.2,2.5,1.85,2017,5,Spring
2017-05-22,SEBZE,SALATALIK SILOR,KG,0.7,1.5,1.1,2017,5,Spring
2017-05-22,SEBZE,KARPUZ,KG,0.8,1.8,1.3,2017,5,Spring
2017-05-23,SEBZE,BIBER SIVRI,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-23,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-23,SEBZE,PATLICAN UZUN,KG,0.8,2.0,1.4,2017,5,Spring
2017-05-23,SEBZE,SOGAN KURU,KG,0.25,0.7,0.48,2017,5,Spring
2017-05-23,SEBZE,DOMATES SALKIM,KG,1.2,2.5,1.85,2017,5,Spring
2017-05-23,SEBZE,SALATALIK SILOR,KG,0.7,1.6,1.15,2017,5,Spring
2017-05-23,SEBZE,KARPUZ,KG,0.8,1.8,1.3,2017,5,Spring
2017-05-24,SEBZE,BIBER SIVRI,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-24,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-24,SEBZE,PATLICAN UZUN,KG,0.8,2.0,1.4,2017,5,Spring
2017-05-24,SEBZE,SOGAN KURU,KG,0.25,0.7,0.48,2017,5,Spring
2017-05-24,SEBZE,DOMATES SALKIM,KG,1.2,2.5,1.85,2017,5,Spring
2017-05-24,SEBZE,SALATALIK SILOR,KG,0.7,1.8,1.25,2017,5,Spring
2017-05-24,SEBZE,KARPUZ,KG,0.8,1.8,1.3,2017,5,Spring
2017-05-25,SEBZE,DOMATES SALKIM,KG,1.2,2.5,1.85,2017,5,Spring
2017-05-25,SEBZE,KARPUZ,KG,0.8,1.8,1.3,2017,5,Spring
2017-05-25,SEBZE,SALATALIK SILOR,KG,0.7,2.0,1.35,2017,5,Spring
2017-05-25,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-25,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-25,SEBZE,PATLICAN UZUN,KG,0.9,2.3,1.6,2017,5,Spring
2017-05-25,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,5,Spring
2017-05-26,SEBZE,BIBER SIVRI,KG,0.5,1.3,0.9,2017,5,Spring
2017-05-26,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-26,SEBZE,PATLICAN UZUN,KG,1.0,2.7,1.85,2017,5,Spring
2017-05-26,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,5,Spring
2017-05-26,SEBZE,DOMATES SALKIM,KG,1.2,2.5,1.85,2017,5,Spring
2017-05-26,SEBZE,SALATALIK SILOR,KG,1.2,3.3,2.25,2017,5,Spring
2017-05-26,SEBZE,KARPUZ,KG,0.8,1.8,1.3,2017,5,Spring
2017-05-27,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-27,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-27,SEBZE,PATLICAN UZUN,KG,1.0,2.8,1.9,2017,5,Spring
2017-05-27,SEBZE,SOGAN KURU,KG,0.3,0.8,0.55,2017,5,Spring
2017-05-27,SEBZE,DOMATES SALKIM,KG,1.0,2.3,1.65,2017,5,Spring
2017-05-27,SEBZE,SALATALIK SILOR,KG,1.3,3.0,2.15,2017,5,Spring
2017-05-27,SEBZE,KARPUZ,KG,0.8,1.8,1.3,2017,5,Spring
2017-05-29,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-29,SEBZE,PATLICAN UZUN,KG,1.0,2.8,1.9,2017,5,Spring
2017-05-29,SEBZE,SOGAN KURU,KG,0.3,0.8,0.55,2017,5,Spring
2017-05-29,SEBZE,DOMATES SALKIM,KG,1.0,2.5,1.75,2017,5,Spring
2017-05-29,SEBZE,SALATALIK SILOR,KG,1.5,3.5,2.5,2017,5,Spring
2017-05-29,SEBZE,KARPUZ,KG,0.8,1.8,1.3,2017,5,Spring
2017-05-29,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-30,SEBZE,BIBER SIVRI,KG,0.5,1.4,0.95,2017,5,Spring
2017-05-30,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-30,SEBZE,PATLICAN UZUN,KG,1.0,2.8,1.9,2017,5,Spring
2017-05-30,SEBZE,SOGAN KURU,KG,0.3,0.8,0.55,2017,5,Spring
2017-05-30,SEBZE,DOMATES SALKIM,KG,0.8,2.3,1.55,2017,5,Spring
2017-05-30,SEBZE,SALATALIK SILOR,KG,1.0,3.0,2.0,2017,5,Spring
2017-05-30,SEBZE,KARPUZ,KG,0.7,1.7,1.2,2017,5,Spring
2017-05-31,SEBZE,DOMATES SALKIM,KG,0.8,2.3,1.55,2017,5,Spring
2017-05-31,SEBZE,KARPUZ,KG,0.7,1.7,1.2,2017,5,Spring
2017-05-31,SEBZE,SALATALIK SILOR,KG,0.9,2.5,1.7,2017,5,Spring
2017-05-31,SEBZE,BIBER SIVRI,KG,0.5,1.4,0.95,2017,5,Spring
2017-05-31,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,5,Spring
2017-05-31,SEBZE,PATLICAN UZUN,KG,1.0,2.8,1.9,2017,5,Spring
2017-05-31,SEBZE,SOGAN KURU,KG,0.3,0.8,0.55,2017,5,Spring
2017-06-01,SEBZE,KARPUZ,KG,0.7,1.7,1.2,2017,6,Summer
2017-06-01,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,6,Summer
2017-06-01,SEBZE,KABAK TAZE,KG,0.5,1.5,1.0,2017,6,Summer
2017-06-01,SEBZE,PATLICAN UZUN,KG,1.0,2.8,1.9,2017,6,Summer
2017-06-01,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-01,SEBZE,DOMATES SALKIM,KG,0.8,2.3,1.55,2017,6,Summer
2017-06-01,SEBZE,SALATALIK SILOR,KG,0.9,2.5,1.7,2017,6,Summer
2017-06-02,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-02,SEBZE,DOMATES SALKIM,KG,0.8,2.3,1.55,2017,6,Summer
2017-06-02,SEBZE,SALATALIK SILOR,KG,0.9,2.5,1.7,2017,6,Summer
2017-06-02,SEBZE,KARPUZ,KG,0.7,1.7,1.2,2017,6,Summer
2017-06-02,SEBZE,BIBER SIVRI,KG,0.5,1.4,0.95,2017,6,Summer
2017-06-02,SEBZE,KABAK TAZE,KG,0.6,1.7,1.15,2017,6,Summer
2017-06-02,SEBZE,PATLICAN UZUN,KG,1.0,2.5,1.75,2017,6,Summer
2017-06-03,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,6,Summer
2017-06-03,SEBZE,KABAK TAZE,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-03,SEBZE,PATLICAN UZUN,KG,1.0,2.7,1.85,2017,6,Summer
2017-06-03,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-03,SEBZE,DOMATES SALKIM,KG,0.8,2.4,1.6,2017,6,Summer
2017-06-03,SEBZE,SALATALIK SILOR,KG,0.8,2.3,1.55,2017,6,Summer
2017-06-03,SEBZE,KARPUZ,KG,0.7,1.7,1.2,2017,6,Summer
2017-06-05,SEBZE,KARPUZ,KG,0.6,1.5,1.05,2017,6,Summer
2017-06-05,SEBZE,SALATALIK SILOR,KG,0.8,2.3,1.55,2017,6,Summer
2017-06-05,SEBZE,BIBER SIVRI,KG,0.5,1.3,0.9,2017,6,Summer
2017-06-05,SEBZE,KABAK TAZE,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-05,SEBZE,PATLICAN UZUN,KG,1.0,2.5,1.75,2017,6,Summer
2017-06-05,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-05,SEBZE,DOMATES SALKIM,KG,0.8,2.4,1.6,2017,6,Summer
2017-06-06,SEBZE,BIBER SIVRI,KG,0.5,1.3,0.9,2017,6,Summer
2017-06-06,SEBZE,KABAK TAZE,KG,0.6,1.6,1.1,2017,6,Summer
2017-06-06,SEBZE,PATLICAN UZUN,KG,0.8,2.2,1.5,2017,6,Summer
2017-06-06,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-06,SEBZE,DOMATES SALKIM,KG,0.8,2.4,1.6,2017,6,Summer
2017-06-06,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-06,SEBZE,KARPUZ,KG,0.5,1.4,0.95,2017,6,Summer
2017-06-07,SEBZE,BIBER SIVRI,KG,0.5,1.3,0.9,2017,6,Summer
2017-06-07,SEBZE,KABAK TAZE,KG,0.6,1.6,1.1,2017,6,Summer
2017-06-07,SEBZE,PATLICAN UZUN,KG,0.7,1.8,1.25,2017,6,Summer
2017-06-07,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-07,SEBZE,DOMATES SALKIM,KG,0.8,2.4,1.6,2017,6,Summer
2017-06-07,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-07,SEBZE,KARPUZ,KG,0.5,1.4,0.95,2017,6,Summer
2017-06-08,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,6,Summer
2017-06-08,SEBZE,KABAK TAZE,KG,0.6,1.6,1.1,2017,6,Summer
2017-06-08,SEBZE,PATLICAN UZUN,KG,0.7,1.8,1.25,2017,6,Summer
2017-06-08,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-08,SEBZE,DOMATES SALKIM,KG,0.8,2.4,1.6,2017,6,Summer
2017-06-08,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-08,SEBZE,KARPUZ,KG,0.5,1.4,0.95,2017,6,Summer
2017-06-09,SEBZE,BIBER SIVRI,KG,0.5,1.5,1.0,2017,6,Summer
2017-06-09,SEBZE,KABAK TAZE,KG,0.6,1.6,1.1,2017,6,Summer
2017-06-09,SEBZE,PATLICAN UZUN,KG,0.7,1.6,1.15,2017,6,Summer
2017-06-09,SEBZE,SOGAN KURU,KG,0.3,0.8,0.55,2017,6,Summer
2017-06-09,SEBZE,DOMATES SALKIM,KG,0.8,2.4,1.6,2017,6,Summer
2017-06-09,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-09,SEBZE,KARPUZ,KG,0.4,1.3,0.85,2017,6,Summer
2017-06-10,SEBZE,BIBER SIVRI,KG,0.5,1.7,1.1,2017,6,Summer
2017-06-10,SEBZE,KABAK TAZE,KG,0.6,1.6,1.1,2017,6,Summer
2017-06-10,SEBZE,PATLICAN UZUN,KG,0.6,1.6,1.1,2017,6,Summer
2017-06-10,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-10,SEBZE,DOMATES SALKIM,KG,0.5,2.3,1.4,2017,6,Summer
2017-06-10,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-10,SEBZE,KARPUZ,KG,0.3,1.0,0.65,2017,6,Summer
2017-06-12,SEBZE,KARPUZ,KG,0.3,1.0,0.65,2017,6,Summer
2017-06-12,SEBZE,BIBER SIVRI,KG,0.5,2.0,1.25,2017,6,Summer
2017-06-12,SEBZE,KABAK TAZE,KG,0.5,1.4,0.95,2017,6,Summer
2017-06-12,SEBZE,PATLICAN UZUN,KG,0.6,1.6,1.1,2017,6,Summer
2017-06-12,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-12,SEBZE,DOMATES SALKIM,KG,0.5,2.3,1.4,2017,6,Summer
2017-06-12,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-13,SEBZE,PATLICAN UZUN,KG,0.5,1.4,0.95,2017,6,Summer
2017-06-13,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-13,SEBZE,DOMATES SALKIM,KG,0.5,2.3,1.4,2017,6,Summer
2017-06-13,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-13,SEBZE,KARPUZ,KG,0.3,1.0,0.65,2017,6,Summer
2017-06-13,SEBZE,BIBER SIVRI,KG,0.4,1.6,1.0,2017,6,Summer
2017-06-13,SEBZE,KABAK TAZE,KG,0.5,1.4,0.95,2017,6,Summer
2017-06-14,SEBZE,BIBER SIVRI,KG,0.5,2.0,1.25,2017,6,Summer
2017-06-14,SEBZE,KABAK TAZE,KG,0.5,1.4,0.95,2017,6,Summer
2017-06-14,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-14,SEBZE,DOMATES SALKIM,KG,0.5,2.3,1.4,2017,6,Summer
2017-06-14,SEBZE,PATLICAN UZUN,KG,0.5,1.5,1.0,2017,6,Summer
2017-06-14,SEBZE,SOGAN KURU,KG,0.3,0.9,0.6,2017,6,Summer
2017-06-14,SEBZE,KARPUZ,KG,0.3,0.8,0.55,2017,6,Summer
2017-06-15,SEBZE,BIBER SIVRI,KG,0.5,2.0,1.25,2017,6,Summer
2017-06-15,SEBZE,KABAK TAZE,KG,0.4,1.3,0.85,2017,6,Summer
2017-06-15,SEBZE,PATLICAN UZUN,KG,0.5,1.5,1.0,2017,6,Summer
2017-06-15,SEBZE,SOGAN KURU,KG,0.3,1.0,0.65,2017,6,Summer
2017-06-15,SEBZE,DOMATES SALKIM,KG,0.5,2.3,1.4,2017,6,Summer
2017-06-15,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-15,SEBZE,KARPUZ,KG,0.3,0.8,0.55,2017,6,Summer
2017-06-16,SEBZE,KABAK TAZE,KG,0.4,1.5,0.95,2017,6,Summer
2017-06-16,SEBZE,PATLICAN UZUN,KG,0.5,1.4,0.95,2017,6,Summer
2017-06-16,SEBZE,SOGAN KURU,KG,0.2,1.0,0.6,2017,6,Summer
2017-06-16,SEBZE,DOMATES SALKIM,KG,0.5,2.3,1.4,2017,6,Summer
2017-06-16,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-16,SEBZE,KARPUZ,KG,0.3,0.8,0.55,2017,6,Summer
2017-06-16,SEBZE,BIBER SIVRI,KG,0.5,2.0,1.25,2017,6,Summer
2017-06-17,SEBZE,KARPUZ,KG,0.3,0.8,0.55,2017,6,Summer
2017-06-17,SEBZE,BIBER SIVRI,KG,0.5,2.0,1.25,2017,6,Summer
2017-06-17,SEBZE,KABAK TAZE,KG,0.4,1.5,0.95,2017,6,Summer
2017-06-17,SEBZE,PATLICAN UZUN,KG,0.5,1.4,0.95,2017,6,Summer
2017-06-17,SEBZE,SOGAN KURU,KG,0.2,0.9,0.55,2017,6,Summer
2017-06-17,SEBZE,DOMATES SALKIM,KG,0.5,2.3,1.4,2017,6,Summer
2017-06-17,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-19,SEBZE,BIBER SIVRI,KG,0.5,1.7,1.1,2017,6,Summer
2017-06-19,SEBZE,KABAK TAZE,KG,0.4,1.3,0.85,2017,6,Summer
2017-06-19,SEBZE,PATLICAN UZUN,KG,0.5,1.3,0.9,2017,6,Summer
2017-06-19,SEBZE,SOGAN KURU,KG,0.25,1.0,0.63,2017,6,Summer
2017-06-19,SEBZE,DOMATES SALKIM,KG,0.5,2.0,1.25,2017,6,Summer
2017-06-19,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-19,SEBZE,KARPUZ,KG,0.3,0.8,0.55,2017,6,Summer
2017-06-20,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-20,SEBZE,KARPUZ,KG,0.3,0.8,0.55,2017,6,Summer
2017-06-20,SEBZE,BIBER SIVRI,KG,0.5,1.8,1.15,2017,6,Summer
2017-06-20,SEBZE,KABAK TAZE,KG,0.4,1.3,0.85,2017,6,Summer
2017-06-20,SEBZE,PATLICAN UZUN,KG,0.5,1.3,0.9,2017,6,Summer
2017-06-20,SEBZE,SOGAN KURU,KG,0.25,1.0,0.63,2017,6,Summer
2017-06-20,SEBZE,DOMATES SALKIM,KG,0.5,2.0,1.25,2017,6,Summer
2017-06-21,SEBZE,BIBER SIVRI,KG,0.5,1.7,1.1,2017,6,Summer
2017-06-21,SEBZE,KABAK TAZE,KG,0.4,1.3,0.85,2017,6,Summer
2017-06-21,SEBZE,PATLICAN UZUN,KG,0.4,1.0,0.7,2017,6,Summer
2017-06-21,SEBZE,SOGAN KURU,KG,0.3,1.2,0.75,2017,6,Summer
2017-06-21,SEBZE,DOMATES SALKIM,KG,0.5,2.0,1.25,2017,6,Summer
2017-06-21,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-21,SEBZE,KARPUZ,KG,0.3,0.8,0.55,2017,6,Summer
2017-06-22,SEBZE,DOMATES SALKIM,KG,0.5,1.8,1.15,2017,6,Summer
2017-06-22,SEBZE,KARPUZ,KG,0.3,0.8,0.55,2017,6,Summer
2017-06-22,SEBZE,SALATALIK SILOR,KG,0.6,1.8,1.2,2017,6,Summer
2017-06-22,SEBZE,BIBER SIVRI,KG,0.5,1.8,1.15,2017,6,Summer
2017-06-22,SEBZE,KABAK TAZE,KG,0.4,1.3,0.85,2017,6,Summer
2017-06-22,SEBZE,PATLICAN UZUN,KG,0.4,1.2,0.8,2017,6,Summer
2017-06-22,SEBZE,SOGAN KURU,KG,0.3,1.2,0.75,2017,6,Summer
2017-06-23,SEBZE,BIBER SIVRI,KG,0.6,2.0,1.3,2017,6,Summer
2017-06-23,SEBZE,KABAK TAZE,KG,0.5,1.4,0.95,2017,6,Summer
