product_name,year,district,planted_area,production_amount,season,diesel_price,fertilizer_price,average_price,yield_per_decare_kg
BAKLA,2014,İzmir(Bayındır),220.0,114.0,Winter,4.54,886.0,2.07,518.1818181818181
BAKLA,2014,İzmir(Bayındır),220.0,114.0,Spring,4.58,886.0,1.27,518.1818181818181
BAKLA,2014,İzmir(Bayındır),220.0,114.0,Summer,4.38,886.0,1.01,518.1818181818181
BAKLA,2014,İzmir(Bayındır),220.0,114.0,Fall,4.24,886.0,1.45,518.1818181818181
BAKLA,2014,İzmir(Bergama),1000.0,800.0,Winter,4.54,886.0,2.07,800.0
BAKLA,2014,İzmir(Bergama),1000.0,800.0,Spring,4.58,886.0,1.27,800.0
BAKLA,2014,İzmir(Bergama),1000.0,800.0,Summer,4.38,886.0,1.01,800.0
BAKLA,2014,İzmir(Bergama),1000.0,800.0,Fall,4.24,886.0,1.45,800.0
BAKLA,2014,İzmir(Menderes),41.0,37.0,Winter,4.54,886.0,2.07,902.439024390244
BAKLA,2014,İzmir(Menderes),41.0,37.0,Spring,4.58,886.0,1.27,902.439024390244
BAKLA,2014,İzmir(Menderes),41.0,37.0,Summer,4.38,886.0,1.01,902.439024390244
BAKLA,2014,İzmir(Menderes),41.0,37.0,Fall,4.24,886.0,1.45,902.439024390244
BAKLA,2014,İzmir(Tire),600.0,480.0,Winter,4.54,886.0,2.07,800.0
BAKLA,2014,İzmir(Tire),600.0,480.0,Spring,4.58,886.0,1.27,800.0
BAKLA,2014,İzmir(Tire),600.0,480.0,Summer,4.38,886.0,1.01,800.0
BAKLA,2014,İzmir(Tire),600.0,480.0,Fall,4.24,886.0,1.45,800.0
BAKLA,2014,İzmir(Torbalı),195.0,263.0,Winter,4.54,886.0,2.07,1348.7179487179487
BAKLA,2014,İzmir(Torbalı),195.0,263.0,Spring,4.58,886.0,1.27,1348.7179487179487
BAKLA,2014,İzmir(Torbalı),195.0,263.0,Summer,4.38,886.0,1.01,1348.7179487179487
BAKLA,2014,İzmir(Torbalı),195.0,263.0,Fall,4.24,886.0,1.45,1348.7179487179487
BAKLA,2014,İzmir(Ödemiş),750.0,1125.0,Winter,4.54,886.0,2.07,1500.0
BAKLA,2014,İzmir(Ödemiş),750.0,1125.0,Spring,4.58,886.0,1.27,1500.0
BAKLA,2014,İzmir(Ödemiş),750.0,1125.0,Summer,4.38,886.0,1.01,1500.0
BAKLA,2014,İzmir(Ödemiş),750.0,1125.0,Fall,4.24,886.0,1.45,1500.0
BAKLA,2015,İzmir(Bayındır),200.0,104.0,Winter,3.75,903.33,2.47,520.0
BAKLA,2015,İzmir(Bayındır),200.0,104.0,Spring,3.93,903.33,1.92,520.0
BAKLA,2015,İzmir(Bayındır),200.0,104.0,Summer,3.9,903.33,1.0,520.0
BAKLA,2015,İzmir(Bayındır),200.0,104.0,Fall,3.84,903.33,3.68,520.0
BAKLA,2015,İzmir(Bergama),1000.0,800.0,Winter,3.75,903.33,2.47,800.0
BAKLA,2015,İzmir(Bergama),1000.0,800.0,Spring,3.93,903.33,1.92,800.0
BAKLA,2015,İzmir(Bergama),1000.0,800.0,Summer,3.9,903.33,1.0,800.0
BAKLA,2015,İzmir(Bergama),1000.0,800.0,Fall,3.84,903.33,3.68,800.0
BAKLA,2015,İzmir(Menderes),46.0,41.0,Winter,3.75,903.33,2.47,891.304347826087
BAKLA,2015,İzmir(Menderes),46.0,41.0,Spring,3.93,903.33,1.92,891.304347826087
BAKLA,2015,İzmir(Menderes),46.0,41.0,Summer,3.9,903.33,1.0,891.304347826087
BAKLA,2015,İzmir(Menderes),46.0,41.0,Fall,3.84,903.33,3.68,891.304347826087
BAKLA,2015,İzmir(Tire),550.0,440.0,Winter,3.75,903.33,2.47,800.0
BAKLA,2015,İzmir(Tire),550.0,440.0,Spring,3.93,903.33,1.92,800.0
BAKLA,2015,İzmir(Tire),550.0,440.0,Summer,3.9,903.33,1.0,800.0
BAKLA,2015,İzmir(Tire),550.0,440.0,Fall,3.84,903.33,3.68,800.0
BAKLA,2015,İzmir(Torbalı),160.0,216.0,Winter,3.75,903.33,2.47,1350.0
BAKLA,2015,İzmir(Torbalı),160.0,216.0,Spring,3.93,903.33,1.92,1350.0
BAKLA,2015,İzmir(Torbalı),160.0,216.0,Summer,3.9,903.33,1.0,1350.0
BAKLA,2015,İzmir(Torbalı),160.0,216.0,Fall,3.84,903.33,3.68,1350.0
BAKLA,2015,İzmir(Ödemiş),750.0,1125.0,Winter,3.75,903.33,2.47,1500.0
BAKLA,2015,İzmir(Ödemiş),750.0,1125.0,Spring,3.93,903.33,1.92,1500.0
BAKLA,2015,İzmir(Ödemiş),750.0,1125.0,Summer,3.9,903.33,1.0,1500.0
BAKLA,2015,İzmir(Ödemiş),750.0,1125.0,Fall,3.84,903.33,3.68,1500.0
BAKLA,2016,İzmir(Bayındır),100.0,52.0,Winter,3.48,822.67,3.06,520.0
BAKLA,2016,İzmir(Bayındır),100.0,52.0,Spring,3.63,822.67,1.54,520.0
BAKLA,2016,İzmir(Bayındır),100.0,52.0,Summer,3.79,822.67,1.35,520.0
BAKLA,2016,İzmir(Bayındır),100.0,52.0,Fall,4.13,822.67,3.0,520.0
BAKLA,2016,İzmir(Bergama),1000.0,800.0,Winter,3.48,822.67,3.06,800.0
BAKLA,2016,İzmir(Bergama),1000.0,800.0,Spring,3.63,822.67,1.54,800.0
BAKLA,2016,İzmir(Bergama),1000.0,800.0,Summer,3.79,822.67,1.35,800.0
BAKLA,2016,İzmir(Bergama),1000.0,800.0,Fall,4.13,822.67,3.0,800.0
BAKLA,2016,İzmir(Menderes),46.0,41.0,Winter,3.48,822.67,3.06,891.304347826087
BAKLA,2016,İzmir(Menderes),46.0,41.0,Spring,3.63,822.67,1.54,891.304347826087
BAKLA,2016,İzmir(Menderes),46.0,41.0,Summer,3.79,822.67,1.35,891.304347826087
BAKLA,2016,İzmir(Menderes),46.0,41.0,Fall,4.13,822.67,3.0,891.304347826087
BAKLA,2016,İzmir(Tire),550.0,440.0,Winter,3.48,822.67,3.06,800.0
BAKLA,2016,İzmir(Tire),550.0,440.0,Spring,3.63,822.67,1.54,800.0
BAKLA,2016,İzmir(Tire),550.0,440.0,Summer,3.79,822.67,1.35,800.0
BAKLA,2016,İzmir(Tire),550.0,440.0,Fall,4.13,822.67,3.0,800.0
BAKLA,2016,İzmir(Torbalı),160.0,216.0,Winter,3.48,822.67,3.06,1350.0
BAKLA,2016,İzmir(Torbalı),160.0,216.0,Spring,3.63,822.67,1.54,1350.0
BAKLA,2016,İzmir(Torbalı),160.0,216.0,Summer,3.79,822.67,1.35,1350.0
BAKLA,2016,İzmir(Torbalı),160.0,216.0,Fall,4.13,822.67,3.0,1350.0
BAKLA,2016,İzmir(Ödemiş),750.0,1125.0,Winter,3.48,822.67,3.06,1500.0
BAKLA,2016,İzmir(Ödemiş),750.0,1125.0,Spring,3.63,822.67,1.54,1500.0
BAKLA,2016,İzmir(Ödemiş),750.0,1125.0,Summer,3.79,822.67,1.35,1500.0
BAKLA,2016,İzmir(Ödemiş),750.0,1125.0,Fall,4.13,822.67,3.0,1500.0
BAKLA,2017,İzmir(Bayındır),100.0,52.0,Winter,4.59,906.33,3.43,520.0
BAKLA,2017,İzmir(Bayındır),100.0,52.0,Spring,4.55,906.33,2.26,520.0
BAKLA,2017,İzmir(Bayındır),100.0,52.0,Summer,4.48,906.33,1.3,520.0
BAKLA,2017,İzmir(Bayındır),100.0,52.0,Fall,4.83,906.33,2.81,520.0
BAKLA,2017,İzmir(Bergama),1000.0,800.0,Winter,4.59,906.33,3.43,800.0
BAKLA,2017,İzmir(Bergama),1000.0,800.0,Spring,4.55,906.33,2.26,800.0
BAKLA,2017,İzmir(Bergama),1000.0,800.0,Summer,4.48,906.33,1.3,800.0
BAKLA,2017,İzmir(Bergama),1000.0,800.0,Fall,4.83,906.33,2.81,800.0
BAKLA,2017,İzmir(Menderes),37.0,22.0,Winter,4.59,906.33,3.43,594.5945945945946
BAKLA,2017,İzmir(Menderes),37.0,22.0,Spring,4.55,906.33,2.26,594.5945945945946
BAKLA,2017,İzmir(Menderes),37.0,22.0,Summer,4.48,906.33,1.3,594.5945945945946
BAKLA,2017,İzmir(Menderes),37.0,22.0,Fall,4.83,906.33,2.81,594.5945945945946
BAKLA,2017,İzmir(Tire),600.0,480.0,Winter,4.59,906.33,3.43,800.0
BAKLA,2017,İzmir(Tire),600.0,480.0,Spring,4.55,906.33,2.26,800.0
BAKLA,2017,İzmir(Tire),600.0,480.0,Summer,4.48,906.33,1.3,800.0
BAKLA,2017,İzmir(Tire),600.0,480.0,Fall,4.83,906.33,2.81,800.0
BAKLA,2017,İzmir(Torbalı),200.0,270.0,Winter,4.59,906.33,3.43,1350.0
BAKLA,2017,İzmir(Torbalı),200.0,270.0,Spring,4.55,906.33,2.26,1350.0
BAKLA,2017,İzmir(Torbalı),200.0,270.0,Summer,4.48,906.33,1.3,1350.0
BAKLA,2017,İzmir(Torbalı),200.0,270.0,Fall,4.83,906.33,2.81,1350.0
BAKLA,2017,İzmir(Ödemiş),750.0,1125.0,Winter,4.59,906.33,3.43,1500.0
BAKLA,2017,İzmir(Ödemiş),750.0,1125.0,Spring,4.55,906.33,2.26,1500.0
BAKLA,2017,İzmir(Ödemiş),750.0,1125.0,Summer,4.48,906.33,1.3,1500.0
BAKLA,2017,İzmir(Ödemiş),750.0,1125.0,Fall,4.83,906.33,2.81,1500.0
BAKLA,2018,İzmir(Bayındır),100.0,52.0,Winter,5.11,1217.33,3.07,520.0
BAKLA,2018,İzmir(Bayındır),100.0,52.0,Spring,5.46,1217.33,1.74,520.0
BAKLA,2018,İzmir(Bayındır),100.0,52.0,Summer,5.81,1217.33,1.38,520.0
BAKLA,2018,İzmir(Bayındır),100.0,52.0,Fall,6.34,1217.33,2.0633333333333335,520.0
BAKLA,2018,İzmir(Bergama),1000.0,800.0,Winter,5.11,1217.33,3.07,800.0
BAKLA,2018,İzmir(Bergama),1000.0,800.0,Spring,5.46,1217.33,1.74,800.0
BAKLA,2018,İzmir(Bergama),1000.0,800.0,Summer,5.81,1217.33,1.38,800.0
BAKLA,2018,İzmir(Bergama),1000.0,800.0,Fall,6.34,1217.33,2.0633333333333335,800.0
BAKLA,2018,İzmir(Menderes),37.0,22.0,Winter,5.11,1217.33,3.07,594.5945945945946
BAKLA,2018,İzmir(Menderes),37.0,22.0,Spring,5.46,1217.33,1.74,594.5945945945946
BAKLA,2018,İzmir(Menderes),37.0,22.0,Summer,5.81,1217.33,1.38,594.5945945945946
BAKLA,2018,İzmir(Menderes),37.0,22.0,Fall,6.34,1217.33,2.0633333333333335,594.5945945945946
BAKLA,2018,İzmir(Tire),300.0,240.0,Winter,5.11,1217.33,3.07,800.0
BAKLA,2018,İzmir(Tire),300.0,240.0,Spring,5.46,1217.33,1.74,800.0
BAKLA,2018,İzmir(Tire),300.0,240.0,Summer,5.81,1217.33,1.38,800.0
BAKLA,2018,İzmir(Tire),300.0,240.0,Fall,6.34,1217.33,2.0633333333333335,800.0
BAKLA,2018,İzmir(Torbalı),140.0,189.0,Winter,5.11,1217.33,3.07,1350.0
BAKLA,2018,İzmir(Torbalı),140.0,189.0,Spring,5.46,1217.33,1.74,1350.0
BAKLA,2018,İzmir(Torbalı),140.0,189.0,Summer,5.81,1217.33,1.38,1350.0
BAKLA,2018,İzmir(Torbalı),140.0,189.0,Fall,6.34,1217.33,2.0633333333333335,1350.0
BAKLA,2018,İzmir(Ödemiş),550.0,825.0,Winter,5.11,1217.33,3.07,1500.0
BAKLA,2018,İzmir(Ödemiş),550.0,825.0,Spring,5.46,1217.33,1.74,1500.0
BAKLA,2018,İzmir(Ödemiş),550.0,825.0,Summer,5.81,1217.33,1.38,1500.0
BAKLA,2018,İzmir(Ödemiş),550.0,825.0,Fall,6.34,1217.33,2.0633333333333335,1500.0
BAKLA,2019,İzmir(Bayındır),50.0,26.0,Winter,6.0,1486.33,5.1,520.0
BAKLA,2019,İzmir(Bayındır),50.0,26.0,Spring,6.44,1486.33,3.84,520.0
BAKLA,2019,İzmir(Bayındır),50.0,26.0,Summer,6.38,1486.33,1.35,520.0
BAKLA,2019,İzmir(Bayındır),50.0,26.0,Fall,6.53,1486.33,3.4299999999999997,520.0
BAKLA,2019,İzmir(Bergama),1000.0,800.0,Winter,6.0,1486.33,5.1,800.0
BAKLA,2019,İzmir(Bergama),1000.0,800.0,Spring,6.44,1486.33,3.84,800.0
BAKLA,2019,İzmir(Bergama),1000.0,800.0,Summer,6.38,1486.33,1.35,800.0
BAKLA,2019,İzmir(Bergama),1000.0,800.0,Fall,6.53,1486.33,3.4299999999999997,800.0
BAKLA,2019,İzmir(Menderes),37.0,22.0,Winter,6.0,1486.33,5.1,594.5945945945946
BAKLA,2019,İzmir(Menderes),37.0,22.0,Spring,6.44,1486.33,3.84,594.5945945945946
BAKLA,2019,İzmir(Menderes),37.0,22.0,Summer,6.38,1486.33,1.35,594.5945945945946
BAKLA,2019,İzmir(Menderes),37.0,22.0,Fall,6.53,1486.33,3.4299999999999997,594.5945945945946
BAKLA,2019,İzmir(Tire),300.0,240.0,Winter,6.0,1486.33,5.1,800.0
BAKLA,2019,İzmir(Tire),300.0,240.0,Spring,6.44,1486.33,3.84,800.0
BAKLA,2019,İzmir(Tire),300.0,240.0,Summer,6.38,1486.33,1.35,800.0
BAKLA,2019,İzmir(Tire),300.0,240.0,Fall,6.53,1486.33,3.4299999999999997,800.0
BAKLA,2019,İzmir(Torbalı),210.0,288.0,Winter,6.0,1486.33,5.1,1371.4285714285713
BAKLA,2019,İzmir(Torbalı),210.0,288.0,Spring,6.44,1486.33,3.84,1371.4285714285713
BAKLA,2019,İzmir(Torbalı),210.0,288.0,Summer,6.38,1486.33,1.35,1371.4285714285713
BAKLA,2019,İzmir(Torbalı),210.0,288.0,Fall,6.53,1486.33,3.4299999999999997,1371.4285714285713
BAKLA,2019,İzmir(Ödemiş),550.0,825.0,Winter,6.0,1486.33,5.1,1500.0
BAKLA,2019,İzmir(Ödemiş),550.0,825.0,Spring,6.44,1486.33,3.84,1500.0
BAKLA,2019,İzmir(Ödemiş),550.0,825.0,Summer,6.38,1486.33,1.35,1500.0
BAKLA,2019,İzmir(Ödemiş),550.0,825.0,Fall,6.53,1486.33,3.4299999999999997,1500.0
BAKLA,2020,İzmir(Bayındır),50.0,26.0,Winter,6.57,2226.67,6.29,520.0
BAKLA,2020,İzmir(Bayındır),50.0,26.0,Spring,5.51,2226.67,4.03,520.0
BAKLA,2020,İzmir(Bayındır),50.0,26.0,Summer,5.98,2226.67,5.16,520.0
BAKLA,2020,İzmir(Bayındır),50.0,26.0,Fall,6.2,2226.67,5.16,520.0
BAKLA,2020,İzmir(Bergama),1000.0,800.0,Winter,6.57,2226.67,6.29,800.0
BAKLA,2020,İzmir(Bergama),1000.0,800.0,Spring,5.51,2226.67,4.03,800.0
BAKLA,2020,İzmir(Bergama),1000.0,800.0,Summer,5.98,2226.67,5.16,800.0
BAKLA,2020,İzmir(Bergama),1000.0,800.0,Fall,6.2,2226.67,5.16,800.0
BAKLA,2020,İzmir(Menderes),37.0,22.0,Winter,6.57,2226.67,6.29,594.5945945945946
BAKLA,2020,İzmir(Menderes),37.0,22.0,Spring,5.51,2226.67,4.03,594.5945945945946
BAKLA,2020,İzmir(Menderes),37.0,22.0,Summer,5.98,2226.67,5.16,594.5945945945946
BAKLA,2020,İzmir(Menderes),37.0,22.0,Fall,6.2,2226.67,5.16,594.5945945945946
BAKLA,2020,İzmir(Tire),20.0,16.0,Winter,6.57,2226.67,6.29,800.0
BAKLA,2020,İzmir(Tire),20.0,16.0,Spring,5.51,2226.67,4.03,800.0
BAKLA,2020,İzmir(Tire),20.0,16.0,Summer,5.98,2226.67,5.16,800.0
BAKLA,2020,İzmir(Tire),20.0,16.0,Fall,6.2,2226.67,5.16,800.0
BAKLA,2020,İzmir(Torbalı),250.0,313.0,Winter,6.57,2226.67,6.29,1252.0
BAKLA,2020,İzmir(Torbalı),250.0,313.0,Spring,5.51,2226.67,4.03,1252.0
BAKLA,2020,İzmir(Torbalı),250.0,313.0,Summer,5.98,2226.67,5.16,1252.0
BAKLA,2020,İzmir(Torbalı),250.0,313.0,Fall,6.2,2226.67,5.16,1252.0
BAKLA,2020,İzmir(Ödemiş),300.0,450.0,Winter,6.57,2226.67,6.29,1500.0
BAKLA,2020,İzmir(Ödemiş),300.0,450.0,Spring,5.51,2226.67,4.03,1500.0
BAKLA,2020,İzmir(Ödemiş),300.0,450.0,Summer,5.98,2226.67,5.16,1500.0
BAKLA,2020,İzmir(Ödemiş),300.0,450.0,Fall,6.2,2226.67,5.16,1500.0
BAKLA,2021,İzmir(Bayındır),50.0,26.0,Winter,6.71,6709.0,7.13,520.0
BAKLA,2021,İzmir(Bayındır),50.0,26.0,Spring,6.69,6709.0,4.27,520.0
BAKLA,2021,İzmir(Bayındır),50.0,26.0,Summer,7.34,6709.0,4.0,520.0
BAKLA,2021,İzmir(Bayındır),50.0,26.0,Fall,7.99,6709.0,5.133333333333333,520.0
BAKLA,2021,İzmir(Bergama),139.0,111.0,Winter,6.71,6709.0,7.13,798.5611510791367
BAKLA,2021,İzmir(Bergama),139.0,111.0,Spring,6.69,6709.0,4.27,798.5611510791367
BAKLA,2021,İzmir(Bergama),139.0,111.0,Summer,7.34,6709.0,4.0,798.5611510791367
BAKLA,2021,İzmir(Bergama),139.0,111.0,Fall,7.99,6709.0,5.133333333333333,798.5611510791367
BAKLA,2021,İzmir(Menderes),30.0,18.0,Winter,6.71,6709.0,7.13,600.0
BAKLA,2021,İzmir(Menderes),30.0,18.0,Spring,6.69,6709.0,4.27,600.0
BAKLA,2021,İzmir(Menderes),30.0,18.0,Summer,7.34,6709.0,4.0,600.0
BAKLA,2021,İzmir(Menderes),30.0,18.0,Fall,7.99,6709.0,5.133333333333333,600.0
BAKLA,2021,İzmir(Tire),16.0,13.0,Winter,6.71,6709.0,7.13,812.5
BAKLA,2021,İzmir(Tire),16.0,13.0,Spring,6.69,6709.0,4.27,812.5
BAKLA,2021,İzmir(Tire),16.0,13.0,Summer,7.34,6709.0,4.0,812.5
BAKLA,2021,İzmir(Tire),16.0,13.0,Fall,7.99,6709.0,5.133333333333333,812.5
BAKLA,2021,İzmir(Torbalı),316.0,395.0,Winter,6.71,6709.0,7.13,1250.0
BAKLA,2021,İzmir(Torbalı),316.0,395.0,Spring,6.69,6709.0,4.27,1250.0
BAKLA,2021,İzmir(Torbalı),316.0,395.0,Summer,7.34,6709.0,4.0,1250.0
BAKLA,2021,İzmir(Torbalı),316.0,395.0,Fall,7.99,6709.0,5.133333333333333,1250.0
BAKLA,2021,İzmir(Ödemiş),150.0,225.0,Winter,6.71,6709.0,7.13,1500.0
BAKLA,2021,İzmir(Ödemiş),150.0,225.0,Spring,6.69,6709.0,4.27,1500.0
BAKLA,2021,İzmir(Ödemiş),150.0,225.0,Summer,7.34,6709.0,4.0,1500.0
BAKLA,2021,İzmir(Ödemiş),150.0,225.0,Fall,7.99,6709.0,5.133333333333333,1500.0
BAKLA,2022,İzmir(Bayındır),50.0,25.0,Winter,13.29,15353.33,10.15,500.0
BAKLA,2022,İzmir(Bayındır),50.0,25.0,Spring,21.62,15353.33,10.06,500.0
BAKLA,2022,İzmir(Bayındır),50.0,25.0,Summer,26.18,15353.33,5.1,500.0
BAKLA,2022,İzmir(Bayındır),50.0,25.0,Fall,25.49,15353.33,10.8,500.0
BAKLA,2022,İzmir(Bergama),333.0,266.0,Winter,13.29,15353.33,10.15,798.7987987987988
BAKLA,2022,İzmir(Bergama),333.0,266.0,Spring,21.62,15353.33,10.06,798.7987987987988
BAKLA,2022,İzmir(Bergama),333.0,266.0,Summer,26.18,15353.33,5.1,798.7987987987988
BAKLA,2022,İzmir(Bergama),333.0,266.0,Fall,25.49,15353.33,10.8,798.7987987987988
BAKLA,2022,İzmir(Menderes),30.0,18.0,Winter,13.29,15353.33,10.15,600.0
BAKLA,2022,İzmir(Menderes),30.0,18.0,Spring,21.62,15353.33,10.06,600.0
BAKLA,2022,İzmir(Menderes),30.0,18.0,Summer,26.18,15353.33,5.1,600.0
BAKLA,2022,İzmir(Menderes),30.0,18.0,Fall,25.49,15353.33,10.8,600.0
BAKLA,2022,İzmir(Torbalı),200.0,250.0,Winter,13.29,15353.33,10.15,1250.0
BAKLA,2022,İzmir(Torbalı),200.0,250.0,Spring,21.62,15353.33,10.06,1250.0
BAKLA,2022,İzmir(Torbalı),200.0,250.0,Summer,26.18,15353.33,5.1,1250.0
BAKLA,2022,İzmir(Torbalı),200.0,250.0,Fall,25.49,15353.33,10.8,1250.0
BAKLA,2022,İzmir(Ödemiş),150.0,225.0,Winter,13.29,15353.33,10.15,1500.0
BAKLA,2022,İzmir(Ödemiş),150.0,225.0,Spring,21.62,15353.33,10.06,1500.0
BAKLA,2022,İzmir(Ödemiş),150.0,225.0,Summer,26.18,15353.33,5.1,1500.0
BAKLA,2022,İzmir(Ödemiş),150.0,225.0,Fall,25.49,15353.33,10.8,1500.0
BAKLA,2023,İzmir(Bayındır),40.0,20.0,Winter,22.27,10488.0,14.81,500.0
BAKLA,2023,İzmir(Bayındır),40.0,20.0,Spring,20.55,10488.0,16.03,500.0
BAKLA,2023,İzmir(Bayındır),40.0,20.0,Summer,30.3,10488.0,12.82,500.0
BAKLA,2023,İzmir(Bayındır),40.0,20.0,Fall,39.39,10488.0,14.553333333333335,500.0
BAKLA,2023,İzmir(Bergama),201.0,160.0,Winter,22.27,10488.0,14.81,796.0199004975125
BAKLA,2023,İzmir(Bergama),201.0,160.0,Spring,20.55,10488.0,16.03,796.0199004975125
BAKLA,2023,İzmir(Bergama),201.0,160.0,Summer,30.3,10488.0,12.82,796.0199004975125
BAKLA,2023,İzmir(Bergama),201.0,160.0,Fall,39.39,10488.0,14.553333333333335,796.0199004975125
BAKLA,2023,İzmir(Menderes),30.0,18.0,Winter,22.27,10488.0,14.81,600.0
BAKLA,2023,İzmir(Menderes),30.0,18.0,Spring,20.55,10488.0,16.03,600.0
BAKLA,2023,İzmir(Menderes),30.0,18.0,Summer,30.3,10488.0,12.82,600.0
BAKLA,2023,İzmir(Menderes),30.0,18.0,Fall,39.39,10488.0,14.553333333333335,600.0
BAKLA,2023,İzmir(Torbalı),150.0,180.0,Winter,22.27,10488.0,14.81,1200.0
BAKLA,2023,İzmir(Torbalı),150.0,180.0,Spring,20.55,10488.0,16.03,1200.0
BAKLA,2023,İzmir(Torbalı),150.0,180.0,Summer,30.3,10488.0,12.82,1200.0
BAKLA,2023,İzmir(Torbalı),150.0,180.0,Fall,39.39,10488.0,14.553333333333335,1200.0
BAKLA,2023,İzmir(Ödemiş),200.0,300.0,Winter,22.27,10488.0,14.81,1500.0
BAKLA,2023,İzmir(Ödemiş),200.0,300.0,Spring,20.55,10488.0,16.03,1500.0
BAKLA,2023,İzmir(Ödemiş),200.0,300.0,Summer,30.3,10488.0,12.82,1500.0
BAKLA,2023,İzmir(Ödemiş),200.0,300.0,Fall,39.39,10488.0,14.553333333333335,1500.0
BAKLA,2024,İzmir(Bayındır),40.0,20.0,Winter,40.18,11266.67,26.92,500.0
BAKLA,2024,İzmir(Bayındır),40.0,20.0,Spring,42.39,11266.67,22.79,500.0
BAKLA,2024,İzmir(Bayındır),40.0,20.0,Summer,44.12,11266.67,32.72,500.0
BAKLA,2024,İzmir(Bayındır),40.0,20.0,Fall,43.82,11266.67,28.69,500.0
BAKLA,2024,İzmir(Bergama),182.0,145.0,Winter,40.18,11266.67,26.92,796.7032967032967
BAKLA,2024,İzmir(Bergama),182.0,145.0,Spring,42.39,11266.67,22.79,796.7032967032967
BAKLA,2024,İzmir(Bergama),182.0,145.0,Summer,44.12,11266.67,32.72,796.7032967032967
BAKLA,2024,İzmir(Bergama),182.0,145.0,Fall,43.82,11266.67,28.69,796.7032967032967
BAKLA,2024,İzmir(Menderes),30.0,18.0,Winter,40.18,11266.67,26.92,600.0
BAKLA,2024,İzmir(Menderes),30.0,18.0,Spring,42.39,11266.67,22.79,600.0
BAKLA,2024,İzmir(Menderes),30.0,18.0,Summer,44.12,11266.67,32.72,600.0
BAKLA,2024,İzmir(Menderes),30.0,18.0,Fall,43.82,11266.67,28.69,600.0
BAKLA,2024,İzmir(Torbalı),170.0,204.0,Winter,40.18,11266.67,26.92,1200.0
BAKLA,2024,İzmir(Torbalı),170.0,204.0,Spring,42.39,11266.67,22.79,1200.0
BAKLA,2024,İzmir(Torbalı),170.0,204.0,Summer,44.12,11266.67,32.72,1200.0
BAKLA,2024,İzmir(Torbalı),170.0,204.0,Fall,43.82,11266.67,28.69,1200.0
BAKLA,2024,İzmir(Ödemiş),200.0,300.0,Winter,40.18,11266.67,26.92,1500.0
BAKLA,2024,İzmir(Ödemiş),200.0,300.0,Spring,42.39,11266.67,22.79,1500.0
BAKLA,2024,İzmir(Ödemiş),200.0,300.0,Summer,44.12,11266.67,32.72,1500.0
BAKLA,2024,İzmir(Ödemiş),200.0,300.0,Fall,43.82,11266.67,28.69,1500.0
BAKLA,2025,İzmir(Bayındır),21.0,11.0,Winter,46.61,14550.0,45.65,523.8095238095239
BAKLA,2025,İzmir(Bayındır),21.0,11.0,Spring,46.68,14550.0,45.65,523.8095238095239
BAKLA,2025,İzmir(Bayındır),21.0,11.0,Summer,52.69,14550.0,45.65,523.8095238095239
BAKLA,2025,İzmir(Bayındır),21.0,11.0,Fall,56.39,14550.0,45.65,523.8095238095239
BAKLA,2025,İzmir(Bergama),142.0,113.0,Winter,46.61,14550.0,45.65,795.7746478873239
BAKLA,2025,İzmir(Bergama),142.0,113.0,Spring,46.68,14550.0,45.65,795.7746478873239
BAKLA,2025,İzmir(Bergama),142.0,113.0,Summer,52.69,14550.0,45.65,795.7746478873239
BAKLA,2025,İzmir(Bergama),142.0,113.0,Fall,56.39,14550.0,45.65,795.7746478873239
BAKLA,2025,İzmir(Menderes),20.0,12.0,Winter,46.61,14550.0,45.65,600.0
BAKLA,2025,İzmir(Menderes),20.0,12.0,Spring,46.68,14550.0,45.65,600.0
BAKLA,2025,İzmir(Menderes),20.0,12.0,Summer,52.69,14550.0,45.65,600.0
BAKLA,2025,İzmir(Menderes),20.0,12.0,Fall,56.39,14550.0,45.65,600.0
BAKLA,2025,İzmir(Torbalı),130.0,176.0,Winter,46.61,14550.0,45.65,1353.8461538461538
BAKLA,2025,İzmir(Torbalı),130.0,176.0,Spring,46.68,14550.0,45.65,1353.8461538461538
BAKLA,2025,İzmir(Torbalı),130.0,176.0,Summer,52.69,14550.0,45.65,1353.8461538461538
BAKLA,2025,İzmir(Torbalı),130.0,176.0,Fall,56.39,14550.0,45.65,1353.8461538461538
BAKLA,2025,İzmir(Ödemiş),250.0,375.0,Winter,46.61,14550.0,45.65,1500.0
BAKLA,2025,İzmir(Ödemiş),250.0,375.0,Spring,46.68,14550.0,45.65,1500.0
BAKLA,2025,İzmir(Ödemiş),250.0,375.0,Summer,52.69,14550.0,45.65,1500.0
BAKLA,2025,İzmir(Ödemiş),250.0,375.0,Fall,56.39,14550.0,45.65,1500.0
BEZELYE,2014,İzmir(Bayındır),1200.0,750.0,Winter,4.54,886.0,1.55,625.0
BEZELYE,2014,İzmir(Bayındır),1200.0,750.0,Spring,4.58,886.0,1.61,625.0
BEZELYE,2014,İzmir(Bayındır),1200.0,750.0,Summer,4.38,886.0,1.16,625.0
BEZELYE,2014,İzmir(Bayındır),1200.0,750.0,Fall,4.24,886.0,1.88,625.0
BEZELYE,2014,İzmir(Bergama),350.0,175.0,Winter,4.54,886.0,1.55,500.0
BEZELYE,2014,İzmir(Bergama),350.0,175.0,Spring,4.58,886.0,1.61,500.0
