,product_name,year,district,planted_area,production_amount
454,SOGAN KURU,2017,İzmir(Torbalı),,
455,SOGAN KURU,2017,İzmir(Ödemiş),,
456,SOGAN KURU,2018,İzmir(Bayındır),,
457,SOGAN KURU,2018,İzmir(Bergama),800,1520
458,SOGAN KURU,2018,İzmir(Menderes),,
459,SOGAN KURU,2018,İzmir(Tire),,
460,SOGAN KURU,2018,İzmir(Torbalı),,
461,SOGAN KURU,2018,İzmir(Ödemiş),,
462,SOGAN KURU,2019,İzmir(Bayındır),,
463,SOGAN KURU,2019,İzmir(Bergama),1000,1800
464,SOGAN KURU,2019,İzmir(Menderes),,
465,SOGAN KURU,2019,İzmir(Tire),,
466,SOGAN KURU,2019,İzmir(Torbalı),,
467,SOGAN KURU,2019,İzmir(Ödemiş),,
468,SOGAN KURU,2020,İzmir(Bayındır),,
469,SOGAN KURU,2020,İzmir(Bergama),22,35
470,SOGAN KURU,2020,İzmir(Menderes),,
471,SOGAN KURU,2020,İzmir(Tire),,
472,SOGAN KURU,2020,İzmir(Torbalı),,
473,SOGAN KURU,2020,İzmir(Ödemiş),,
474,SOGAN KURU,2021,İzmir(Bayındır),,
475,SOGAN KURU,2021,İzmir(Bergama),18,25
476,SOGAN KURU,2021,İzmir(Menderes),,
477,SOGAN KURU,2021,İzmir(Tire),,
478,SOGAN KURU,2021,İzmir(Torbalı),,
479,SOGAN KURU,2021,İzmir(Ödemiş),,
480,SOGAN KURU,2022,İzmir(Bayındır),,
481,SOGAN KURU,2022,İzmir(Bergama),45,65
482,SOGAN KURU,2022,İzmir(Menderes),,
483,SOGAN KURU,2022,İzmir(Tire),,
484,SOGAN KURU,2022,İzmir(Torbalı),,
485,SOGAN KURU,2022,İzmir(Ödemiş),,
486,SOGAN KURU,2023,İzmir(Bayındır),,
487,SOGAN KURU,2023,İzmir(Bergama),65,80
488,SOGAN KURU,2023,İzmir(Menderes),,
489,SOGAN KURU,2023,İzmir(Tire),,
490,SOGAN KURU,2023,İzmir(Torbalı),,
491,SOGAN KURU,2023,İzmir(Ödemiş),,
492,SOGAN KURU,2024,İzmir(Bayındır),,
493,SOGAN KURU,2024,İzmir(Bergama),86,106
494,SOGAN KURU,2024,İzmir(Menderes),,
495,SOGAN KURU,2024,İzmir(Tire),,
496,SOGAN KURU,2024,İzmir(Torbalı),,
497,SOGAN KURU,2024,İzmir(Ödemiş),,
498,SOGAN KURU,2025,İzmir(Bayındır),,
499,SOGAN KURU,2025,İzmir(Bergama),53,57
500,SOGAN KURU,2025,İzmir(Menderes),,
501,SOGAN KURU,2025,İzmir(Tire),,
502,SOGAN KURU,2025,İzmir(Torbalı),,
503,SOGAN KURU,2025,İzmir(Ödemiş),,
