,TARIH,MAL_TURU,MAL_ADI,BIRIM,ASGARI_UCRET,AZAMI_UCRET,ORTALAMA_UCRET
2138,01/24/2024,MEYVE,ELMA GSMİT,kg,10.0,37.0,23.5
2139,01/24/2024,İTHAL,ELMA STARKING(İTHAL),kg,10.0,50.0,30.0
2140,01/24/2024,SEBZE,SALATALIK  SİLOR,kg,8.0,40.0,24.0
2141,01/24/2024,MEYVE,HÜNNAP,kg,11.0,40.0,25.5
2142,01/24/2024,MEYVE,ELMA  ARJANTİN,kg,10.0,32.0,21.0
2143,01/24/2024,İTHAL,SARIMSAK  İTHAL,kg,20.0,150.0,85.0
2144,01/24/2024,MEYVE,PORTAKAL WASHINGTON,kg,7.0,18.0,12.5
2145,01/24/2024,MEYVE,ÜZÜM  BEYAZ,kg,10.0,60.0,35.0
2146,01/24/2024,SEBZE,BİBER  MEKSİKA,kg,8.0,40.0,24.0
2147,01/24/2024,MEYVE,ÜZÜM  SİYAH,kg,23.0,70.0,46.5
2148,01/24/2024,SEBZE,ALABAŞ,kg,4.0,15.0,9.5
2149,01/24/2024,MEYVE,MANDALİNA SATSUMA,kg,5.0,23.0,14.0
2150,01/24/2024,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,10.0,40.0,25.0
2151,01/24/2024,SEBZE,DOMATES PEMBE,kg,10.0,40.0,25.0
2152,01/24/2024,SEBZE,HAVUÇ(TAKOZ),kg,5.0,28.0,16.5
2153,01/24/2024,MEYVE,LİMON LAMAS,kg,6.0,14.0,10.0
2154,01/24/2024,SEBZE,PATATES TAZE,kg,5.0,22.0,13.5
2155,01/24/2024,SEBZE,MANTAR (İSTİRİDYE),kg,40.0,140.0,90.0
2156,01/24/2024,SEBZE,BİBER KÖY(MAZO),kg,10.0,50.0,30.0
2157,01/24/2024,SEBZE,LAHANA KARA,kg,5.0,14.0,9.5
2158,01/24/2024,MEYVE,ELMA FUJİ,kg,9.0,32.0,20.5
2159,01/24/2024,MEYVE,ELMA GSMIT(İYİ TARIM),kg,10.0,40.0,25.0
2160,01/24/2024,MEYVE,ELMA  GOLDEN,kg,6.0,33.0,19.5
2161,01/24/2024,SEBZE,KAVUN  SERA,kg,10.0,27.0,18.5
2162,01/24/2024,İTHAL,AVAKADO,adet,10.0,30.0,20.0
2163,01/24/2024,İTHAL,ANANAS,adet,30.0,80.0,55.0
2164,01/24/2024,İTHAL,MUZ  ITHAL,kg,20.0,70.0,45.0
2165,01/24/2024,İTHAL,HINDISTAN CEVIZI,adet,10.0,40.0,25.0
2166,01/24/2024,MEYVE,PORTAKAL   FINIKE,kg,10.0,25.0,17.5
2167,01/24/2024,SEBZE,BROKOLI,kg,5.0,40.0,22.5
2168,01/24/2024,MEYVE,CENNET ELMASI,kg,10.0,60.0,35.0
2169,01/24/2024,MEYVE,PORTAKAL  SIKMALIK,kg,8.0,15.0,11.5
2170,01/24/2024,MEYVE,MUŞMULA,kg,7.0,35.0,21.0
2171,01/24/2024,SEBZE,Y.REYHAN,adet,4.0,18.0,11.0
2172,01/24/2024,SEBZE,BAKLA,kg,7.0,45.0,26.0
2173,01/24/2024,SEBZE,BORULCE,kg,25.0,60.0,42.5
2174,01/24/2024,SEBZE,BİBER  SİVRİ,kg,10.0,70.0,40.0
2175,01/24/2024,SEBZE,BİBER  DOLMA,kg,8.0,40.0,24.0
2176,01/24/2024,SEBZE,FASULYE   AYSE,kg,10.0,80.0,45.0
2177,01/24/2024,SEBZE,FASULYE   CALI,kg,10.0,70.0,40.0
2178,01/24/2024,SEBZE,BARBUNYA TAZE,kg,20.0,50.0,35.0
2179,01/24/2024,SEBZE,HAVUÇ,kg,5.0,18.0,11.5
2180,01/24/2024,SEBZE,ISPANAK,kg,5.0,35.0,20.0
2181,01/24/2024,SEBZE,KABAK TAZE,kg,10.0,38.0,24.0
2182,01/24/2024,SEBZE,KABAK  BAL,kg,5.0,25.0,15.0
2183,01/24/2024,SEBZE,KEREVIZ,kg,10.0,30.0,20.0
2184,01/24/2024,SEBZE,MARUL,adet,5.0,24.0,14.5
2185,01/24/2024,SEBZE,PATLICAN  UZUN,kg,8.0,38.0,23.0
2186,01/24/2024,SEBZE,PATLICAN TOPAN,kg,8.0,39.0,23.5
2187,01/24/2024,SEBZE,PANCAR,kg,5.0,18.0,11.5
2188,01/24/2024,SEBZE,SOĞAN   TAZE,kg,10.0,45.0,27.5
2189,01/24/2024,SEBZE,SOĞAN   KURU,kg,4.0,14.0,9.0
2190,01/24/2024,SEBZE,LAHANA  KIRMIZI,kg,8.0,22.0,15.0
2191,01/24/2024,SEBZE,KARNABAHAR,kg,5.0,30.0,17.5
2192,01/24/2024,SEBZE,TURP  KIRMIZI,kg,4.0,17.0,10.5
2193,01/24/2024,SEBZE,SEMIZ OTU,adet,8.0,12.5,10.25
2194,01/24/2024,SEBZE,YAPRAK  SALAMURA,kg,10.0,50.0,30.0
2195,01/24/2024,SEBZE,SARIMSAK  KURU,kg,15.0,125.0,70.0
2196,01/24/2024,SEBZE,PATATES  CALMA,kg,5.0,24.0,14.5
2197,01/24/2024,SEBZE,BİBER ÇARLİSTON,kg,10.0,50.0,30.0
2198,01/24/2024,SEBZE,MARUL AYSBERG,adet,5.0,35.0,20.0
2199,01/24/2024,SEBZE,MANTAR,kg,20.0,90.0,55.0
2200,01/25/2024,MEYVE,PORTAKAL   FINIKE,kg,10.0,25.0,17.5
2201,01/25/2024,SEBZE,BROKOLI,kg,5.0,40.0,22.5
2202,01/25/2024,MEYVE,CENNET ELMASI,kg,10.0,80.0,45.0
2203,01/25/2024,MEYVE,PORTAKAL  SIKMALIK,kg,8.0,15.0,11.5
2204,01/25/2024,MEYVE,MUŞMULA,kg,7.0,35.0,21.0
2205,01/25/2024,SEBZE,Y.REYHAN,adet,4.0,18.0,11.0
2206,01/25/2024,SEBZE,BAKLA,kg,7.0,45.0,26.0
2207,01/25/2024,SEBZE,BORULCE,kg,25.0,70.0,47.5
2208,01/25/2024,SEBZE,BİBER  SİVRİ,kg,10.0,70.0,40.0
2209,01/25/2024,SEBZE,BİBER  DOLMA,kg,8.0,45.0,26.5
2210,01/25/2024,SEBZE,FASULYE   AYSE,kg,10.0,80.0,45.0
2211,01/25/2024,SEBZE,FASULYE   CALI,kg,10.0,80.0,45.0
2212,01/25/2024,SEBZE,BARBUNYA TAZE,kg,20.0,50.0,35.0
2213,01/25/2024,SEBZE,HAVUÇ,kg,5.0,20.0,12.5
2214,01/25/2024,SEBZE,ISPANAK,kg,5.0,40.0,22.5
2215,01/25/2024,SEBZE,KABAK TAZE,kg,10.0,38.0,24.0
2216,01/25/2024,SEBZE,KABAK  BAL,kg,5.0,25.0,15.0
2217,01/25/2024,SEBZE,KEREVIZ,kg,10.0,30.0,20.0
2218,01/25/2024,SEBZE,MARUL,adet,5.0,24.0,14.5
2219,01/25/2024,SEBZE,PATLICAN  UZUN,kg,8.0,45.0,26.5
2220,01/25/2024,SEBZE,PATLICAN TOPAN,kg,8.0,48.0,28.0
2221,01/25/2024,SEBZE,PANCAR,kg,5.0,20.0,12.5
2222,01/25/2024,SEBZE,SOĞAN   TAZE,kg,10.0,47.0,28.5
2223,01/25/2024,SEBZE,SOĞAN   KURU,kg,4.0,14.0,9.0
2224,01/25/2024,SEBZE,LAHANA  KIRMIZI,kg,8.0,22.0,15.0
2225,01/25/2024,SEBZE,KARNABAHAR,kg,5.0,36.0,20.5
2226,01/25/2024,SEBZE,TURP  KIRMIZI,kg,4.0,17.0,10.5
2227,01/25/2024,SEBZE,SEMIZ OTU,adet,8.0,12.5,10.25
2228,01/25/2024,SEBZE,YAPRAK  SALAMURA,kg,10.0,50.0,30.0
2229,01/25/2024,SEBZE,SARIMSAK  KURU,kg,15.0,115.0,65.0
2230,01/25/2024,SEBZE,PATATES  CALMA,kg,5.0,24.0,14.5
2231,01/25/2024,SEBZE,BİBER ÇARLİSTON,kg,10.0,45.0,27.5
2232,01/25/2024,SEBZE,MARUL AYSBERG,adet,5.0,35.0,20.0
2233,01/25/2024,SEBZE,MANTAR,kg,20.0,90.0,55.0
2234,01/25/2024,SEBZE,SOĞAN   KIRMIZI,kg,10.0,25.0,17.5
2235,01/25/2024,SEBZE,BİBER KIRMIZI,kg,15.0,60.0,37.5
2236,01/25/2024,SEBZE,LAHANA  BEYAZ,kg,5.0,25.0,15.0
2237,01/25/2024,SEBZE,PIRASA,kg,4.0,30.0,17.0
2238,01/25/2024,SEBZE,PAZI,adet,4.0,19.0,11.5
2239,01/25/2024,SEBZE,BİBER  KIL ACI,kg,10.0,70.0,40.0
2240,01/25/2024,MEYVE,AYVA,kg,8.0,43.0,25.5
2241,01/25/2024,MEYVE,ARMUT  S.MARIA,kg,10.0,45.0,27.5
2242,01/25/2024,MEYVE,CILEK,kg,50.0,115.0,82.5
2243,01/25/2024,MEYVE,ELMA  AMASYA,kg,10.0,32.0,21.0
2244,01/25/2024,MEYVE,ELMA  STARKING,kg,15.0,36.0,25.5
2245,01/25/2024,MEYVE,GREYFURT,kg,5.0,20.0,12.5
2246,01/25/2024,SEBZE,LAHANA  BURUKSEL,kg,10.0,40.0,25.0
2247,01/25/2024,SEBZE,DOMATES (DİĞER),kg,7.0,35.0,21.0
2248,01/25/2024,SEBZE,SALATALIK ,kg,8.0,40.0,24.0
2249,01/25/2024,SEBZE,DOMATES  SALKIM,kg,12.0,45.0,28.5
2250,01/25/2024,SEBZE,TURP  SIYAH,kg,3.0,20.0,11.5
2251,01/25/2024,SEBZE,MARUL KIVIRCIK,adet,5.0,40.0,22.5
2252,01/25/2024,SEBZE,YERELMASI,kg,5.0,20.0,12.5
2253,01/25/2024,SEBZE,DENIZ BÖRÜLCESİ,adet,4.0,35.0,19.5
2254,01/25/2024,İTHAL,MANGO,adet,10.0,41.0,25.5
2255,01/25/2024,MEYVE,ARMUT  DEVECI,kg,10.0,43.0,26.5
2256,01/25/2024,SEBZE,MARUL LOLOROSSO,adet,5.0,34.0,19.5
2257,01/25/2024,SEBZE,BİBER CİN,kg,4.0,40.0,22.0
2258,01/25/2024,SEBZE,DOMATES CHERRY,kg,8.0,40.0,24.0
2259,01/25/2024,SEBZE,TURP  FINDIK,adet,5.0,15.0,10.0
2260,01/25/2024,SEBZE,DOMATES  BEEF,kg,10.0,35.0,22.5
2261,01/25/2024,MEYVE,KIVI  ,kg,10.0,55.0,32.5
2262,01/25/2024,İTHAL,ZENCEFİL,kg,60.0,250.0,155.0
2263,01/25/2024,İTHAL,BİBER KALİFORNİYA,kg,30.0,60.0,45.0
2264,01/25/2024,MEYVE,ÜZÜM  RED GLOBE,kg,10.0,60.0,35.0
2265,01/25/2024,MEYVE,ELMA GSMİT,kg,10.0,37.0,23.5
2266,01/25/2024,İTHAL,ELMA STARKING(İTHAL),kg,10.0,50.0,30.0
2267,01/25/2024,SEBZE,SALATALIK  SİLOR,kg,8.0,44.0,26.0
2268,01/25/2024,MEYVE,HÜNNAP,kg,11.0,40.0,25.5
2269,01/25/2024,MEYVE,ELMA  ARJANTİN,kg,10.0,32.0,21.0
2270,01/25/2024,İTHAL,SARIMSAK  İTHAL,kg,20.0,150.0,85.0
2271,01/25/2024,MEYVE,PORTAKAL WASHINGTON,kg,7.0,18.0,12.5
2272,01/25/2024,MEYVE,ÜZÜM  BEYAZ,kg,10.0,60.0,35.0
2273,01/25/2024,SEBZE,BİBER  MEKSİKA,kg,8.0,50.0,29.0
2274,01/25/2024,MEYVE,ÜZÜM  SİYAH,kg,23.0,70.0,46.5
2275,01/25/2024,SEBZE,ALABAŞ,kg,4.0,20.0,12.0
2276,01/25/2024,MEYVE,MANDALİNA SATSUMA,kg,5.0,23.0,14.0
2277,01/25/2024,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,10.0,45.0,27.5
2278,01/25/2024,SEBZE,DOMATES PEMBE,kg,10.0,50.0,30.0
2279,01/25/2024,SEBZE,HAVUÇ(TAKOZ),kg,5.0,28.0,16.5
2280,01/25/2024,MEYVE,LİMON LAMAS,kg,6.0,14.0,10.0
2281,01/25/2024,SEBZE,PATATES TAZE,kg,5.0,22.0,13.5
2282,01/25/2024,SEBZE,MANTAR (İSTİRİDYE),kg,40.0,140.0,90.0
2283,01/25/2024,SEBZE,BİBER KÖY(MAZO),kg,10.0,55.0,32.5
2284,01/25/2024,SEBZE,LAHANA KARA,kg,5.0,14.0,9.5
2285,01/25/2024,MEYVE,ELMA FUJİ,kg,9.0,32.0,20.5
2286,01/25/2024,SEBZE,KAVUN DİĞER,kg,5.0,50.0,27.5
2287,01/25/2024,SEBZE,KARPUZ,kg,3.0,24.0,13.5
2288,01/25/2024,MEYVE,NAR,kg,10.0,40.0,25.0
2289,01/25/2024,MEYVE,KESTANE,kg,100.0,200.0,150.0
2290,01/25/2024,MEYVE,MANDALİNA,kg,5.0,25.0,15.0
2291,01/25/2024,MEYVE,MUZ  YERLI,kg,10.0,45.0,27.5
2292,01/25/2024,MEYVE,PORTAKAL  ,kg,10.0,30.0,20.0
2293,01/25/2024,MEYVE,PORTAKAL  VALENCIA,kg,8.0,25.0,16.5
2294,01/25/2024,İTHAL,KIVI  İTHAL,kg,20.0,70.0,45.0
2295,01/25/2024,MEYVE,LİMON DİĞER ,kg,8.0,15.0,11.5
2296,01/25/2024,SEBZE,Y.MAYDONOZ,bağ,1.25,7.0,4.13
2297,01/25/2024,SEBZE,Y.DEREOTU,bağ,1.25,8.0,4.63
2298,01/25/2024,SEBZE,Y.ROKA,bağ,1.25,7.0,4.13
2299,01/25/2024,SEBZE,Y.TERE,bağ,1.0,7.0,4.0
2300,01/25/2024,SEBZE,Y.NANE,bağ,1.25,7.0,4.13
2301,01/25/2024,MEYVE,ERİK  ANJELIKA,kg,20.0,55.0,37.5
2302,01/25/2024,MEYVE,ÜZÜM  SULTANİYE,kg,10.0,50.0,30.0
2303,01/25/2024,MEYVE,ELMA GSMIT(İYİ TARIM),kg,10.0,40.0,25.0
2304,01/25/2024,MEYVE,ELMA  GOLDEN,kg,6.0,33.0,19.5
2305,01/25/2024,SEBZE,KAVUN  SERA,kg,10.0,27.0,18.5
2306,01/25/2024,İTHAL,AVAKADO,adet,10.0,30.0,20.0
2307,01/25/2024,İTHAL,ANANAS,adet,30.0,70.0,50.0
2308,01/25/2024,İTHAL,MUZ  ITHAL,kg,20.0,75.0,47.5
2309,01/25/2024,İTHAL,HINDISTAN CEVIZI,adet,10.0,40.0,25.0
2310,01/26/2024,SEBZE,MARUL,adet,5.0,24.0,14.5
2311,01/26/2024,SEBZE,PATLICAN  UZUN,kg,8.0,45.0,26.5
2312,01/26/2024,SEBZE,PATLICAN TOPAN,kg,8.0,42.0,25.0
2313,01/26/2024,SEBZE,PANCAR,kg,5.0,20.0,12.5
2314,01/26/2024,SEBZE,SOĞAN   TAZE,kg,10.0,47.0,28.5
2315,01/26/2024,SEBZE,SOĞAN   KURU,kg,4.0,14.0,9.0
2316,01/26/2024,SEBZE,LAHANA  KIRMIZI,kg,8.0,22.0,15.0
2317,01/26/2024,SEBZE,KARNABAHAR,kg,5.0,30.0,17.5
2318,01/26/2024,SEBZE,TURP  KIRMIZI,kg,4.0,17.0,10.5
2319,01/26/2024,SEBZE,SEMIZ OTU,adet,8.0,12.5,10.25
2320,01/26/2024,SEBZE,YAPRAK  SALAMURA,kg,10.0,48.0,29.0
2321,01/26/2024,SEBZE,SARIMSAK  KURU,kg,15.0,120.0,67.5
2322,01/26/2024,SEBZE,PATATES  CALMA,kg,5.0,24.0,14.5
2323,01/26/2024,SEBZE,BİBER ÇARLİSTON,kg,10.0,55.0,32.5
2324,01/26/2024,SEBZE,MARUL AYSBERG,adet,5.0,35.0,20.0
2325,01/26/2024,SEBZE,MANTAR,kg,20.0,90.0,55.0
2326,01/26/2024,SEBZE,SOĞAN   KIRMIZI,kg,10.0,25.0,17.5
2327,01/26/2024,SEBZE,BİBER KIRMIZI,kg,15.0,60.0,37.5
2328,01/26/2024,SEBZE,LAHANA  BEYAZ,kg,5.0,20.0,12.5
2329,01/26/2024,SEBZE,PIRASA,kg,4.0,29.0,16.5
2330,01/26/2024,SEBZE,PAZI,adet,4.0,15.0,9.5
2331,01/26/2024,SEBZE,BİBER  KIL ACI,kg,10.0,70.0,40.0
2332,01/26/2024,SEBZE,LAHANA  BURUKSEL,kg,10.0,35.0,22.5
2333,01/26/2024,SEBZE,DOMATES (DİĞER),kg,7.0,35.0,21.0
2334,01/26/2024,SEBZE,SALATALIK ,kg,8.0,48.0,28.0
2335,01/26/2024,SEBZE,DOMATES  SALKIM,kg,12.0,50.0,31.0
2336,01/26/2024,SEBZE,TURP  SIYAH,kg,3.0,20.0,11.5
2337,01/26/2024,SEBZE,MARUL KIVIRCIK,adet,5.0,40.0,22.5
2338,01/26/2024,SEBZE,YERELMASI,kg,5.0,20.0,12.5
2339,01/26/2024,SEBZE,DENIZ BÖRÜLCESİ,adet,4.0,35.0,19.5
2340,01/26/2024,İTHAL,MANGO,adet,10.0,41.0,25.5
2341,01/26/2024,MEYVE,AYVA,kg,8.0,43.0,25.5
2342,01/26/2024,MEYVE,ARMUT  S.MARIA,kg,10.0,40.0,25.0
2343,01/26/2024,MEYVE,CILEK,kg,50.0,100.0,75.0
2344,01/26/2024,MEYVE,ELMA  AMASYA,kg,10.0,32.0,21.0
2345,01/26/2024,MEYVE,ELMA  STARKING,kg,15.0,36.0,25.5
2346,01/26/2024,MEYVE,GREYFURT,kg,5.0,20.0,12.5
2347,01/26/2024,SEBZE,KAVUN DİĞER,kg,5.0,50.0,27.5
2348,01/26/2024,SEBZE,KARPUZ,kg,3.0,24.0,13.5
2349,01/26/2024,MEYVE,NAR,kg,10.0,40.0,25.0
2350,01/26/2024,MEYVE,KESTANE,kg,100.0,200.0,150.0
2351,01/26/2024,MEYVE,MANDALİNA,kg,5.0,25.0,15.0
2352,01/26/2024,MEYVE,MUZ  YERLI,kg,10.0,45.0,27.5
2353,01/26/2024,MEYVE,PORTAKAL  ,kg,10.0,30.0,20.0
2354,01/26/2024,MEYVE,PORTAKAL  VALENCIA,kg,8.0,25.0,16.5
2355,01/26/2024,İTHAL,KIVI  İTHAL,kg,20.0,70.0,45.0
2356,01/26/2024,MEYVE,ARMUT  DEVECI,kg,10.0,40.0,25.0
2357,01/26/2024,SEBZE,MARUL LOLOROSSO,adet,5.0,34.0,19.5
2358,01/26/2024,SEBZE,BİBER CİN,kg,4.0,40.0,22.0
2359,01/26/2024,SEBZE,DOMATES CHERRY,kg,8.0,37.0,22.5
2360,01/26/2024,SEBZE,TURP  FINDIK,adet,5.0,15.0,10.0
2361,01/26/2024,SEBZE,DOMATES  BEEF,kg,10.0,35.0,22.5
2362,01/26/2024,MEYVE,KIVI  ,kg,10.0,55.0,32.5
2363,01/26/2024,İTHAL,ZENCEFİL,kg,60.0,250.0,155.0
2364,01/26/2024,İTHAL,BİBER KALİFORNİYA,kg,30.0,60.0,45.0
2365,01/26/2024,MEYVE,ÜZÜM  RED GLOBE,kg,10.0,60.0,35.0
2366,01/26/2024,MEYVE,ELMA GSMİT,kg,10.0,37.0,23.5
2367,01/26/2024,İTHAL,ELMA STARKING(İTHAL),kg,10.0,50.0,30.0
2368,01/26/2024,SEBZE,SALATALIK  SİLOR,kg,8.0,47.0,27.5
2369,01/26/2024,MEYVE,HÜNNAP,kg,11.0,40.0,25.5
2370,01/26/2024,MEYVE,ELMA  ARJANTİN,kg,10.0,32.0,21.0
2371,01/26/2024,İTHAL,SARIMSAK  İTHAL,kg,20.0,150.0,85.0
2372,01/26/2024,MEYVE,PORTAKAL WASHINGTON,kg,7.0,18.0,12.5
2373,01/26/2024,MEYVE,ÜZÜM  BEYAZ,kg,10.0,60.0,35.0
2374,01/26/2024,SEBZE,BİBER  MEKSİKA,kg,8.0,50.0,29.0
2375,01/26/2024,MEYVE,ÜZÜM  SİYAH,kg,23.0,70.0,46.5
2376,01/26/2024,SEBZE,ALABAŞ,kg,4.0,20.0,12.0
2377,01/26/2024,MEYVE,MANDALİNA SATSUMA,kg,5.0,23.0,14.0
2378,01/26/2024,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,10.0,45.0,27.5
2379,01/26/2024,SEBZE,DOMATES PEMBE,kg,10.0,50.0,30.0
2380,01/26/2024,SEBZE,HAVUÇ(TAKOZ),kg,5.0,34.0,19.5
2381,01/26/2024,MEYVE,LİMON LAMAS,kg,6.0,14.0,10.0
2382,01/26/2024,SEBZE,PATATES TAZE,kg,5.0,22.0,13.5
2383,01/26/2024,SEBZE,MANTAR (İSTİRİDYE),kg,40.0,140.0,90.0
2384,01/26/2024,SEBZE,BİBER KÖY(MAZO),kg,10.0,50.0,30.0
2385,01/26/2024,SEBZE,LAHANA KARA,kg,5.0,14.0,9.5
2386,01/26/2024,MEYVE,ELMA FUJİ,kg,9.0,32.0,20.5
2387,01/26/2024,MEYVE,LİMON DİĞER ,kg,8.0,15.0,11.5
2388,01/26/2024,SEBZE,Y.MAYDONOZ,bağ,1.25,7.0,4.13
2389,01/26/2024,SEBZE,Y.DEREOTU,bağ,1.25,8.0,4.63
2390,01/26/2024,SEBZE,Y.ROKA,bağ,1.25,7.0,4.13
2391,01/26/2024,SEBZE,Y.TERE,bağ,1.0,7.0,4.0
2392,01/26/2024,SEBZE,Y.NANE,bağ,1.25,7.0,4.13
2393,01/26/2024,MEYVE,ERİK  ANJELIKA,kg,20.0,55.0,37.5
2394,01/26/2024,MEYVE,ÜZÜM  SULTANİYE,kg,10.0,50.0,30.0
2395,01/26/2024,MEYVE,ELMA GSMIT(İYİ TARIM),kg,10.0,40.0,25.0
2396,01/26/2024,MEYVE,ELMA  GOLDEN,kg,6.0,33.0,19.5
2397,01/26/2024,SEBZE,KAVUN  SERA,kg,10.0,27.0,18.5
2398,01/26/2024,İTHAL,AVAKADO,adet,10.0,30.0,20.0
2399,01/26/2024,İTHAL,ANANAS,adet,30.0,70.0,50.0
2400,01/26/2024,İTHAL,MUZ  ITHAL,kg,20.0,75.0,47.5
2401,01/26/2024,İTHAL,HINDISTAN CEVIZI,adet,10.0,40.0,25.0
2402,01/26/2024,MEYVE,PORTAKAL   FINIKE,kg,10.0,25.0,17.5
2403,01/26/2024,SEBZE,BROKOLI,kg,5.0,35.0,20.0
2404,01/26/2024,MEYVE,CENNET ELMASI,kg,10.0,90.0,50.0
2405,01/26/2024,MEYVE,PORTAKAL  SIKMALIK,kg,8.0,15.0,11.5
2406,01/26/2024,MEYVE,MUŞMULA,kg,7.0,35.0,21.0
2407,01/26/2024,SEBZE,Y.REYHAN,adet,4.0,18.0,11.0
2408,01/26/2024,SEBZE,BAKLA,kg,7.0,50.0,28.5
2409,01/26/2024,SEBZE,BORULCE,kg,25.0,70.0,47.5
2410,01/26/2024,SEBZE,BİBER  SİVRİ,kg,10.0,68.0,39.0
2411,01/26/2024,SEBZE,BİBER  DOLMA,kg,8.0,55.0,31.5
2412,01/26/2024,SEBZE,FASULYE   AYSE,kg,10.0,90.0,50.0
2413,01/26/2024,SEBZE,FASULYE   CALI,kg,10.0,70.0,40.0
2414,01/26/2024,SEBZE,BARBUNYA TAZE,kg,20.0,50.0,35.0
2415,01/26/2024,SEBZE,HAVUÇ,kg,5.0,20.0,12.5
2416,01/26/2024,SEBZE,ISPANAK,kg,5.0,40.0,22.5
2417,01/26/2024,SEBZE,KABAK TAZE,kg,10.0,38.0,24.0
2418,01/26/2024,SEBZE,KABAK  BAL,kg,5.0,25.0,15.0
2419,01/26/2024,SEBZE,KEREVIZ,kg,10.0,33.0,21.5
2420,01/27/2024,SEBZE,LAHANA  BURUKSEL,kg,10.0,40.0,25.0
2421,01/27/2024,SEBZE,DOMATES (DİĞER),kg,7.0,35.0,21.0
2422,01/27/2024,SEBZE,SALATALIK ,kg,8.0,55.0,31.5
2423,01/27/2024,SEBZE,DOMATES  SALKIM,kg,12.0,45.0,28.5
2424,01/27/2024,SEBZE,TURP  SIYAH,kg,3.0,20.0,11.5
2425,01/27/2024,SEBZE,MARUL KIVIRCIK,adet,5.0,40.0,22.5
2426,01/27/2024,SEBZE,YERELMASI,kg,5.0,20.0,12.5
2427,01/27/2024,SEBZE,DENIZ BÖRÜLCESİ,adet,4.0,35.0,19.5
2428,01/27/2024,İTHAL,MANGO,adet,10.0,50.0,30.0
2429,01/27/2024,MEYVE,ARMUT  DEVECI,kg,10.0,40.0,25.0
2430,01/27/2024,SEBZE,MARUL LOLOROSSO,adet,5.0,34.0,19.5
2431,01/27/2024,SEBZE,BİBER CİN,kg,4.0,40.0,22.0
2432,01/27/2024,SEBZE,DOMATES CHERRY,kg,8.0,37.0,22.5
2433,01/27/2024,SEBZE,TURP  FINDIK,adet,5.0,15.0,10.0
2434,01/27/2024,SEBZE,DOMATES  BEEF,kg,10.0,33.0,21.5
2435,01/27/2024,MEYVE,KIVI  ,kg,10.0,60.0,35.0
2436,01/27/2024,İTHAL,ZENCEFİL,kg,60.0,240.0,150.0
2437,01/27/2024,İTHAL,BİBER KALİFORNİYA,kg,30.0,60.0,45.0
2438,01/27/2024,MEYVE,ÜZÜM  RED GLOBE,kg,10.0,60.0,35.0
2439,01/27/2024,MEYVE,ELMA GSMİT,kg,10.0,37.0,23.5
2440,01/27/2024,MEYVE,AYVA,kg,8.0,46.0,27.0
2441,01/27/2024,MEYVE,ARMUT  S.MARIA,kg,10.0,45.0,27.5
2442,01/27/2024,MEYVE,CILEK,kg,50.0,110.0,80.0
2443,01/27/2024,MEYVE,ELMA  AMASYA,kg,10.0,38.0,24.0
2444,01/27/2024,MEYVE,ELMA  STARKING,kg,15.0,32.0,23.5
2445,01/27/2024,MEYVE,GREYFURT,kg,5.0,15.0,10.0
2446,01/27/2024,SEBZE,KAVUN DİĞER,kg,5.0,55.0,30.0
2447,01/27/2024,SEBZE,KARPUZ,kg,3.0,24.0,13.5
2448,01/27/2024,MEYVE,NAR,kg,10.0,40.0,25.0
2449,01/27/2024,MEYVE,KESTANE,kg,100.0,180.0,140.0
2450,01/27/2024,MEYVE,MANDALİNA,kg,5.0,25.0,15.0
2451,01/27/2024,MEYVE,MUZ  YERLI,kg,10.0,50.0,30.0
2452,01/27/2024,MEYVE,PORTAKAL  ,kg,10.0,30.0,20.0
2453,01/27/2024,MEYVE,PORTAKAL  VALENCIA,kg,8.0,25.0,16.5
2454,01/27/2024,İTHAL,KIVI  İTHAL,kg,20.0,70.0,45.0
2455,01/27/2024,MEYVE,LİMON DİĞER ,kg,8.0,15.0,11.5
2456,01/27/2024,SEBZE,Y.MAYDONOZ,bağ,1.25,7.0,4.13
2457,01/27/2024,SEBZE,Y.DEREOTU,bağ,1.25,8.0,4.63
2458,01/27/2024,SEBZE,Y.ROKA,bağ,1.25,7.0,4.13
2459,01/27/2024,SEBZE,Y.TERE,bağ,1.0,7.0,4.0
2460,01/27/2024,SEBZE,Y.NANE,bağ,1.25,7.0,4.13
2461,01/27/2024,MEYVE,ERİK  ANJELIKA,kg,20.0,55.0,37.5
2462,01/27/2024,MEYVE,ÜZÜM  SULTANİYE,kg,10.0,50.0,30.0
2463,01/27/2024,MEYVE,ELMA GSMIT(İYİ TARIM),kg,10.0,40.0,25.0
2464,01/27/2024,MEYVE,ELMA  GOLDEN,kg,6.0,33.0,19.5
2465,01/27/2024,SEBZE,KAVUN  SERA,kg,10.0,27.0,18.5
2466,01/27/2024,İTHAL,ELMA STARKING(İTHAL),kg,10.0,50.0,30.0
2467,01/27/2024,SEBZE,SALATALIK  SİLOR,kg,8.0,50.0,29.0
2468,01/27/2024,MEYVE,HÜNNAP,kg,11.0,40.0,25.5
2469,01/27/2024,MEYVE,ELMA  ARJANTİN,kg,10.0,32.0,21.0
2470,01/27/2024,İTHAL,SARIMSAK  İTHAL,kg,20.0,150.0,85.0
