,URUN_ADI,ORTALAMA_FIYAT,YIL,SEZON
4529,SALATALIK  SİLOR,1.85,2019,Fall
4530,KARPUZ,0.65,2019,Fall
4531,DOMATES  SALKIM,2.6,2019,Fall
4532,SALATALIK  SİLOR,2.1,2019,Fall
4533,KARPUZ,0.65,2019,Fall
4534,SALATALIK  SİLOR,2.1,2019,Fall
4535,KARPUZ,0.65,2019,Fall
4536,DOMATES  SALKIM,3.0,2019,Fall
4537,SALATALIK  SİLOR,2.35,2019,Fall
4538,DOMATES  SALKIM,3.0,2019,Fall
4539,KARPUZ,0.65,2019,Fall
4540,DOMATES  SALKIM,3.0,2019,Fall
4541,KARPUZ,0.65,2019,Fall
4542,SALATALIK  SİLOR,2.35,2019,Fall
4543,DOMATES  SALKIM,3.0,2019,Fall
4544,SALATALIK  SİLOR,2.2,2019,Fall
4545,KARPUZ,0.65,2019,Fall
4546,KARPUZ,0.65,2019,Fall
4547,DOMATES  SALKIM,3.0,2019,Fall
4548,SALATALIK  SİLOR,2.2,2019,Fall
4549,DOMATES  SALKIM,3.6,2019,Fall
4550,KARPUZ,0.65,2019,Fall
4551,SALATALIK  SİLOR,2.1,2019,Fall
4552,SALATALIK  SİLOR,2.1,2019,Fall
4553,DOMATES  SALKIM,3.6,2019,Fall
4554,KARPUZ,0.65,2019,Fall
4555,DOMATES  SALKIM,3.6,2019,Fall
4556,SALATALIK  SİLOR,1.9,2019,Fall
4557,KARPUZ,0.65,2019,Fall
4558,DOMATES  SALKIM,3.6,2019,Fall
4559,SALATALIK  SİLOR,1.9,2019,Fall
4560,KARPUZ,0.65,2019,Fall
4561,DOMATES  SALKIM,3.6,2019,Fall
4562,SALATALIK  SİLOR,1.9,2019,Fall
4563,KARPUZ,0.65,2019,Fall
4564,DOMATES  SALKIM,3.6,2019,Fall
4565,KARPUZ,0.65,2019,Fall
4566,SALATALIK  SİLOR,1.9,2019,Fall
4567,DOMATES  SALKIM,3.4,2019,Fall
4568,SALATALIK  SİLOR,1.9,2019,Fall
4569,KARPUZ,0.65,2019,Fall
4570,DOMATES  SALKIM,3.4,2019,Fall
4571,SALATALIK  SİLOR,1.6,2019,Fall
4572,KARPUZ,0.65,2019,Fall
4573,DOMATES  SALKIM,3.4,2019,Fall
4574,SALATALIK  SİLOR,1.6,2019,Fall
4575,KARPUZ,0.65,2019,Fall
4576,KARPUZ,0.65,2019,Fall
4577,DOMATES  SALKIM,3.4,2019,Fall
4578,SALATALIK  SİLOR,1.75,2019,Fall
4579,DOMATES  SALKIM,3.4,2019,Fall
4580,SALATALIK  SİLOR,1.75,2019,Fall
4581,KARPUZ,0.65,2019,Fall
4582,DOMATES  SALKIM,3.4,2019,Fall
4583,SALATALIK  SİLOR,2.05,2019,Fall
4584,KARPUZ,0.65,2019,Fall
4585,DOMATES  SALKIM,3.4,2019,Fall
4586,SALATALIK  SİLOR,2.7,2019,Fall
4587,KARPUZ,0.65,2019,Fall
4588,SALATALIK  SİLOR,2.7,2019,Fall
4589,KARPUZ,0.65,2019,Fall
4590,DOMATES  SALKIM,3.4,2019,Fall
4591,DOMATES  SALKIM,3.4,2019,Fall
4592,SALATALIK  SİLOR,2.7,2019,Fall
4593,KARPUZ,0.65,2019,Fall
4594,DOMATES  SALKIM,3.4,2019,Fall
4595,SALATALIK  SİLOR,2.7,2019,Fall
4596,KARPUZ,0.8,2019,Fall
4597,SALATALIK  SİLOR,2.7,2019,Fall
4598,KARPUZ,0.8,2019,Fall
4599,DOMATES  SALKIM,3.4,2019,Fall
4600,DOMATES  SALKIM,3.4,2019,Fall
4601,SALATALIK  SİLOR,2.7,2019,Fall
4602,KARPUZ,0.8,2019,Fall
4603,DOMATES  SALKIM,3.75,2019,Fall
4604,SALATALIK  SİLOR,2.7,2019,Fall
4605,KARPUZ,0.8,2019,Fall
4606,DOMATES  SALKIM,3.75,2019,Fall
4607,SALATALIK  SİLOR,2.25,2019,Fall
4608,KARPUZ,0.8,2019,Fall
4609,DOMATES  SALKIM,3.75,2019,Fall
4610,SALATALIK  SİLOR,2.25,2019,Fall
4611,KARPUZ,0.8,2019,Fall
4612,DOMATES  SALKIM,3.75,2019,Fall
4613,SALATALIK  SİLOR,2.35,2019,Fall
4614,KARPUZ,0.8,2019,Fall
4615,KARPUZ,0.8,2019,Fall
4616,DOMATES  SALKIM,3.75,2019,Fall
4617,SALATALIK  SİLOR,2.5,2019,Fall
4618,DOMATES  SALKIM,3.75,2019,Fall
4619,KARPUZ,0.8,2019,Fall
4620,SALATALIK  SİLOR,3.25,2019,Fall
4621,DOMATES  SALKIM,3.75,2019,Fall
4622,SALATALIK  SİLOR,3.0,2019,Fall
4623,KARPUZ,0.8,2019,Fall
4624,DOMATES  SALKIM,3.75,2019,Fall
4625,SALATALIK  SİLOR,2.8,2019,Fall
4626,KARPUZ,0.8,2019,Fall
4627,DOMATES  SALKIM,3.75,2019,Fall
4628,SALATALIK  SİLOR,2.8,2019,Fall
4629,KARPUZ,0.8,2019,Fall
4630,SALATALIK  SİLOR,2.8,2019,Fall
4631,KARPUZ,0.8,2019,Fall
4632,DOMATES  SALKIM,3.75,2019,Fall
4633,DOMATES  SALKIM,2.75,2019,Fall
4634,SALATALIK  SİLOR,2.6,2019,Fall
4635,DOMATES  SALKIM,3.0,2019,Fall
4636,SALATALIK  SİLOR,2.25,2019,Fall
4637,DOMATES  SALKIM,3.0,2019,Fall
4638,SALATALIK  SİLOR,2.25,2019,Fall
4639,SALATALIK  SİLOR,2.1,2019,Fall
4640,DOMATES  SALKIM,3.25,2019,Fall
4641,DOMATES  SALKIM,3.25,2019,Fall
4642,SALATALIK  SİLOR,2.4,2019,Fall
4643,DOMATES  SALKIM,3.25,2019,Fall
4644,SALATALIK  SİLOR,2.05,2019,Fall
4645,DOMATES  SALKIM,3.25,2019,Fall
4646,SALATALIK  SİLOR,2.25,2019,Fall
4647,DOMATES  SALKIM,3.25,2019,Fall
4648,SALATALIK  SİLOR,2.25,2019,Fall
4649,DOMATES  SALKIM,3.25,2019,Fall
4650,SALATALIK  SİLOR,2.25,2019,Fall
4651,SALATALIK  SİLOR,2.25,2019,Fall
4652,DOMATES  SALKIM,3.25,2019,Fall
4653,DOMATES  SALKIM,3.25,2019,Fall
4654,SALATALIK  SİLOR,2.25,2019,Fall
4655,DOMATES  SALKIM,3.75,2019,Fall
4656,SALATALIK  SİLOR,2.25,2019,Fall
4657,DOMATES  SALKIM,3.75,2019,Fall
4658,SALATALIK  SİLOR,2.25,2019,Fall
4659,DOMATES  SALKIM,3.75,2019,Fall
4660,SALATALIK  SİLOR,2.65,2019,Fall
4661,DOMATES  SALKIM,3.75,2019,Fall
4662,SALATALIK  SİLOR,2.65,2019,Fall
4663,DOMATES  SALKIM,3.75,2019,Fall
4664,SALATALIK  SİLOR,2.65,2019,Fall
4665,DOMATES  SALKIM,3.75,2019,Fall
4666,SALATALIK  SİLOR,2.65,2019,Fall
4667,DOMATES  SALKIM,3.75,2019,Fall
4668,SALATALIK  SİLOR,2.65,2019,Fall
4669,DOMATES  SALKIM,3.75,2019,Fall
4670,SALATALIK  SİLOR,2.65,2019,Fall
4671,SALATALIK  SİLOR,2.65,2019,Fall
4672,DOMATES  SALKIM,3.75,2019,Fall
4673,DOMATES  SALKIM,3.75,2019,Fall
4674,SALATALIK  SİLOR,2.65,2019,Fall
4675,DOMATES  SALKIM,3.75,2019,Fall
4676,SALATALIK  SİLOR,2.65,2019,Fall
4677,DOMATES  SALKIM,3.75,2019,Fall
4678,SALATALIK  SİLOR,2.65,2019,Fall
4679,DOMATES  SALKIM,3.75,2019,Fall
4680,SALATALIK  SİLOR,2.8,2019,Fall
4681,DOMATES  SALKIM,3.5,2019,Fall
4682,SALATALIK  SİLOR,2.8,2019,Fall
4683,SALATALIK  SİLOR,2.8,2019,Winter
4684,DOMATES  SALKIM,3.5,2019,Winter
4685,DOMATES  SALKIM,3.5,2019,Winter
4686,SALATALIK  SİLOR,2.65,2019,Winter
4687,DOMATES  SALKIM,3.5,2019,Winter
4688,SALATALIK  SİLOR,2.65,2019,Winter
4689,DOMATES  SALKIM,3.5,2019,Winter
4690,SALATALIK  SİLOR,2.65,2019,Winter
4691,DOMATES  SALKIM,3.5,2019,Winter
4692,SALATALIK  SİLOR,2.65,2019,Winter
4693,DOMATES  SALKIM,3.5,2019,Winter
4694,SALATALIK  SİLOR,2.65,2019,Winter
4695,DOMATES  SALKIM,3.5,2019,Winter
4696,SALATALIK  SİLOR,2.65,2019,Winter
4697,DOMATES  SALKIM,3.5,2019,Winter
4698,SALATALIK  SİLOR,2.55,2019,Winter
4699,DOMATES  SALKIM,3.5,2019,Winter
4700,SALATALIK  SİLOR,2.55,2019,Winter
4701,DOMATES  SALKIM,3.5,2019,Winter
4702,SALATALIK  SİLOR,2.55,2019,Winter
4703,DOMATES  SALKIM,3.5,2019,Winter
4704,SALATALIK  SİLOR,2.75,2019,Winter
4705,DOMATES  SALKIM,3.5,2019,Winter
4706,SALATALIK  SİLOR,2.75,2019,Winter
4707,DOMATES  SALKIM,3.5,2019,Winter
4708,SALATALIK  SİLOR,3.0,2019,Winter
4709,DOMATES  SALKIM,3.75,2019,Winter
4710,SALATALIK  SİLOR,3.0,2019,Winter
4711,DOMATES  SALKIM,3.75,2019,Winter
4712,SALATALIK  SİLOR,3.0,2019,Winter
4713,DOMATES  SALKIM,3.75,2019,Winter
4714,SALATALIK  SİLOR,3.0,2019,Winter
4715,DOMATES  SALKIM,4.25,2019,Winter
4716,SALATALIK  SİLOR,3.4,2019,Winter
4717,DOMATES  SALKIM,4.25,2019,Winter
4718,SALATALIK  SİLOR,3.4,2019,Winter
4719,DOMATES  SALKIM,4.25,2019,Winter
4720,SALATALIK  SİLOR,3.5,2019,Winter
4721,DOMATES  SALKIM,4.6,2019,Winter
4722,SALATALIK  SİLOR,3.5,2019,Winter
4723,SALATALIK  SİLOR,3.75,2019,Winter
4724,DOMATES  SALKIM,4.6,2019,Winter
4725,DOMATES  SALKIM,4.6,2019,Winter
4726,SALATALIK  SİLOR,3.5,2019,Winter
4727,DOMATES  SALKIM,4.6,2019,Winter
4728,SALATALIK  SİLOR,3.5,2019,Winter
4729,DOMATES  SALKIM,5.0,2019,Winter
4730,SALATALIK  SİLOR,3.5,2019,Winter
4731,SALATALIK  SİLOR,3.3,2019,Winter
4732,DOMATES  SALKIM,5.0,2019,Winter
4733,DOMATES  SALKIM,5.0,2019,Winter
4734,SALATALIK  SİLOR,3.0,2019,Winter
4735,DOMATES  SALKIM,5.0,2020,Winter
4736,SALATALIK  SİLOR,3.0,2020,Winter
4737,DOMATES  SALKIM,5.0,2020,Winter
4738,SALATALIK  SİLOR,2.8,2020,Winter
4739,DOMATES  SALKIM,5.0,2020,Winter
4740,SALATALIK  SİLOR,2.8,2020,Winter
4741,DOMATES  SALKIM,5.1,2020,Winter
4742,SALATALIK  SİLOR,3.25,2020,Winter
4743,DOMATES  SALKIM,5.75,2020,Winter
4744,SALATALIK  SİLOR,3.5,2020,Winter
4745,DOMATES  SALKIM,5.75,2020,Winter
4746,SALATALIK  SİLOR,3.5,2020,Winter
4747,DOMATES  SALKIM,5.75,2020,Winter
4748,SALATALIK  SİLOR,3.65,2020,Winter
4749,DOMATES  SALKIM,5.75,2020,Winter
4750,SALATALIK  SİLOR,4.1,2020,Winter
4751,DOMATES  SALKIM,5.75,2020,Winter
4752,SALATALIK  SİLOR,4.1,2020,Winter
4753,DOMATES  SALKIM,5.75,2020,Winter
4754,SALATALIK  SİLOR,5.25,2020,Winter
4755,DOMATES  SALKIM,5.75,2020,Winter
4756,SALATALIK  SİLOR,5.25,2020,Winter
4757,DOMATES  SALKIM,5.75,2020,Winter
4758,SALATALIK  SİLOR,5.15,2020,Winter
4759,DOMATES  SALKIM,5.75,2020,Winter
4760,SALATALIK  SİLOR,5.25,2020,Winter
4761,DOMATES  SALKIM,5.75,2020,Winter
4762,SALATALIK  SİLOR,5.25,2020,Winter
4763,DOMATES  SALKIM,5.65,2020,Winter
4764,SALATALIK  SİLOR,5.25,2020,Winter
4765,DOMATES  SALKIM,5.5,2020,Winter
4766,SALATALIK  SİLOR,5.0,2020,Winter
4767,SALATALIK  SİLOR,5.0,2020,Winter
4768,DOMATES  SALKIM,5.5,2020,Winter
4769,DOMATES  SALKIM,5.25,2020,Winter
4770,SALATALIK  SİLOR,4.75,2020,Winter
4771,DOMATES  SALKIM,5.25,2020,Winter
4772,SALATALIK  SİLOR,4.75,2020,Winter
4773,SALATALIK  SİLOR,4.75,2020,Winter
4774,DOMATES  SALKIM,5.25,2020,Winter
4775,SALATALIK  SİLOR,4.75,2020,Winter
4776,DOMATES  SALKIM,4.75,2020,Winter
4777,DOMATES  SALKIM,4.75,2020,Winter
4778,SALATALIK  SİLOR,5.25,2020,Winter
4779,DOMATES  SALKIM,4.75,2020,Winter
4780,SALATALIK  SİLOR,5.25,2020,Winter
4781,DOMATES  SALKIM,4.75,2020,Winter
4782,SALATALIK  SİLOR,5.25,2020,Winter
4783,DOMATES  SALKIM,4.75,2020,Winter
4784,SALATALIK  SİLOR,5.25,2020,Winter
4785,DOMATES  SALKIM,4.75,2020,Winter
4786,SALATALIK  SİLOR,4.9,2020,Winter
4787,DOMATES  SALKIM,4.75,2020,Winter
4788,SALATALIK  SİLOR,4.9,2020,Winter
4789,SALATALIK  SİLOR,4.9,2020,Winter
4790,DOMATES  SALKIM,4.4,2020,Winter
4791,DOMATES  SALKIM,4.4,2020,Winter
4792,SALATALIK  SİLOR,4.9,2020,Winter
4793,SALATALIK  SİLOR,4.9,2020,Winter
4794,DOMATES  SALKIM,4.4,2020,Winter
4795,DOMATES  SALKIM,4.7,2020,Winter
4796,SALATALIK  SİLOR,4.5,2020,Winter
4797,DOMATES  SALKIM,4.6,2020,Winter
4798,SALATALIK  SİLOR,4.75,2020,Winter
4799,DOMATES  SALKIM,4.6,2020,Winter
4800,SALATALIK  SİLOR,4.75,2020,Winter
4801,DOMATES  SALKIM,4.9,2020,Winter
4802,SALATALIK  SİLOR,5.25,2020,Winter
4803,DOMATES  SALKIM,4.9,2020,Winter
4804,SALATALIK  SİLOR,5.25,2020,Winter
4805,DOMATES  SALKIM,4.8,2020,Winter
4806,SALATALIK  SİLOR,6.25,2020,Winter
4807,DOMATES  SALKIM,4.65,2020,Winter
4808,SALATALIK  SİLOR,6.25,2020,Winter
4809,DOMATES  SALKIM,4.65,2020,Winter
4810,SALATALIK  SİLOR,6.5,2020,Winter
4811,DOMATES  SALKIM,4.65,2020,Winter
4812,SALATALIK  SİLOR,6.5,2020,Winter
4813,DOMATES  SALKIM,4.65,2020,Winter
4814,SALATALIK  SİLOR,7.25,2020,Winter
4815,DOMATES  SALKIM,4.65,2020,Winter
4816,SALATALIK  SİLOR,7.25,2020,Winter
4817,DOMATES  SALKIM,4.65,2020,Winter
4818,SALATALIK  SİLOR,7.25,2020,Winter
4819,DOMATES  SALKIM,4.65,2020,Winter
4820,SALATALIK  SİLOR,7.25,2020,Winter
4821,DOMATES  SALKIM,4.65,2020,Winter
4822,SALATALIK  SİLOR,8.0,2020,Winter
4823,SALATALIK  SİLOR,8.0,2020,Winter
4824,DOMATES  SALKIM,4.65,2020,Winter
4825,SALATALIK  SİLOR,7.0,2020,Winter
4826,DOMATES  SALKIM,4.65,2020,Winter
4827,DOMATES  SALKIM,4.65,2020,Winter
4828,SALATALIK  SİLOR,6.0,2020,Winter
4829,DOMATES  SALKIM,4.1,2020,Winter
4830,SALATALIK  SİLOR,5.5,2020,Winter
4831,DOMATES  SALKIM,3.75,2020,Winter
4832,SALATALIK  SİLOR,5.5,2020,Winter
4833,SALATALIK  SİLOR,5.5,2020,Winter
4834,DOMATES  SALKIM,3.75,2020,Winter
4835,DOMATES  SALKIM,3.75,2020,Winter
4836,SALATALIK  SİLOR,5.5,2020,Winter
4837,SALATALIK  SİLOR,5.05,2020,Spring
4838,DOMATES  SALKIM,3.75,2020,Spring
4839,DOMATES  SALKIM,3.75,2020,Spring
4840,SALATALIK  SİLOR,4.75,2020,Spring
4841,SALATALIK  SİLOR,4.4,2020,Spring
4842,DOMATES  SALKIM,3.4,2020,Spring
4843,SALATALIK  SİLOR,4.3,2020,Spring
4844,DOMATES  SALKIM,3.4,2020,Spring
4845,DOMATES  SALKIM,3.4,2020,Spring
4846,SALATALIK  SİLOR,4.15,2020,Spring
4847,DOMATES  SALKIM,3.4,2020,Spring
4848,SALATALIK  SİLOR,4.15,2020,Spring
4849,DOMATES  SALKIM,3.4,2020,Spring
4850,SALATALIK  SİLOR,4.15,2020,Spring
4851,DOMATES  SALKIM,3.4,2020,Spring
4852,SALATALIK  SİLOR,4.15,2020,Spring
4853,DOMATES  SALKIM,3.4,2020,Spring
4854,SALATALIK  SİLOR,4.35,2020,Spring
4855,DOMATES  SALKIM,3.4,2020,Spring
4856,SALATALIK  SİLOR,4.35,2020,Spring
4857,SALATALIK  SİLOR,4.5,2020,Spring
4858,DOMATES  SALKIM,3.4,2020,Spring
4859,DOMATES  SALKIM,3.4,2020,Spring
4860,SALATALIK  SİLOR,4.5,2020,Spring
4861,DOMATES  SALKIM,3.4,2020,Spring
4862,SALATALIK  SİLOR,4.5,2020,Spring
4863,DOMATES  SALKIM,3.3,2020,Spring
4864,SALATALIK  SİLOR,4.5,2020,Spring
4865,DOMATES  SALKIM,3.3,2020,Spring
4866,SALATALIK  SİLOR,4.5,2020,Spring
4867,SALATALIK  SİLOR,4.65,2020,Spring
4868,KARPUZ,5.0,2020,Spring
4869,DOMATES  SALKIM,3.3,2020,Spring
4870,SALATALIK  SİLOR,4.65,2020,Spring
4871,DOMATES  SALKIM,3.3,2020,Spring
4872,KARPUZ,5.0,2020,Spring
4873,KARPUZ,5.0,2020,Spring
4874,DOMATES  SALKIM,3.3,2020,Spring
4875,SALATALIK  SİLOR,4.75,2020,Spring
4876,DOMATES  SALKIM,3.3,2020,Spring
4877,SALATALIK  SİLOR,4.75,2020,Spring
4878,KARPUZ,5.0,2020,Spring
4879,DOMATES  SALKIM,2.4,2020,Spring
4880,SALATALIK  SİLOR,4.75,2020,Spring
4881,KARPUZ,5.0,2020,Spring
4882,DOMATES  SALKIM,2.5,2020,Spring
4883,SALATALIK  SİLOR,4.0,2020,Spring
4884,KARPUZ,5.0,2020,Spring
4885,SALATALIK  SİLOR,4.0,2020,Spring
4886,DOMATES  SALKIM,2.5,2020,Spring
4887,KARPUZ,5.0,2020,Spring
4888,KARPUZ,5.0,2020,Spring
4889,DOMATES  SALKIM,2.5,2020,Spring
4890,SALATALIK  SİLOR,3.5,2020,Spring
4891,DOMATES  SALKIM,3.0,2020,Spring
4892,SALATALIK  SİLOR,2.5,2020,Spring
4893,KARPUZ,4.75,2020,Spring
4894,KARPUZ,5.0,2020,Spring
4895,SALATALIK  SİLOR,3.5,2020,Spring
4896,DOMATES  SALKIM,2.5,2020,Spring
4897,DOMATES  SALKIM,2.5,2020,Spring
4898,SALATALIK  SİLOR,3.5,2020,Spring
4899,KARPUZ,5.0,2020,Spring
4900,DOMATES  SALKIM,2.65,2020,Spring
4901,SALATALIK  SİLOR,3.25,2020,Spring
4902,KARPUZ,5.0,2020,Spring
4903,KARPUZ,4.75,2020,Spring
4904,DOMATES  SALKIM,2.65,2020,Spring
4905,SALATALIK  SİLOR,3.25,2020,Spring
4906,SALATALIK  SİLOR,2.65,2020,Spring
4907,DOMATES  SALKIM,2.75,2020,Spring
4908,KARPUZ,4.75,2020,Spring
4909,SALATALIK  SİLOR,2.5,2020,Spring
4910,DOMATES  SALKIM,3.0,2020,Spring
4911,KARPUZ,4.75,2020,Spring
4912,DOMATES  SALKIM,3.0,2020,Spring
4913,SALATALIK  SİLOR,2.65,2020,Spring
4914,KARPUZ,4.75,2020,Spring
4915,DOMATES  SALKIM,3.25,2020,Spring
4916,SALATALIK  SİLOR,2.65,2020,Spring
4917,KARPUZ,4.75,2020,Spring
4918,KARPUZ,4.75,2020,Spring
4919,DOMATES  SALKIM,3.25,2020,Spring
4920,SALATALIK  SİLOR,2.65,2020,Spring
4921,KARPUZ,4.75,2020,Spring
4922,DOMATES  SALKIM,3.25,2020,Spring
4923,SALATALIK  SİLOR,2.65,2020,Spring
4924,DOMATES  SALKIM,3.25,2020,Spring
4925,SALATALIK  SİLOR,2.9,2020,Spring
4926,KARPUZ,4.75,2020,Spring
4927,DOMATES  SALKIM,3.0,2020,Spring
4928,SALATALIK  SİLOR,2.5,2020,Spring
4929,KARPUZ,4.75,2020,Spring
4930,KARPUZ,4.75,2020,Spring
4931,DOMATES  SALKIM,3.75,2020,Spring
4932,SALATALIK  SİLOR,2.9,2020,Spring
4933,KARPUZ,4.75,2020,Spring
4934,DOMATES  SALKIM,4.5,2020,Spring
4935,SALATALIK  SİLOR,2.9,2020,Spring
4936,DOMATES  SALKIM,4.0,2020,Spring
4937,SALATALIK  SİLOR,3.15,2020,Spring
4938,KARPUZ,4.75,2020,Spring
4939,KARPUZ,4.75,2020,Spring
4940,DOMATES  SALKIM,4.5,2020,Spring
4941,SALATALIK  SİLOR,3.9,2020,Spring
4942,SALATALIK  SİLOR,3.9,2020,Spring
4943,KARPUZ,4.75,2020,Spring
4944,DOMATES  SALKIM,4.5,2020,Spring
4945,DOMATES  SALKIM,3.0,2020,Spring
4946,SALATALIK  SİLOR,2.5,2020,Spring
4947,KARPUZ,4.75,2020,Spring
4948,DOMATES  SALKIM,4.5,2020,Spring
4949,SALATALIK  SİLOR,3.65,2020,Spring
4950,KARPUZ,4.75,2020,Spring
4951,DOMATES  SALKIM,4.5,2020,Spring
4952,SALATALIK  SİLOR,3.65,2020,Spring
4953,KARPUZ,4.75,2020,Spring
4954,DOMATES  SALKIM,4.25,2020,Spring
4955,SALATALIK  SİLOR,3.15,2020,Spring
4956,KARPUZ,4.75,2020,Spring
4957,DOMATES  SALKIM,3.0,2020,Spring
4958,KARPUZ,4.75,2020,Spring
4959,SALATALIK  SİLOR,2.5,2020,Spring
4960,KARPUZ,4.75,2020,Spring
4961,DOMATES  SALKIM,3.0,2020,Spring
4962,SALATALIK  SİLOR,2.5,2020,Spring
4963,DOMATES  SALKIM,3.0,2020,Spring
4964,SALATALIK  SİLOR,2.5,2020,Spring
4965,KARPUZ,4.75,2020,Spring
4966,DOMATES  SALKIM,4.25,2020,Spring
4967,SALATALIK  SİLOR,2.65,2020,Spring
4968,KARPUZ,4.75,2020,Spring
4969,KARPUZ,4.75,2020,Spring
4970,DOMATES  SALKIM,3.5,2020,Spring
4971,SALATALIK  SİLOR,2.65,2020,Spring
4972,DOMATES  SALKIM,3.75,2020,Spring
4973,SALATALIK  SİLOR,3.9,2020,Spring
4974,KARPUZ,4.75,2020,Spring
4975,DOMATES  SALKIM,3.75,2020,Spring
4976,SALATALIK  SİLOR,3.15,2020,Spring
4977,KARPUZ,4.75,2020,Spring
4978,DOMATES  SALKIM,3.0,2020,Spring
4979,SALATALIK  SİLOR,2.5,2020,Spring
4980,KARPUZ,4.75,2020,Spring
4981,SALATALIK  SİLOR,2.5,2020,Spring
4982,KARPUZ,4.75,2020,Spring
4983,DOMATES  SALKIM,3.0,2020,Spring
4984,SALATALIK  SİLOR,3.15,2020,Spring
4985,KARPUZ,4.75,2020,Spring
4986,DOMATES  SALKIM,3.75,2020,Spring
4987,DOMATES  SALKIM,3.75,2020,Spring
4988,SALATALIK  SİLOR,3.15,2020,Spring
4989,KARPUZ,4.75,2020,Spring
4990,DOMATES  SALKIM,3.75,2020,Spring
4991,SALATALIK  SİLOR,3.15,2020,Spring
4992,KARPUZ,4.75,2020,Spring
4993,DOMATES  SALKIM,3.75,2020,Spring
4994,SALATALIK  SİLOR,2.9,2020,Spring
4995,KARPUZ,4.75,2020,Spring
4996,DOMATES  SALKIM,3.25,2020,Spring
4997,SALATALIK  SİLOR,2.9,2020,Spring
4998,KARPUZ,4.75,2020,Spring
4999,KARPUZ,4.75,2020,Spring
5000,DOMATES  SALKIM,3.0,2020,Spring
5001,SALATALIK  SİLOR,2.5,2020,Spring
5002,DOMATES  SALKIM,3.0,2020,Spring
5003,SALATALIK  SİLOR,2.5,2020,Spring
5004,KARPUZ,4.75,2020,Spring
5005,KARPUZ,4.75,2020,Spring
5006,DOMATES  SALKIM,3.0,2020,Spring
5007,SALATALIK  SİLOR,2.5,2020,Spring
5008,DOMATES  SALKIM,3.0,2020,Spring
5009,KARPUZ,4.75,2020,Spring
5010,SALATALIK  SİLOR,2.5,2020,Spring
5011,DOMATES  SALKIM,3.0,2020,Spring
5012,KARPUZ,3.0,2020,Spring
5013,SALATALIK  SİLOR,2.5,2020,Spring
5014,DOMATES  SALKIM,3.0,2020,Spring
5015,SALATALIK  SİLOR,2.5,2020,Spring
5016,KARPUZ,3.0,2020,Spring
5017,DOMATES  SALKIM,3.0,2020,Spring
5018,SALATALIK  SİLOR,2.4,2020,Spring
5019,KARPUZ,3.0,2020,Spring
5020,KARPUZ,2.0,2020,Spring
5021,DOMATES  SALKIM,2.6,2020,Spring
5022,SALATALIK  SİLOR,2.65,2020,Spring
5023,SALATALIK  SİLOR,3.4,2020,Spring
5024,KARPUZ,2.0,2020,Spring
5025,DOMATES  SALKIM,2.6,2020,Spring
5026,KARPUZ,1.0,2020,Spring
5027,DOMATES  SALKIM,2.25,2020,Spring
5028,SALATALIK  SİLOR,1.55,2020,Spring
5029,DOMATES  SALKIM,2.75,2020,Spring
5030,SALATALIK  SİLOR,3.4,2020,Spring
5031,KARPUZ,1.9,2020,Spring
5032,DOMATES  SALKIM,2.75,2020,Spring
5033,SALATALIK  SİLOR,3.65,2020,Spring
5034,KARPUZ,1.9,2020,Spring
5035,DOMATES  SALKIM,2.5,2020,Spring
5036,SALATALIK  SİLOR,3.65,2020,Spring
5037,KARPUZ,1.9,2020,Spring
5038,DOMATES  SALKIM,2.5,2020,Summer
5039,KARPUZ,1.9,2020,Summer
5040,SALATALIK  SİLOR,3.65,2020,Summer
5041,KARPUZ,1.75,2020,Summer
5042,DOMATES  SALKIM,2.5,2020,Summer
5043,SALATALIK  SİLOR,3.65,2020,Summer
5044,DOMATES  SALKIM,2.0,2020,Summer
5045,SALATALIK  SİLOR,3.65,2020,Summer
5046,KARPUZ,1.3,2020,Summer
5047,DOMATES  SALKIM,2.0,2020,Summer
5048,SALATALIK  SİLOR,3.4,2020,Summer
5049,KARPUZ,1.3,2020,Summer
5050,DOMATES  SALKIM,2.0,2020,Summer
5051,SALATALIK  SİLOR,3.4,2020,Summer
5052,KARPUZ,1.3,2020,Summer
5053,KARPUZ,1.1,2020,Summer
5054,DOMATES  SALKIM,2.0,2020,Summer
5055,SALATALIK  SİLOR,2.75,2020,Summer
5056,KARPUZ,1.1,2020,Summer
5057,DOMATES  SALKIM,2.0,2020,Summer
5058,SALATALIK  SİLOR,2.5,2020,Summer
5059,DOMATES  SALKIM,2.25,2020,Summer
5060,SALATALIK  SİLOR,2.5,2020,Summer
5061,KARPUZ,1.1,2020,Summer
5062,DOMATES  SALKIM,2.25,2020,Summer
5063,KARPUZ,1.1,2020,Summer
5064,SALATALIK  SİLOR,2.5,2020,Summer
5065,DOMATES  SALKIM,2.25,2020,Summer
5066,SALATALIK  SİLOR,1.75,2020,Summer
5067,KARPUZ,0.9,2020,Summer
5068,DOMATES  SALKIM,2.5,2020,Summer
5069,SALATALIK  SİLOR,1.75,2020,Summer
5070,KARPUZ,0.9,2020,Summer
5071,KARPUZ,0.95,2020,Summer
5072,DOMATES  SALKIM,2.5,2020,Summer
5073,SALATALIK  SİLOR,1.75,2020,Summer
5074,DOMATES  SALKIM,2.5,2020,Summer
5075,SALATALIK  SİLOR,1.75,2020,Summer
5076,KARPUZ,0.95,2020,Summer
5077,KARPUZ,0.95,2020,Summer
