,URUN_ADI,ORTALAMA_FIYAT,YIL,SEZON
2503,KARPUZ,1.6,2017,Spring
2504,DOMATES  SALKIM,2.1,2017,Spring
2505,SALATALIK  SİLOR,0.95,2017,Spring
2506,KARPUZ,1.6,2017,Spring
2507,DOMATES  SALKIM,2.0,2017,Spring
2508,SALATALIK  SİLOR,0.95,2017,Spring
2509,KARPUZ,1.3,2017,Spring
2510,KARPUZ,1.3,2017,Spring
2511,DOMATES  SALKIM,2.0,2017,Spring
2512,SALATALIK  SİLOR,0.95,2017,Spring
2513,DOMATES  SALKIM,1.85,2017,Spring
2514,SALATALIK  SİLOR,1.1,2017,Spring
2515,KARPUZ,1.3,2017,Spring
2516,DOMATES  SALKIM,1.85,2017,Spring
2517,SALATALIK  SİLOR,1.15,2017,Spring
2518,KARPUZ,1.3,2017,Spring
2519,DOMATES  SALKIM,1.85,2017,Spring
2520,SALATALIK  SİLOR,1.25,2017,Spring
2521,KARPUZ,1.3,2017,Spring
2522,DOMATES  SALKIM,1.85,2017,Spring
2523,KARPUZ,1.3,2017,Spring
2524,SALATALIK  SİLOR,1.35,2017,Spring
2525,DOMATES  SALKIM,1.85,2017,Spring
2526,SALATALIK  SİLOR,2.25,2017,Spring
2527,KARPUZ,1.3,2017,Spring
2528,DOMATES  SALKIM,1.65,2017,Spring
2529,SALATALIK  SİLOR,2.15,2017,Spring
2530,KARPUZ,1.3,2017,Spring
2531,DOMATES  SALKIM,1.75,2017,Spring
2532,SALATALIK  SİLOR,2.5,2017,Spring
2533,KARPUZ,1.3,2017,Spring
2534,DOMATES  SALKIM,1.55,2017,Spring
2535,SALATALIK  SİLOR,2.0,2017,Spring
2536,KARPUZ,1.2,2017,Spring
2537,DOMATES  SALKIM,1.55,2017,Spring
2538,KARPUZ,1.2,2017,Spring
2539,SALATALIK  SİLOR,1.7,2017,Spring
2540,KARPUZ,1.2,2017,Summer
2541,DOMATES  SALKIM,1.55,2017,Summer
2542,SALATALIK  SİLOR,1.7,2017,Summer
2543,DOMATES  SALKIM,1.55,2017,Summer
2544,SALATALIK  SİLOR,1.7,2017,Summer
2545,KARPUZ,1.2,2017,Summer
2546,DOMATES  SALKIM,1.6,2017,Summer
2547,SALATALIK  SİLOR,1.55,2017,Summer
2548,KARPUZ,1.2,2017,Summer
2549,KARPUZ,1.05,2017,Summer
2550,SALATALIK  SİLOR,1.55,2017,Summer
2551,DOMATES  SALKIM,1.6,2017,Summer
2552,DOMATES  SALKIM,1.6,2017,Summer
2553,SALATALIK  SİLOR,1.2,2017,Summer
2554,KARPUZ,0.95,2017,Summer
2555,DOMATES  SALKIM,1.6,2017,Summer
2556,SALATALIK  SİLOR,1.2,2017,Summer
2557,KARPUZ,0.95,2017,Summer
2558,DOMATES  SALKIM,1.6,2017,Summer
2559,SALATALIK  SİLOR,1.2,2017,Summer
2560,KARPUZ,0.95,2017,Summer
2561,DOMATES  SALKIM,1.6,2017,Summer
2562,SALATALIK  SİLOR,1.2,2017,Summer
2563,KARPUZ,0.85,2017,Summer
2564,DOMATES  SALKIM,1.4,2017,Summer
2565,SALATALIK  SİLOR,1.2,2017,Summer
2566,KARPUZ,0.65,2017,Summer
2567,KARPUZ,0.65,2017,Summer
2568,DOMATES  SALKIM,1.4,2017,Summer
2569,SALATALIK  SİLOR,1.2,2017,Summer
2570,DOMATES  SALKIM,1.4,2017,Summer
2571,SALATALIK  SİLOR,1.2,2017,Summer
2572,KARPUZ,0.65,2017,Summer
2573,SALATALIK  SİLOR,1.2,2017,Summer
2574,DOMATES  SALKIM,1.4,2017,Summer
2575,KARPUZ,0.55,2017,Summer
2576,DOMATES  SALKIM,1.4,2017,Summer
2577,SALATALIK  SİLOR,1.2,2017,Summer
2578,KARPUZ,0.55,2017,Summer
2579,DOMATES  SALKIM,1.4,2017,Summer
2580,SALATALIK  SİLOR,1.2,2017,Summer
2581,KARPUZ,0.55,2017,Summer
2582,KARPUZ,0.55,2017,Summer
2583,DOMATES  SALKIM,1.4,2017,Summer
2584,SALATALIK  SİLOR,1.2,2017,Summer
2585,DOMATES  SALKIM,1.25,2017,Summer
2586,SALATALIK  SİLOR,1.2,2017,Summer
2587,KARPUZ,0.55,2017,Summer
2588,SALATALIK  SİLOR,1.2,2017,Summer
2589,KARPUZ,0.55,2017,Summer
2590,DOMATES  SALKIM,1.25,2017,Summer
2591,DOMATES  SALKIM,1.25,2017,Summer
2592,SALATALIK  SİLOR,1.2,2017,Summer
2593,KARPUZ,0.55,2017,Summer
2594,DOMATES  SALKIM,1.15,2017,Summer
2595,KARPUZ,0.55,2017,Summer
2596,SALATALIK  SİLOR,1.2,2017,Summer
2597,DOMATES  SALKIM,1.3,2017,Summer
2598,SALATALIK  SİLOR,1.35,2017,Summer
2599,KARPUZ,0.45,2017,Summer
2600,DOMATES  SALKIM,1.3,2017,Summer
2601,SALATALIK  SİLOR,1.35,2017,Summer
2602,KARPUZ,0.45,2017,Summer
2603,DOMATES  SALKIM,1.3,2017,Summer
2604,SALATALIK  SİLOR,1.05,2017,Summer
2605,KARPUZ,0.45,2017,Summer
2606,SALATALIK  SİLOR,1.05,2017,Summer
2607,DOMATES  SALKIM,1.3,2017,Summer
2608,KARPUZ,0.45,2017,Summer
2609,KARPUZ,0.45,2017,Summer
2610,DOMATES  SALKIM,1.3,2017,Summer
2611,SALATALIK  SİLOR,1.05,2017,Summer
2612,DOMATES  SALKIM,1.3,2017,Summer
2613,SALATALIK  SİLOR,1.05,2017,Summer
2614,KARPUZ,0.45,2017,Summer
2615,DOMATES  SALKIM,1.3,2017,Summer
2616,SALATALIK  SİLOR,1.05,2017,Summer
2617,KARPUZ,0.45,2017,Summer
2618,DOMATES  SALKIM,1.3,2017,Summer
2619,SALATALIK  SİLOR,1.05,2017,Summer
2620,KARPUZ,0.43,2017,Summer
2621,DOMATES  SALKIM,1.9,2017,Summer
2622,KARPUZ,0.43,2017,Summer
2623,SALATALIK  SİLOR,1.2,2017,Summer
2624,DOMATES  SALKIM,1.9,2017,Summer
2625,SALATALIK  SİLOR,1.2,2017,Summer
2626,KARPUZ,0.43,2017,Summer
2627,DOMATES  SALKIM,1.9,2017,Summer
2628,SALATALIK  SİLOR,1.2,2017,Summer
2629,KARPUZ,0.43,2017,Summer
2630,KARPUZ,0.43,2017,Summer
2631,DOMATES  SALKIM,1.9,2017,Summer
2632,SALATALIK  SİLOR,1.2,2017,Summer
2633,DOMATES  SALKIM,1.9,2017,Summer
2634,SALATALIK  SİLOR,1.2,2017,Summer
2635,KARPUZ,0.45,2017,Summer
2636,KARPUZ,0.45,2017,Summer
2637,DOMATES  SALKIM,1.9,2017,Summer
2638,SALATALIK  SİLOR,1.2,2017,Summer
2639,SALATALIK  SİLOR,1.3,2017,Summer
2640,DOMATES  SALKIM,1.75,2017,Summer
2641,KARPUZ,0.45,2017,Summer
2642,KARPUZ,0.45,2017,Summer
2643,DOMATES  SALKIM,1.75,2017,Summer
2644,SALATALIK  SİLOR,1.3,2017,Summer
2645,DOMATES  SALKIM,1.75,2017,Summer
2646,SALATALIK  SİLOR,1.3,2017,Summer
2647,KARPUZ,0.45,2017,Summer
2648,DOMATES  SALKIM,1.75,2017,Summer
2649,SALATALIK  SİLOR,1.3,2017,Summer
2650,KARPUZ,0.45,2017,Summer
2651,SALATALIK  SİLOR,1.3,2017,Summer
2652,KARPUZ,0.45,2017,Summer
2653,DOMATES  SALKIM,1.75,2017,Summer
2654,KARPUZ,0.45,2017,Summer
2655,DOMATES  SALKIM,1.75,2017,Summer
2656,SALATALIK  SİLOR,1.3,2017,Summer
2657,DOMATES  SALKIM,1.75,2017,Summer
2658,KARPUZ,0.43,2017,Summer
2659,SALATALIK  SİLOR,1.3,2017,Summer
2660,DOMATES  SALKIM,1.65,2017,Summer
2661,SALATALIK  SİLOR,1.3,2017,Summer
2662,KARPUZ,0.43,2017,Summer
2663,DOMATES  SALKIM,1.65,2017,Summer
2664,SALATALIK  SİLOR,1.3,2017,Summer
2665,KARPUZ,0.43,2017,Summer
2666,DOMATES  SALKIM,1.65,2017,Summer
2667,SALATALIK  SİLOR,1.3,2017,Summer
2668,KARPUZ,0.43,2017,Summer
2669,DOMATES  SALKIM,1.65,2017,Summer
2670,SALATALIK  SİLOR,1.3,2017,Summer
2671,KARPUZ,0.43,2017,Summer
2672,DOMATES  SALKIM,1.9,2017,Summer
2673,SALATALIK  SİLOR,1.3,2017,Summer
2674,KARPUZ,0.45,2017,Summer
2675,KARPUZ,0.45,2017,Summer
2676,DOMATES  SALKIM,2.0,2017,Summer
2677,SALATALIK  SİLOR,1.3,2017,Summer
2678,KARPUZ,0.4,2017,Summer
2679,DOMATES  SALKIM,1.8,2017,Summer
2680,SALATALIK  SİLOR,1.3,2017,Summer
2681,SALATALIK  SİLOR,1.3,2017,Summer
2682,DOMATES  SALKIM,1.65,2017,Summer
2683,KARPUZ,0.4,2017,Summer
2684,KARPUZ,0.4,2017,Summer
2685,DOMATES  SALKIM,1.65,2017,Summer
2686,SALATALIK  SİLOR,1.2,2017,Summer
2687,DOMATES  SALKIM,1.9,2017,Summer
2688,KARPUZ,0.4,2017,Summer
2689,SALATALIK  SİLOR,1.2,2017,Summer
2690,DOMATES  SALKIM,1.9,2017,Summer
2691,SALATALIK  SİLOR,1.2,2017,Summer
2692,KARPUZ,0.4,2017,Summer
2693,DOMATES  SALKIM,1.9,2017,Summer
2694,SALATALIK  SİLOR,1.2,2017,Summer
2695,KARPUZ,0.4,2017,Summer
2696,KARPUZ,0.4,2017,Summer
2697,SALATALIK  SİLOR,1.2,2017,Summer
2698,DOMATES  SALKIM,1.9,2017,Summer
2699,DOMATES  SALKIM,1.9,2017,Summer
2700,SALATALIK  SİLOR,1.2,2017,Summer
2701,KARPUZ,0.4,2017,Summer
2702,DOMATES  SALKIM,1.9,2017,Summer
2703,KARPUZ,0.4,2017,Summer
2704,SALATALIK  SİLOR,1.2,2017,Summer
2705,KARPUZ,0.4,2017,Summer
2706,DOMATES  SALKIM,1.9,2017,Summer
2707,SALATALIK  SİLOR,1.2,2017,Summer
2708,DOMATES  SALKIM,1.9,2017,Summer
2709,SALATALIK  SİLOR,1.2,2017,Summer
2710,KARPUZ,0.4,2017,Summer
2711,DOMATES  SALKIM,1.6,2017,Summer
2712,KARPUZ,0.4,2017,Summer
2713,SALATALIK  SİLOR,1.2,2017,Summer
2714,DOMATES  SALKIM,1.6,2017,Summer
2715,SALATALIK  SİLOR,1.2,2017,Summer
2716,KARPUZ,0.4,2017,Summer
2717,KARPUZ,0.4,2017,Summer
2718,DOMATES  SALKIM,1.6,2017,Summer
2719,SALATALIK  SİLOR,1.2,2017,Summer
2720,DOMATES  SALKIM,1.6,2017,Summer
2721,KARPUZ,0.4,2017,Summer
2722,SALATALIK  SİLOR,1.2,2017,Summer
2723,KARPUZ,0.43,2017,Summer
2724,DOMATES  SALKIM,1.6,2017,Summer
2725,SALATALIK  SİLOR,1.3,2017,Summer
2726,DOMATES  SALKIM,1.6,2017,Summer
2727,SALATALIK  SİLOR,1.3,2017,Summer
2728,KARPUZ,0.55,2017,Summer
2729,DOMATES  SALKIM,1.6,2017,Summer
2730,SALATALIK  SİLOR,1.3,2017,Summer
2731,KARPUZ,0.55,2017,Summer
2732,KARPUZ,0.43,2017,Summer
2733,DOMATES  SALKIM,1.6,2017,Summer
2734,SALATALIK  SİLOR,1.3,2017,Summer
2735,DOMATES  SALKIM,1.9,2017,Summer
2736,SALATALIK  SİLOR,1.3,2017,Summer
2737,KARPUZ,0.43,2017,Summer
2738,DOMATES  SALKIM,1.8,2017,Summer
2739,SALATALIK  SİLOR,1.3,2017,Summer
2740,KARPUZ,0.43,2017,Summer
2741,DOMATES  SALKIM,1.8,2017,Summer
2742,KARPUZ,0.43,2017,Summer
2743,SALATALIK  SİLOR,1.3,2017,Summer
2744,DOMATES  SALKIM,1.8,2017,Summer
2745,SALATALIK  SİLOR,1.3,2017,Summer
2746,KARPUZ,0.43,2017,Summer
2747,DOMATES  SALKIM,1.8,2017,Summer
2748,KARPUZ,0.43,2017,Summer
2749,SALATALIK  SİLOR,1.2,2017,Summer
2750,DOMATES  SALKIM,1.8,2017,Summer
2751,SALATALIK  SİLOR,1.2,2017,Summer
2752,KARPUZ,0.4,2017,Summer
2753,KARPUZ,0.4,2017,Summer
2754,DOMATES  SALKIM,1.8,2017,Summer
2755,SALATALIK  SİLOR,1.2,2017,Summer
2756,KARPUZ,0.4,2017,Summer
2757,SALATALIK  SİLOR,1.2,2017,Summer
2758,DOMATES  SALKIM,1.8,2017,Summer
2759,KARPUZ,0.4,2017,Summer
2760,DOMATES  SALKIM,1.9,2017,Summer
2761,SALATALIK  SİLOR,1.2,2017,Summer
2762,DOMATES  SALKIM,1.9,2017,Summer
2763,SALATALIK  SİLOR,1.2,2017,Summer
2764,KARPUZ,0.4,2017,Summer
2765,DOMATES  SALKIM,1.9,2017,Summer
2766,SALATALIK  SİLOR,1.2,2017,Summer
2767,KARPUZ,0.4,2017,Summer
2768,DOMATES  SALKIM,2.75,2017,Fall
2769,SALATALIK  SİLOR,2.0,2017,Fall
2770,KARPUZ,0.55,2017,Fall
2771,KARPUZ,0.4,2017,Fall
2772,DOMATES  SALKIM,1.9,2017,Fall
2773,SALATALIK  SİLOR,1.2,2017,Fall
2774,DOMATES  SALKIM,1.9,2017,Fall
2775,SALATALIK  SİLOR,1.2,2017,Fall
2776,KARPUZ,0.43,2017,Fall
2777,KARPUZ,0.43,2017,Fall
2778,DOMATES  SALKIM,1.9,2017,Fall
2779,SALATALIK  SİLOR,1.2,2017,Fall
2780,KARPUZ,0.43,2017,Fall
2781,DOMATES  SALKIM,1.9,2017,Fall
2782,SALATALIK  SİLOR,1.2,2017,Fall
2783,DOMATES  SALKIM,1.9,2017,Fall
2784,KARPUZ,0.43,2017,Fall
2785,SALATALIK  SİLOR,1.05,2017,Fall
2786,KARPUZ,0.45,2017,Fall
2787,DOMATES  SALKIM,1.9,2017,Fall
2788,SALATALIK  SİLOR,0.95,2017,Fall
2789,DOMATES  SALKIM,1.9,2017,Fall
2790,SALATALIK  SİLOR,0.95,2017,Fall
2791,KARPUZ,0.48,2017,Fall
2792,DOMATES  SALKIM,1.9,2017,Fall
2793,SALATALIK  SİLOR,1.2,2017,Fall
2794,KARPUZ,0.48,2017,Fall
2795,DOMATES  SALKIM,1.9,2017,Fall
2796,SALATALIK  SİLOR,1.2,2017,Fall
2797,KARPUZ,0.48,2017,Fall
2798,KARPUZ,0.48,2017,Fall
2799,SALATALIK  SİLOR,1.2,2017,Fall
2800,DOMATES  SALKIM,1.9,2017,Fall
2801,DOMATES  SALKIM,1.9,2017,Fall
2802,SALATALIK  SİLOR,1.2,2017,Fall
2803,KARPUZ,0.48,2017,Fall
2804,KARPUZ,0.48,2017,Fall
2805,DOMATES  SALKIM,2.25,2017,Fall
2806,SALATALIK  SİLOR,1.2,2017,Fall
2807,DOMATES  SALKIM,2.5,2017,Fall
2808,SALATALIK  SİLOR,1.2,2017,Fall
2809,KARPUZ,0.48,2017,Fall
2810,DOMATES  SALKIM,2.5,2017,Fall
2811,SALATALIK  SİLOR,1.2,2017,Fall
2812,KARPUZ,0.48,2017,Fall
2813,DOMATES  SALKIM,1.9,2017,Fall
2814,SALATALIK  SİLOR,1.2,2017,Fall
2815,KARPUZ,0.48,2017,Fall
2816,KARPUZ,0.48,2017,Fall
2817,DOMATES  SALKIM,1.9,2017,Fall
2818,SALATALIK  SİLOR,1.2,2017,Fall
2819,KARPUZ,0.48,2017,Fall
2820,DOMATES  SALKIM,2.15,2017,Fall
2821,SALATALIK  SİLOR,1.2,2017,Fall
2822,DOMATES  SALKIM,2.15,2017,Fall
2823,SALATALIK  SİLOR,1.2,2017,Fall
2824,KARPUZ,0.48,2017,Fall
2825,DOMATES  SALKIM,2.15,2017,Fall
2826,SALATALIK  SİLOR,1.2,2017,Fall
2827,KARPUZ,0.48,2017,Fall
2828,KARPUZ,0.48,2017,Fall
2829,DOMATES  SALKIM,2.15,2017,Fall
2830,SALATALIK  SİLOR,1.2,2017,Fall
2831,KARPUZ,0.48,2017,Fall
2832,DOMATES  SALKIM,2.15,2017,Fall
2833,SALATALIK  SİLOR,1.2,2017,Fall
2834,DOMATES  SALKIM,2.15,2017,Fall
2835,SALATALIK  SİLOR,1.2,2017,Fall
2836,KARPUZ,0.5,2017,Fall
2837,DOMATES  SALKIM,2.15,2017,Fall
2838,KARPUZ,0.5,2017,Fall
2839,SALATALIK  SİLOR,1.2,2017,Fall
2840,DOMATES  SALKIM,2.15,2017,Fall
2841,SALATALIK  SİLOR,1.63,2017,Fall
2842,KARPUZ,0.5,2017,Fall
2843,SALATALIK  SİLOR,1.48,2017,Fall
2844,KARPUZ,0.5,2017,Fall
2845,DOMATES  SALKIM,2.05,2017,Fall
2846,DOMATES  SALKIM,2.05,2017,Fall
2847,SALATALIK  SİLOR,1.65,2017,Fall
2848,KARPUZ,0.48,2017,Fall
2849,DOMATES  SALKIM,1.9,2017,Fall
2850,SALATALIK  SİLOR,1.65,2017,Fall
2851,KARPUZ,0.48,2017,Fall
2852,DOMATES  SALKIM,1.9,2017,Fall
2853,SALATALIK  SİLOR,1.65,2017,Fall
2854,KARPUZ,0.48,2017,Fall
2855,SALATALIK  SİLOR,1.65,2017,Fall
2856,KARPUZ,0.48,2017,Fall
2857,DOMATES  SALKIM,1.9,2017,Fall
2858,DOMATES  SALKIM,1.9,2017,Fall
2859,KARPUZ,0.48,2017,Fall
2860,SALATALIK  SİLOR,1.5,2017,Fall
2861,DOMATES  SALKIM,1.9,2017,Fall
2862,SALATALIK  SİLOR,1.5,2017,Fall
2863,KARPUZ,0.48,2017,Fall
2864,KARPUZ,0.48,2017,Fall
2865,DOMATES  SALKIM,1.9,2017,Fall
2866,SALATALIK  SİLOR,1.5,2017,Fall
2867,DOMATES  SALKIM,1.9,2017,Fall
2868,SALATALIK  SİLOR,1.5,2017,Fall
2869,KARPUZ,0.48,2017,Fall
2870,DOMATES  SALKIM,1.9,2017,Fall
2871,SALATALIK  SİLOR,1.5,2017,Fall
2872,KARPUZ,0.48,2017,Fall
2873,DOMATES  SALKIM,2.25,2017,Fall
2874,SALATALIK  SİLOR,1.65,2017,Fall
2875,KARPUZ,0.48,2017,Fall
2876,DOMATES  SALKIM,2.25,2017,Fall
2877,SALATALIK  SİLOR,1.8,2017,Fall
2878,KARPUZ,0.48,2017,Fall
2879,DOMATES  SALKIM,2.25,2017,Fall
2880,SALATALIK  SİLOR,1.8,2017,Fall
2881,KARPUZ,0.48,2017,Fall
2882,DOMATES  SALKIM,2.25,2017,Fall
2883,KARPUZ,0.48,2017,Fall
2884,SALATALIK  SİLOR,1.8,2017,Fall
2885,DOMATES  SALKIM,2.75,2017,Fall
2886,SALATALIK  SİLOR,1.6,2017,Fall
2887,KARPUZ,0.48,2017,Fall
2888,DOMATES  SALKIM,2.75,2017,Fall
2889,SALATALIK  SİLOR,1.6,2017,Fall
2890,KARPUZ,0.48,2017,Fall
2891,KARPUZ,0.48,2017,Fall
2892,DOMATES  SALKIM,3.0,2017,Fall
2893,SALATALIK  SİLOR,1.8,2017,Fall
2894,DOMATES  SALKIM,3.0,2017,Fall
2895,SALATALIK  SİLOR,1.8,2017,Fall
2896,KARPUZ,0.48,2017,Fall
2897,DOMATES  SALKIM,3.0,2017,Fall
2898,KARPUZ,0.48,2017,Fall
2899,SALATALIK  SİLOR,1.65,2017,Fall
2900,SALATALIK  SİLOR,1.65,2017,Fall
2901,DOMATES  SALKIM,3.25,2017,Fall
2902,KARPUZ,0.48,2017,Fall
2903,DOMATES  SALKIM,3.5,2017,Fall
2904,KARPUZ,0.48,2017,Fall
2905,SALATALIK  SİLOR,1.6,2017,Fall
2906,DOMATES  SALKIM,3.5,2017,Fall
2907,SALATALIK  SİLOR,1.6,2017,Fall
2908,KARPUZ,0.48,2017,Fall
2909,KARPUZ,0.48,2017,Fall
2910,DOMATES  SALKIM,3.5,2017,Fall
2911,SALATALIK  SİLOR,1.45,2017,Fall
2912,DOMATES  SALKIM,3.5,2017,Fall
2913,SALATALIK  SİLOR,1.45,2017,Fall
2914,KARPUZ,0.48,2017,Fall
2915,DOMATES  SALKIM,3.5,2017,Fall
2916,SALATALIK  SİLOR,1.45,2017,Fall
2917,KARPUZ,0.48,2017,Fall
2918,SALATALIK  SİLOR,1.45,2017,Fall
2919,DOMATES  SALKIM,3.5,2017,Fall
2920,KARPUZ,0.48,2017,Fall
2921,DOMATES  SALKIM,3.5,2017,Fall
2922,SALATALIK  SİLOR,1.35,2017,Fall
2923,KARPUZ,0.48,2017,Fall
2924,KARPUZ,0.48,2017,Fall
2925,DOMATES  SALKIM,4.0,2017,Fall
2926,SALATALIK  SİLOR,1.35,2017,Fall
2927,SALATALIK  SİLOR,1.35,2017,Fall
2928,DOMATES  SALKIM,4.0,2017,Fall
2929,KARPUZ,0.48,2017,Fall
2930,DOMATES  SALKIM,4.0,2017,Fall
2931,SALATALIK  SİLOR,1.35,2017,Fall
2932,KARPUZ,0.48,2017,Fall
2933,SALATALIK  SİLOR,2.0,2017,Fall
2934,KARPUZ,0.48,2017,Fall
2935,DOMATES  SALKIM,3.75,2017,Fall
2936,DOMATES  SALKIM,3.75,2017,Fall
2937,SALATALIK  SİLOR,2.0,2017,Fall
2938,KARPUZ,0.48,2017,Fall
2939,KARPUZ,0.48,2017,Fall
2940,DOMATES  SALKIM,4.0,2017,Fall
2941,SALATALIK  SİLOR,2.0,2017,Fall
2942,DOMATES  SALKIM,4.0,2017,Fall
2943,SALATALIK  SİLOR,2.0,2017,Fall
2944,KARPUZ,0.48,2017,Fall
2945,DOMATES  SALKIM,4.0,2017,Fall
2946,KARPUZ,0.48,2017,Fall
2947,SALATALIK  SİLOR,2.0,2017,Fall
2948,DOMATES  SALKIM,3.75,2017,Fall
2949,SALATALIK  SİLOR,2.0,2017,Fall
2950,KARPUZ,0.48,2017,Fall
2951,DOMATES  SALKIM,3.75,2017,Fall
2952,SALATALIK  SİLOR,2.0,2017,Fall
2953,DOMATES  SALKIM,3.75,2017,Fall
2954,SALATALIK  SİLOR,2.0,2017,Fall
2955,DOMATES  SALKIM,3.75,2017,Fall
2956,SALATALIK  SİLOR,2.0,2017,Fall
2957,SALATALIK  SİLOR,2.0,2017,Fall
2958,DOMATES  SALKIM,4.0,2017,Fall
2959,DOMATES  SALKIM,4.0,2017,Fall
2960,SALATALIK  SİLOR,2.0,2017,Fall
2961,DOMATES  SALKIM,4.0,2017,Fall
2962,SALATALIK  SİLOR,2.0,2017,Fall
2963,DOMATES  SALKIM,4.0,2017,Fall
2964,SALATALIK  SİLOR,2.0,2017,Fall
2965,DOMATES  SALKIM,4.0,2017,Fall
2966,SALATALIK  SİLOR,2.0,2017,Fall
2967,DOMATES  SALKIM,4.0,2017,Fall
2968,SALATALIK  SİLOR,2.0,2017,Fall
2969,DOMATES  SALKIM,3.75,2017,Fall
2970,SALATALIK  SİLOR,2.0,2017,Fall
2971,SALATALIK  SİLOR,2.0,2017,Fall
2972,DOMATES  SALKIM,3.75,2017,Fall
2973,DOMATES  SALKIM,3.75,2017,Fall
2974,SALATALIK  SİLOR,2.0,2017,Fall
2975,DOMATES  SALKIM,3.75,2017,Fall
2976,SALATALIK  SİLOR,2.0,2017,Fall
2977,DOMATES  SALKIM,3.75,2017,Fall
2978,SALATALIK  SİLOR,2.0,2017,Fall
2979,DOMATES  SALKIM,3.75,2017,Fall
2980,SALATALIK  SİLOR,2.0,2017,Fall
2981,SALATALIK  SİLOR,2.0,2017,Fall
2982,DOMATES  SALKIM,3.75,2017,Fall
2983,DOMATES  SALKIM,3.75,2017,Fall
2984,SALATALIK  SİLOR,2.0,2017,Fall
2985,DOMATES  SALKIM,3.75,2017,Fall
2986,SALATALIK  SİLOR,2.0,2017,Fall
2987,SALATALIK  SİLOR,2.0,2017,Winter
2988,DOMATES  SALKIM,3.75,2017,Winter
2989,SALATALIK  SİLOR,2.0,2017,Winter
2990,DOMATES  SALKIM,3.75,2017,Winter
2991,SALATALIK  SİLOR,2.0,2017,Winter
2992,DOMATES  SALKIM,4.0,2017,Winter
2993,DOMATES  SALKIM,4.0,2017,Winter
2994,SALATALIK  SİLOR,2.0,2017,Winter
2995,SALATALIK  SİLOR,2.0,2017,Winter
2996,DOMATES  SALKIM,4.0,2017,Winter
2997,SALATALIK  SİLOR,2.0,2017,Winter
2998,DOMATES  SALKIM,4.0,2017,Winter
2999,DOMATES  SALKIM,4.0,2017,Winter
3000,SALATALIK  SİLOR,1.9,2017,Winter
3001,DOMATES  SALKIM,4.0,2017,Winter
3002,SALATALIK  SİLOR,1.9,2017,Winter
3003,DOMATES  SALKIM,4.0,2017,Winter
3004,SALATALIK  SİLOR,2.0,2017,Winter
3005,DOMATES  SALKIM,4.0,2017,Winter
3006,SALATALIK  SİLOR,2.0,2017,Winter
3007,DOMATES  SALKIM,4.0,2017,Winter
3008,SALATALIK  SİLOR,2.0,2017,Winter
3009,DOMATES  SALKIM,4.0,2017,Winter
3010,SALATALIK  SİLOR,2.0,2017,Winter
3011,DOMATES  SALKIM,4.0,2017,Winter
3012,SALATALIK  SİLOR,2.0,2017,Winter
3013,DOMATES  SALKIM,4.0,2017,Winter
3014,SALATALIK  SİLOR,2.0,2017,Winter
3015,DOMATES  SALKIM,4.0,2017,Winter
3016,SALATALIK  SİLOR,2.0,2017,Winter
3017,DOMATES  SALKIM,4.0,2017,Winter
3018,SALATALIK  SİLOR,2.15,2017,Winter
3019,DOMATES  SALKIM,4.0,2017,Winter
3020,SALATALIK  SİLOR,2.15,2017,Winter
3021,DOMATES  SALKIM,4.0,2017,Winter
3022,SALATALIK  SİLOR,2.25,2017,Winter
3023,DOMATES  SALKIM,4.0,2017,Winter
3024,SALATALIK  SİLOR,2.25,2017,Winter
3025,DOMATES  SALKIM,4.0,2017,Winter
3026,SALATALIK  SİLOR,2.25,2017,Winter
3027,DOMATES  SALKIM,4.0,2017,Winter
3028,SALATALIK  SİLOR,2.25,2017,Winter
3029,DOMATES  SALKIM,4.25,2017,Winter
3030,SALATALIK  SİLOR,2.25,2017,Winter
3031,DOMATES  SALKIM,4.25,2017,Winter
3032,SALATALIK  SİLOR,2.25,2017,Winter
3033,DOMATES  SALKIM,4.25,2017,Winter
3034,SALATALIK  SİLOR,2.25,2017,Winter
3035,DOMATES  SALKIM,4.25,2017,Winter
3036,SALATALIK  SİLOR,2.25,2017,Winter
3037,DOMATES  SALKIM,4.25,2017,Winter
3038,SALATALIK  SİLOR,2.25,2017,Winter
3039,DOMATES  SALKIM,4.25,2018,Winter
3040,SALATALIK  SİLOR,2.75,2018,Winter
3041,DOMATES  SALKIM,4.25,2018,Winter
3042,SALATALIK  SİLOR,2.75,2018,Winter
3043,SALATALIK  SİLOR,2.75,2018,Winter
3044,DOMATES  SALKIM,4.25,2018,Winter
3045,DOMATES  SALKIM,4.25,2018,Winter
3046,SALATALIK  SİLOR,2.75,2018,Winter
3047,DOMATES  SALKIM,4.25,2018,Winter
3048,SALATALIK  SİLOR,2.75,2018,Winter
3049,DOMATES  SALKIM,4.25,2018,Winter
3050,SALATALIK  SİLOR,2.75,2018,Winter
3051,DOMATES  SALKIM,4.25,2018,Winter
3052,SALATALIK  SİLOR,2.75,2018,Winter
3053,DOMATES  SALKIM,4.25,2018,Winter
3054,SALATALIK  SİLOR,3.75,2018,Winter
3055,DOMATES  SALKIM,4.25,2018,Winter
3056,SALATALIK  SİLOR,3.75,2018,Winter
3057,SALATALIK  SİLOR,3.75,2018,Winter
3058,DOMATES  SALKIM,4.25,2018,Winter
3059,DOMATES  SALKIM,4.25,2018,Winter
3060,SALATALIK  SİLOR,3.75,2018,Winter
