BULTEN_TARIHI,MAL_TIPI,S_NO,MAL_ADI,BIRIM,ASGARI_FIYAT,AZAMI_UCRET,ORTALAMA_UCRET
20.10.2025,SEBZE,2.0,AVAKADO,ADET,50,70.0,60.0
20.10.2025,SEBZE,4.0,MANGO,ADET,70,120.0,95.0
20.10.2025,SEBZE,6.0,ZENCEFİL,KG,100,240.0,170.0
21.10.2025,SEBZE,3.0,BİBER  DOLMA,KG,20,55.0,37.5
21.10.2025,SEBZE,5.0,BİBER  SİVRİ,KG,30,50.0,40.0
21.10.2025,SEBZE,7.0,BİBER KIRMIZI,KG,40,70.0,55.0
21.10.2025,SEBZE,9.0,BİBER KÖY(MAZO),KG,20,60.0,40.0
21.10.2025,SEBZE,11.0,BROKOLI,KG,50,100.0,75.0
21.10.2025,SEBZE,13.0,DOMATES  BEEF,KG,25,50.0,37.5
21.10.2025,SEBZE,15.0,DOMATES (KOKTEYL),KG,25,65.0,45.0
21.10.2025,SEBZE,17.0,DOMATES SALÇALIK(RİO),KG,5,15.0,10.0
21.10.2025,SEBZE,19.0,DOMATES SERA,KG,20,40.0,30.0
21.10.2025,SEBZE,21.0,FASULYE   CALI,KG,50,90.0,70.0
21.10.2025,SEBZE,23.0,HAVUÇ(TAKOZ),KG,10,25.0,17.5
21.10.2025,SEBZE,25.0,KABAK  BAL,KG,20,30.0,25.0
21.10.2025,SEBZE,27.0,KARNABAHAR,KG,30,60.0,45.0
21.10.2025,SEBZE,29.0,KAVUN DİĞER,KG,5,20.0,12.5
21.10.2025,SEBZE,31.0,LAHANA  BEYAZ,KG,15,25.0,20.0
21.10.2025,SEBZE,33.0,MANTAR,KG,80,150.0,115.0
21.10.2025,SEBZE,35.0,MARUL AYSBERG,ADET,35,60.0,47.5
21.10.2025,SEBZE,37.0,MARUL LOLOROSSO,ADET,25,40.0,32.5
21.10.2025,SEBZE,39.0,PATATES  CALMA,KG,10,16.0,13.0
21.10.2025,SEBZE,41.0,PATLICAN  UZUN,KG,15,30.0,22.5
21.10.2025,SEBZE,43.0,PAZI,ADET,15,30.0,22.5
21.10.2025,SEBZE,45.0,SALATALIK ,KG,15,25.0,20.0
21.10.2025,SEBZE,47.0,SARIMSAK  KURU,KG,70,160.0,115.0
21.10.2025,SEBZE,49.0,SOĞAN   KIRMIZI,KG,20,45.0,32.5
21.10.2025,SEBZE,51.0,SOĞAN   TAZE,KG,40,70.0,55.0
21.10.2025,SEBZE,53.0,Y.DEREOTU,BAĞ,3,7.0,5.0
21.10.2025,SEBZE,55.0,Y.NANE,BAĞ,3,7.0,5.0
21.10.2025,SEBZE,57.0,Y.ROKA,BAĞ,3,7.0,5.0
21.10.2025,SEBZE,1.0,ARMUT  DEVECI,KG,50,90.0,70.0
21.10.2025,SEBZE,3.0,ARMUT  S.MARIA,KG,40,100.0,70.0
21.10.2025,SEBZE,5.0,AYVA,KG,70,100.0,85.0
21.10.2025,SEBZE,7.0,CILEK,KG,100,220.0,160.0
21.10.2025,SEBZE,9.0,ELMA  DİĞER,KG,40,90.0,65.0
21.10.2025,SEBZE,11.0,ELMA  STARKING,KG,30,80.0,55.0
21.10.2025,SEBZE,13.0,ERİK  ANJELIKA,KG,80,130.0,105.0
21.10.2025,SEBZE,15.0,HÜNNAP,KG,80,130.0,105.0
21.10.2025,SEBZE,17.0,KIVI  ,KG,90,140.0,115.0
21.10.2025,SEBZE,19.0,LİMON DİĞER ,KG,100,150.0,125.0
21.10.2025,SEBZE,21.0,MANDALİNA,KG,15,30.0,22.5
21.10.2025,SEBZE,23.0,NAR,KG,30,50.0,40.0
21.10.2025,SEBZE,25.0,PORTAKAL  ,KG,65,100.0,82.5
21.10.2025,SEBZE,27.0,ÜZÜM  BEYAZ,KG,35,50.0,42.5
21.10.2025,SEBZE,1.0,ANANAS,ADET,50,120.0,85.0
21.10.2025,SEBZE,3.0,HINDISTAN CEVIZI,ADET,50,85.0,67.5
21.10.2025,SEBZE,5.0,MUZ  ITHAL,KG,65,120.0,92.5
21.10.2025,SEBZE,4.0,BİBER  KIL ACI,KG,20,60.0,40.0
21.10.2025,SEBZE,6.0,BİBER ÇARLİSTON,KG,20,55.0,37.5
21.10.2025,SEBZE,8.0,BİBER KIRMIZI(TARLA),KG,10,25.0,17.5
21.10.2025,SEBZE,10.0,BORULCE,KG,70,130.0,100.0
21.10.2025,SEBZE,12.0,DENIZ BÖRÜLCESİ,ADET,5,10.0,7.5
21.10.2025,SEBZE,14.0,DOMATES CHERRY,KG,40,60.0,50.0
21.10.2025,SEBZE,16.0,DOMATES PEMBE,KG,30,50.0,40.0
21.10.2025,SEBZE,18.0,DOMATES SALKIM  (İYİ TARIM),KG,25,50.0,37.5
21.10.2025,SEBZE,20.0,FASULYE   AYSE,KG,60,100.0,80.0
21.10.2025,SEBZE,22.0,HAVUÇ,KG,10,20.0,15.0
21.10.2025,SEBZE,24.0,ISPANAK,KG,15,35.0,25.0
21.10.2025,SEBZE,26.0,KABAK TAZE,KG,20,35.0,27.5
21.10.2025,SEBZE,28.0,KARPUZ,KG,3,12.0,7.5
21.10.2025,SEBZE,30.0,KEREVIZ,KG,30,45.0,37.5
21.10.2025,SEBZE,32.0,LAHANA  KIRMIZI,KG,15,30.0,22.5
21.10.2025,SEBZE,34.0,MARUL,ADET,15,30.0,22.5
21.10.2025,SEBZE,36.0,MARUL KIVIRCIK,ADET,15,30.0,22.5
21.10.2025,SEBZE,38.0,PANCAR,KG,20,40.0,30.0
21.10.2025,SEBZE,40.0,PATATES DİĞER,KG,4,15.0,9.5
21.10.2025,SEBZE,42.0,PATLICAN TOPAN,KG,15,35.0,25.0
21.10.2025,SEBZE,44.0,PIRASA,KG,15,25.0,20.0
21.10.2025,SEBZE,46.0,SALATALIK  SİLOR,KG,25,40.0,32.5
21.10.2025,SEBZE,48.0,SEMIZ OTU,ADET,10,20.0,15.0
21.10.2025,SEBZE,50.0,SOĞAN   KURU,KG,4,12.0,8.0
21.10.2025,SEBZE,52.0,TURP  KIRMIZI,KG,15,25.0,20.0
21.10.2025,SEBZE,54.0,Y.MAYDONOZ,BAĞ,3,7.0,5.0
21.10.2025,SEBZE,56.0,Y.REYHAN,ADET,8,20.0,14.0
21.10.2025,SEBZE,58.0,Y.TERE,BAĞ,3,7.0,5.0
21.10.2025,SEBZE,2.0,ARMUT  DİĞER,KG,50,90.0,70.0
21.10.2025,SEBZE,4.0,ARMUT AKÇA,KG,50,100.0,75.0
21.10.2025,SEBZE,6.0,CENNET ELMASI,KG,70,100.0,85.0
21.10.2025,SEBZE,8.0,DARI(ADET),ADET,5,15.0,10.0
21.10.2025,SEBZE,10.0,ELMA  GOLDEN,KG,30,70.0,50.0
21.10.2025,SEBZE,12.0,ELMA GSMİT,KG,40,110.0,75.0
21.10.2025,SEBZE,14.0,GREYFURT,KG,50,100.0,75.0
21.10.2025,SEBZE,16.0,INCIR,KG,70,220.0,145.0
21.10.2025,SEBZE,18.0,LİMON  YENİ (MAYER),KG,40,70.0,55.0
21.10.2025,SEBZE,20.0,LİMON LAMAS,KG,120,160.0,140.0
21.10.2025,SEBZE,22.0,MUZ  YERLI,KG,50,80.0,65.0
21.10.2025,SEBZE,24.0,NEKTARIN KIRMIZI,KG,50,80.0,65.0
21.10.2025,SEBZE,26.0,ŞEFTALI,KG,50,110.0,80.0
21.10.2025,SEBZE,28.0,ÜZÜM  SİYAH,KG,40,120.0,80.0
21.10.2025,SEBZE,2.0,AVAKADO,ADET,50,70.0,60.0
21.10.2025,SEBZE,4.0,MANGO,ADET,70,120.0,95.0
21.10.2025,SEBZE,6.0,ZENCEFİL,KG,100,240.0,170.0
22.10.2025,SEBZE,3.0,BİBER  DOLMA,KG,20,55.0,37.5
22.10.2025,SEBZE,5.0,BİBER  SİVRİ,KG,30,50.0,40.0
22.10.2025,SEBZE,7.0,BİBER KIRMIZI,KG,40,70.0,55.0
22.10.2025,SEBZE,9.0,BİBER KÖY(MAZO),KG,20,60.0,40.0
22.10.2025,SEBZE,11.0,BROKOLI,KG,50,100.0,75.0
22.10.2025,SEBZE,13.0,DOMATES  BEEF,KG,25,50.0,37.5
22.10.2025,SEBZE,15.0,DOMATES (KOKTEYL),KG,25,65.0,45.0
22.10.2025,SEBZE,17.0,DOMATES SALÇALIK(RİO),KG,5,15.0,10.0
22.10.2025,SEBZE,19.0,DOMATES SERA,KG,20,40.0,30.0
22.10.2025,SEBZE,21.0,FASULYE   CALI,KG,50,90.0,70.0
22.10.2025,SEBZE,23.0,HAVUÇ(TAKOZ),KG,10,25.0,17.5
22.10.2025,SEBZE,25.0,KABAK  BAL,KG,20,30.0,25.0
22.10.2025,SEBZE,27.0,KARNABAHAR,KG,30,60.0,45.0
22.10.2025,SEBZE,29.0,KAVUN DİĞER,KG,5,20.0,12.5
22.10.2025,SEBZE,31.0,LAHANA  BEYAZ,KG,15,25.0,20.0
22.10.2025,SEBZE,33.0,MANTAR,KG,80,150.0,115.0
22.10.2025,SEBZE,35.0,MARUL AYSBERG,ADET,35,60.0,47.5
22.10.2025,SEBZE,37.0,MARUL LOLOROSSO,ADET,25,40.0,32.5
22.10.2025,SEBZE,39.0,PATATES  CALMA,KG,10,16.0,13.0
22.10.2025,SEBZE,41.0,PATLICAN  UZUN,KG,15,30.0,22.5
22.10.2025,SEBZE,43.0,PAZI,ADET,15,30.0,22.5
22.10.2025,SEBZE,45.0,SALATALIK ,KG,15,25.0,20.0
22.10.2025,SEBZE,47.0,SARIMSAK  KURU,KG,70,160.0,115.0
22.10.2025,SEBZE,49.0,SOĞAN   KIRMIZI,KG,20,45.0,32.5
22.10.2025,SEBZE,51.0,SOĞAN   TAZE,KG,40,70.0,55.0
22.10.2025,SEBZE,53.0,Y.DEREOTU,BAĞ,3,7.0,5.0
22.10.2025,SEBZE,55.0,Y.NANE,BAĞ,3,7.0,5.0
22.10.2025,SEBZE,57.0,Y.ROKA,BAĞ,3,7.0,5.0
22.10.2025,SEBZE,1.0,ARMUT  DEVECI,KG,50,90.0,70.0
22.10.2025,SEBZE,3.0,ARMUT  S.MARIA,KG,40,100.0,70.0
22.10.2025,SEBZE,5.0,AYVA,KG,70,100.0,85.0
22.10.2025,SEBZE,7.0,CILEK,KG,100,220.0,160.0
22.10.2025,SEBZE,9.0,ELMA  DİĞER,KG,40,90.0,65.0
22.10.2025,SEBZE,11.0,ELMA  STARKING,KG,30,80.0,55.0
22.10.2025,SEBZE,13.0,ERİK  ANJELIKA,KG,80,130.0,105.0
22.10.2025,SEBZE,15.0,HÜNNAP,KG,80,130.0,105.0
22.10.2025,SEBZE,17.0,KIVI  ,KG,90,140.0,115.0
22.10.2025,SEBZE,19.0,LİMON DİĞER ,KG,100,150.0,125.0
22.10.2025,SEBZE,21.0,MANDALİNA,KG,15,30.0,22.5
22.10.2025,SEBZE,23.0,NAR,KG,30,50.0,40.0
22.10.2025,SEBZE,25.0,PORTAKAL  ,KG,65,100.0,82.5
22.10.2025,SEBZE,27.0,ÜZÜM  BEYAZ,KG,35,50.0,42.5
22.10.2025,SEBZE,1.0,ANANAS,ADET,50,120.0,85.0
22.10.2025,SEBZE,3.0,HINDISTAN CEVIZI,ADET,50,85.0,67.5
22.10.2025,SEBZE,5.0,MUZ  ITHAL,KG,65,120.0,92.5
22.10.2025,SEBZE,4.0,BİBER  KIL ACI,KG,20,60.0,40.0
22.10.2025,SEBZE,6.0,BİBER ÇARLİSTON,KG,20,55.0,37.5
22.10.2025,SEBZE,8.0,BİBER KIRMIZI(TARLA),KG,10,25.0,17.5
22.10.2025,SEBZE,10.0,BORULCE,KG,70,130.0,100.0
22.10.2025,SEBZE,12.0,DENIZ BÖRÜLCESİ,ADET,5,10.0,7.5
22.10.2025,SEBZE,14.0,DOMATES CHERRY,KG,40,60.0,50.0
22.10.2025,SEBZE,16.0,DOMATES PEMBE,KG,30,50.0,40.0
22.10.2025,SEBZE,18.0,DOMATES SALKIM  (İYİ TARIM),KG,25,50.0,37.5
22.10.2025,SEBZE,20.0,FASULYE   AYSE,KG,60,100.0,80.0
22.10.2025,SEBZE,22.0,HAVUÇ,KG,10,20.0,15.0
22.10.2025,SEBZE,24.0,ISPANAK,KG,15,35.0,25.0
22.10.2025,SEBZE,26.0,KABAK TAZE,KG,20,35.0,27.5
22.10.2025,SEBZE,28.0,KARPUZ,KG,3,12.0,7.5
22.10.2025,SEBZE,30.0,KEREVIZ,KG,30,45.0,37.5
22.10.2025,SEBZE,32.0,LAHANA  KIRMIZI,KG,15,30.0,22.5
22.10.2025,SEBZE,34.0,MARUL,ADET,15,30.0,22.5
22.10.2025,SEBZE,36.0,MARUL KIVIRCIK,ADET,15,30.0,22.5
22.10.2025,SEBZE,38.0,PANCAR,KG,20,40.0,30.0
22.10.2025,SEBZE,40.0,PATATES DİĞER,KG,4,15.0,9.5
22.10.2025,SEBZE,42.0,PATLICAN TOPAN,KG,15,35.0,25.0
22.10.2025,SEBZE,44.0,PIRASA,KG,15,25.0,20.0
22.10.2025,SEBZE,46.0,SALATALIK  SİLOR,KG,25,40.0,32.5
22.10.2025,SEBZE,48.0,SEMIZ OTU,ADET,10,20.0,15.0
22.10.2025,SEBZE,50.0,SOĞAN   KURU,KG,4,12.0,8.0
22.10.2025,SEBZE,52.0,TURP  KIRMIZI,KG,15,25.0,20.0
22.10.2025,SEBZE,54.0,Y.MAYDONOZ,BAĞ,3,7.0,5.0
22.10.2025,SEBZE,56.0,Y.REYHAN,ADET,8,20.0,14.0
22.10.2025,SEBZE,58.0,Y.TERE,BAĞ,3,7.0,5.0
22.10.2025,SEBZE,2.0,ARMUT  DİĞER,KG,50,90.0,70.0
22.10.2025,SEBZE,4.0,ARMUT AKÇA,KG,50,100.0,75.0
22.10.2025,SEBZE,6.0,CENNET ELMASI,KG,70,100.0,85.0
22.10.2025,SEBZE,8.0,DARI(ADET),ADET,5,15.0,10.0
22.10.2025,SEBZE,10.0,ELMA  GOLDEN,KG,30,70.0,50.0
22.10.2025,SEBZE,12.0,ELMA GSMİT,KG,40,110.0,75.0
22.10.2025,SEBZE,14.0,GREYFURT,KG,50,100.0,75.0
22.10.2025,SEBZE,16.0,INCIR,KG,70,220.0,145.0
22.10.2025,SEBZE,18.0,LİMON  YENİ (MAYER),KG,40,70.0,55.0
22.10.2025,SEBZE,20.0,LİMON LAMAS,KG,120,160.0,140.0
22.10.2025,SEBZE,22.0,MUZ  YERLI,KG,50,80.0,65.0
22.10.2025,SEBZE,24.0,NEKTARIN KIRMIZI,KG,50,80.0,65.0
22.10.2025,SEBZE,26.0,ŞEFTALI,KG,50,110.0,80.0
22.10.2025,SEBZE,28.0,ÜZÜM  SİYAH,KG,40,120.0,80.0
22.10.2025,SEBZE,2.0,AVAKADO,ADET,50,70.0,60.0
22.10.2025,SEBZE,4.0,MANGO,ADET,70,120.0,95.0
22.10.2025,SEBZE,6.0,ZENCEFİL,KG,100,240.0,170.0
23.10.2025,SEBZE,3.0,BİBER  DOLMA,KG,20,55.0,37.5
23.10.2025,SEBZE,5.0,BİBER  SİVRİ,KG,30,50.0,40.0
23.10.2025,SEBZE,7.0,BİBER KIRMIZI,KG,40,70.0,55.0
23.10.2025,SEBZE,9.0,BİBER KÖY(MAZO),KG,20,60.0,40.0
23.10.2025,SEBZE,11.0,BROKOLI,KG,50,100.0,75.0
23.10.2025,SEBZE,13.0,DOMATES  BEEF,KG,25,50.0,37.5
23.10.2025,SEBZE,15.0,DOMATES (KOKTEYL),KG,25,65.0,45.0
23.10.2025,SEBZE,17.0,DOMATES SALÇALIK(RİO),KG,5,15.0,10.0
23.10.2025,SEBZE,19.0,DOMATES SERA,KG,20,40.0,30.0
23.10.2025,SEBZE,21.0,FASULYE   CALI,KG,50,90.0,70.0
23.10.2025,SEBZE,23.0,HAVUÇ(TAKOZ),KG,10,25.0,17.5
23.10.2025,SEBZE,25.0,KABAK  BAL,KG,20,30.0,25.0
23.10.2025,SEBZE,27.0,KARNABAHAR,KG,30,60.0,45.0
23.10.2025,SEBZE,29.0,KAVUN DİĞER,KG,5,20.0,12.5
23.10.2025,SEBZE,31.0,LAHANA  BEYAZ,KG,15,25.0,20.0
23.10.2025,SEBZE,33.0,MANTAR,KG,80,150.0,115.0
23.10.2025,SEBZE,35.0,MARUL AYSBERG,ADET,35,60.0,47.5
23.10.2025,SEBZE,37.0,MARUL LOLOROSSO,ADET,25,40.0,32.5
23.10.2025,SEBZE,39.0,PATATES  CALMA,KG,10,16.0,13.0
23.10.2025,SEBZE,41.0,PATLICAN  UZUN,KG,15,30.0,22.5
23.10.2025,SEBZE,43.0,PAZI,ADET,15,30.0,22.5
23.10.2025,SEBZE,45.0,SALATALIK ,KG,15,25.0,20.0
23.10.2025,SEBZE,47.0,SARIMSAK  KURU,KG,70,160.0,115.0
23.10.2025,SEBZE,49.0,SOĞAN   KIRMIZI,KG,20,45.0,32.5
23.10.2025,SEBZE,51.0,SOĞAN   TAZE,KG,40,70.0,55.0
23.10.2025,SEBZE,53.0,Y.DEREOTU,BAĞ,3,7.0,5.0
23.10.2025,SEBZE,55.0,Y.NANE,BAĞ,3,7.0,5.0
23.10.2025,SEBZE,57.0,Y.ROKA,BAĞ,3,7.0,5.0
23.10.2025,SEBZE,1.0,ARMUT  DEVECI,KG,50,90.0,70.0
23.10.2025,SEBZE,3.0,ARMUT  S.MARIA,KG,40,100.0,70.0
23.10.2025,SEBZE,5.0,AYVA,KG,70,100.0,85.0
23.10.2025,SEBZE,7.0,CILEK,KG,100,220.0,160.0
23.10.2025,SEBZE,9.0,ELMA  DİĞER,KG,40,90.0,65.0
23.10.2025,SEBZE,11.0,ELMA  STARKING,KG,30,80.0,55.0
23.10.2025,SEBZE,13.0,ERİK  ANJELIKA,KG,80,130.0,105.0
23.10.2025,SEBZE,15.0,HÜNNAP,KG,80,130.0,105.0
23.10.2025,SEBZE,17.0,KIVI  ,KG,90,140.0,115.0
23.10.2025,SEBZE,19.0,LİMON DİĞER ,KG,100,150.0,125.0
23.10.2025,SEBZE,21.0,MANDALİNA,KG,15,30.0,22.5
23.10.2025,SEBZE,23.0,NAR,KG,30,50.0,40.0
23.10.2025,SEBZE,25.0,PORTAKAL  ,KG,65,100.0,82.5
23.10.2025,SEBZE,27.0,ÜZÜM  BEYAZ,KG,35,50.0,42.5
23.10.2025,SEBZE,1.0,ANANAS,ADET,50,120.0,85.0
23.10.2025,SEBZE,3.0,HINDISTAN CEVIZI,ADET,50,85.0,67.5
23.10.2025,SEBZE,5.0,MUZ  ITHAL,KG,65,120.0,92.5
23.10.2025,SEBZE,4.0,BİBER  KIL ACI,KG,20,60.0,40.0
23.10.2025,SEBZE,6.0,BİBER ÇARLİSTON,KG,20,55.0,37.5
23.10.2025,SEBZE,8.0,BİBER KIRMIZI(TARLA),KG,10,25.0,17.5
23.10.2025,SEBZE,10.0,BORULCE,KG,70,130.0,100.0
23.10.2025,SEBZE,12.0,DENIZ BÖRÜLCESİ,ADET,5,10.0,7.5
23.10.2025,SEBZE,14.0,DOMATES CHERRY,KG,40,60.0,50.0
23.10.2025,SEBZE,16.0,DOMATES PEMBE,KG,30,50.0,40.0
23.10.2025,SEBZE,18.0,DOMATES SALKIM  (İYİ TARIM),KG,25,50.0,37.5
23.10.2025,SEBZE,20.0,FASULYE   AYSE,KG,60,100.0,80.0
23.10.2025,SEBZE,22.0,HAVUÇ,KG,10,20.0,15.0
23.10.2025,SEBZE,24.0,ISPANAK,KG,15,35.0,25.0
23.10.2025,SEBZE,26.0,KABAK TAZE,KG,20,35.0,27.5
23.10.2025,SEBZE,28.0,KARPUZ,KG,3,12.0,7.5
23.10.2025,SEBZE,30.0,KEREVIZ,KG,30,45.0,37.5
23.10.2025,SEBZE,32.0,LAHANA  KIRMIZI,KG,15,30.0,22.5
23.10.2025,SEBZE,34.0,MARUL,ADET,15,30.0,22.5
23.10.2025,SEBZE,36.0,MARUL KIVIRCIK,ADET,15,30.0,22.5
23.10.2025,SEBZE,38.0,PANCAR,KG,20,40.0,30.0
23.10.2025,SEBZE,40.0,PATATES DİĞER,KG,4,15.0,9.5
23.10.2025,SEBZE,42.0,PATLICAN TOPAN,KG,15,35.0,25.0
23.10.2025,SEBZE,44.0,PIRASA,KG,15,25.0,20.0
23.10.2025,SEBZE,46.0,SALATALIK  SİLOR,KG,25,40.0,32.5
23.10.2025,SEBZE,48.0,SEMIZ OTU,ADET,10,20.0,15.0
23.10.2025,SEBZE,50.0,SOĞAN   KURU,KG,4,12.0,8.0
23.10.2025,SEBZE,52.0,TURP  KIRMIZI,KG,15,25.0,20.0
23.10.2025,SEBZE,54.0,Y.MAYDONOZ,BAĞ,3,7.0,5.0
23.10.2025,SEBZE,56.0,Y.REYHAN,ADET,8,20.0,14.0
23.10.2025,SEBZE,58.0,Y.TERE,BAĞ,3,7.0,5.0
23.10.2025,SEBZE,2.0,ARMUT  DİĞER,KG,50,90.0,70.0
23.10.2025,SEBZE,4.0,ARMUT AKÇA,KG,50,100.0,75.0
23.10.2025,SEBZE,6.0,CENNET ELMASI,KG,70,100.0,85.0
23.10.2025,SEBZE,8.0,DARI(ADET),ADET,5,15.0,10.0
23.10.2025,SEBZE,10.0,ELMA  GOLDEN,KG,30,70.0,50.0
23.10.2025,SEBZE,12.0,ELMA GSMİT,KG,40,110.0,75.0
23.10.2025,SEBZE,14.0,GREYFURT,KG,50,100.0,75.0
23.10.2025,SEBZE,16.0,INCIR,KG,70,220.0,145.0
23.10.2025,SEBZE,18.0,LİMON  YENİ (MAYER),KG,40,70.0,55.0
23.10.2025,SEBZE,20.0,LİMON LAMAS,KG,120,160.0,140.0
23.10.2025,SEBZE,22.0,MUZ  YERLI,KG,50,80.0,65.0
23.10.2025,SEBZE,24.0,NEKTARIN KIRMIZI,KG,50,80.0,65.0
23.10.2025,SEBZE,26.0,ŞEFTALI,KG,50,110.0,80.0
23.10.2025,SEBZE,28.0,ÜZÜM  SİYAH,KG,40,120.0,80.0
23.10.2025,SEBZE,2.0,AVAKADO,ADET,50,70.0,60.0
23.10.2025,SEBZE,4.0,MANGO,ADET,70,120.0,95.0
23.10.2025,SEBZE,6.0,ZENCEFİL,KG,100,240.0,170.0
24.10.2025,SEBZE,3.0,BİBER  DOLMA,KG,20,55.0,37.5
24.10.2025,SEBZE,5.0,BİBER  SİVRİ,KG,30,50.0,40.0
24.10.2025,SEBZE,7.0,BİBER KIRMIZI,KG,40,70.0,55.0
24.10.2025,SEBZE,9.0,BİBER KÖY(MAZO),KG,20,60.0,40.0
24.10.2025,SEBZE,11.0,BROKOLI,KG,50,100.0,75.0
24.10.2025,SEBZE,13.0,DOMATES  BEEF,KG,25,50.0,37.5
24.10.2025,SEBZE,15.0,DOMATES (KOKTEYL),KG,25,65.0,45.0
24.10.2025,SEBZE,17.0,DOMATES SALÇALIK(RİO),KG,5,15.0,10.0
24.10.2025,SEBZE,19.0,DOMATES SERA,KG,20,40.0,30.0
24.10.2025,SEBZE,21.0,FASULYE   CALI,KG,50,90.0,70.0
24.10.2025,SEBZE,23.0,HAVUÇ(TAKOZ),KG,10,25.0,17.5
24.10.2025,SEBZE,25.0,KABAK  BAL,KG,20,30.0,25.0
24.10.2025,SEBZE,27.0,KARNABAHAR,KG,30,60.0,45.0
24.10.2025,SEBZE,29.0,KAVUN DİĞER,KG,5,20.0,12.5
24.10.2025,SEBZE,31.0,LAHANA  BEYAZ,KG,15,25.0,20.0
24.10.2025,SEBZE,33.0,MANTAR,KG,80,150.0,115.0
24.10.2025,SEBZE,35.0,MARUL AYSBERG,ADET,35,60.0,47.5
24.10.2025,SEBZE,37.0,MARUL LOLOROSSO,ADET,25,40.0,32.5
24.10.2025,SEBZE,39.0,PATATES  CALMA,KG,10,16.0,13.0
24.10.2025,SEBZE,41.0,PATLICAN  UZUN,KG,15,30.0,22.5
24.10.2025,SEBZE,43.0,PAZI,ADET,15,30.0,22.5
24.10.2025,SEBZE,45.0,SALATALIK ,KG,15,25.0,20.0
24.10.2025,SEBZE,47.0,SARIMSAK  KURU,KG,70,160.0,115.0
24.10.2025,SEBZE,49.0,SOĞAN   KIRMIZI,KG,20,45.0,32.5
24.10.2025,SEBZE,51.0,SOĞAN   TAZE,KG,40,70.0,55.0
24.10.2025,SEBZE,53.0,Y.DEREOTU,BAĞ,3,7.0,5.0
24.10.2025,SEBZE,55.0,Y.NANE,BAĞ,3,7.0,5.0
24.10.2025,SEBZE,57.0,Y.ROKA,BAĞ,3,7.0,5.0
24.10.2025,SEBZE,1.0,ARMUT  DEVECI,KG,50,90.0,70.0
24.10.2025,SEBZE,3.0,ARMUT  S.MARIA,KG,40,100.0,70.0
24.10.2025,SEBZE,5.0,AYVA,KG,70,100.0,85.0
24.10.2025,SEBZE,7.0,CILEK,KG,100,220.0,160.0
24.10.2025,SEBZE,9.0,ELMA  DİĞER,KG,40,90.0,65.0
24.10.2025,SEBZE,11.0,ELMA  STARKING,KG,30,80.0,55.0
24.10.2025,SEBZE,13.0,ERİK  ANJELIKA,KG,80,130.0,105.0
24.10.2025,SEBZE,15.0,HÜNNAP,KG,80,130.0,105.0
24.10.2025,SEBZE,17.0,KIVI  ,KG,90,140.0,115.0
24.10.2025,SEBZE,19.0,LİMON DİĞER ,KG,100,150.0,125.0
24.10.2025,SEBZE,21.0,MANDALİNA,KG,15,30.0,22.5
24.10.2025,SEBZE,23.0,NAR,KG,30,50.0,40.0
24.10.2025,SEBZE,25.0,PORTAKAL  ,KG,65,100.0,82.5
24.10.2025,SEBZE,27.0,ÜZÜM  BEYAZ,KG,35,50.0,42.5
24.10.2025,SEBZE,1.0,ANANAS,ADET,50,120.0,85.0
24.10.2025,SEBZE,3.0,HINDISTAN CEVIZI,ADET,50,85.0,67.5
24.10.2025,SEBZE,5.0,MUZ  ITHAL,KG,65,120.0,92.5
24.10.2025,SEBZE,4.0,BİBER  KIL ACI,KG,20,60.0,40.0
24.10.2025,SEBZE,6.0,BİBER ÇARLİSTON,KG,20,55.0,37.5
24.10.2025,SEBZE,8.0,BİBER KIRMIZI(TARLA),KG,10,25.0,17.5
24.10.2025,SEBZE,10.0,BORULCE,KG,70,130.0,100.0
24.10.2025,SEBZE,12.0,DENIZ BÖRÜLCESİ,ADET,5,10.0,7.5
24.10.2025,SEBZE,14.0,DOMATES CHERRY,KG,40,60.0,50.0
24.10.2025,SEBZE,16.0,DOMATES PEMBE,KG,30,50.0,40.0
24.10.2025,SEBZE,18.0,DOMATES SALKIM  (İYİ TARIM),KG,25,50.0,37.5
24.10.2025,SEBZE,20.0,FASULYE   AYSE,KG,60,100.0,80.0
24.10.2025,SEBZE,22.0,HAVUÇ,KG,10,20.0,15.0
24.10.2025,SEBZE,24.0,ISPANAK,KG,15,35.0,25.0
24.10.2025,SEBZE,26.0,KABAK TAZE,KG,20,35.0,27.5
24.10.2025,SEBZE,28.0,KARPUZ,KG,3,12.0,7.5
24.10.2025,SEBZE,30.0,KEREVIZ,KG,30,45.0,37.5
24.10.2025,SEBZE,32.0,LAHANA  KIRMIZI,KG,15,30.0,22.5
24.10.2025,SEBZE,34.0,MARUL,ADET,15,30.0,22.5
24.10.2025,SEBZE,36.0,MARUL KIVIRCIK,ADET,15,30.0,22.5
24.10.2025,SEBZE,38.0,PANCAR,KG,20,40.0,30.0
24.10.2025,SEBZE,40.0,PATATES DİĞER,KG,4,15.0,9.5
24.10.2025,SEBZE,42.0,PATLICAN TOPAN,KG,15,35.0,25.0
24.10.2025,SEBZE,44.0,PIRASA,KG,15,25.0,20.0
24.10.2025,SEBZE,46.0,SALATALIK  SİLOR,KG,25,40.0,32.5
24.10.2025,SEBZE,48.0,SEMIZ OTU,ADET,10,20.0,15.0
24.10.2025,SEBZE,50.0,SOĞAN   KURU,KG,4,12.0,8.0
