BULTEN_TARIHI,MAL_TIPI,S_NO,MAL_ADI,BIRIM,ASGARI_FIYAT,AZAMI_UCRET,ORTALAMA_UCRET
20.05.2025,SEBZE,17.0,DOMATES PEMBE,KG,30,50.0,40.0
20.05.2025,SEBZE,19.0,FASULYE   AYSE,KG,45,90.0,67.5
20.05.2025,SEBZE,21.0,HAVUÇ,KG,20,35.0,27.5
20.05.2025,SEBZE,23.0,KABAK  BAL,KG,15,35.0,25.0
20.05.2025,SEBZE,25.0,KARNABAHAR,KG,20,40.0,30.0
20.05.2025,SEBZE,27.0,KAVUN DİĞER,KG,30,60.0,45.0
20.05.2025,SEBZE,29.0,LAHANA  BEYAZ,KG,10,25.0,17.5
20.05.2025,SEBZE,31.0,LAHANA  KIRMIZI,KG,10,25.0,17.5
20.05.2025,SEBZE,33.0,MANTAR (İSTİRİDYE),KG,100,160.0,130.0
20.05.2025,SEBZE,35.0,MARUL AYSBERG,ADET,12,30.0,21.0
20.05.2025,SEBZE,37.0,MARUL LOLOROSSO,ADET,10,35.0,22.5
20.05.2025,SEBZE,39.0,PATATES DİĞER,KG,10,30.0,20.0
20.05.2025,SEBZE,41.0,PATLICAN TOPAN,KG,10,30.0,20.0
20.05.2025,SEBZE,43.0,PIRASA,KG,10,30.0,20.0
20.05.2025,SEBZE,45.0,SALATALIK  SİLOR,KG,15,30.0,22.5
20.05.2025,SEBZE,47.0,SEMIZ OTU,ADET,15,25.0,20.0
20.05.2025,SEBZE,49.0,SOĞAN   KURU,KG,15,50.0,32.5
20.05.2025,SEBZE,51.0,TURP  KIRMIZI,KG,15,30.0,22.5
20.05.2025,SEBZE,53.0,YERELMASI,KG,20,50.0,35.0
20.05.2025,SEBZE,55.0,Y.NANE,BAĞ,3,6.0,4.5
20.05.2025,SEBZE,57.0,Y.ROKA,BAĞ,3,6.0,4.5
20.05.2025,SEBZE,1.0,ARMUT  DEVECI,KG,20,70.0,45.0
20.05.2025,SEBZE,3.0,ARMUT  S.MARIA,KG,25,75.0,50.0
20.05.2025,SEBZE,5.0,BADEM-ÇAĞLA,KG,70,100.0,85.0
20.05.2025,SEBZE,7.0,ELMA  AMASYA,KG,30,50.0,40.0
20.05.2025,SEBZE,9.0,ELMA  GOLDEN,KG,20,60.0,40.0
20.05.2025,SEBZE,11.0,ELMA GSMİT,KG,15,70.0,42.5
20.05.2025,SEBZE,13.0,ERİK  PAPAZ,KG,100,190.0,145.0
20.05.2025,SEBZE,15.0,GREYFURT,KG,20,55.0,37.5
20.05.2025,SEBZE,17.0,KIRAZ  ,KG,200,310.0,255.0
20.05.2025,SEBZE,19.0,LİMON  YENİ (MAYER),KG,20,60.0,40.0
20.05.2025,SEBZE,21.0,LİMON LAMAS,KG,15,60.0,37.5
20.05.2025,SEBZE,23.0,MUZ  YERLI,KG,35,90.0,62.5
20.05.2025,SEBZE,25.0,NEKTARIN KIRMIZI,KG,80,170.0,125.0
20.05.2025,SEBZE,27.0,PORTAKAL  SIKMALIK,KG,20,50.0,35.0
20.05.2025,SEBZE,29.0,ŞEFTALI,KG,90,170.0,130.0
20.05.2025,SEBZE,1.0,ANANAS,ADET,70,120.0,95.0
20.05.2025,SEBZE,3.0,BİBER KALİFORNİYA,KG,80,130.0,105.0
20.05.2025,SEBZE,5.0,MANGO,ADET,35,75.0,55.0
20.05.2025,SEBZE,7.0,PİTAHAYA,ADET,50,100.0,75.0
20.05.2025,SEBZE,4.0,BİBER  DOLMA,KG,20,40.0,30.0
20.05.2025,SEBZE,6.0,BİBER  SİVRİ,KG,30,60.0,45.0
20.05.2025,SEBZE,8.0,BİBER KIRMIZI,KG,45,75.0,60.0
20.05.2025,SEBZE,10.0,BROKOLI,KG,20,45.0,32.5
20.05.2025,SEBZE,12.0,DENIZ BÖRÜLCESİ,ADET,10,30.0,20.0
20.05.2025,SEBZE,14.0,DOMATES CHERRY,KG,15,40.0,27.5
20.05.2025,SEBZE,16.0,DOMATES (KOKTEYL),KG,20,40.0,30.0
20.05.2025,SEBZE,18.0,ENGINAR,ADET,20,30.0,25.0
20.05.2025,SEBZE,20.0,FASULYE   CALI,KG,35,75.0,55.0
20.05.2025,SEBZE,22.0,ISPANAK,KG,20,35.0,27.5
20.05.2025,SEBZE,24.0,KABAK TAZE,KG,20,50.0,35.0
20.05.2025,SEBZE,26.0,KARPUZ,KG,20,40.0,30.0
20.05.2025,SEBZE,28.0,KEREVIZ,KG,20,40.0,30.0
20.05.2025,SEBZE,30.0,LAHANA  BURUKSEL,KG,20,50.0,35.0
20.05.2025,SEBZE,32.0,MANTAR,KG,75,140.0,107.5
20.05.2025,SEBZE,34.0,MARUL,ADET,10,25.0,17.5
20.05.2025,SEBZE,36.0,MARUL KIVIRCIK,ADET,20,30.0,25.0
20.05.2025,SEBZE,38.0,PANCAR,KG,10,20.0,15.0
20.05.2025,SEBZE,40.0,PATLICAN  UZUN,KG,20,40.0,30.0
20.05.2025,SEBZE,42.0,PAZI,ADET,10,25.0,17.5
20.05.2025,SEBZE,44.0,SALATALIK ,KG,15,40.0,27.5
20.05.2025,SEBZE,46.0,SARIMSAK  KURU,KG,130,200.0,165.0
20.05.2025,SEBZE,48.0,SOĞAN   KIRMIZI,KG,17,50.0,33.5
20.05.2025,SEBZE,50.0,SOĞAN   TAZE,KG,25,50.0,37.5
20.05.2025,SEBZE,52.0,Y.DEREOTU,BAĞ,3,7.0,5.0
20.05.2025,SEBZE,54.0,Y.MAYDONOZ,BAĞ,3,6.0,4.5
20.05.2025,SEBZE,56.0,Y.REYHAN,ADET,8,25.0,16.5
20.05.2025,SEBZE,58.0,Y.TERE,BAĞ,3,7.0,5.0
20.05.2025,SEBZE,2.0,ARMUT  DİĞER,KG,20,65.0,42.5
20.05.2025,SEBZE,4.0,AYVA,KG,20,50.0,35.0
20.05.2025,SEBZE,6.0,CILEK,KG,50,120.0,85.0
20.05.2025,SEBZE,8.0,ELMA  DİĞER,KG,20,70.0,45.0
20.05.2025,SEBZE,10.0,ELMA  STARKING,KG,20,55.0,37.5
20.05.2025,SEBZE,12.0,ERİK  CAN,KG,90,190.0,140.0
20.05.2025,SEBZE,14.0,ERİK DİĞER,KG,90,180.0,135.0
20.05.2025,SEBZE,16.0,KAYISI ,KG,30,80.0,55.0
20.05.2025,SEBZE,18.0,KIVI  ,KG,50,130.0,90.0
20.05.2025,SEBZE,20.0,LİMON DİĞER ,KG,25,60.0,42.5
20.05.2025,SEBZE,22.0,MALTA,KG,90,150.0,120.0
20.05.2025,SEBZE,24.0,NAR,KG,40,80.0,60.0
20.05.2025,SEBZE,26.0,PORTAKAL  ,KG,20,50.0,35.0
20.05.2025,SEBZE,28.0,PORTAKAL WASHINGTON,KG,15,40.0,27.5
20.05.2025,SEBZE,2.0,AVAKADO,ADET,25,70.0,47.5
20.05.2025,SEBZE,4.0,HINDISTAN CEVIZI,ADET,40,75.0,57.5
20.05.2025,SEBZE,6.0,MUZ  ITHAL,KG,45,110.0,77.5
20.05.2025,SEBZE,8.0,ZENCEFİL,KG,80,200.0,140.0
21.05.2025,SEBZE,3.0,BEZELYE,KG,20,45.0,32.5
21.05.2025,SEBZE,5.0,BİBER  KIL ACI,KG,30,60.0,45.0
21.05.2025,SEBZE,7.0,BİBER ÇARLİSTON,KG,20,60.0,40.0
21.05.2025,SEBZE,9.0,BİBER KÖY(MAZO),KG,20,45.0,32.5
21.05.2025,SEBZE,11.0,BROKOLI,KG,20,45.0,32.5
21.05.2025,SEBZE,13.0,DENIZ BÖRÜLCESİ,ADET,10,30.0,20.0
21.05.2025,SEBZE,15.0,DOMATES CHERRY,KG,15,40.0,27.5
21.05.2025,SEBZE,17.0,DOMATES (KOKTEYL),KG,20,40.0,30.0
21.05.2025,SEBZE,19.0,ENGINAR,ADET,20,30.0,25.0
21.05.2025,SEBZE,21.0,FASULYE   CALI,KG,35,75.0,55.0
21.05.2025,SEBZE,23.0,ISPANAK,KG,20,35.0,27.5
21.05.2025,SEBZE,25.0,KABAK TAZE,KG,20,50.0,35.0
21.05.2025,SEBZE,27.0,KARPUZ,KG,20,40.0,30.0
21.05.2025,SEBZE,29.0,KEREVIZ,KG,20,40.0,30.0
21.05.2025,SEBZE,31.0,LAHANA  BURUKSEL,KG,20,50.0,35.0
21.05.2025,SEBZE,33.0,MANTAR,KG,75,140.0,107.5
21.05.2025,SEBZE,35.0,MARUL,ADET,10,25.0,17.5
21.05.2025,SEBZE,37.0,MARUL KIVIRCIK,ADET,20,30.0,25.0
21.05.2025,SEBZE,39.0,PANCAR,KG,10,20.0,15.0
21.05.2025,SEBZE,41.0,PATLICAN  UZUN,KG,15,30.0,22.5
21.05.2025,SEBZE,43.0,PAZI,ADET,10,25.0,17.5
21.05.2025,SEBZE,45.0,SALATALIK ,KG,15,40.0,27.5
21.05.2025,SEBZE,47.0,SARIMSAK  KURU,KG,130,200.0,165.0
21.05.2025,SEBZE,49.0,SOĞAN   KIRMIZI,KG,17,50.0,33.5
21.05.2025,SEBZE,51.0,SOĞAN   TAZE,KG,25,50.0,37.5
21.05.2025,SEBZE,53.0,Y.DEREOTU,BAĞ,3,7.0,5.0
21.05.2025,SEBZE,55.0,Y.MAYDONOZ,BAĞ,3,6.0,4.5
21.05.2025,SEBZE,57.0,Y.REYHAN,ADET,8,25.0,16.5
21.05.2025,SEBZE,59.0,Y.TERE,BAĞ,3,7.0,5.0
21.05.2025,SEBZE,1.0,ARMUT  DEVECI,KG,20,70.0,45.0
21.05.2025,SEBZE,3.0,ARMUT  S.MARIA,KG,25,75.0,50.0
21.05.2025,SEBZE,5.0,BADEM-ÇAĞLA,KG,70,100.0,85.0
21.05.2025,SEBZE,7.0,ELMA  AMASYA,KG,30,50.0,40.0
21.05.2025,SEBZE,9.0,ELMA  GOLDEN,KG,20,60.0,40.0
21.05.2025,SEBZE,11.0,ELMA GSMİT,KG,15,70.0,42.5
21.05.2025,SEBZE,13.0,ERİK  PAPAZ,KG,100,200.0,150.0
21.05.2025,SEBZE,15.0,GREYFURT,KG,20,55.0,37.5
21.05.2025,SEBZE,17.0,KIRAZ  ,KG,200,310.0,255.0
21.05.2025,SEBZE,19.0,LİMON  YENİ (MAYER),KG,20,60.0,40.0
21.05.2025,SEBZE,21.0,LİMON LAMAS,KG,15,60.0,37.5
21.05.2025,SEBZE,23.0,MUZ  YERLI,KG,35,90.0,62.5
21.05.2025,SEBZE,25.0,NEKTARIN KIRMIZI,KG,80,170.0,125.0
21.05.2025,SEBZE,27.0,PORTAKAL  SIKMALIK,KG,20,50.0,35.0
21.05.2025,SEBZE,29.0,ŞEFTALI,KG,90,170.0,130.0
21.05.2025,SEBZE,1.0,ANANAS,ADET,70,120.0,95.0
21.05.2025,SEBZE,3.0,BİBER KALİFORNİYA,KG,80,130.0,105.0
21.05.2025,SEBZE,5.0,MANGO,ADET,35,75.0,55.0
21.05.2025,SEBZE,7.0,PİTAHAYA,ADET,50,100.0,75.0
21.05.2025,SEBZE,4.0,BİBER  DOLMA,KG,20,40.0,30.0
21.05.2025,SEBZE,6.0,BİBER  SİVRİ,KG,30,60.0,45.0
21.05.2025,SEBZE,8.0,BİBER KIRMIZI,KG,45,75.0,60.0
21.05.2025,SEBZE,10.0,BORULCE,KG,90,190.0,140.0
21.05.2025,SEBZE,12.0,CİBEZ,KG,20,65.0,42.5
21.05.2025,SEBZE,14.0,DOMATES  SALKIM,KG,20,35.0,27.5
21.05.2025,SEBZE,16.0,DOMATES (DİĞER),KG,25,55.0,40.0
21.05.2025,SEBZE,18.0,DOMATES PEMBE,KG,30,60.0,45.0
21.05.2025,SEBZE,20.0,FASULYE   AYSE,KG,45,90.0,67.5
21.05.2025,SEBZE,22.0,HAVUÇ,KG,15,30.0,22.5
21.05.2025,SEBZE,24.0,KABAK  BAL,KG,15,35.0,25.0
21.05.2025,SEBZE,26.0,KARNABAHAR,KG,20,45.0,32.5
21.05.2025,SEBZE,28.0,KAVUN DİĞER,KG,30,60.0,45.0
21.05.2025,SEBZE,30.0,LAHANA  BEYAZ,KG,10,25.0,17.5
21.05.2025,SEBZE,32.0,LAHANA  KIRMIZI,KG,10,25.0,17.5
21.05.2025,SEBZE,34.0,MANTAR (İSTİRİDYE),KG,100,160.0,130.0
21.05.2025,SEBZE,36.0,MARUL AYSBERG,ADET,12,30.0,21.0
21.05.2025,SEBZE,38.0,MARUL LOLOROSSO,ADET,10,35.0,22.5
21.05.2025,SEBZE,40.0,PATATES DİĞER,KG,10,30.0,20.0
21.05.2025,SEBZE,42.0,PATLICAN TOPAN,KG,10,30.0,20.0
21.05.2025,SEBZE,44.0,PIRASA,KG,10,30.0,20.0
21.05.2025,SEBZE,46.0,SALATALIK  SİLOR,KG,15,30.0,22.5
21.05.2025,SEBZE,48.0,SEMIZ OTU,ADET,15,25.0,20.0
21.05.2025,SEBZE,50.0,SOĞAN   KURU,KG,15,50.0,32.5
21.05.2025,SEBZE,52.0,TURP  KIRMIZI,KG,15,30.0,22.5
21.05.2025,SEBZE,54.0,YERELMASI,KG,20,50.0,35.0
21.05.2025,SEBZE,56.0,Y.NANE,BAĞ,3,6.0,4.5
21.05.2025,SEBZE,58.0,Y.ROKA,BAĞ,3,6.0,4.5
21.05.2025,SEBZE,2.0,ARMUT  DİĞER,KG,20,65.0,42.5
21.05.2025,SEBZE,4.0,AYVA,KG,20,50.0,35.0
21.05.2025,SEBZE,6.0,CILEK,KG,50,120.0,85.0
21.05.2025,SEBZE,8.0,ELMA  DİĞER,KG,20,70.0,45.0
21.05.2025,SEBZE,10.0,ELMA  STARKING,KG,20,55.0,37.5
21.05.2025,SEBZE,12.0,ERİK  CAN,KG,90,200.0,145.0
21.05.2025,SEBZE,14.0,ERİK DİĞER,KG,90,190.0,140.0
21.05.2025,SEBZE,16.0,KAYISI ,KG,30,85.0,57.5
21.05.2025,SEBZE,18.0,KIVI  ,KG,50,130.0,90.0
21.05.2025,SEBZE,20.0,LİMON DİĞER ,KG,25,60.0,42.5
21.05.2025,SEBZE,22.0,MALTA,KG,90,150.0,120.0
21.05.2025,SEBZE,24.0,NAR,KG,40,80.0,60.0
21.05.2025,SEBZE,26.0,PORTAKAL  ,KG,20,50.0,35.0
21.05.2025,SEBZE,28.0,PORTAKAL WASHINGTON,KG,15,40.0,27.5
21.05.2025,SEBZE,2.0,AVAKADO,ADET,25,70.0,47.5
21.05.2025,SEBZE,4.0,HINDISTAN CEVIZI,ADET,40,75.0,57.5
21.05.2025,SEBZE,6.0,MUZ  ITHAL,KG,45,110.0,77.5
21.05.2025,SEBZE,8.0,ZENCEFİL,KG,80,200.0,140.0
22.05.2025,SEBZE,3.0,BEZELYE,KG,20,45.0,32.5
22.05.2025,SEBZE,5.0,BİBER  KIL ACI,KG,20,55.0,37.5
22.05.2025,SEBZE,7.0,BİBER ÇARLİSTON,KG,20,50.0,35.0
22.05.2025,SEBZE,9.0,BİBER KÖY(MAZO),KG,20,40.0,30.0
22.05.2025,SEBZE,11.0,BROKOLI,KG,20,40.0,30.0
22.05.2025,SEBZE,13.0,DENIZ BÖRÜLCESİ,ADET,10,30.0,20.0
22.05.2025,SEBZE,15.0,DOMATES CHERRY,KG,15,40.0,27.5
22.05.2025,SEBZE,17.0,DOMATES (KOKTEYL),KG,20,40.0,30.0
22.05.2025,SEBZE,19.0,ENGINAR,ADET,20,30.0,25.0
22.05.2025,SEBZE,21.0,FASULYE   CALI,KG,35,75.0,55.0
22.05.2025,SEBZE,23.0,ISPANAK,KG,20,35.0,27.5
22.05.2025,SEBZE,25.0,KABAK TAZE,KG,20,40.0,30.0
22.05.2025,SEBZE,27.0,KARPUZ,KG,15,35.0,25.0
22.05.2025,SEBZE,29.0,KEREVIZ,KG,20,40.0,30.0
22.05.2025,SEBZE,31.0,LAHANA  BURUKSEL,KG,20,50.0,35.0
22.05.2025,SEBZE,33.0,MANTAR,KG,75,140.0,107.5
22.05.2025,SEBZE,35.0,MARUL,ADET,10,25.0,17.5
22.05.2025,SEBZE,37.0,MARUL KIVIRCIK,ADET,20,30.0,25.0
22.05.2025,SEBZE,39.0,PANCAR,KG,10,20.0,15.0
22.05.2025,SEBZE,41.0,PATLICAN  UZUN,KG,15,30.0,22.5
22.05.2025,SEBZE,43.0,PAZI,ADET,10,25.0,17.5
22.05.2025,SEBZE,45.0,SALATALIK ,KG,15,30.0,22.5
22.05.2025,SEBZE,47.0,SARIMSAK  KURU,KG,100,190.0,145.0
22.05.2025,SEBZE,49.0,SOĞAN   KIRMIZI,KG,17,50.0,33.5
22.05.2025,SEBZE,51.0,SOĞAN   TAZE,KG,25,50.0,37.5
22.05.2025,SEBZE,53.0,YAPRAK TAZE,KG,80,130.0,105.0
22.05.2025,SEBZE,55.0,YERELMASI,KG,20,50.0,35.0
22.05.2025,SEBZE,57.0,Y.NANE,BAĞ,3,7.0,5.0
22.05.2025,SEBZE,59.0,Y.ROKA,BAĞ,3,7.0,5.0
22.05.2025,SEBZE,1.0,ARMUT  DEVECI,KG,20,60.0,40.0
22.05.2025,SEBZE,3.0,ARMUT  S.MARIA,KG,25,70.0,47.5
22.05.2025,SEBZE,5.0,BADEM-ÇAĞLA,KG,70,100.0,85.0
22.05.2025,SEBZE,7.0,ELMA  AMASYA,KG,30,50.0,40.0
22.05.2025,SEBZE,9.0,ELMA  GOLDEN,KG,20,55.0,37.5
22.05.2025,SEBZE,11.0,ELMA GSMİT,KG,15,70.0,42.5
22.05.2025,SEBZE,13.0,ERİK  PAPAZ,KG,100,200.0,150.0
22.05.2025,SEBZE,15.0,GREYFURT,KG,20,55.0,37.5
22.05.2025,SEBZE,17.0,KIRAZ  ,KG,200,310.0,255.0
22.05.2025,SEBZE,19.0,LİMON  YENİ (MAYER),KG,20,60.0,40.0
22.05.2025,SEBZE,21.0,LİMON LAMAS,KG,15,60.0,37.5
22.05.2025,SEBZE,23.0,MUZ  YERLI,KG,35,90.0,62.5
22.05.2025,SEBZE,25.0,NEKTARIN KIRMIZI,KG,80,160.0,120.0
22.05.2025,SEBZE,27.0,PORTAKAL  SIKMALIK,KG,20,50.0,35.0
22.05.2025,SEBZE,29.0,ŞEFTALI,KG,90,170.0,130.0
22.05.2025,SEBZE,1.0,ANANAS,ADET,70,120.0,95.0
22.05.2025,SEBZE,3.0,BİBER KALİFORNİYA,KG,80,130.0,105.0
22.05.2025,SEBZE,5.0,MANGO,ADET,35,75.0,55.0
22.05.2025,SEBZE,7.0,PİTAHAYA,ADET,50,100.0,75.0
22.05.2025,SEBZE,4.0,BİBER  DOLMA,KG,20,40.0,30.0
22.05.2025,SEBZE,6.0,BİBER  SİVRİ,KG,30,60.0,45.0
22.05.2025,SEBZE,8.0,BİBER KIRMIZI,KG,30,65.0,47.5
22.05.2025,SEBZE,10.0,BORULCE,KG,90,190.0,140.0
22.05.2025,SEBZE,12.0,CİBEZ,KG,20,65.0,42.5
22.05.2025,SEBZE,14.0,DOMATES  SALKIM,KG,15,35.0,25.0
22.05.2025,SEBZE,16.0,DOMATES (DİĞER),KG,25,55.0,40.0
22.05.2025,SEBZE,18.0,DOMATES PEMBE,KG,30,50.0,40.0
22.05.2025,SEBZE,20.0,FASULYE   AYSE,KG,45,90.0,67.5
22.05.2025,SEBZE,22.0,HAVUÇ,KG,15,30.0,22.5
22.05.2025,SEBZE,24.0,KABAK  BAL,KG,15,40.0,27.5
22.05.2025,SEBZE,26.0,KARNABAHAR,KG,15,40.0,27.5
22.05.2025,SEBZE,28.0,KAVUN DİĞER,KG,30,50.0,40.0
22.05.2025,SEBZE,30.0,LAHANA  BEYAZ,KG,10,25.0,17.5
22.05.2025,SEBZE,32.0,LAHANA  KIRMIZI,KG,10,25.0,17.5
22.05.2025,SEBZE,34.0,MANTAR (İSTİRİDYE),KG,100,160.0,130.0
22.05.2025,SEBZE,36.0,MARUL AYSBERG,ADET,12,30.0,21.0
22.05.2025,SEBZE,38.0,MARUL LOLOROSSO,ADET,10,35.0,22.5
22.05.2025,SEBZE,40.0,PATATES DİĞER,KG,10,30.0,20.0
22.05.2025,SEBZE,42.0,PATLICAN TOPAN,KG,10,30.0,20.0
22.05.2025,SEBZE,44.0,PIRASA,KG,10,30.0,20.0
22.05.2025,SEBZE,46.0,SALATALIK  SİLOR,KG,15,30.0,22.5
22.05.2025,SEBZE,48.0,SEMIZ OTU,ADET,15,25.0,20.0
22.05.2025,SEBZE,50.0,SOĞAN   KURU,KG,8,20.0,14.0
22.05.2025,SEBZE,52.0,TURP  KIRMIZI,KG,15,30.0,22.5
22.05.2025,SEBZE,54.0,Y.DEREOTU,BAĞ,3,7.0,5.0
22.05.2025,SEBZE,56.0,Y.MAYDONOZ,BAĞ,3,7.0,5.0
22.05.2025,SEBZE,58.0,Y.REYHAN,ADET,8,25.0,16.5
22.05.2025,SEBZE,60.0,Y.TERE,BAĞ,3,8.0,5.5
22.05.2025,SEBZE,2.0,ARMUT  DİĞER,KG,20,65.0,42.5
22.05.2025,SEBZE,4.0,AYVA,KG,20,50.0,35.0
22.05.2025,SEBZE,6.0,CILEK,KG,50,110.0,80.0
22.05.2025,SEBZE,8.0,ELMA  DİĞER,KG,20,70.0,45.0
22.05.2025,SEBZE,10.0,ELMA  STARKING,KG,20,55.0,37.5
22.05.2025,SEBZE,12.0,ERİK  CAN,KG,90,200.0,145.0
22.05.2025,SEBZE,14.0,ERİK DİĞER,KG,90,180.0,135.0
22.05.2025,SEBZE,16.0,KAYISI ,KG,30,85.0,57.5
22.05.2025,SEBZE,18.0,KIVI  ,KG,50,130.0,90.0
22.05.2025,SEBZE,20.0,LİMON DİĞER ,KG,25,60.0,42.5
22.05.2025,SEBZE,22.0,MALTA,KG,90,150.0,120.0
22.05.2025,SEBZE,24.0,NAR,KG,40,80.0,60.0
22.05.2025,SEBZE,26.0,PORTAKAL  ,KG,20,40.0,30.0
22.05.2025,SEBZE,28.0,PORTAKAL WASHINGTON,KG,15,40.0,27.5
22.05.2025,SEBZE,2.0,AVAKADO,ADET,25,60.0,42.5
22.05.2025,SEBZE,4.0,HINDISTAN CEVIZI,ADET,40,75.0,57.5
22.05.2025,SEBZE,6.0,MUZ  ITHAL,KG,45,100.0,72.5
22.05.2025,SEBZE,8.0,ZENCEFİL,KG,80,200.0,140.0
23.05.2025,SEBZE,3.0,BEZELYE,KG,20,45.0,32.5
23.05.2025,SEBZE,5.0,BİBER  KIL ACI,KG,20,50.0,35.0
23.05.2025,SEBZE,7.0,BİBER ÇARLİSTON,KG,10,40.0,25.0
23.05.2025,SEBZE,9.0,BİBER KÖY(MAZO),KG,10,35.0,22.5
23.05.2025,SEBZE,11.0,BROKOLI,KG,10,35.0,22.5
23.05.2025,SEBZE,13.0,DENIZ BÖRÜLCESİ,ADET,10,30.0,20.0
23.05.2025,SEBZE,15.0,DOMATES CHERRY,KG,15,30.0,22.5
23.05.2025,SEBZE,17.0,DOMATES (KOKTEYL),KG,20,40.0,30.0
23.05.2025,SEBZE,19.0,ENGINAR,ADET,20,30.0,25.0
23.05.2025,SEBZE,21.0,FASULYE   CALI,KG,35,65.0,50.0
23.05.2025,SEBZE,23.0,ISPANAK,KG,20,35.0,27.5
23.05.2025,SEBZE,25.0,KABAK TAZE,KG,20,40.0,30.0
23.05.2025,SEBZE,27.0,KARPUZ,KG,15,35.0,25.0
23.05.2025,SEBZE,29.0,KEREVIZ,KG,20,40.0,30.0
23.05.2025,SEBZE,31.0,LAHANA  BURUKSEL,KG,20,50.0,35.0
23.05.2025,SEBZE,33.0,MANTAR,KG,75,140.0,107.5
23.05.2025,SEBZE,35.0,MARUL,ADET,10,25.0,17.5
23.05.2025,SEBZE,37.0,MARUL KIVIRCIK,ADET,20,30.0,25.0
23.05.2025,SEBZE,39.0,PANCAR,KG,10,20.0,15.0
23.05.2025,SEBZE,41.0,PATLICAN  UZUN,KG,15,25.0,20.0
23.05.2025,SEBZE,43.0,PAZI,ADET,10,25.0,17.5
23.05.2025,SEBZE,45.0,SALATALIK ,KG,15,30.0,22.5
23.05.2025,SEBZE,47.0,SARIMSAK  KURU,KG,90,170.0,130.0
23.05.2025,SEBZE,49.0,SOĞAN   KIRMIZI,KG,17,30.0,23.5
23.05.2025,SEBZE,51.0,SOĞAN   TAZE,KG,25,50.0,37.5
23.05.2025,SEBZE,53.0,YAPRAK TAZE,KG,50,110.0,80.0
23.05.2025,SEBZE,55.0,YERELMASI,KG,20,50.0,35.0
23.05.2025,SEBZE,57.0,Y.NANE,BAĞ,3,7.0,5.0
23.05.2025,SEBZE,59.0,Y.ROKA,BAĞ,3,7.0,5.0
23.05.2025,SEBZE,1.0,ARMUT  DEVECI,KG,20,60.0,40.0
23.05.2025,SEBZE,3.0,ARMUT  S.MARIA,KG,25,70.0,47.5
23.05.2025,SEBZE,5.0,BADEM-ÇAĞLA,KG,70,110.0,90.0
23.05.2025,SEBZE,7.0,ELMA  AMASYA,KG,30,50.0,40.0
23.05.2025,SEBZE,9.0,ELMA  GOLDEN,KG,20,50.0,35.0
23.05.2025,SEBZE,11.0,ELMA GSMİT,KG,15,70.0,42.5
23.05.2025,SEBZE,13.0,ERİK  PAPAZ,KG,100,190.0,145.0
23.05.2025,SEBZE,15.0,GREYFURT,KG,20,50.0,35.0
23.05.2025,SEBZE,17.0,KIRAZ  ,KG,200,310.0,255.0
23.05.2025,SEBZE,19.0,LİMON  YENİ (MAYER),KG,20,60.0,40.0
23.05.2025,SEBZE,21.0,LİMON LAMAS,KG,15,60.0,37.5
23.05.2025,SEBZE,23.0,MUZ  YERLI,KG,35,90.0,62.5
23.05.2025,SEBZE,25.0,NEKTARIN KIRMIZI,KG,80,150.0,115.0
23.05.2025,SEBZE,27.0,PORTAKAL  SIKMALIK,KG,20,50.0,35.0
23.05.2025,SEBZE,1.0,ANANAS,ADET,70,120.0,95.0
23.05.2025,SEBZE,3.0,BİBER KALİFORNİYA,KG,80,130.0,105.0
23.05.2025,SEBZE,5.0,MANGO,ADET,35,75.0,55.0
23.05.2025,SEBZE,7.0,ZENCEFİL,KG,80,200.0,140.0
23.05.2025,SEBZE,4.0,BİBER  DOLMA,KG,10,35.0,22.5
23.05.2025,SEBZE,6.0,BİBER  SİVRİ,KG,20,50.0,35.0
23.05.2025,SEBZE,8.0,BİBER KIRMIZI,KG,20,55.0,37.5
23.05.2025,SEBZE,10.0,BORULCE,KG,90,170.0,130.0
23.05.2025,SEBZE,12.0,CİBEZ,KG,20,65.0,42.5
23.05.2025,SEBZE,14.0,DOMATES  SALKIM,KG,15,35.0,25.0
23.05.2025,SEBZE,16.0,DOMATES (DİĞER),KG,15,40.0,27.5
23.05.2025,SEBZE,18.0,DOMATES PEMBE,KG,15,40.0,27.5
23.05.2025,SEBZE,20.0,FASULYE   AYSE,KG,45,80.0,62.5
23.05.2025,SEBZE,22.0,HAVUÇ,KG,15,30.0,22.5
23.05.2025,SEBZE,24.0,KABAK  BAL,KG,15,40.0,27.5
23.05.2025,SEBZE,26.0,KARNABAHAR,KG,15,40.0,27.5
23.05.2025,SEBZE,28.0,KAVUN DİĞER,KG,30,50.0,40.0
23.05.2025,SEBZE,30.0,LAHANA  BEYAZ,KG,10,20.0,15.0
23.05.2025,SEBZE,32.0,LAHANA  KIRMIZI,KG,10,25.0,17.5
23.05.2025,SEBZE,34.0,MANTAR (İSTİRİDYE),KG,100,160.0,130.0
23.05.2025,SEBZE,36.0,MARUL AYSBERG,ADET,12,30.0,21.0
23.05.2025,SEBZE,38.0,MARUL LOLOROSSO,ADET,10,35.0,22.5
23.05.2025,SEBZE,40.0,PATATES DİĞER,KG,10,30.0,20.0
23.05.2025,SEBZE,42.0,PATLICAN TOPAN,KG,10,25.0,17.5
23.05.2025,SEBZE,44.0,PIRASA,KG,10,30.0,20.0
