;;;"T.C.
ÝZMÝR BÜYÜKÞEHÝR BELEDÝYE BAÞKANLIÐI
";;;;;;;;;;;;;;
;;;"SEBZE HALLERÝ ÞUBE MÜDÜRLÜÐÜ
Günlük Bülten Ücretleri";;;;;;;;;;;;;;
Bülten Tarihi ;;:;;1.01.2025;;;;;;;;;;;;;
Mal Tipi          ;;:;;SEBZE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
23;KABAK TAZE;;;;KG;30;;55;42,5;;24;KARNABAHAR;;KG;15;30;22,5
25;KARPUZ;;;;KG;20;;45;32,5;;26;KAVUN  SERA;;KG;45;100;72,5
27;KAVUN DÝÐER;;;;KG;15;;55;35;;28;KEREVIZ;;KG;10;35;22,5
29;LAHANA  BEYAZ;;;;KG;10;;20;15;;30;LAHANA  BURUKSEL;;KG;20;50;35
31;LAHANA  KIRMIZI;;;;KG;10;;35;22,5;;32;MANTAR;;KG;75;160;117,5
33;MANTAR (ÝSTÝRÝDYE);;;;KG;100;;180;140;;34;MARUL;;ADET;10;30;20
35;MARUL AYSBERG;;;;ADET;12;;35;23,5;;36;MARUL KIVIRCIK;;ADET;20;35;27,5
37;MARUL LOLOROSSO;;;;ADET;10;;40;25;;38;PANCAR;;KG;10;25;17,5
39;PATATES DÝÐER;;;;KG;10;;30;20;;40;PATLICAN  UZUN;;KG;35;60;47,5
41;PATLICAN TOPAN;;;;KG;35;;60;47,5;;42;PAZI;;ADET;10;20;15
43;PIRASA;;;;KG;10;;30;20;;44;SALATALIK ;;KG;30;55;42,5
45;SALATALIK  SÝLOR;;;;KG;35;;60;47,5;;46;SARIMSAK  KURU;;KG;130;230;180
47;SEMIZ OTU;;;;ADET;20;;35;27,5;;48;SOÐAN   KIRMIZI;;KG;17;45;31
49;SOÐAN   KURU;;;;KG;15;;50;32,5;;50;SOÐAN   TAZE;;KG;30;60;45
51;TURP  KIRMIZI;;;;KG;15;;25;20;;52;TURP DÝÐER;;KG;10;25;17,5
53;Y.DEREOTU;;;;BAÐ;3;;7;5;;54;YERELMASI;;KG;20;50;35
55;Y.MAYDONOZ;;;;BAÐ;3;;6;4,5;;56;Y.NANE;;BAÐ;3;6;4,5
57;Y.REYHAN;;;;ADET;8;;25;16,5;;58;Y.ROKA;;BAÐ;3;6;4,5
59;Y.TERE;;;;BAÐ;3;;7;5;;;;;;;;
Mal Tipi          ;;:;;MEYVE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;ARMUT  DEVECI;;;;KG;20;;55;37,5;;2;ARMUT  DÝÐER;;KG;20;55;37,5
3;ARMUT  S.MARIA;;;;KG;25;;60;42,5;;4;AYVA;;KG;20;55;37,5
5;BADEM-ÇAÐLA;;;;KG;100;;170;135;;6;CILEK;;KG;70;140;105
7;ELMA  AMASYA;;;;KG;30;;50;40;;8;ELMA  DÝÐER;;KG;15;45;30
9;ELMA  GOLDEN;;;;KG;15;;50;32,5;;10;ELMA  STARKING;;KG;20;50;35
11;ELMA GSMÝT;;;;KG;15;;60;37,5;;12;ERÝK  CAN;;KG;300;500;400
13;GREYFURT;;;;KG;15;;40;27,5;;14;KIVI  ;;KG;50;100;75
15;LÝMON  YENÝ (MAYER);;;;KG;20;;60;40;;16;LÝMON DÝÐER ;;KG;25;55;40
17;LÝMON LAMAS;;;;KG;15;;60;37,5;;18;MANDALÝNA DÝÐER;;KG;10;40;25
19;MUZ  YERLI;;;;KG;35;;90;62,5;;20;NAR;;KG;40;80;60
21;PORTAKAL  ;;;;KG;20;;50;35;;22;PORTAKAL   FINIKE;;KG;15;45;30
23;PORTAKAL WASHINGTON;;;;KG;15;;40;27,5;;;;;;;;
Mal Tipi          ;;:;;ÝTHAL;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;ANANAS;;;;ADET;65;;110;87,5;;2;AVAKADO;;ADET;25;75;50
3;BÝBER KALÝFORNÝYA;;;;KG;80;;130;105;;4;HINDISTAN CEVIZI;;ADET;40;75;57,5
5;MANGO;;;;ADET;35;;60;47,5;;6;MUZ  ITHAL;;KG;45;130;87,5
7;PÝTAHAYA;;;;ADET;50;;100;75;;8;ZENCEFÝL;;KG;80;200;140
Bülten Tarihi ;;:;;10.04.2025;;;;;;;;;;;;;
Mal Tipi          ;;:;;SEBZE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;BAKLA;;;;KG;20;;50;35;;2;BEZELYE;;KG;45;90;67,5
3;BÝBER  DOLMA;;;;KG;45;;80;62,5;;4;BÝBER  KIL ACI;;KG;60;130;95
5;BÝBER  SÝVRÝ;;;;KG;55;;120;87,5;;6;BÝBER ÇARLÝSTON;;KG;35;80;57,5
7;BÝBER KIRMIZI;;;;KG;45;;95;70;;8;BÝBER KÖY(MAZO);;KG;40;90;65
9;BROKOLI;;;;KG;20;;45;32,5;;10;CÝBEZ;;KG;20;45;32,5
11;DENIZ BÖRÜLCESÝ;;;;ADET;10;;40;25;;12;DOMATES  SALKIM;;KG;20;50;35
13;DOMATES CHERRY;;;;KG;25;;40;32,5;;14;DOMATES (DÝÐER);;KG;25;55;40
15;DOMATES (KOKTEYL);;;;KG;30;;55;42,5;;16;DOMATES PEMBE;;KG;30;60;45
17;ENGINAR;;;;ADET;20;;40;30;;18;FASULYE   AYSE;;KG;70;180;125
19;FASULYE   CALI;;;;KG;65;;120;92,5;;20;HAVUÇ;;KG;15;35;25
21;ISPANAK;;;;KG;15;;35;25;;22;KABAK  BAL;;KG;15;30;22,5
23;KABAK TAZE;;;;KG;30;;55;42,5;;24;KARNABAHAR;;KG;15;30;22,5
25;KARPUZ;;;;KG;20;;45;32,5;;26;KAVUN DÝÐER;;KG;40;120;80
27;KEREVIZ;;;;KG;10;;35;22,5;;28;LAHANA  BEYAZ;;KG;10;20;15
29;LAHANA  BURUKSEL;;;;KG;20;;50;35;;30;LAHANA  KIRMIZI;;KG;10;35;22,5
31;MANTAR;;;;KG;75;;160;117,5;;32;MANTAR (ÝSTÝRÝDYE);;KG;100;180;140
33;MARUL;;;;ADET;10;;30;20;;34;MARUL AYSBERG;;ADET;12;35;23,5
35;MARUL KIVIRCIK;;;;ADET;20;;35;27,5;;36;MARUL LOLOROSSO;;ADET;10;40;25
37;PANCAR;;;;KG;10;;25;17,5;;38;PATATES DÝÐER;;KG;10;30;20
39;PATLICAN  UZUN;;;;KG;30;;50;40;;40;PATLICAN TOPAN;;KG;25;45;35
41;PAZI;;;;ADET;10;;20;15;;42;PIRASA;;KG;10;30;20
43;SALATALIK ;;;;KG;25;;50;37,5;;44;SALATALIK  SÝLOR;;KG;25;45;35
45;SARIMSAK  KURU;;;;KG;130;;230;180;;46;SEMIZ OTU;;ADET;20;35;27,5
47;SOÐAN   KIRMIZI;;;;KG;17;;45;31;;48;SOÐAN   KURU;;KG;15;40;27,5
49;SOÐAN   TAZE;;;;KG;25;;50;37,5;;50;TURP  KIRMIZI;;KG;15;25;20
51;TURP DÝÐER;;;;KG;10;;25;17,5;;52;Y.DEREOTU;;BAÐ;3;7;5
53;YERELMASI;;;;KG;20;;50;35;;54;Y.MAYDONOZ;;BAÐ;3;6;4,5
55;Y.NANE;;;;BAÐ;3;;6;4,5;;56;Y.REYHAN;;ADET;8;25;16,5
57;Y.ROKA;;;;BAÐ;3;;6;4,5;;58;Y.TERE;;BAÐ;3;7;5
Mal Tipi          ;;:;;MEYVE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;ARMUT  DEVECI;;;;KG;20;;55;37,5;;2;ARMUT  DÝÐER;;KG;20;55;37,5
3;ARMUT  S.MARIA;;;;KG;25;;60;42,5;;4;AYVA;;KG;20;55;37,5
5;BADEM-ÇAÐLA;;;;KG;80;;140;110;;6;CILEK;;KG;60;120;90
7;ELMA  AMASYA;;;;KG;30;;50;40;;8;ELMA  DÝÐER;;KG;15;50;32,5
9;ELMA  GOLDEN;;;;KG;15;;50;32,5;;10;ELMA  STARKING;;KG;20;50;35
11;ELMA GSMÝT;;;;KG;15;;60;37,5;;12;ERÝK DÝÐER;;KG;300;500;400
13;GREYFURT;;;;KG;15;;35;25;;14;KIVI  ;;KG;50;110;80
15;LÝMON  YENÝ (MAYER);;;;KG;20;;60;40;;16;LÝMON DÝÐER ;;KG;25;60;42,5
17;LÝMON LAMAS;;;;KG;15;;60;37,5;;18;MANDALÝNA DÝÐER;;KG;10;40;25
19;MUZ  YERLI;;;;KG;35;;100;67,5;;20;NAR;;KG;40;80;60
21;PORTAKAL  ;;;;KG;20;;45;32,5;;22;PORTAKAL   FINIKE;;KG;15;45;30
23;PORTAKAL WASHINGTON;;;;KG;15;;40;27,5;;;;;;;;
Mal Tipi          ;;:;;ÝTHAL;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;ANANAS;;;;ADET;65;;100;82,5;;2;AVAKADO;;ADET;25;80;52,5
3;BÝBER KALÝFORNÝYA;;;;KG;80;;130;105;;4;HINDISTAN CEVIZI;;ADET;40;75;57,5
5;MANGO;;;;ADET;35;;60;47,5;;6;MUZ  ITHAL;;KG;45;130;87,5
7;PÝTAHAYA;;;;ADET;50;;100;75;;8;ZENCEFÝL;;KG;80;200;140
Bülten Tarihi ;;:;;11.04.2025;;;;;;;;;;;;;
Mal Tipi          ;;:;;SEBZE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;BAKLA;;;;KG;20;;60;40;;2;BEZELYE;;KG;45;90;67,5
3;BÝBER  DOLMA;;;;KG;45;;80;62,5;;4;BÝBER  KIL ACI;;KG;60;130;95
5;BÝBER  SÝVRÝ;;;;KG;55;;120;87,5;;6;BÝBER ÇARLÝSTON;;KG;35;75;55
7;BÝBER KIRMIZI;;;;KG;45;;90;67,5;;8;BÝBER KÖY(MAZO);;KG;40;90;65
9;BROKOLI;;;;KG;20;;45;32,5;;10;CÝBEZ;;KG;20;55;37,5
11;DENIZ BÖRÜLCESÝ;;;;ADET;10;;40;25;;12;DOMATES  SALKIM;;KG;20;45;32,5
13;DOMATES CHERRY;;;;KG;25;;40;32,5;;14;DOMATES (DÝÐER);;KG;25;50;37,5
15;DOMATES (KOKTEYL);;;;KG;30;;50;40;;16;DOMATES PEMBE;;KG;30;50;40
17;ENGINAR;;;;ADET;20;;40;30;;18;FASULYE   AYSE;;KG;70;150;110
19;FASULYE   CALI;;;;KG;65;;110;87,5;;20;HAVUÇ;;KG;15;35;25
21;ISPANAK;;;;KG;15;;30;22,5;;22;KABAK  BAL;;KG;15;30;22,5
23;KABAK TAZE;;;;KG;30;;55;42,5;;24;KARNABAHAR;;KG;15;30;22,5
25;KARPUZ;;;;KG;20;;45;32,5;;26;KAVUN DÝÐER;;KG;40;120;80
27;KEREVIZ;;;;KG;10;;35;22,5;;28;LAHANA  BEYAZ;;KG;10;20;15
29;LAHANA  BURUKSEL;;;;KG;20;;50;35;;30;LAHANA  KIRMIZI;;KG;10;35;22,5
31;MANTAR;;;;KG;75;;160;117,5;;32;MANTAR (ÝSTÝRÝDYE);;KG;100;180;140
33;MARUL;;;;ADET;10;;30;20;;34;MARUL AYSBERG;;ADET;12;35;23,5
35;MARUL KIVIRCIK;;;;ADET;20;;35;27,5;;36;MARUL LOLOROSSO;;ADET;10;40;25
37;PANCAR;;;;KG;10;;25;17,5;;38;PATATES DÝÐER;;KG;10;30;20
39;PATLICAN  UZUN;;;;KG;30;;50;40;;40;PATLICAN TOPAN;;KG;25;45;35
41;PAZI;;;;ADET;10;;20;15;;42;PIRASA;;KG;10;30;20
43;SALATALIK ;;;;KG;25;;50;37,5;;44;SALATALIK  SÝLOR;;KG;25;45;35
45;SARIMSAK  KURU;;;;KG;130;;230;180;;46;SEMIZ OTU;;ADET;20;35;27,5
47;SOÐAN   KIRMIZI;;;;KG;17;;45;31;;48;SOÐAN   KURU;;KG;15;40;27,5
49;SOÐAN   TAZE;;;;KG;25;;50;37,5;;50;TURP  KIRMIZI;;KG;15;25;20
51;TURP DÝÐER;;;;KG;10;;25;17,5;;52;Y.DEREOTU;;BAÐ;3;7;5
53;YERELMASI;;;;KG;20;;50;35;;54;Y.MAYDONOZ;;BAÐ;3;6;4,5
55;Y.NANE;;;;BAÐ;3;;6;4,5;;56;Y.REYHAN;;ADET;8;25;16,5
57;Y.ROKA;;;;BAÐ;3;;6;4,5;;58;Y.TERE;;BAÐ;3;7;5
Mal Tipi          ;;:;;MEYVE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;ARMUT  DEVECI;;;;KG;20;;55;37,5;;2;ARMUT  DÝÐER;;KG;20;55;37,5
3;ARMUT  S.MARIA;;;;KG;25;;60;42,5;;4;AYVA;;KG;20;60;40
5;BADEM-ÇAÐLA;;;;KG;80;;145;112,5;;6;CILEK;;KG;60;120;90
7;ELMA  AMASYA;;;;KG;30;;50;40;;8;ELMA  DÝÐER;;KG;15;50;32,5
9;ELMA  GOLDEN;;;;KG;15;;45;30;;10;ELMA  STARKING;;KG;20;50;35
11;ELMA GSMÝT;;;;KG;15;;55;35;;12;ERÝK DÝÐER;;KG;300;500;400
13;GREYFURT;;;;KG;15;;35;25;;14;KIVI  ;;KG;50;110;80
15;LÝMON  YENÝ (MAYER);;;;KG;20;;60;40;;16;LÝMON DÝÐER ;;KG;25;60;42,5
17;LÝMON LAMAS;;;;KG;15;;60;37,5;;18;MANDALÝNA DÝÐER;;KG;10;40;25
19;MUZ  YERLI;;;;KG;35;;100;67,5;;20;NAR;;KG;40;80;60
21;PORTAKAL  ;;;;KG;20;;45;32,5;;22;PORTAKAL   FINIKE;;KG;15;45;30
23;PORTAKAL WASHINGTON;;;;KG;15;;40;27,5;;;;;;;;
Mal Tipi          ;;:;;ÝTHAL;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;ANANAS;;;;ADET;65;;100;82,5;;2;AVAKADO;;ADET;25;80;52,5
3;BÝBER KALÝFORNÝYA;;;;KG;80;;130;105;;4;HINDISTAN CEVIZI;;ADET;40;75;57,5
5;MANGO;;;;ADET;35;;60;47,5;;6;MUZ  ITHAL;;KG;45;130;87,5
7;PÝTAHAYA;;;;ADET;50;;100;75;;8;ZENCEFÝL;;KG;80;200;140
Bülten Tarihi ;;:;;12.04.2025;;;;;;;;;;;;;
Mal Tipi          ;;:;;SEBZE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;BAKLA;;;;KG;20;;60;40;;2;BEZELYE;;KG;45;90;67,5
3;BÝBER  DOLMA;;;;KG;45;;70;57,5;;4;BÝBER  KIL ACI;;KG;60;120;90
5;BÝBER  SÝVRÝ;;;;KG;55;;120;87,5;;6;BÝBER ÇARLÝSTON;;KG;35;75;55
7;BÝBER KIRMIZI;;;;KG;45;;90;67,5;;8;BÝBER KÖY(MAZO);;KG;40;90;65
9;BROKOLI;;;;KG;20;;45;32,5;;10;CÝBEZ;;KG;20;55;37,5
11;DENIZ BÖRÜLCESÝ;;;;ADET;10;;40;25;;12;DOMATES  SALKIM;;KG;20;45;32,5
13;DOMATES CHERRY;;;;KG;25;;40;32,5;;14;DOMATES (DÝÐER);;KG;25;50;37,5
15;DOMATES (KOKTEYL);;;;KG;30;;50;40;;16;DOMATES PEMBE;;KG;30;50;40
17;ENGINAR;;;;ADET;20;;40;30;;18;FASULYE   AYSE;;KG;70;140;105
19;FASULYE   CALI;;;;KG;65;;100;82,5;;20;HAVUÇ;;KG;15;35;25
21;ISPANAK;;;;KG;15;;30;22,5;;22;KABAK  BAL;;KG;15;30;22,5
23;KABAK TAZE;;;;KG;30;;55;42,5;;24;KARNABAHAR;;KG;15;30;22,5
25;KARPUZ;;;;KG;20;;40;30;;26;KAVUN DÝÐER;;KG;40;120;80
27;KEREVIZ;;;;KG;10;;30;20;;28;LAHANA  BEYAZ;;KG;10;25;17,5
29;LAHANA  BURUKSEL;;;;KG;20;;50;35;;30;LAHANA  KIRMIZI;;KG;10;35;22,5
31;MANTAR;;;;KG;75;;160;117,5;;32;MANTAR (ÝSTÝRÝDYE);;KG;100;180;140
33;MARUL;;;;ADET;10;;30;20;;34;MARUL AYSBERG;;ADET;12;35;23,5
35;MARUL KIVIRCIK;;;;ADET;20;;35;27,5;;36;MARUL LOLOROSSO;;ADET;10;40;25
37;PANCAR;;;;KG;10;;25;17,5;;38;PATATES DÝÐER;;KG;10;30;20
39;PATLICAN  UZUN;;;;KG;30;;50;40;;40;PATLICAN TOPAN;;KG;25;45;35
41;PAZI;;;;ADET;10;;20;15;;42;PIRASA;;KG;10;30;20
43;SALATALIK ;;;;KG;25;;50;37,5;;44;SALATALIK  SÝLOR;;KG;25;45;35
45;SARIMSAK  KURU;;;;KG;130;;230;180;;46;SEMIZ OTU;;ADET;20;35;27,5
47;SOÐAN   KIRMIZI;;;;KG;17;;45;31;;48;SOÐAN   KURU;;KG;15;40;27,5
49;SOÐAN   TAZE;;;;KG;25;;50;37,5;;50;TURP  KIRMIZI;;KG;15;25;20
51;TURP DÝÐER;;;;KG;10;;25;17,5;;52;Y.DEREOTU;;BAÐ;3;7;5
53;YERELMASI;;;;KG;20;;50;35;;54;Y.MAYDONOZ;;BAÐ;3;6;4,5
55;Y.NANE;;;;BAÐ;3;;6;4,5;;56;Y.REYHAN;;ADET;8;25;16,5
57;Y.ROKA;;;;BAÐ;3;;6;4,5;;58;Y.TERE;;BAÐ;3;7;5
Mal Tipi          ;;:;;MEYVE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;ARMUT  DEVECI;;;;KG;20;;55;37,5;;2;ARMUT  DÝÐER;;KG;20;55;37,5
3;ARMUT  S.MARIA;;;;KG;25;;60;42,5;;4;AYVA;;KG;20;60;40
5;BADEM-ÇAÐLA;;;;KG;80;;145;112,5;;6;CILEK;;KG;60;120;90
7;ELMA  AMASYA;;;;KG;30;;50;40;;8;ELMA  DÝÐER;;KG;15;50;32,5
9;ELMA  GOLDEN;;;;KG;15;;45;30;;10;ELMA  STARKING;;KG;20;50;35
11;ELMA GSMÝT;;;;KG;15;;55;35;;12;ERÝK DÝÐER;;KG;300;500;400
13;GREYFURT;;;;KG;15;;35;25;;14;KIVI  ;;KG;50;110;80
15;LÝMON  YENÝ (MAYER);;;;KG;20;;60;40;;16;LÝMON DÝÐER ;;KG;25;60;42,5
17;LÝMON LAMAS;;;;KG;15;;60;37,5;;18;MANDALÝNA DÝÐER;;KG;10;40;25
19;MUZ  YERLI;;;;KG;35;;100;67,5;;20;NAR;;KG;40;80;60
21;PORTAKAL  ;;;;KG;20;;45;32,5;;22;PORTAKAL   FINIKE;;KG;15;45;30
23;PORTAKAL WASHINGTON;;;;KG;15;;40;27,5;;;;;;;;
Mal Tipi          ;;:;;ÝTHAL;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;ANANAS;;;;ADET;65;;100;82,5;;2;AVAKADO;;ADET;25;80;52,5
3;BÝBER KALÝFORNÝYA;;;;KG;80;;130;105;;4;HINDISTAN CEVIZI;;ADET;40;75;57,5
5;MANGO;;;;ADET;35;;60;47,5;;6;MUZ  ITHAL;;KG;45;130;87,5
7;PÝTAHAYA;;;;ADET;50;;100;75;;8;ZENCEFÝL;;KG;80;200;140
Bülten Tarihi ;;:;;14.04.2025;;;;;;;;;;;;;
Mal Tipi          ;;:;;SEBZE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;BAKLA;;;;KG;20;;70;45;;2;BEZELYE;;KG;45;90;67,5
3;BÝBER  DOLMA;;;;KG;45;;70;57,5;;4;BÝBER  KIL ACI;;KG;60;120;90
5;BÝBER  SÝVRÝ;;;;KG;55;;120;87,5;;6;BÝBER ÇARLÝSTON;;KG;35;75;55
7;BÝBER KIRMIZI;;;;KG;45;;90;67,5;;8;BÝBER KÖY(MAZO);;KG;40;90;65
9;BROKOLI;;;;KG;20;;45;32,5;;10;CÝBEZ;;KG;20;55;37,5
11;DENIZ BÖRÜLCESÝ;;;;ADET;10;;40;25;;12;DOMATES  SALKIM;;KG;20;45;32,5
13;DOMATES CHERRY;;;;KG;25;;40;32,5;;14;DOMATES (DÝÐER);;KG;25;50;37,5
15;DOMATES (KOKTEYL);;;;KG;30;;50;40;;16;DOMATES PEMBE;;KG;30;50;40
17;ENGINAR;;;;ADET;20;;40;30;;18;FASULYE   AYSE;;KG;70;150;110
19;FASULYE   CALI;;;;KG;65;;100;82,5;;20;HAVUÇ;;KG;15;35;25
21;ISPANAK;;;;KG;15;;30;22,5;;22;KABAK  BAL;;KG;15;30;22,5
23;KABAK TAZE;;;;KG;30;;55;42,5;;24;KARNABAHAR;;KG;15;30;22,5
25;KARPUZ;;;;KG;20;;40;30;;26;KAVUN DÝÐER;;KG;40;120;80
27;KEREVIZ;;;;KG;10;;30;20;;28;LAHANA  BEYAZ;;KG;10;25;17,5
29;LAHANA  BURUKSEL;;;;KG;20;;50;35;;30;LAHANA  KIRMIZI;;KG;10;35;22,5
31;MANTAR;;;;KG;75;;160;117,5;;32;MANTAR (ÝSTÝRÝDYE);;KG;100;180;140
33;MARUL;;;;ADET;10;;30;20;;34;MARUL AYSBERG;;ADET;12;35;23,5
35;MARUL KIVIRCIK;;;;ADET;20;;35;27,5;;36;MARUL LOLOROSSO;;ADET;10;40;25
37;PANCAR;;;;KG;10;;25;17,5;;38;PATATES DÝÐER;;KG;10;30;20
39;PATLICAN  UZUN;;;;KG;30;;50;40;;40;PATLICAN TOPAN;;KG;25;45;35
41;PAZI;;;;ADET;10;;20;15;;42;PIRASA;;KG;10;30;20
43;SALATALIK ;;;;KG;25;;45;35;;44;SALATALIK  SÝLOR;;KG;25;40;32,5
45;SARIMSAK  KURU;;;;KG;130;;230;180;;46;SEMIZ OTU;;ADET;20;35;27,5
47;SOÐAN   KIRMIZI;;;;KG;17;;50;33,5;;48;SOÐAN   KURU;;KG;15;45;30
49;SOÐAN   TAZE;;;;KG;25;;50;37,5;;50;TURP  KIRMIZI;;KG;15;25;20
51;TURP DÝÐER;;;;KG;10;;25;17,5;;52;Y.DEREOTU;;BAÐ;3;7;5
53;YERELMASI;;;;KG;20;;50;35;;54;Y.MAYDONOZ;;BAÐ;3;6;4,5
55;Y.NANE;;;;BAÐ;3;;6;4,5;;56;Y.REYHAN;;ADET;8;25;16,5
57;Y.ROKA;;;;BAÐ;3;;6;4,5;;58;Y.TERE;;BAÐ;3;7;5
Mal Tipi          ;;:;;MEYVE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;ARMUT  DEVECI;;;;KG;20;;55;37,5;;2;ARMUT  DÝÐER;;KG;20;60;40
3;ARMUT  S.MARIA;;;;KG;25;;60;42,5;;4;AYVA;;KG;20;60;40
5;BADEM-ÇAÐLA;;;;KG;80;;145;112,5;;6;CILEK;;KG;60;120;90
7;ELMA  AMASYA;;;;KG;30;;50;40;;8;ELMA  DÝÐER;;KG;15;55;35
9;ELMA  GOLDEN;;;;KG;15;;45;30;;10;ELMA  STARKING;;KG;20;60;40
11;ELMA GSMÝT;;;;KG;15;;55;35;;12;ERÝK DÝÐER;;KG;300;500;400
13;GREYFURT;;;;KG;15;;35;25;;14;KIVI  ;;KG;50;110;80
15;LÝMON  YENÝ (MAYER);;;;KG;20;;60;40;;16;LÝMON DÝÐER ;;KG;25;60;42,5
17;LÝMON LAMAS;;;;KG;15;;60;37,5;;18;MANDALÝNA DÝÐER;;KG;10;40;25
19;MUZ  YERLI;;;;KG;35;;100;67,5;;20;NAR;;KG;40;80;60
21;PORTAKAL  ;;;;KG;20;;45;32,5;;22;PORTAKAL   FINIKE;;KG;15;45;30
23;PORTAKAL WASHINGTON;;;;KG;15;;40;27,5;;;;;;;;
Mal Tipi          ;;:;;ÝTHAL;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;ANANAS;;;;ADET;65;;100;82,5;;2;AVAKADO;;ADET;25;80;52,5
3;BÝBER KALÝFORNÝYA;;;;KG;80;;130;105;;4;HINDISTAN CEVIZI;;ADET;40;75;57,5
5;MANGO;;;;ADET;35;;60;47,5;;6;MUZ  ITHAL;;KG;45;130;87,5
7;PÝTAHAYA;;;;ADET;50;;100;75;;8;ZENCEFÝL;;KG;80;200;140
Bülten Tarihi ;;:;;15.04.2025;;;;;;;;;;;;;
Mal Tipi          ;;:;;SEBZE;;;;;;;;;;;;;
S.No;Ürün Adý;;;;Birimi;Asgari Fiyatý;;Azami Fiyatý;Ort. Fiyat;;S.No;Ürün Adý;;Birimi;Asgari Fiyatý;Azami Fiyatý;Ort. Fiyat
1;BAKLA;;;;KG;20;;70;45;;2;BEZELYE;;KG;45;90;67,5
3;BÝBER  DOLMA;;;;KG;45;;65;55;;4;BÝBER  KIL ACI;;KG;60;120;90
5;BÝBER  SÝVRÝ;;;;KG;55;;110;82,5;;6;BÝBER ÇARLÝSTON;;KG;35;70;52,5
7;BÝBER KIRMIZI;;;;KG;45;;85;65;;8;BÝBER KÖY(MAZO);;KG;40;85;62,5
9;BROKOLI;;;;KG;20;;50;35;;10;CÝBEZ;;KG;20;55;37,5
11;DENIZ BÖRÜLCESÝ;;;;ADET;10;;40;25;;12;DOMATES  SALKIM;;KG;20;40;30
13;DOMATES CHERRY;;;;KG;25;;40;32,5;;14;DOMATES (DÝÐER);;KG;25;45;35
15;DOMATES (KOKTEYL);;;;KG;30;;45;37,5;;16;DOMATES PEMBE;;KG;30;45;37,5
