TARIH;MAL_TURU;MAL_ADI;BIRIM;ASGARI_UCRET;AZAMI_UCRET;ORTALAMA_UCRET
2021-01-02;SEBZE;ISPANAK;KG;1;2.70;1.85
2021-01-02;SEBZE;KABAK TAZE;KG;1.50;4.20;2.85
2021-01-02;SEBZE;KABAK  BAL;KG;1.30;3;2.15
2021-01-02;SEBZE;KEREVIZ;KG;1.30;3.30;2.30
2021-01-02;SEBZE;MARUL;ADET;0.90;3;1.95
2021-01-02;SEBZE;PATLICAN  UZUN;KG;3;5.50;4.25
2021-01-02;SEBZE;PATLICAN TOPAN;KG;3;6.50;4.75
2021-01-02;SEBZE;PATATES;KG;0.50;1.50;1
2021-01-02;SEBZE;PANCAR;KG;0.90;2;1.45
2021-01-02;SEBZE;SOGAN   TAZE;KG;3;7;5
2021-01-02;SEBZE;SOGAN   KURU;KG;0.60;1.70;1.15
2021-01-02;SEBZE;LAHANA  KIRMIZI;KG;1.20;2.70;1.95
2021-01-02;SEBZE;KARNABAHAR;KG;1;3;2
2021-01-02;SEBZE;TURP  KIRMIZI;KG;0.80;2;1.40
2021-01-02;MEYVE;DARI(ADET);ADET;0.40;1;0.70
2021-01-02;SEBZE;YAPRAK  SALAMURA;KG;7;10;8.50
2021-01-02;SEBZE;SARIMSAK  KURU;KG;10;24;17
2021-01-02;SEBZE;PATATES  CALMA;KG;0.70;1.90;1.30
2021-01-02;SEBZE;BIBER  TATLI(ÇARLİSTON);KG;2;5;3.50
2021-01-02;SEBZE;MARUL AYSBERG;ADET;1.50;3.80;2.65
2021-01-02;SEBZE;MANTAR;KG;5;12;8.50
2021-01-02;SEBZE;SOGAN   KIRMIZI;KG;1.50;3.20;2.35
2021-01-02;SEBZE;BIBER KIRMIZI;KG;4.50;9;6.75
2021-01-02;SEBZE;LAHANA  BEYAZ;KG;0.80;1.70;1.25
2021-01-02;SEBZE;PIRASA;KG;1;3;2
2021-01-02;SEBZE;PAZI;ADET;0.80;2.30;1.55
2021-01-02;SEBZE;BIBER  KIL ACI;KG;4;9;6.50
2021-01-02;SEBZE;LAHANA  BURUKSEL;KG;5;9;7
2021-01-02;SEBZE;DOMATES  SERA;KG;1.50;3.75;2.63
2021-01-02;SEBZE;SALATALIK  KASA;KG;2;3.80;2.90
2021-01-02;SEBZE;DOMATES  SALKIM;KG;2;4;3
2021-01-02;SEBZE;MARUL KIVIRCIK;ADET;0.90;3;1.95
2021-01-02;SEBZE;ACUR;KG;1;2.50;1.75
2021-01-02;SEBZE;YERELMASI;KG;1.50;2.50;2
2021-01-02;SEBZE;DENIZ BÖRÜLCESİ;ADET;0.20;0.75;0.48
2021-01-02;MEYVE;ARMUT  DEVECI;KG;3;6;4.50
2021-01-02;SEBZE;MARUL LOLOROSSO;ADET;1;2.50;1.75
2021-01-02;SEBZE;DOMATES CHERRY;KG;3.50;7;5.25
2021-01-02;SEBZE;DOMATES  BEEF;KG;2;4.50;3.25
2021-01-02;MEYVE;KIVI  YERLI;KG;5;12;8.50
2021-01-02;İTHAL..;ELMA STARKING(İTHAL);KG;5;13;9
2021-01-02;SEBZE;SALATALIK  SİLOR;KG;3;6;4.50
2021-01-02;MEYVE;LIMON  YENI (MAYER);KG;1;2.80;1.90
2021-01-02;MEYVE;ELMA  ARJANTİN;KG;3;6;4.50
2021-01-02;İTHAL..;SARIMSAK  İTHAL;KG;15;25;20
2021-01-02;MEYVE;PORTAKAL WASHINGTON;KG;2;4.50;3.25
2021-01-02;MEYVE;ELMA MUHTELİF;KG;0.60;2.60;1.60
2021-01-02;SEBZE;MANTAR (PAKET 400GR);ADET;6;14;10
2021-01-02;SEBZE;DOMATES PEMBE;KG;4;8;6
2021-01-02;MEYVE;LIMON ENTER;KG;2.50;4.50;3.50
2021-01-02;SEBZE;DOMATES SALKIM(KUTU);KG;3;6.50;4.75
2021-01-02;MEYVE;AYVA;KG;3;6;4.50
2021-01-02;MEYVE;ARMUT  S.MARIA;KG;4;8;6
2021-01-02;MEYVE;CILEK;KG;10;16;13
2021-01-02;MEYVE;ELMA  AMASYA;KG;4;7;5.50
2021-01-02;MEYVE;ELMA  STARKING;KG;2;4.70;3.35
2021-01-02;MEYVE;GREYFURT;KG;1.50;4;2.75
2021-01-02;MEYVE;NAR;KG;2;5;3.50
2021-01-02;MEYVE;KESTANE;KG;14;27;20.50
2021-01-02;MEYVE;MANDALİNA;KG;1.70;3.80;2.75
2021-01-02;MEYVE;MUZ  YERLI;KG;3.50;8;5.75
2021-01-02;MEYVE;PORTAKAL  MUHT;KG;1.50;3;2.25
2021-01-02;İTHAL..;KIVI  İTHAL;KG;10;23;16.50
2021-01-02;MEYVE;LIMON  DOKME;KG;0.80;2;1.40
2021-01-02;SEBZE;Y.MAYDONOZ;BAĞ;0.30;0.50;0.40
2021-01-02;SEBZE;Y.DEREOTU;BAĞ;0.30;0.50;0.40
2021-01-02;SEBZE;Y.ROKA;BAĞ;0.30;0.50;0.40
2021-01-02;SEBZE;Y.TERE;BAĞ;0.30;0.50;0.40
2021-01-02;SEBZE;Y.NANE;BAĞ;0.50;0.75;0.63
2021-01-02;İTHAL..;ELMA GSMIT(İTHAL);KG;5;13;9
2021-01-02;MEYVE;ELMA  GOLDEN;KG;2;4.50;3.25
2021-01-02;MEYVE;ARMUT  MUHT;KG;1;3;2
2021-01-02;SEBZE;KAVUN  KASA SERA;KG;2;4.50;3.25
2021-01-02;İTHAL..;AVAKADO;ADET;5;10;7.50
2021-01-02;İTHAL..;ANANAS;ADET;7;12;9.50
2021-01-02;İTHAL..;MUZ  ITHAL;KG;9;15;12
2021-01-02;İTHAL..;HINDISTAN CEVIZI;ADET;4;8;6
2021-01-02;MEYVE;PORTAKAL   FINIKE;KG;3;6;4.50
2021-01-02;SEBZE;BROKOLI;KG;1.50;3.20;2.35
2021-01-02;MEYVE;CENNET ELMASI;KG;4;8;6
2021-01-02;MEYVE;MUŞMULA;KG;4;6;5
2021-01-02;SEBZE;BORULCE;KG;5;10;7.50
2021-01-02;SEBZE;BIBER  SIVRI;KG;2.50;5.20;3.85
2021-01-02;SEBZE;BIBER  DOLMA;KG;2.50;5;3.75
2021-01-02;SEBZE;ENGINAR;ADET;3;5;4
2021-01-02;SEBZE;FASULYE   AYSE;KG;5;12;8.50
2021-01-02;SEBZE;FASULYE   CALI;KG;3.50;7;5.25
2021-01-02;SEBZE;FASULYE   BARBUN;KG;4.50;11;7.75
2021-01-02;SEBZE;HAVUC;KG;0.60;2;1.30
2021-01-04;SEBZE;FASULYE   CALI;KG;3.50;7;5.25
2021-01-04;SEBZE;FASULYE   BARBUN;KG;4.50;11;7.75
2021-01-04;SEBZE;HAVUC;KG;0.60;2;1.30
2021-01-04;SEBZE;ISPANAK;KG;1;2.80;1.90
2021-01-04;SEBZE;KABAK TAZE;KG;1.50;4.20;2.85
2021-01-04;SEBZE;KABAK  BAL;KG;1;2.30;1.65
2021-01-04;SEBZE;KEREVIZ;KG;1.50;3.70;2.60
2021-01-04;SEBZE;MARUL;ADET;0.90;3;1.95
2021-01-04;SEBZE;PATLICAN  UZUN;KG;3;6;4.50
2021-01-04;SEBZE;PATLICAN TOPAN;KG;3;6.50;4.75
2021-01-04;SEBZE;PATATES;KG;0.50;1.70;1.10
2021-01-04;SEBZE;PANCAR;KG;0.90;2;1.45
2021-01-04;SEBZE;SOGAN   TAZE;KG;3;6.50;4.75
2021-01-04;SEBZE;SOGAN   KURU;KG;0.60;1.75;1.18
2021-01-04;SEBZE;LAHANA  KIRMIZI;KG;1.20;2.70;1.95
2021-01-04;SEBZE;KARNABAHAR;KG;0.80;2.30;1.55
2021-01-04;SEBZE;TURP  KIRMIZI;KG;0.80;2;1.40
2021-01-04;MEYVE;DARI(ADET);ADET;0.40;1;0.70
2021-01-04;SEBZE;YAPRAK  SALAMURA;KG;7;10;8.50
2021-01-04;SEBZE;SARIMSAK  KURU;KG;10;24;17
2021-01-04;SEBZE;PATATES  CALMA;KG;0.70;1.90;1.30
2021-01-04;SEBZE;BIBER  TATLI(ÇARLİSTON);KG;3;6;4.50
2021-01-04;SEBZE;MARUL AYSBERG;ADET;1.50;3.70;2.60
2021-01-04;SEBZE;MANTAR;KG;5;12;8.50
2021-01-04;SEBZE;SOGAN   KIRMIZI;KG;1.50;3.20;2.35
2021-01-04;SEBZE;BIBER KIRMIZI;KG;4.50;10;7.25
2021-01-04;SEBZE;LAHANA  BEYAZ;KG;0.80;1.50;1.15
2021-01-04;SEBZE;PIRASA;KG;1;3;2
2021-01-04;SEBZE;PAZI;ADET;0.80;2;1.40
2021-01-04;SEBZE;BIBER  KIL ACI;KG;6;12;9
2021-01-04;SEBZE;LAHANA  BURUKSEL;KG;5;9;7
2021-01-04;SEBZE;DOMATES  SERA;KG;1.80;4.50;3.15
2021-01-04;SEBZE;SALATALIK  KASA;KG;2;4.50;3.25
2021-01-04;SEBZE;DOMATES  SALKIM;KG;2;4.50;3.25
2021-01-04;SEBZE;MARUL KIVIRCIK;ADET;0.90;3;1.95
2021-01-04;SEBZE;ACUR;KG;1;2.50;1.75
2021-01-04;SEBZE;YERELMASI;KG;1.50;2.50;2
2021-01-04;SEBZE;DENIZ BÖRÜLCESİ;ADET;0.30;1;0.65
2021-01-04;MEYVE;ARMUT  DEVECI;KG;3;6;4.50
2021-01-04;SEBZE;MARUL LOLOROSSO;ADET;1;2.50;1.75
2021-01-04;SEBZE;DOMATES CHERRY;KG;3.50;7;5.25
2021-01-04;SEBZE;DOMATES  BEEF;KG;2;4.80;3.40
2021-01-04;MEYVE;KIVI  YERLI;KG;5;12;8.50
2021-01-04;İTHAL..;ELMA STARKING(İTHAL);KG;5;13;9
2021-01-04;SEBZE;SALATALIK  SİLOR;KG;3;6;4.50
2021-01-04;MEYVE;LIMON  YENI (MAYER);KG;1;2.80;1.90
2021-01-04;MEYVE;ELMA  ARJANTİN;KG;3;6;4.50
2021-01-04;İTHAL..;SARIMSAK  İTHAL;KG;15;25;20
2021-01-04;MEYVE;PORTAKAL WASHINGTON;KG;2;4.50;3.25
2021-01-04;MEYVE;ELMA MUHTELİF;KG;0.60;2.60;1.60
2021-01-04;SEBZE;MANTAR (PAKET 400GR);ADET;6;14;10
2021-01-04;SEBZE;DOMATES PEMBE;KG;4;8;6
2021-01-04;MEYVE;LIMON ENTER;KG;2.50;4.50;3.50
2021-01-04;SEBZE;DOMATES SALKIM(KUTU);KG;3;7;5
2021-01-04;MEYVE;AYVA;KG;3;6;4.50
2021-01-04;MEYVE;ARMUT  S.MARIA;KG;4;8;6
2021-01-04;MEYVE;CILEK;KG;10;16;13
2021-01-04;MEYVE;ELMA  AMASYA;KG;4;7;5.50
2021-01-04;MEYVE;ELMA  STARKING;KG;2;4.70;3.35
2021-01-04;MEYVE;GREYFURT;KG;1.50;4;2.75
2021-01-04;MEYVE;NAR;KG;2;5;3.50
2021-01-04;MEYVE;KESTANE;KG;14;27;20.50
2021-01-04;MEYVE;MANDALİNA;KG;1.70;3.80;2.75
2021-01-04;MEYVE;MUZ  YERLI;KG;3.50;8;5.75
2021-01-04;MEYVE;PORTAKAL  MUHT;KG;1.50;3;2.25
2021-01-04;İTHAL..;KIVI  İTHAL;KG;10;23;16.50
2021-01-04;MEYVE;LIMON  DOKME;KG;0.80;2;1.40
2021-01-04;SEBZE;Y.MAYDONOZ;BAĞ;0.30;0.50;0.40
2021-01-04;SEBZE;Y.DEREOTU;BAĞ;0.30;0.50;0.40
2021-01-04;SEBZE;Y.ROKA;BAĞ;0.30;0.50;0.40
2021-01-04;SEBZE;Y.TERE;BAĞ;0.30;0.50;0.40
2021-01-04;SEBZE;Y.NANE;BAĞ;0.50;0.75;0.63
2021-01-04;İTHAL..;ELMA GSMIT(İTHAL);KG;5;13;9
2021-01-04;MEYVE;ELMA  GOLDEN;KG;2;4.50;3.25
2021-01-04;MEYVE;ARMUT  MUHT;KG;1;3;2
2021-01-04;SEBZE;KAVUN  KASA SERA;KG;2;4.50;3.25
2021-01-04;İTHAL..;AVAKADO;ADET;5;10;7.50
2021-01-04;İTHAL..;ANANAS;ADET;7;12;9.50
2021-01-04;İTHAL..;MUZ  ITHAL;KG;9;15;12
2021-01-04;İTHAL..;HINDISTAN CEVIZI;ADET;4;8;6
2021-01-04;MEYVE;PORTAKAL   FINIKE;KG;3;6;4.50
2021-01-04;SEBZE;BROKOLI;KG;1.50;3;2.25
2021-01-04;MEYVE;CENNET ELMASI;KG;4;8;6
2021-01-04;MEYVE;MUŞMULA;KG;4;6;5
2021-01-04;SEBZE;BORULCE;KG;5;10;7.50
2021-01-04;SEBZE;BIBER  SIVRI;KG;3;6.50;4.75
2021-01-04;SEBZE;BIBER  DOLMA;KG;3;5.50;4.25
2021-01-04;SEBZE;ENGINAR;ADET;3;5;4
2021-01-04;SEBZE;FASULYE   AYSE;KG;5;12;8.50
2021-01-05;SEBZE;Y.MAYDONOZ;BAĞ;0.30;0.50;0.40
2021-01-05;SEBZE;Y.DEREOTU;BAĞ;0.30;0.50;0.40
2021-01-05;SEBZE;Y.ROKA;BAĞ;0.30;0.50;0.40
2021-01-05;SEBZE;Y.TERE;BAĞ;0.30;0.50;0.40
2021-01-05;SEBZE;Y.NANE;BAĞ;0.50;0.75;0.63
2021-01-05;İTHAL..;ELMA GSMIT(İTHAL);KG;5;13;9
2021-01-05;MEYVE;ELMA  GOLDEN;KG;2;4.50;3.25
2021-01-05;MEYVE;ARMUT  MUHT;KG;1;3;2
2021-01-05;SEBZE;KAVUN  KASA SERA;KG;2;4.50;3.25
2021-01-05;İTHAL..;AVAKADO;ADET;5;10;7.50
2021-01-05;İTHAL..;ANANAS;ADET;7;12;9.50
2021-01-05;İTHAL..;MUZ  ITHAL;KG;9;15;12
2021-01-05;İTHAL..;HINDISTAN CEVIZI;ADET;4;8;6
2021-01-05;MEYVE;PORTAKAL   FINIKE;KG;3;6;4.50
2021-01-05;SEBZE;BROKOLI;KG;1.50;3;2.25
2021-01-05;MEYVE;CENNET ELMASI;KG;4;8;6
2021-01-05;MEYVE;MUŞMULA;KG;4;6;5
2021-01-05;SEBZE;BORULCE;KG;5;10;7.50
2021-01-05;SEBZE;BIBER  SIVRI;KG;3;6.50;4.75
2021-01-05;SEBZE;BIBER  DOLMA;KG;3;5.50;4.25
2021-01-05;SEBZE;ENGINAR;ADET;3;5;4
2021-01-05;SEBZE;FASULYE   AYSE;KG;5;12;8.50
2021-01-05;SEBZE;FASULYE   CALI;KG;3.50;7;5.25
2021-01-05;SEBZE;FASULYE   BARBUN;KG;4.50;11;7.75
2021-01-05;SEBZE;HAVUC;KG;0.60;2;1.30
2021-01-05;SEBZE;ISPANAK;KG;1;2.80;1.90
2021-01-05;SEBZE;KABAK TAZE;KG;1.50;4.20;2.85
2021-01-05;SEBZE;KABAK  BAL;KG;1;2.30;1.65
2021-01-05;SEBZE;KEREVIZ;KG;1.50;3.70;2.60
2021-01-05;SEBZE;MARUL;ADET;0.90;3;1.95
2021-01-05;SEBZE;PATLICAN  UZUN;KG;3;6;4.50
2021-01-05;SEBZE;PATLICAN TOPAN;KG;3;6.50;4.75
2021-01-05;SEBZE;PATATES;KG;0.50;1.70;1.10
2021-01-05;SEBZE;PANCAR;KG;0.90;2;1.45
2021-01-05;SEBZE;SOGAN   TAZE;KG;3;6.50;4.75
2021-01-05;SEBZE;SOGAN   KURU;KG;0.60;1.70;1.15
2021-01-05;SEBZE;LAHANA  KIRMIZI;KG;1.20;2.70;1.95
2021-01-05;SEBZE;KARNABAHAR;KG;0.90;2.70;1.80
2021-01-05;SEBZE;TURP  KIRMIZI;KG;0.80;2;1.40
2021-01-05;MEYVE;DARI(ADET);ADET;0.40;1;0.70
2021-01-05;SEBZE;YAPRAK  SALAMURA;KG;7;10;8.50
2021-01-05;SEBZE;SARIMSAK  KURU;KG;10;24;17
2021-01-05;SEBZE;PATATES  CALMA;KG;0.70;1.90;1.30
2021-01-05;SEBZE;BIBER  TATLI(ÇARLİSTON);KG;3;6;4.50
2021-01-05;SEBZE;MARUL AYSBERG;ADET;1.50;3.70;2.60
2021-01-05;SEBZE;MANTAR;KG;5;12;8.50
2021-01-05;SEBZE;SOGAN   KIRMIZI;KG;1.50;3.20;2.35
2021-01-05;SEBZE;BIBER KIRMIZI;KG;4.50;10;7.25
2021-01-05;SEBZE;LAHANA  BEYAZ;KG;0.80;1.50;1.15
2021-01-05;SEBZE;PIRASA;KG;1;3;2
2021-01-05;SEBZE;PAZI;ADET;0.80;2;1.40
2021-01-05;SEBZE;BIBER  KIL ACI;KG;6;12;9
2021-01-05;SEBZE;LAHANA  BURUKSEL;KG;5;9;7
2021-01-05;SEBZE;DOMATES  SERA;KG;1.80;4.50;3.15
2021-01-05;SEBZE;SALATALIK  KASA;KG;2;5;3.50
2021-01-05;SEBZE;DOMATES  SALKIM;KG;2;4.50;3.25
2021-01-05;SEBZE;MARUL KIVIRCIK;ADET;0.90;3;1.95
2021-01-05;SEBZE;ACUR;KG;1;2.50;1.75
2021-01-05;SEBZE;YERELMASI;KG;1.50;2.50;2
2021-01-05;SEBZE;DENIZ BÖRÜLCESİ;ADET;0.30;1;0.65
2021-01-05;MEYVE;ARMUT  DEVECI;KG;3;6;4.50
2021-01-05;SEBZE;MARUL LOLOROSSO;ADET;1;2.50;1.75
2021-01-05;SEBZE;DOMATES CHERRY;KG;3.50;7;5.25
2021-01-05;SEBZE;DOMATES  BEEF;KG;2;4.80;3.40
2021-01-05;MEYVE;KIVI  YERLI;KG;5;12;8.50
2021-01-05;İTHAL..;ELMA STARKING(İTHAL);KG;5;13;9
2021-01-05;SEBZE;SALATALIK  SİLOR;KG;3;6;4.50
2021-01-05;MEYVE;LIMON  YENI (MAYER);KG;1;2.80;1.90
2021-01-05;MEYVE;ELMA  ARJANTİN;KG;3;6;4.50
2021-01-05;İTHAL..;SARIMSAK  İTHAL;KG;15;25;20
2021-01-05;MEYVE;PORTAKAL WASHINGTON;KG;2;4.50;3.25
2021-01-05;MEYVE;ELMA MUHTELİF;KG;0.60;2.60;1.60
2021-01-05;SEBZE;MANTAR (PAKET 400GR);ADET;6;14;10
2021-01-05;SEBZE;DOMATES PEMBE;KG;4;8;6
2021-01-05;MEYVE;LIMON ENTER;KG;2.50;4.50;3.50
2021-01-05;SEBZE;DOMATES SALKIM(KUTU);KG;3;7;5
2021-01-05;MEYVE;AYVA;KG;3;6;4.50
2021-01-05;MEYVE;ARMUT  S.MARIA;KG;4;8;6
2021-01-05;MEYVE;CILEK;KG;10;15;12.50
2021-01-05;MEYVE;ELMA  AMASYA;KG;4;7;5.50
2021-01-05;MEYVE;ELMA  STARKING;KG;2;4.70;3.35
2021-01-05;MEYVE;GREYFURT;KG;1.50;4;2.75
2021-01-05;MEYVE;NAR;KG;2;5;3.50
2021-01-05;MEYVE;KESTANE;KG;14;27;20.50
2021-01-05;MEYVE;MANDALİNA;KG;1.70;3.80;2.75
2021-01-05;MEYVE;MUZ  YERLI;KG;3.50;8;5.75
2021-01-05;MEYVE;PORTAKAL  MUHT;KG;1.50;3;2.25
2021-01-05;İTHAL..;KIVI  İTHAL;KG;10;23;16.50
2021-01-05;MEYVE;LIMON  DOKME;KG;0.80;2;1.40
2021-01-06;MEYVE;PORTAKAL  MUHT;KG;1.50;3;2.25
2021-01-06;İTHAL..;KIVI  İTHAL;KG;10;23;16.50
2021-01-06;MEYVE;LIMON  DOKME;KG;0.80;2;1.40
2021-01-06;SEBZE;Y.MAYDONOZ;BAĞ;0.30;0.50;0.40
2021-01-06;SEBZE;Y.DEREOTU;BAĞ;0.30;0.50;0.40
2021-01-06;SEBZE;Y.ROKA;BAĞ;0.30;0.50;0.40
2021-01-06;SEBZE;Y.TERE;BAĞ;0.30;0.50;0.40
2021-01-06;SEBZE;Y.NANE;BAĞ;0.50;0.75;0.63
2021-01-06;İTHAL..;ELMA GSMIT(İTHAL);KG;5;13;9
2021-01-06;MEYVE;ELMA  GOLDEN;KG;2;4.50;3.25
2021-01-06;MEYVE;ARMUT  MUHT;KG;1;3;2
2021-01-06;SEBZE;KAVUN  KASA SERA;KG;2;4.50;3.25
2021-01-06;İTHAL..;AVAKADO;ADET;5;10;7.50
2021-01-06;İTHAL..;ANANAS;ADET;7;12;9.50
2021-01-06;İTHAL..;MUZ  ITHAL;KG;9;15;12
2021-01-06;İTHAL..;HINDISTAN CEVIZI;ADET;4;8;6
2021-01-06;MEYVE;PORTAKAL   FINIKE;KG;3;6;4.50
2021-01-06;SEBZE;BROKOLI;KG;1.50;3;2.25
2021-01-06;MEYVE;CENNET ELMASI;KG;4;8;6
2021-01-06;MEYVE;MUŞMULA;KG;4;6;5
2021-01-06;SEBZE;BORULCE;KG;5;10;7.50
2021-01-06;SEBZE;BIBER  SIVRI;KG;3;6.50;4.75
2021-01-06;SEBZE;BIBER  DOLMA;KG;3;5.50;4.25
2021-01-06;SEBZE;ENGINAR;ADET;3;5;4
2021-01-06;SEBZE;FASULYE   AYSE;KG;5;12;8.50
2021-01-06;SEBZE;DOMATES SALKIM(KUTU);KG;3;7;5
2021-01-06;SEBZE;FASULYE   CALI;KG;3.50;7;5.25
2021-01-06;SEBZE;FASULYE   BARBUN;KG;4.50;11;7.75
2021-01-06;SEBZE;HAVUC;KG;0.60;2;1.30
2021-01-06;SEBZE;ISPANAK;KG;1;2.80;1.90
2021-01-06;SEBZE;KABAK TAZE;KG;1.50;4.20;2.85
2021-01-06;SEBZE;KABAK  BAL;KG;1;2.30;1.65
2021-01-06;SEBZE;KEREVIZ;KG;1.50;3.70;2.60
2021-01-06;SEBZE;MARUL;ADET;0.90;3;1.95
2021-01-06;SEBZE;PATLICAN  UZUN;KG;3;6;4.50
2021-01-06;SEBZE;PATLICAN TOPAN;KG;3;6.50;4.75
2021-01-06;SEBZE;PATATES;KG;0.50;1.70;1.10
2021-01-06;SEBZE;PANCAR;KG;0.90;2;1.45
2021-01-06;SEBZE;SOGAN   TAZE;KG;3;6.50;4.75
2021-01-06;SEBZE;SOGAN   KURU;KG;0.60;1.70;1.15
2021-01-06;SEBZE;LAHANA  KIRMIZI;KG;1.20;2.70;1.95
2021-01-06;SEBZE;KARNABAHAR;KG;0.60;1.80;1.20
2021-01-06;SEBZE;TURP  KIRMIZI;KG;0.80;2;1.40
2021-01-06;MEYVE;DARI(ADET);ADET;0.40;1;0.70
2021-01-06;SEBZE;YAPRAK  SALAMURA;KG;7;10;8.50
2021-01-06;SEBZE;SARIMSAK  KURU;KG;10;24;17
2021-01-06;SEBZE;PATATES  CALMA;KG;0.70;1.90;1.30
2021-01-06;SEBZE;BIBER  TATLI(ÇARLİSTON);KG;3;6;4.50
2021-01-06;SEBZE;MARUL AYSBERG;ADET;1.50;3.70;2.60
2021-01-06;SEBZE;MANTAR;KG;5;12;8.50
2021-01-06;SEBZE;SOGAN   KIRMIZI;KG;1.50;3.20;2.35
2021-01-06;SEBZE;BIBER KIRMIZI;KG;4.50;10;7.25
2021-01-06;SEBZE;LAHANA  BEYAZ;KG;0.80;1.50;1.15
2021-01-06;SEBZE;PIRASA;KG;1;3;2
2021-01-06;SEBZE;PAZI;ADET;0.80;2;1.40
2021-01-06;SEBZE;BIBER  KIL ACI;KG;6;12;9
2021-01-06;SEBZE;LAHANA  BURUKSEL;KG;5;9;7
2021-01-06;SEBZE;DOMATES  SERA;KG;1.80;4.50;3.15
2021-01-06;SEBZE;SALATALIK  KASA;KG;2;5;3.50
2021-01-06;SEBZE;DOMATES  SALKIM;KG;2;4.50;3.25
2021-01-06;SEBZE;MARUL KIVIRCIK;ADET;0.90;3;1.95
2021-01-06;SEBZE;ACUR;KG;1;2.50;1.75
2021-01-06;SEBZE;YERELMASI;KG;1.50;2.50;2
2021-01-06;SEBZE;DENIZ BÖRÜLCESİ;ADET;0.30;1;0.65
2021-01-06;MEYVE;ARMUT  DEVECI;KG;3;6;4.50
2021-01-06;SEBZE;MARUL LOLOROSSO;ADET;1;2.50;1.75
2021-01-06;SEBZE;DOMATES CHERRY;KG;3.50;7.50;5.50
2021-01-06;SEBZE;DOMATES  BEEF;KG;2;4.80;3.40
2021-01-06;MEYVE;KIVI  YERLI;KG;5;12;8.50
2021-01-06;İTHAL..;ELMA STARKING(İTHAL);KG;5;13;9
2021-01-06;SEBZE;SALATALIK  SİLOR;KG;3;6;4.50
2021-01-06;MEYVE;LIMON  YENI (MAYER);KG;1;2.80;1.90
2021-01-06;MEYVE;ELMA  ARJANTİN;KG;3;6.50;4.75
2021-01-06;İTHAL..;SARIMSAK  İTHAL;KG;15;25;20
2021-01-06;MEYVE;PORTAKAL WASHINGTON;KG;2;4.50;3.25
2021-01-06;MEYVE;ELMA MUHTELİF;KG;0.60;2.60;1.60
2021-01-06;SEBZE;MANTAR (PAKET 400GR);ADET;6;14;10
2021-01-06;SEBZE;DOMATES PEMBE;KG;4;8;6
2021-01-06;MEYVE;LIMON ENTER;KG;2.50;4.50;3.50
2021-01-06;MEYVE;AYVA;KG;3;6;4.50
2021-01-06;MEYVE;ARMUT  S.MARIA;KG;4;8;6
2021-01-06;MEYVE;CILEK;KG;10;15;12.50
2021-01-06;MEYVE;ELMA  AMASYA;KG;4;7;5.50
2021-01-06;MEYVE;ELMA  STARKING;KG;2;5;3.50
2021-01-06;MEYVE;GREYFURT;KG;1.50;4;2.75
2021-01-06;MEYVE;NAR;KG;2;5;3.50
2021-01-06;MEYVE;KESTANE;KG;14;27;20.50
2021-01-06;MEYVE;MANDALİNA;KG;1.70;4;2.85
2021-01-06;MEYVE;MUZ  YERLI;KG;3.50;8;5.75
2021-01-07;MEYVE;ELMA  GOLDEN;KG;2;4.50;3.25
2021-01-07;MEYVE;ARMUT  MUHT;KG;1;3;2
2021-01-07;SEBZE;KAVUN  KASA SERA;KG;2;4.50;3.25
2021-01-07;İTHAL..;AVAKADO;ADET;5;10;7.50
2021-01-07;İTHAL..;ANANAS;ADET;7;12;9.50
2021-01-07;İTHAL..;MUZ  ITHAL;KG;9;15;12
2021-01-07;İTHAL..;HINDISTAN CEVIZI;ADET;4;8;6
2021-01-07;MEYVE;PORTAKAL   FINIKE;KG;3;6;4.50
2021-01-07;SEBZE;BROKOLI;KG;1.50;3;2.25
2021-01-07;MEYVE;CENNET ELMASI;KG;4;8;6
2021-01-07;MEYVE;MUŞMULA;KG;4;6;5
2021-01-07;SEBZE;BORULCE;KG;5;10;7.50
2021-01-07;SEBZE;BIBER  SIVRI;KG;3;6;4.50
2021-01-07;SEBZE;BIBER  DOLMA;KG;3;5.50;4.25
2021-01-07;SEBZE;ENGINAR;ADET;3;5;4
2021-01-07;SEBZE;FASULYE   AYSE;KG;5;12;8.50
2021-01-07;SEBZE;FASULYE   CALI;KG;3.50;7;5.25
2021-01-07;SEBZE;FASULYE   BARBUN;KG;4.50;11;7.75
2021-01-07;SEBZE;HAVUC;KG;0.60;2;1.30
2021-01-07;SEBZE;ISPANAK;KG;1;3;2
2021-01-07;SEBZE;KABAK TAZE;KG;1.50;4.20;2.85
2021-01-07;SEBZE;KABAK  BAL;KG;1;2.30;1.65
2021-01-07;SEBZE;KEREVIZ;KG;1.50;3.70;2.60
2021-01-07;SEBZE;MARUL;ADET;0.90;2.70;1.80
2021-01-07;SEBZE;PATLICAN  UZUN;KG;3;6;4.50
2021-01-07;SEBZE;PATLICAN TOPAN;KG;3;6.50;4.75
2021-01-07;SEBZE;BAKLA;KG;5;10;7.50
2021-01-07;SEBZE;PATATES;KG;0.50;1.70;1.10
2021-01-07;SEBZE;PANCAR;KG;0.90;2;1.45
2021-01-07;SEBZE;SOGAN   TAZE;KG;3;6;4.50
2021-01-07;SEBZE;SOGAN   KURU;KG;0.60;1.70;1.15
2021-01-07;SEBZE;LAHANA  KIRMIZI;KG;1.20;2.50;1.85
