_id,TARIH,MAL_TURU,MAL_ADI,BIRIM,ASGARI_UCRET,AZAMI_UCRET,ORTALAMA_UCRET
9870,2024-04-19T00:00:00,İTHAL,BİBER KALİFORNİYA,kg,45.0,70.0,57.5
9871,2024-04-19T00:00:00,MEYVE,ÜZÜM  RED GLOBE,kg,50.0,110.0,80
9872,2024-04-19T00:00:00,MEYVE,ELMA GSMİT,kg,19.0,37.0,28
9873,2024-04-19T00:00:00,İTHAL,ELMA STARKING(İTHAL),kg,22.0,47.0,34.5
9874,2024-04-19T00:00:00,SEBZE,SALATALIK  SİLOR,kg,6.0,13.0,9.5
9875,2024-04-19T00:00:00,MEYVE,HÜNNAP,kg,19.0,35.0,27
9876,2024-04-19T00:00:00,MEYVE,ELMA  ARJANTİN,kg,13.0,30.0,21.5
9877,2024-04-19T00:00:00,İTHAL,SARIMSAK  İTHAL,kg,80.0,173.0,126.5
9878,2024-04-19T00:00:00,MEYVE,PORTAKAL WASHINGTON,kg,12.0,25.0,18.5
9879,2024-04-19T00:00:00,MEYVE,ÜZÜM  BEYAZ,kg,45.0,110.0,77.5
9880,2024-04-19T00:00:00,SEBZE,BİBER  MEKSİKA,kg,34.0,85.0,59.5
9881,2024-04-19T00:00:00,MEYVE,ÜZÜM  SİYAH,kg,32.0,92.0,62
9882,2024-04-19T00:00:00,SEBZE,ALABAŞ,kg,8.0,15.0,11.5
9883,2024-04-19T00:00:00,MEYVE,MANDALİNA SATSUMA,kg,12.0,28.0,20
9884,2024-04-19T00:00:00,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,24.0,42.0,33
9885,2024-04-19T00:00:00,SEBZE,DOMATES PEMBE,kg,26.0,52.0,39
9886,2024-04-19T00:00:00,SEBZE,HAVUÇ(TAKOZ),kg,11.0,26.0,18.5
9887,2024-04-19T00:00:00,MEYVE,LİMON LAMAS,kg,9.0,25.0,17
9888,2024-04-19T00:00:00,SEBZE,PATATES TAZE,kg,9.0,21.0,15
9889,2024-04-19T00:00:00,SEBZE,MANTAR (İSTİRİDYE),kg,80.0,117.0,98.5
9890,2024-04-19T00:00:00,SEBZE,BİBER KÖY(MAZO),kg,12.0,27.0,19.5
9891,2024-04-19T00:00:00,SEBZE,LAHANA KARA,kg,6.0,18.0,12
9892,2024-04-19T00:00:00,MEYVE,ELMA FUJİ,kg,13.0,28.0,20.5
9893,2024-04-19T00:00:00,MEYVE,MANDALİNA,kg,19.0,48.0,33.5
9894,2024-04-19T00:00:00,MEYVE,MUZ  YERLI,kg,25.0,53.0,39
9895,2024-04-19T00:00:00,MEYVE,BADEM-ÇAĞLA,kg,35.0,80.0,57.5
9896,2024-04-19T00:00:00,MEYVE,PORTAKAL  ,kg,10.0,24.0,17
9897,2024-04-19T00:00:00,MEYVE,PORTAKAL  VALENCIA,kg,8.0,18.0,13
9898,2024-04-19T00:00:00,İTHAL,KIVI  İTHAL,kg,35.0,72.0,53.5
9899,2024-04-19T00:00:00,MEYVE,LİMON DİĞER ,kg,8.0,17.0,12.5
9900,2024-04-19T00:00:00,SEBZE,Y.MAYDONOZ,bağ,3.0,6.0,4.5
9901,2024-04-19T00:00:00,SEBZE,Y.DEREOTU,bağ,3.0,8.0,5.5
9902,2024-04-19T00:00:00,SEBZE,Y.ROKA,bağ,3.0,6.0,4.5
9903,2024-04-19T00:00:00,SEBZE,Y.TERE,bağ,5.0,6.0,5.5
9904,2024-04-19T00:00:00,SEBZE,Y.NANE,bağ,3.0,6.0,4.5
9905,2024-04-19T00:00:00,MEYVE,ERİK  ANJELIKA,kg,52.0,77.0,64.5
9906,2024-04-19T00:00:00,MEYVE,ELMA GSMIT(İYİ TARIM),kg,20.0,42.0,31
9907,2024-04-19T00:00:00,MEYVE,ELMA  GOLDEN,kg,8.0,22.0,15
9908,2024-04-19T00:00:00,SEBZE,KAVUN  SERA,kg,16.0,26.0,21
9909,2024-04-19T00:00:00,İTHAL,AVAKADO,adet,24.0,61.0,42.5
9910,2024-04-19T00:00:00,İTHAL,ANANAS,adet,39.0,88.0,63.5
9911,2024-04-19T00:00:00,İTHAL,MUZ  ITHAL,kg,40.0,87.0,63.5
9912,2024-04-19T00:00:00,İTHAL,HINDISTAN CEVIZI,adet,29.0,36.0,32.5
9913,2024-04-19T00:00:00,MEYVE,PORTAKAL   FINIKE,kg,10.0,23.0,16.5
9914,2024-04-19T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,85.0,130.0,107.5
9915,2024-04-19T00:00:00,SEBZE,BROKOLI,kg,12.0,40.0,26
9916,2024-04-19T00:00:00,MEYVE,CENNET ELMASI,kg,25.0,54.0,39.5
9917,2024-04-19T00:00:00,MEYVE,PORTAKAL  SIKMALIK,kg,8.0,16.0,12
9918,2024-04-19T00:00:00,MEYVE,ŞEFTALI,kg,85.0,110.0,97.5
9919,2024-04-20T00:00:00,SEBZE,MARUL LOLOROSSO,adet,8.0,18.0,13
9920,2024-04-20T00:00:00,SEBZE,BİBER CİN,kg,28.0,55.0,41.5
9921,2024-04-20T00:00:00,SEBZE,DOMATES CHERRY,kg,12.0,25.0,18.5
9922,2024-04-20T00:00:00,SEBZE,TURP  FINDIK,adet,5.0,19.0,12
9923,2024-04-20T00:00:00,SEBZE,DOMATES  BEEF,kg,12.0,32.0,22
9924,2024-04-20T00:00:00,MEYVE,KIVI  ,kg,29.0,64.0,46.5
9925,2024-04-20T00:00:00,İTHAL,ZENCEFİL,kg,118.0,166.0,142
9926,2024-04-20T00:00:00,İTHAL,BİBER KALİFORNİYA,kg,45.0,70.0,57.5
9927,2024-04-20T00:00:00,MEYVE,ÜZÜM  RED GLOBE,kg,50.0,110.0,80
9928,2024-04-20T00:00:00,MEYVE,ELMA GSMİT,kg,19.0,37.0,28
9929,2024-04-20T00:00:00,İTHAL,ELMA STARKING(İTHAL),kg,22.0,47.0,34.5
9930,2024-04-20T00:00:00,SEBZE,SALATALIK  SİLOR,kg,6.0,13.0,9.5
9931,2024-04-20T00:00:00,MEYVE,LİMON  YENİ (MAYER),kg,12.0,26.0,19
9932,2024-04-20T00:00:00,MEYVE,HÜNNAP,kg,19.0,35.0,27
9933,2024-04-20T00:00:00,MEYVE,ELMA  ARJANTİN,kg,13.0,25.0,19
9934,2024-04-20T00:00:00,İTHAL,SARIMSAK  İTHAL,kg,80.0,173.0,126.5
9935,2024-04-20T00:00:00,MEYVE,AYVA,kg,28.0,55.0,41.5
9936,2024-04-20T00:00:00,MEYVE,ARMUT  S.MARIA,kg,26.0,58.0,42
9937,2024-04-20T00:00:00,MEYVE,CILEK,kg,25.0,70.0,47.5
9938,2024-04-20T00:00:00,MEYVE,ELMA  AMASYA,kg,18.0,38.0,28
9939,2024-04-20T00:00:00,MEYVE,ELMA  STARKING,kg,12.0,32.0,22
9940,2024-04-20T00:00:00,MEYVE,ERİK  CAN,kg,120.0,280.0,200
9941,2024-04-20T00:00:00,MEYVE,GREYFURT,kg,5.0,22.0,13.5
9942,2024-04-20T00:00:00,SEBZE,KAVUN DİĞER,kg,32.0,78.0,55
9943,2024-04-20T00:00:00,SEBZE,KARPUZ,kg,20.0,40.0,30
9944,2024-04-20T00:00:00,MEYVE,NAR,kg,22.0,38.0,30
9945,2024-04-20T00:00:00,MEYVE,MALTA,kg,72.0,96.0,84
9946,2024-04-20T00:00:00,MEYVE,MANDALİNA,kg,19.0,48.0,33.5
9947,2024-04-20T00:00:00,MEYVE,MUZ  YERLI,kg,25.0,55.0,40
9948,2024-04-20T00:00:00,MEYVE,BADEM-ÇAĞLA,kg,35.0,80.0,57.5
9949,2024-04-20T00:00:00,MEYVE,PORTAKAL  ,kg,10.0,24.0,17
9950,2024-04-20T00:00:00,MEYVE,PORTAKAL  VALENCIA,kg,8.0,18.0,13
9951,2024-04-20T00:00:00,İTHAL,KIVI  İTHAL,kg,35.0,72.0,53.5
9952,2024-04-20T00:00:00,MEYVE,LİMON DİĞER ,kg,8.0,19.0,13.5
9953,2024-04-20T00:00:00,SEBZE,Y.MAYDONOZ,bağ,3.0,6.0,4.5
9954,2024-04-20T00:00:00,SEBZE,Y.DEREOTU,bağ,3.0,8.0,5.5
9955,2024-04-20T00:00:00,SEBZE,Y.ROKA,bağ,3.0,6.0,4.5
9956,2024-04-20T00:00:00,SEBZE,Y.TERE,bağ,5.0,6.0,5.5
9957,2024-04-20T00:00:00,SEBZE,Y.NANE,bağ,3.0,6.0,4.5
9958,2024-04-20T00:00:00,MEYVE,ERİK  ANJELIKA,kg,52.0,73.0,62.5
9959,2024-04-20T00:00:00,MEYVE,ELMA GSMIT(İYİ TARIM),kg,20.0,42.0,31
9960,2024-04-20T00:00:00,MEYVE,ELMA  GOLDEN,kg,8.0,28.0,18
9961,2024-04-20T00:00:00,SEBZE,KAVUN  SERA,kg,16.0,26.0,21
9962,2024-04-20T00:00:00,İTHAL,AVAKADO,adet,24.0,61.0,42.5
9963,2024-04-20T00:00:00,İTHAL,ANANAS,adet,39.0,88.0,63.5
9964,2024-04-20T00:00:00,İTHAL,MUZ  ITHAL,kg,40.0,82.0,61
9965,2024-04-20T00:00:00,İTHAL,HINDISTAN CEVIZI,adet,29.0,36.0,32.5
9966,2024-04-20T00:00:00,MEYVE,PORTAKAL   FINIKE,kg,10.0,23.0,16.5
9967,2024-04-20T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,85.0,130.0,107.5
9968,2024-04-20T00:00:00,SEBZE,BROKOLI,kg,12.0,40.0,26
9969,2024-04-20T00:00:00,SEBZE,BARBUNYA TAZE,kg,40.0,65.0,52.5
9970,2024-04-20T00:00:00,MEYVE,PORTAKAL WASHINGTON,kg,12.0,25.0,18.5
9971,2024-04-20T00:00:00,MEYVE,ÜZÜM  BEYAZ,kg,45.0,110.0,77.5
9972,2024-04-20T00:00:00,SEBZE,BİBER  MEKSİKA,kg,34.0,85.0,59.5
9973,2024-04-20T00:00:00,MEYVE,ÜZÜM  SİYAH,kg,32.0,92.0,62
9974,2024-04-20T00:00:00,SEBZE,ALABAŞ,kg,8.0,15.0,11.5
9975,2024-04-20T00:00:00,MEYVE,MANDALİNA SATSUMA,kg,12.0,28.0,20
9976,2024-04-20T00:00:00,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,24.0,42.0,33
9977,2024-04-20T00:00:00,SEBZE,DOMATES PEMBE,kg,26.0,52.0,39
9978,2024-04-20T00:00:00,SEBZE,HAVUÇ(TAKOZ),kg,11.0,26.0,18.5
9979,2024-04-20T00:00:00,MEYVE,LİMON LAMAS,kg,9.0,28.0,18.5
9980,2024-04-20T00:00:00,SEBZE,PATATES TAZE,kg,9.0,22.0,15.5
9981,2024-04-20T00:00:00,SEBZE,MANTAR (İSTİRİDYE),kg,80.0,117.0,98.5
9982,2024-04-20T00:00:00,SEBZE,BİBER KÖY(MAZO),kg,12.0,27.0,19.5
9983,2024-04-20T00:00:00,SEBZE,LAHANA KARA,kg,6.0,18.0,12
9984,2024-04-20T00:00:00,MEYVE,ELMA FUJİ,kg,13.0,25.0,19
9985,2024-04-20T00:00:00,MEYVE,CENNET ELMASI,kg,25.0,54.0,39.5
9986,2024-04-20T00:00:00,MEYVE,PORTAKAL  SIKMALIK,kg,8.0,16.0,12
9987,2024-04-20T00:00:00,MEYVE,ŞEFTALI,kg,85.0,110.0,97.5
9988,2024-04-20T00:00:00,SEBZE,Y.REYHAN,adet,8.0,25.0,16.5
9989,2024-04-20T00:00:00,SEBZE,BAKLA,kg,11.0,25.0,18
9990,2024-04-20T00:00:00,SEBZE,BEZELYE,kg,12.0,25.0,18.5
9991,2024-04-20T00:00:00,SEBZE,BİBER  SİVRİ,kg,12.0,25.0,18.5
9992,2024-04-20T00:00:00,SEBZE,BİBER  DOLMA,kg,10.0,21.0,15.5
9993,2024-04-20T00:00:00,SEBZE,ENGINAR,adet,12.0,33.0,22.5
9994,2024-04-20T00:00:00,SEBZE,FASULYE   AYSE,kg,24.0,42.0,33
9995,2024-04-20T00:00:00,SEBZE,FASULYE   CALI,kg,12.0,26.0,19
9996,2024-04-20T00:00:00,SEBZE,HAVUÇ,kg,9.0,22.0,15.5
9997,2024-04-20T00:00:00,SEBZE,ISPANAK,kg,4.0,18.0,11
9998,2024-04-20T00:00:00,SEBZE,KABAK TAZE,kg,8.0,18.0,13
9999,2024-04-20T00:00:00,SEBZE,KABAK  BAL,kg,9.0,15.0,12
10000,2024-04-20T00:00:00,SEBZE,KEREVIZ,kg,6.0,19.0,12.5
10001,2024-04-20T00:00:00,SEBZE,MARUL,adet,8.0,20.0,14
10002,2024-04-20T00:00:00,SEBZE,PATLICAN  UZUN,kg,8.0,14.0,11
10003,2024-04-20T00:00:00,SEBZE,PATLICAN TOPAN,kg,8.0,13.0,10.5
10004,2024-04-20T00:00:00,SEBZE,PANCAR,kg,4.0,15.0,9.5
10005,2024-04-20T00:00:00,SEBZE,SOĞAN   TAZE,kg,14.0,38.0,26
10006,2024-04-20T00:00:00,SEBZE,SOĞAN   KURU,kg,8.0,19.0,13.5
10007,2024-04-20T00:00:00,SEBZE,LAHANA  KIRMIZI,kg,6.0,18.0,12
10008,2024-04-20T00:00:00,SEBZE,KARNABAHAR,kg,8.0,22.0,15
10009,2024-04-20T00:00:00,SEBZE,TURP  KIRMIZI,kg,8.0,20.0,14
10010,2024-04-20T00:00:00,SEBZE,SEMIZ OTU,adet,4.0,8.0,6
10011,2024-04-20T00:00:00,SEBZE,YAPRAK  SALAMURA,kg,32.0,70.0,51
10012,2024-04-20T00:00:00,SEBZE,SARIMSAK  KURU,kg,55.0,145.0,100
10013,2024-04-20T00:00:00,SEBZE,PATATES  CALMA,kg,12.0,27.0,19.5
10014,2024-04-20T00:00:00,SEBZE,BİBER ÇARLİSTON,kg,10.0,21.0,15.5
10015,2024-04-20T00:00:00,SEBZE,MARUL AYSBERG,adet,8.0,18.0,13
10016,2024-04-20T00:00:00,SEBZE,MANTAR,kg,53.0,95.0,74
10017,2024-04-20T00:00:00,SEBZE,SOĞAN   KIRMIZI,kg,24.0,54.0,39
10018,2024-04-20T00:00:00,SEBZE,BİBER KIRMIZI,kg,28.0,61.0,44.5
10019,2024-04-20T00:00:00,SEBZE,LAHANA  BEYAZ,kg,4.0,10.0,7
10020,2024-04-20T00:00:00,SEBZE,PIRASA,kg,6.0,18.0,12
10021,2024-04-20T00:00:00,SEBZE,PAZI,adet,6.0,20.0,13
10022,2024-04-20T00:00:00,SEBZE,BİBER  KIL ACI,kg,22.0,40.0,31
10023,2024-04-20T00:00:00,SEBZE,LAHANA  BURUKSEL,kg,18.0,35.0,26.5
10024,2024-04-20T00:00:00,SEBZE,DOMATES (DİĞER),kg,10.0,22.0,16
10025,2024-04-20T00:00:00,SEBZE,SALATALIK ,kg,4.0,12.0,8
10026,2024-04-20T00:00:00,SEBZE,DOMATES  SALKIM,kg,12.0,32.0,22
10027,2024-04-20T00:00:00,SEBZE,TURP  SIYAH,kg,5.0,11.0,8
10028,2024-04-20T00:00:00,SEBZE,MARUL KIVIRCIK,adet,8.0,18.0,13
10029,2024-04-20T00:00:00,SEBZE,YERELMASI,kg,8.0,22.0,15
10030,2024-04-20T00:00:00,SEBZE,DENIZ BÖRÜLCESİ,adet,11.0,33.0,22
10031,2024-04-20T00:00:00,İTHAL,MANGO,adet,40.0,63.0,51.5
10032,2024-04-20T00:00:00,MEYVE,ARMUT  DEVECI,kg,23.0,49.0,36
10033,2024-04-22T00:00:00,MEYVE,MUZ  YERLI,kg,25.0,55.0,40
10034,2024-04-22T00:00:00,MEYVE,BADEM-ÇAĞLA,kg,35.0,80.0,57.5
10035,2024-04-22T00:00:00,MEYVE,PORTAKAL  ,kg,10.0,24.0,17
10036,2024-04-22T00:00:00,MEYVE,PORTAKAL  VALENCIA,kg,8.0,18.0,13
10037,2024-04-22T00:00:00,İTHAL,KIVI  İTHAL,kg,35.0,79.0,57
10038,2024-04-22T00:00:00,MEYVE,LİMON DİĞER ,kg,12.0,24.0,18
10039,2024-04-22T00:00:00,SEBZE,Y.MAYDONOZ,bağ,3.0,6.0,4.5
10040,2024-04-22T00:00:00,SEBZE,Y.DEREOTU,bağ,3.0,8.0,5.5
10041,2024-04-22T00:00:00,SEBZE,Y.ROKA,bağ,3.0,6.0,4.5
10042,2024-04-22T00:00:00,SEBZE,Y.TERE,bağ,5.0,6.0,5.5
10043,2024-04-22T00:00:00,SEBZE,Y.NANE,bağ,3.0,6.0,4.5
10044,2024-04-22T00:00:00,MEYVE,ERİK  ANJELIKA,kg,52.0,73.0,62.5
10045,2024-04-22T00:00:00,MEYVE,ELMA GSMIT(İYİ TARIM),kg,20.0,42.0,31
10046,2024-04-22T00:00:00,MEYVE,ELMA  GOLDEN,kg,8.0,25.0,16.5
10047,2024-04-22T00:00:00,SEBZE,KAVUN  SERA,kg,16.0,26.0,21
10048,2024-04-22T00:00:00,İTHAL,AVAKADO,adet,24.0,61.0,42.5
10049,2024-04-22T00:00:00,İTHAL,ANANAS,adet,39.0,90.0,64.5
10050,2024-04-22T00:00:00,İTHAL,MUZ  ITHAL,kg,40.0,82.0,61
10051,2024-04-22T00:00:00,İTHAL,HINDISTAN CEVIZI,adet,29.0,36.0,32.5
10052,2024-04-22T00:00:00,MEYVE,PORTAKAL   FINIKE,kg,10.0,23.0,16.5
10053,2024-04-22T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,85.0,130.0,107.5
10054,2024-04-22T00:00:00,SEBZE,BROKOLI,kg,12.0,40.0,26
10055,2024-04-22T00:00:00,MEYVE,CENNET ELMASI,kg,25.0,54.0,39.5
10056,2024-04-22T00:00:00,MEYVE,PORTAKAL  SIKMALIK,kg,8.0,16.0,12
10057,2024-04-22T00:00:00,MEYVE,ŞEFTALI,kg,85.0,110.0,97.5
10058,2024-04-22T00:00:00,SEBZE,Y.REYHAN,adet,8.0,25.0,16.5
10059,2024-04-22T00:00:00,SEBZE,BAKLA,kg,11.0,25.0,18
10060,2024-04-22T00:00:00,SEBZE,BEZELYE,kg,12.0,25.0,18.5
10061,2024-04-22T00:00:00,SEBZE,BİBER  SİVRİ,kg,12.0,32.0,22
10062,2024-04-22T00:00:00,SEBZE,BİBER  DOLMA,kg,10.0,21.0,15.5
10063,2024-04-22T00:00:00,SEBZE,ENGINAR,adet,12.0,33.0,22.5
10064,2024-04-22T00:00:00,SEBZE,FASULYE   AYSE,kg,24.0,42.0,33
10065,2024-04-22T00:00:00,SEBZE,FASULYE   CALI,kg,12.0,26.0,19
10066,2024-04-22T00:00:00,SEBZE,BARBUNYA TAZE,kg,40.0,65.0,52.5
10067,2024-04-22T00:00:00,SEBZE,HAVUÇ,kg,9.0,22.0,15.5
10068,2024-04-22T00:00:00,SEBZE,ISPANAK,kg,4.0,18.0,11
10069,2024-04-22T00:00:00,SEBZE,KABAK TAZE,kg,8.0,18.0,13
10070,2024-04-22T00:00:00,SEBZE,KABAK  BAL,kg,9.0,15.0,12
10071,2024-04-22T00:00:00,SEBZE,KEREVIZ,kg,6.0,19.0,12.5
10072,2024-04-22T00:00:00,SEBZE,MARUL,adet,8.0,20.0,14
10073,2024-04-22T00:00:00,SEBZE,PATLICAN  UZUN,kg,8.0,14.0,11
10074,2024-04-22T00:00:00,SEBZE,PATLICAN TOPAN,kg,8.0,13.0,10.5
10075,2024-04-22T00:00:00,SEBZE,PANCAR,kg,4.0,15.0,9.5
10076,2024-04-22T00:00:00,SEBZE,SOĞAN   TAZE,kg,14.0,38.0,26
10077,2024-04-22T00:00:00,SEBZE,SOĞAN   KURU,kg,8.0,19.0,13.5
10078,2024-04-22T00:00:00,SEBZE,LAHANA  KIRMIZI,kg,6.0,18.0,12
10079,2024-04-22T00:00:00,SEBZE,KARNABAHAR,kg,8.0,22.0,15
10080,2024-04-22T00:00:00,SEBZE,TURP  KIRMIZI,kg,8.0,20.0,14
10081,2024-04-22T00:00:00,SEBZE,SEMIZ OTU,adet,4.0,8.0,6
10082,2024-04-22T00:00:00,SEBZE,YAPRAK  SALAMURA,kg,32.0,60.0,46
10083,2024-04-22T00:00:00,SEBZE,SARIMSAK  KURU,kg,55.0,145.0,100
10084,2024-04-22T00:00:00,SEBZE,PATATES  CALMA,kg,12.0,28.0,20
10085,2024-04-22T00:00:00,SEBZE,BİBER ÇARLİSTON,kg,10.0,33.0,21.5
10086,2024-04-22T00:00:00,SEBZE,MARUL AYSBERG,adet,8.0,18.0,13
10087,2024-04-22T00:00:00,SEBZE,MANTAR,kg,53.0,95.0,74
10088,2024-04-22T00:00:00,SEBZE,SOĞAN   KIRMIZI,kg,24.0,54.0,39
10089,2024-04-22T00:00:00,SEBZE,BİBER KIRMIZI,kg,28.0,61.0,44.5
10090,2024-04-22T00:00:00,SEBZE,LAHANA  BEYAZ,kg,4.0,10.0,7
10091,2024-04-22T00:00:00,SEBZE,PIRASA,kg,6.0,18.0,12
10092,2024-04-22T00:00:00,SEBZE,PAZI,adet,6.0,20.0,13
10093,2024-04-22T00:00:00,SEBZE,BİBER  KIL ACI,kg,22.0,52.0,37
10094,2024-04-22T00:00:00,SEBZE,LAHANA  BURUKSEL,kg,18.0,35.0,26.5
10095,2024-04-22T00:00:00,SEBZE,DOMATES (DİĞER),kg,10.0,22.0,16
10096,2024-04-22T00:00:00,SEBZE,SALATALIK ,kg,4.0,15.0,9.5
10097,2024-04-22T00:00:00,SEBZE,DOMATES  SALKIM,kg,12.0,32.0,22
10098,2024-04-22T00:00:00,SEBZE,TURP  SIYAH,kg,5.0,11.0,8
10099,2024-04-22T00:00:00,SEBZE,MARUL KIVIRCIK,adet,8.0,18.0,13
10100,2024-04-22T00:00:00,SEBZE,YERELMASI,kg,8.0,22.0,15
10101,2024-04-22T00:00:00,SEBZE,DENIZ BÖRÜLCESİ,adet,11.0,33.0,22
10102,2024-04-22T00:00:00,İTHAL,MANGO,adet,40.0,63.0,51.5
10103,2024-04-22T00:00:00,MEYVE,ARMUT  DEVECI,kg,23.0,49.0,36
10104,2024-04-22T00:00:00,SEBZE,MARUL LOLOROSSO,adet,8.0,18.0,13
10105,2024-04-22T00:00:00,SEBZE,BİBER CİN,kg,28.0,55.0,41.5
10106,2024-04-22T00:00:00,SEBZE,DOMATES CHERRY,kg,12.0,25.0,18.5
10107,2024-04-22T00:00:00,SEBZE,TURP  FINDIK,adet,5.0,19.0,12
10108,2024-04-22T00:00:00,SEBZE,DOMATES  BEEF,kg,12.0,32.0,22
10109,2024-04-22T00:00:00,MEYVE,KIVI  ,kg,29.0,68.0,48.5
10110,2024-04-22T00:00:00,İTHAL,ZENCEFİL,kg,118.0,166.0,142
10111,2024-04-22T00:00:00,İTHAL,BİBER KALİFORNİYA,kg,45.0,70.0,57.5
10112,2024-04-22T00:00:00,MEYVE,ÜZÜM  RED GLOBE,kg,50.0,110.0,80
10113,2024-04-22T00:00:00,MEYVE,ELMA GSMİT,kg,19.0,32.0,25.5
10114,2024-04-22T00:00:00,İTHAL,ELMA STARKING(İTHAL),kg,22.0,47.0,34.5
10115,2024-04-22T00:00:00,SEBZE,SALATALIK  SİLOR,kg,6.0,18.0,12
10116,2024-04-22T00:00:00,MEYVE,LİMON  YENİ (MAYER),kg,12.0,26.0,19
10117,2024-04-22T00:00:00,MEYVE,HÜNNAP,kg,19.0,35.0,27
10118,2024-04-22T00:00:00,MEYVE,ELMA  ARJANTİN,kg,13.0,25.0,19
10119,2024-04-22T00:00:00,İTHAL,SARIMSAK  İTHAL,kg,80.0,173.0,126.5
10120,2024-04-22T00:00:00,MEYVE,PORTAKAL WASHINGTON,kg,12.0,25.0,18.5
10121,2024-04-22T00:00:00,MEYVE,ÜZÜM  BEYAZ,kg,45.0,110.0,77.5
10122,2024-04-22T00:00:00,SEBZE,BİBER  MEKSİKA,kg,34.0,85.0,59.5
10123,2024-04-22T00:00:00,MEYVE,ÜZÜM  SİYAH,kg,32.0,92.0,62
10124,2024-04-22T00:00:00,SEBZE,ALABAŞ,kg,8.0,15.0,11.5
10125,2024-04-22T00:00:00,MEYVE,MANDALİNA SATSUMA,kg,12.0,28.0,20
10126,2024-04-22T00:00:00,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,24.0,42.0,33
10127,2024-04-22T00:00:00,SEBZE,DOMATES PEMBE,kg,26.0,52.0,39
10128,2024-04-22T00:00:00,SEBZE,HAVUÇ(TAKOZ),kg,11.0,26.0,18.5
10129,2024-04-22T00:00:00,MEYVE,LİMON LAMAS,kg,9.0,28.0,18.5
10130,2024-04-22T00:00:00,SEBZE,PATATES TAZE,kg,9.0,25.0,17
10131,2024-04-22T00:00:00,SEBZE,MANTAR (İSTİRİDYE),kg,80.0,117.0,98.5
10132,2024-04-22T00:00:00,SEBZE,BİBER KÖY(MAZO),kg,12.0,35.0,23.5
10133,2024-04-22T00:00:00,SEBZE,LAHANA KARA,kg,6.0,18.0,12
10134,2024-04-22T00:00:00,MEYVE,ELMA FUJİ,kg,13.0,25.0,19
10135,2024-04-22T00:00:00,MEYVE,AYVA,kg,28.0,55.0,41.5
10136,2024-04-22T00:00:00,MEYVE,ARMUT  S.MARIA,kg,26.0,58.0,42
10137,2024-04-22T00:00:00,MEYVE,CILEK,kg,25.0,70.0,47.5
10138,2024-04-22T00:00:00,MEYVE,ELMA  AMASYA,kg,18.0,38.0,28
10139,2024-04-22T00:00:00,MEYVE,ELMA  STARKING,kg,12.0,32.0,22
10140,2024-04-22T00:00:00,MEYVE,ERİK  CAN,kg,120.0,280.0,200
10141,2024-04-22T00:00:00,MEYVE,GREYFURT,kg,5.0,22.0,13.5
10142,2024-04-22T00:00:00,SEBZE,KAVUN DİĞER,kg,32.0,78.0,55
10143,2024-04-22T00:00:00,SEBZE,KARPUZ,kg,20.0,40.0,30
10144,2024-04-22T00:00:00,MEYVE,NAR,kg,22.0,38.0,30
10145,2024-04-22T00:00:00,MEYVE,MALTA,kg,72.0,96.0,84
10146,2024-04-22T00:00:00,MEYVE,MANDALİNA,kg,19.0,48.0,33.5
10147,2024-04-23T00:00:00,MEYVE,PORTAKAL   FINIKE,kg,10.0,23.0,16.5
10148,2024-04-23T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,85.0,140.0,112.5
10149,2024-04-23T00:00:00,SEBZE,BROKOLI,kg,12.0,47.0,29.5
10150,2024-04-23T00:00:00,MEYVE,CENNET ELMASI,kg,25.0,58.0,41.5
10151,2024-04-23T00:00:00,MEYVE,PORTAKAL  SIKMALIK,kg,8.0,20.0,14
10152,2024-04-23T00:00:00,MEYVE,ŞEFTALI,kg,75.0,100.0,87.5
10153,2024-04-23T00:00:00,SEBZE,Y.REYHAN,adet,8.0,25.0,16.5
10154,2024-04-23T00:00:00,SEBZE,BAKLA,kg,11.0,30.0,20.5
10155,2024-04-23T00:00:00,SEBZE,BEZELYE,kg,12.0,30.0,21
10156,2024-04-23T00:00:00,SEBZE,BİBER  SİVRİ,kg,12.0,23.0,17.5
10157,2024-04-23T00:00:00,SEBZE,BİBER  DOLMA,kg,10.0,21.0,15.5
10158,2024-04-23T00:00:00,SEBZE,ENGINAR,adet,12.0,33.0,22.5
10159,2024-04-23T00:00:00,SEBZE,FASULYE   AYSE,kg,24.0,42.0,33
10160,2024-04-23T00:00:00,SEBZE,FASULYE   CALI,kg,12.0,26.0,19
10161,2024-04-23T00:00:00,SEBZE,BARBUNYA TAZE,kg,40.0,75.0,57.5
10162,2024-04-23T00:00:00,SEBZE,HAVUÇ,kg,9.0,22.0,15.5
10163,2024-04-23T00:00:00,SEBZE,ISPANAK,kg,6.0,22.0,14
10164,2024-04-23T00:00:00,SEBZE,KABAK TAZE,kg,8.0,22.0,15
10165,2024-04-23T00:00:00,SEBZE,KABAK  BAL,kg,9.0,15.0,12
10166,2024-04-23T00:00:00,SEBZE,KEREVIZ,kg,6.0,22.0,14
