_id,TARIH,MAL_TURU,MAL_ADI,BIRIM,ASGARI_UCRET,AZAMI_UCRET,ORTALAMA_UCRET
20999,2024-08-10T00:00:00,SEBZE,SALATALIK   KORNİŞON,kg,20.0,35.0,27.5
21000,2024-08-10T00:00:00,MEYVE,ÜZÜM  BEYAZ,kg,45.0,65.0,55
21001,2024-08-10T00:00:00,MEYVE,ÜZÜM  SİYAH,kg,32.0,65.0,48.5
21002,2024-08-10T00:00:00,MEYVE,KAYISI  MALATYA,kg,35.0,75.0,55
21003,2024-08-10T00:00:00,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,20.0,40.0,30
21004,2024-08-10T00:00:00,SEBZE,DOMATES PEMBE,kg,20.0,50.0,35
21005,2024-08-10T00:00:00,SEBZE,HAVUÇ(TAKOZ),kg,10.0,20.0,15
21006,2024-08-10T00:00:00,MEYVE,LİMON LAMAS,kg,45.0,80.0,62.5
21007,2024-08-10T00:00:00,SEBZE,PATATES TAZE,kg,6.0,20.0,13
21008,2024-08-10T00:00:00,SEBZE,DOMATES TARLA,kg,15.0,35.0,25
21009,2024-08-10T00:00:00,SEBZE,MANTAR (İSTİRİDYE),kg,80.0,130.0,105
21010,2024-08-10T00:00:00,SEBZE,BİBER KÖY(MAZO),kg,12.0,50.0,31
21011,2024-08-10T00:00:00,MEYVE,ELMA FUJİ,kg,15.0,35.0,25
21012,2024-08-10T00:00:00,MEYVE,ARMUT  S.MARIA,kg,26.0,45.0,35.5
21013,2024-08-10T00:00:00,MEYVE,CILEK,kg,55.0,110.0,82.5
21014,2024-08-10T00:00:00,MEYVE,ELMA  STARKING,kg,20.0,35.0,27.5
21015,2024-08-10T00:00:00,MEYVE,ERİK  CAN,kg,60.0,100.0,80
21016,2024-08-10T00:00:00,MEYVE,ERIK  MURDUM,kg,12.0,25.0,18.5
21017,2024-08-10T00:00:00,MEYVE,GREYFURT,kg,15.0,30.0,22.5
21018,2024-08-10T00:00:00,SEBZE,KAVUN DİĞER,kg,15.0,20.0,17.5
21019,2024-08-10T00:00:00,SEBZE,KARPUZ,kg,8.0,20.0,14
21020,2024-08-10T00:00:00,MEYVE,KIRAZ  ,kg,35.0,170.0,102.5
21021,2024-08-10T00:00:00,MEYVE,KAYISI ,kg,30.0,75.0,52.5
21022,2024-08-10T00:00:00,MEYVE,MALTA,kg,20.0,30.0,25
21023,2024-08-10T00:00:00,MEYVE,MUZ  YERLI,kg,25.0,60.0,42.5
21024,2024-08-10T00:00:00,MEYVE,VISNE,kg,30.0,75.0,52.5
21025,2024-08-10T00:00:00,MEYVE,PORTAKAL  ,kg,10.0,35.0,22.5
21026,2024-08-10T00:00:00,MEYVE,PORTAKAL  VALENCIA,kg,30.0,50.0,40
21027,2024-08-12T00:00:00,SEBZE,FASULYE   AYSE,kg,30.0,75.0,52.5
21028,2024-08-12T00:00:00,SEBZE,FASULYE   CALI,kg,30.0,70.0,50
21029,2024-08-12T00:00:00,SEBZE,BARBUNYA TAZE,kg,50.0,85.0,67.5
21030,2024-08-12T00:00:00,SEBZE,HAVUÇ,kg,15.0,30.0,22.5
21031,2024-08-12T00:00:00,SEBZE,ISPANAK,kg,15.0,40.0,27.5
21032,2024-08-12T00:00:00,SEBZE,KABAK TAZE,kg,20.0,40.0,30
21033,2024-08-12T00:00:00,SEBZE,KABAK  BAL,kg,10.0,25.0,17.5
21034,2024-08-12T00:00:00,SEBZE,KEREVIZ,kg,20.0,50.0,35
21035,2024-08-12T00:00:00,SEBZE,MARUL,adet,10.0,30.0,20
21036,2024-08-12T00:00:00,SEBZE,PATLICAN  UZUN,kg,11.0,35.0,23
21037,2024-08-12T00:00:00,SEBZE,PATLICAN TOPAN,kg,19.0,35.0,27
21038,2024-08-12T00:00:00,SEBZE,PANCAR,kg,8.0,25.0,16.5
21039,2024-08-12T00:00:00,SEBZE,SOĞAN   TAZE,kg,20.0,40.0,30
21040,2024-08-12T00:00:00,SEBZE,SOĞAN   KURU,kg,8.0,20.0,14
21041,2024-08-12T00:00:00,SEBZE,LAHANA  KIRMIZI,kg,15.0,25.0,20
21042,2024-08-12T00:00:00,SEBZE,KARNABAHAR,kg,30.0,55.0,42.5
21043,2024-08-12T00:00:00,SEBZE,TURP  KIRMIZI,kg,15.0,25.0,20
21044,2024-08-12T00:00:00,MEYVE,DARI(ADET),adet,5.0,15.0,10
21045,2024-08-12T00:00:00,SEBZE,SEMIZ OTU,adet,12.0,50.0,31
21046,2024-08-12T00:00:00,SEBZE,YAPRAK TAZE,kg,26.0,50.0,38
21047,2024-08-12T00:00:00,SEBZE,SARIMSAK  KURU,kg,70.0,150.0,110
21048,2024-08-12T00:00:00,SEBZE,PATATES  CALMA,kg,10.0,25.0,17.5
21049,2024-08-12T00:00:00,SEBZE,BİBER ÇARLİSTON,kg,22.0,45.0,33.5
21050,2024-08-12T00:00:00,SEBZE,MARUL AYSBERG,adet,12.0,40.0,26
21051,2024-08-12T00:00:00,SEBZE,MANTAR,kg,60.0,110.0,85
21052,2024-08-12T00:00:00,SEBZE,SOĞAN   KIRMIZI,kg,17.0,40.0,28.5
21053,2024-08-12T00:00:00,SEBZE,BİBER KIRMIZI,kg,30.0,50.0,40
21054,2024-08-12T00:00:00,SEBZE,LAHANA  BEYAZ,kg,15.0,25.0,20
21055,2024-08-12T00:00:00,SEBZE,PIRASA,kg,18.0,45.0,31.5
21056,2024-08-12T00:00:00,SEBZE,PAZI,adet,15.0,30.0,22.5
21057,2024-08-12T00:00:00,SEBZE,BİBER  KIL ACI,kg,25.0,70.0,47.5
21058,2024-08-12T00:00:00,SEBZE,DOMATES (DİĞER),kg,22.0,45.0,33.5
21059,2024-08-12T00:00:00,SEBZE,SALATALIK ,kg,22.0,35.0,28.5
21060,2024-08-12T00:00:00,SEBZE,DOMATES  SALKIM,kg,10.0,50.0,30
21061,2024-08-12T00:00:00,MEYVE,ARMUT  S.MARIA,kg,26.0,60.0,43
21062,2024-08-12T00:00:00,MEYVE,CILEK,kg,55.0,100.0,77.5
21063,2024-08-12T00:00:00,MEYVE,ELMA  STARKING,kg,20.0,55.0,37.5
21064,2024-08-12T00:00:00,MEYVE,ERİK  CAN,kg,60.0,100.0,80
21065,2024-08-12T00:00:00,MEYVE,ERIK  MURDUM,kg,12.0,30.0,21
21066,2024-08-12T00:00:00,MEYVE,GREYFURT,kg,35.0,60.0,47.5
21067,2024-08-12T00:00:00,SEBZE,KAVUN DİĞER,kg,15.0,20.0,17.5
21068,2024-08-12T00:00:00,SEBZE,KARPUZ,kg,8.0,20.0,14
21069,2024-08-12T00:00:00,MEYVE,KIRAZ  ,kg,35.0,170.0,102.5
21070,2024-08-12T00:00:00,MEYVE,KAYISI ,kg,30.0,80.0,55
21071,2024-08-12T00:00:00,MEYVE,MALTA,kg,20.0,30.0,25
21072,2024-08-12T00:00:00,MEYVE,MUZ  YERLI,kg,25.0,60.0,42.5
21073,2024-08-12T00:00:00,MEYVE,VISNE,kg,30.0,90.0,60
21074,2024-08-12T00:00:00,MEYVE,PORTAKAL  ,kg,10.0,35.0,22.5
21075,2024-08-12T00:00:00,MEYVE,PORTAKAL  VALENCIA,kg,30.0,50.0,40
21076,2024-08-12T00:00:00,SEBZE,MARUL KIVIRCIK,adet,10.0,40.0,25
21077,2024-08-12T00:00:00,SEBZE,ACUR,kg,20.0,40.0,30
21078,2024-08-12T00:00:00,SEBZE,DENIZ BÖRÜLCESİ,adet,15.0,40.0,27.5
21079,2024-08-12T00:00:00,MEYVE,KAYISI  IGDIR,kg,35.0,90.0,62.5
21080,2024-08-12T00:00:00,İTHAL,MANGO,adet,40.0,80.0,60
21081,2024-08-12T00:00:00,MEYVE,ARMUT  DEVECI,kg,20.0,35.0,27.5
21082,2024-08-12T00:00:00,SEBZE,MARUL LOLOROSSO,adet,10.0,40.0,25
21083,2024-08-12T00:00:00,SEBZE,DOMATES CHERRY,kg,30.0,70.0,50
21084,2024-08-12T00:00:00,SEBZE,DOMATES SALÇALIK(RİO),kg,5.0,10.0,7.5
21085,2024-08-12T00:00:00,SEBZE,DOMATES  BEEF,kg,15.0,30.0,22.5
21086,2024-08-12T00:00:00,MEYVE,KIVI  ,kg,35.0,130.0,82.5
21087,2024-08-12T00:00:00,İTHAL,ZENCEFİL,kg,80.0,160.0,120
21088,2024-08-12T00:00:00,İTHAL,BİBER KALİFORNİYA,kg,45.0,120.0,82.5
21089,2024-08-12T00:00:00,MEYVE,ÜZÜM  RED GLOBE,kg,50.0,80.0,65
21090,2024-08-12T00:00:00,MEYVE,ELMA GSMİT,kg,15.0,50.0,32.5
21091,2024-08-12T00:00:00,İTHAL,ELMA STARKING(İTHAL),kg,25.0,60.0,42.5
21092,2024-08-12T00:00:00,SEBZE,SALATALIK  SİLOR,kg,32.0,40.0,36
21093,2024-08-12T00:00:00,MEYVE,LİMON  YENİ (MAYER),kg,35.0,65.0,50
21094,2024-08-12T00:00:00,İTHAL,SARIMSAK  İTHAL,kg,80.0,200.0,140
21095,2024-08-12T00:00:00,MEYVE,PORTAKAL WASHINGTON,kg,12.0,40.0,26
21096,2024-08-12T00:00:00,MEYVE,ARMUT AKÇA,kg,30.0,80.0,55
21097,2024-08-12T00:00:00,SEBZE,SALATALIK   KORNİŞON,kg,20.0,35.0,27.5
21098,2024-08-12T00:00:00,MEYVE,ÜZÜM  BEYAZ,kg,45.0,65.0,55
21099,2024-08-12T00:00:00,MEYVE,ÜZÜM  SİYAH,kg,32.0,75.0,53.5
21100,2024-08-12T00:00:00,MEYVE,KAYISI  MALATYA,kg,35.0,95.0,65
21101,2024-08-12T00:00:00,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,20.0,40.0,30
21102,2024-08-12T00:00:00,SEBZE,DOMATES PEMBE,kg,20.0,70.0,45
21103,2024-08-12T00:00:00,SEBZE,HAVUÇ(TAKOZ),kg,10.0,20.0,15
21104,2024-08-12T00:00:00,MEYVE,LİMON LAMAS,kg,45.0,80.0,62.5
21105,2024-08-12T00:00:00,SEBZE,PATATES TAZE,kg,6.0,20.0,13
21106,2024-08-12T00:00:00,SEBZE,DOMATES TARLA,kg,15.0,35.0,25
21107,2024-08-12T00:00:00,SEBZE,MANTAR (İSTİRİDYE),kg,80.0,130.0,105
21108,2024-08-12T00:00:00,SEBZE,BİBER KÖY(MAZO),kg,12.0,50.0,31
21109,2024-08-12T00:00:00,MEYVE,ELMA FUJİ,kg,15.0,35.0,25
21110,2024-08-12T00:00:00,İTHAL,KIVI  İTHAL,kg,80.0,170.0,125
21111,2024-08-12T00:00:00,MEYVE,LİMON DİĞER ,kg,45.0,80.0,62.5
21112,2024-08-12T00:00:00,SEBZE,Y.MAYDONOZ,bağ,3.0,7.0,5
21113,2024-08-12T00:00:00,SEBZE,Y.DEREOTU,bağ,3.0,9.0,6
21114,2024-08-12T00:00:00,SEBZE,Y.ROKA,bağ,3.0,7.0,5
21115,2024-08-12T00:00:00,SEBZE,Y.TERE,bağ,5.0,7.0,6
21116,2024-08-12T00:00:00,SEBZE,Y.NANE,bağ,3.0,7.0,5
21117,2024-08-12T00:00:00,MEYVE,INCIR,kg,50.0,120.0,85
21118,2024-08-12T00:00:00,MEYVE,ERİK  PAPAZ,kg,50.0,100.0,75
21119,2024-08-12T00:00:00,MEYVE,ERİK  ANJELIKA,kg,20.0,30.0,25
21120,2024-08-12T00:00:00,MEYVE,ÜZÜM  SULTANİYE,kg,25.0,60.0,42.5
21121,2024-08-12T00:00:00,MEYVE,ELMA GSMIT(İYİ TARIM),kg,20.0,70.0,45
21122,2024-08-12T00:00:00,MEYVE,ELMA  GOLDEN,kg,15.0,40.0,27.5
21123,2024-08-12T00:00:00,SEBZE,KAVUN  SERA,kg,15.0,25.0,20
21124,2024-08-12T00:00:00,MEYVE,NEKTARIN  BEYAZ,kg,35.0,60.0,47.5
21125,2024-08-12T00:00:00,İTHAL,AVAKADO,adet,25.0,65.0,45
21126,2024-08-12T00:00:00,İTHAL,ANANAS,adet,45.0,65.0,55
21127,2024-08-12T00:00:00,İTHAL,MUZ  ITHAL,kg,40.0,90.0,65
21128,2024-08-12T00:00:00,İTHAL,HINDISTAN CEVIZI,adet,50.0,100.0,75
21129,2024-08-12T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,20.0,65.0,42.5
21130,2024-08-12T00:00:00,SEBZE,BROKOLI,kg,30.0,70.0,50
21131,2024-08-12T00:00:00,MEYVE,ŞEFTALI,kg,20.0,80.0,50
21132,2024-08-12T00:00:00,MEYVE,KIRAZ  SALIHLI,kg,60.0,180.0,120
21133,2024-08-12T00:00:00,SEBZE,Y.REYHAN,adet,8.0,15.0,11.5
21134,2024-08-12T00:00:00,SEBZE,BAKLA,kg,14.0,70.0,42
21135,2024-08-12T00:00:00,SEBZE,BAMYA,kg,65.0,150.0,107.5
21136,2024-08-12T00:00:00,SEBZE,BORULCE,kg,50.0,120.0,85
21137,2024-08-12T00:00:00,SEBZE,BEZELYE,kg,15.0,30.0,22.5
21138,2024-08-12T00:00:00,SEBZE,BİBER  SİVRİ,kg,25.0,60.0,42.5
21139,2024-08-12T00:00:00,SEBZE,BİBER  DOLMA,kg,25.0,40.0,32.5
21140,2024-08-13T00:00:00,İTHAL,BİBER KALİFORNİYA,kg,45.0,120.0,82.5
21141,2024-08-13T00:00:00,MEYVE,ÜZÜM  RED GLOBE,kg,50.0,80.0,65
21142,2024-08-13T00:00:00,MEYVE,ELMA GSMİT,kg,15.0,50.0,32.5
21143,2024-08-13T00:00:00,İTHAL,ELMA STARKING(İTHAL),kg,25.0,60.0,42.5
21144,2024-08-13T00:00:00,SEBZE,SALATALIK  SİLOR,kg,32.0,35.0,33.5
21145,2024-08-13T00:00:00,MEYVE,LİMON  YENİ (MAYER),kg,35.0,65.0,50
21146,2024-08-13T00:00:00,İTHAL,SARIMSAK  İTHAL,kg,80.0,200.0,140
21147,2024-08-13T00:00:00,MEYVE,ARMUT AKÇA,kg,30.0,70.0,50
21148,2024-08-13T00:00:00,SEBZE,SALATALIK   KORNİŞON,kg,20.0,35.0,27.5
21149,2024-08-13T00:00:00,MEYVE,ÜZÜM  BEYAZ,kg,45.0,65.0,55
21150,2024-08-13T00:00:00,MEYVE,ARMUT  S.MARIA,kg,26.0,50.0,38
21151,2024-08-13T00:00:00,MEYVE,CILEK,kg,55.0,110.0,82.5
21152,2024-08-13T00:00:00,MEYVE,ELMA  STARKING,kg,20.0,35.0,27.5
21153,2024-08-13T00:00:00,MEYVE,ERİK  CAN,kg,60.0,100.0,80
21154,2024-08-13T00:00:00,MEYVE,ERIK  MURDUM,kg,12.0,25.0,18.5
21155,2024-08-13T00:00:00,MEYVE,GREYFURT,kg,35.0,75.0,55
21156,2024-08-13T00:00:00,SEBZE,KAVUN DİĞER,kg,15.0,20.0,17.5
21157,2024-08-13T00:00:00,SEBZE,KARPUZ,kg,8.0,20.0,14
21158,2024-08-13T00:00:00,MEYVE,KIRAZ  ,kg,35.0,200.0,117.5
21159,2024-08-13T00:00:00,MEYVE,KAYISI ,kg,30.0,80.0,55
21160,2024-08-13T00:00:00,MEYVE,MALTA,kg,20.0,30.0,25
21161,2024-08-13T00:00:00,MEYVE,MUZ  YERLI,kg,25.0,60.0,42.5
21162,2024-08-13T00:00:00,MEYVE,VISNE,kg,30.0,85.0,57.5
21163,2024-08-13T00:00:00,MEYVE,PORTAKAL  ,kg,10.0,50.0,30
21164,2024-08-13T00:00:00,İTHAL,KIVI  İTHAL,kg,80.0,170.0,125
21165,2024-08-13T00:00:00,MEYVE,LİMON DİĞER ,kg,45.0,80.0,62.5
21166,2024-08-13T00:00:00,SEBZE,Y.MAYDONOZ,bağ,3.0,7.0,5
21167,2024-08-13T00:00:00,SEBZE,Y.DEREOTU,bağ,3.0,9.0,6
21168,2024-08-13T00:00:00,SEBZE,Y.ROKA,bağ,3.0,7.0,5
21169,2024-08-13T00:00:00,SEBZE,Y.TERE,bağ,5.0,7.0,6
21170,2024-08-13T00:00:00,SEBZE,Y.NANE,bağ,3.0,7.0,5
21171,2024-08-13T00:00:00,MEYVE,INCIR,kg,50.0,105.0,77.5
21172,2024-08-13T00:00:00,MEYVE,ERİK  PAPAZ,kg,50.0,100.0,75
21173,2024-08-13T00:00:00,MEYVE,ERİK  ANJELIKA,kg,20.0,30.0,25
21174,2024-08-13T00:00:00,MEYVE,ÜZÜM  SULTANİYE,kg,25.0,50.0,37.5
21175,2024-08-13T00:00:00,MEYVE,ELMA GSMIT(İYİ TARIM),kg,20.0,70.0,45
21176,2024-08-13T00:00:00,MEYVE,ELMA  GOLDEN,kg,15.0,40.0,27.5
21177,2024-08-13T00:00:00,SEBZE,KAVUN  SERA,kg,15.0,25.0,20
21178,2024-08-13T00:00:00,MEYVE,NEKTARIN  BEYAZ,kg,35.0,60.0,47.5
21179,2024-08-13T00:00:00,İTHAL,AVAKADO,adet,25.0,65.0,45
21180,2024-08-13T00:00:00,İTHAL,ANANAS,adet,45.0,65.0,55
21181,2024-08-13T00:00:00,İTHAL,MUZ  ITHAL,kg,40.0,90.0,65
21182,2024-08-13T00:00:00,MEYVE,ÜZÜM  SİYAH,kg,32.0,70.0,51
21183,2024-08-13T00:00:00,SEBZE,DOMATES SALKIM  (İYİ TARIM),kg,20.0,50.0,35
21184,2024-08-13T00:00:00,SEBZE,DOMATES PEMBE,kg,20.0,60.0,40
21185,2024-08-13T00:00:00,SEBZE,HAVUÇ(TAKOZ),kg,10.0,20.0,15
21186,2024-08-13T00:00:00,MEYVE,LİMON LAMAS,kg,45.0,80.0,62.5
21187,2024-08-13T00:00:00,SEBZE,PATATES TAZE,kg,6.0,20.0,13
21188,2024-08-13T00:00:00,SEBZE,DOMATES TARLA,kg,15.0,35.0,25
21189,2024-08-13T00:00:00,SEBZE,MANTAR (İSTİRİDYE),kg,80.0,130.0,105
21190,2024-08-13T00:00:00,SEBZE,BİBER KÖY(MAZO),kg,12.0,30.0,21
21191,2024-08-13T00:00:00,MEYVE,ELMA FUJİ,kg,15.0,35.0,25
21192,2024-08-13T00:00:00,İTHAL,HINDISTAN CEVIZI,adet,50.0,100.0,75
21193,2024-08-13T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,20.0,70.0,45
21194,2024-08-13T00:00:00,SEBZE,BROKOLI,kg,30.0,70.0,50
21195,2024-08-13T00:00:00,MEYVE,ŞEFTALI,kg,20.0,80.0,50
21196,2024-08-13T00:00:00,SEBZE,Y.REYHAN,adet,8.0,15.0,11.5
21197,2024-08-13T00:00:00,SEBZE,BAMYA,kg,65.0,150.0,107.5
21198,2024-08-13T00:00:00,SEBZE,BORULCE,kg,50.0,120.0,85
21199,2024-08-13T00:00:00,SEBZE,BİBER  SİVRİ,kg,25.0,60.0,42.5
21200,2024-08-13T00:00:00,SEBZE,BİBER  DOLMA,kg,25.0,40.0,32.5
21201,2024-08-13T00:00:00,SEBZE,FASULYE   AYSE,kg,30.0,75.0,52.5
21202,2024-08-13T00:00:00,SEBZE,FASULYE   CALI,kg,30.0,75.0,52.5
21203,2024-08-13T00:00:00,SEBZE,BARBUNYA TAZE,kg,50.0,85.0,67.5
21204,2024-08-13T00:00:00,SEBZE,HAVUÇ,kg,15.0,35.0,25
21205,2024-08-13T00:00:00,SEBZE,ISPANAK,kg,15.0,35.0,25
21206,2024-08-13T00:00:00,SEBZE,KABAK TAZE,kg,20.0,40.0,30
21207,2024-08-13T00:00:00,SEBZE,KABAK  BAL,kg,10.0,30.0,20
21208,2024-08-13T00:00:00,SEBZE,KEREVIZ,kg,20.0,50.0,35
21209,2024-08-13T00:00:00,SEBZE,MARUL,adet,10.0,30.0,20
21210,2024-08-13T00:00:00,SEBZE,PATLICAN  UZUN,kg,11.0,30.0,20.5
21211,2024-08-13T00:00:00,SEBZE,PATLICAN TOPAN,kg,19.0,30.0,24.5
21212,2024-08-13T00:00:00,SEBZE,PANCAR,kg,8.0,30.0,19
21213,2024-08-13T00:00:00,SEBZE,SOĞAN   TAZE,kg,20.0,50.0,35
21214,2024-08-13T00:00:00,SEBZE,SOĞAN   KURU,kg,8.0,20.0,14
21215,2024-08-13T00:00:00,SEBZE,LAHANA  KIRMIZI,kg,15.0,30.0,22.5
21216,2024-08-13T00:00:00,SEBZE,KARNABAHAR,kg,30.0,50.0,40
21217,2024-08-13T00:00:00,SEBZE,TURP  KIRMIZI,kg,15.0,25.0,20
21218,2024-08-13T00:00:00,MEYVE,DARI(ADET),adet,5.0,15.0,10
21219,2024-08-13T00:00:00,SEBZE,SEMIZ OTU,adet,12.0,30.0,21
21220,2024-08-13T00:00:00,SEBZE,YAPRAK TAZE,kg,45.0,85.0,65
21221,2024-08-13T00:00:00,SEBZE,SARIMSAK  KURU,kg,70.0,160.0,115
21222,2024-08-13T00:00:00,SEBZE,PATATES  CALMA,kg,10.0,25.0,17.5
21223,2024-08-13T00:00:00,SEBZE,BİBER ÇARLİSTON,kg,22.0,45.0,33.5
21224,2024-08-13T00:00:00,SEBZE,MARUL AYSBERG,adet,12.0,35.0,23.5
21225,2024-08-13T00:00:00,SEBZE,MANTAR,kg,60.0,100.0,80
21226,2024-08-13T00:00:00,SEBZE,SOĞAN   KIRMIZI,kg,17.0,30.0,23.5
21227,2024-08-13T00:00:00,SEBZE,BİBER KIRMIZI,kg,30.0,50.0,40
21228,2024-08-13T00:00:00,SEBZE,LAHANA  BEYAZ,kg,15.0,30.0,22.5
21229,2024-08-13T00:00:00,SEBZE,PIRASA,kg,18.0,40.0,29
21230,2024-08-13T00:00:00,SEBZE,PAZI,adet,15.0,25.0,20
21231,2024-08-13T00:00:00,SEBZE,BİBER  KIL ACI,kg,25.0,70.0,47.5
21232,2024-08-13T00:00:00,SEBZE,DOMATES (DİĞER),kg,22.0,45.0,33.5
21233,2024-08-13T00:00:00,SEBZE,SALATALIK ,kg,22.0,35.0,28.5
21234,2024-08-13T00:00:00,SEBZE,DOMATES  SALKIM,kg,10.0,50.0,30
21235,2024-08-13T00:00:00,SEBZE,MARUL KIVIRCIK,adet,10.0,35.0,22.5
21236,2024-08-13T00:00:00,SEBZE,ACUR,kg,25.0,45.0,35
21237,2024-08-13T00:00:00,SEBZE,DENIZ BÖRÜLCESİ,adet,15.0,50.0,32.5
21238,2024-08-13T00:00:00,İTHAL,MANGO,adet,40.0,70.0,55
21239,2024-08-13T00:00:00,MEYVE,ARMUT  DEVECI,kg,20.0,40.0,30
21240,2024-08-13T00:00:00,SEBZE,MARUL LOLOROSSO,adet,10.0,40.0,25
21241,2024-08-13T00:00:00,SEBZE,DOMATES CHERRY,kg,30.0,55.0,42.5
21242,2024-08-13T00:00:00,SEBZE,DOMATES SALÇALIK(RİO),kg,5.0,10.0,7.5
21243,2024-08-13T00:00:00,SEBZE,DOMATES  BEEF,kg,15.0,30.0,22.5
21244,2024-08-13T00:00:00,MEYVE,KIVI  ,kg,35.0,150.0,92.5
21245,2024-08-13T00:00:00,İTHAL,ZENCEFİL,kg,80.0,160.0,120
21246,2024-08-14T00:00:00,MEYVE,KIRAZ  ,kg,35.0,150.0,92.5
21247,2024-08-14T00:00:00,MEYVE,KAYISI ,kg,50.0,100.0,75
21248,2024-08-14T00:00:00,MEYVE,MALTA,kg,20.0,30.0,25
21249,2024-08-14T00:00:00,MEYVE,MUZ  YERLI,kg,35.0,85.0,60
21250,2024-08-14T00:00:00,MEYVE,VISNE,kg,30.0,70.0,50
21251,2024-08-14T00:00:00,MEYVE,PORTAKAL  ,kg,10.0,50.0,30
21252,2024-08-14T00:00:00,İTHAL,KIVI  İTHAL,kg,80.0,170.0,125
21253,2024-08-14T00:00:00,MEYVE,LİMON DİĞER ,kg,45.0,70.0,57.5
21254,2024-08-14T00:00:00,SEBZE,Y.MAYDONOZ,bağ,3.0,7.0,5
21255,2024-08-14T00:00:00,SEBZE,Y.DEREOTU,bağ,3.0,9.0,6
21256,2024-08-14T00:00:00,SEBZE,Y.ROKA,bağ,3.0,7.0,5
21257,2024-08-14T00:00:00,SEBZE,Y.TERE,bağ,5.0,7.0,6
21258,2024-08-14T00:00:00,SEBZE,Y.NANE,bağ,3.0,7.0,5
21259,2024-08-14T00:00:00,MEYVE,INCIR,kg,50.0,105.0,77.5
21260,2024-08-14T00:00:00,MEYVE,ERİK  PAPAZ,kg,50.0,100.0,75
21261,2024-08-14T00:00:00,MEYVE,ERİK  ANJELIKA,kg,20.0,40.0,30
21262,2024-08-14T00:00:00,MEYVE,ÜZÜM  SULTANİYE,kg,20.0,45.0,32.5
21263,2024-08-14T00:00:00,MEYVE,ELMA GSMIT(İYİ TARIM),kg,20.0,60.0,40
21264,2024-08-14T00:00:00,MEYVE,ELMA  GOLDEN,kg,15.0,40.0,27.5
21265,2024-08-14T00:00:00,SEBZE,KAVUN  SERA,kg,15.0,25.0,20
21266,2024-08-14T00:00:00,MEYVE,NEKTARIN  BEYAZ,kg,20.0,50.0,35
21267,2024-08-14T00:00:00,İTHAL,AVAKADO,adet,25.0,60.0,42.5
21268,2024-08-14T00:00:00,İTHAL,ANANAS,adet,35.0,60.0,47.5
21269,2024-08-14T00:00:00,İTHAL,MUZ  ITHAL,kg,55.0,110.0,82.5
21270,2024-08-14T00:00:00,İTHAL,HINDISTAN CEVIZI,adet,50.0,100.0,75
21271,2024-08-14T00:00:00,MEYVE,NEKTARIN KIRMIZI,kg,20.0,60.0,40
21272,2024-08-14T00:00:00,SEBZE,BROKOLI,kg,30.0,70.0,50
21273,2024-08-14T00:00:00,MEYVE,ŞEFTALI,kg,20.0,60.0,40
21274,2024-08-14T00:00:00,SEBZE,Y.REYHAN,adet,8.0,15.0,11.5
21275,2024-08-14T00:00:00,SEBZE,BAMYA,kg,65.0,135.0,100
21276,2024-08-14T00:00:00,SEBZE,BORULCE,kg,50.0,100.0,75
21277,2024-08-14T00:00:00,SEBZE,BİBER  SİVRİ,kg,20.0,40.0,30
21278,2024-08-14T00:00:00,SEBZE,BİBER  DOLMA,kg,15.0,35.0,25
21279,2024-08-14T00:00:00,SEBZE,FASULYE   AYSE,kg,30.0,75.0,52.5
21280,2024-08-14T00:00:00,SEBZE,FASULYE   CALI,kg,30.0,75.0,52.5
21281,2024-08-14T00:00:00,SEBZE,BARBUNYA TAZE,kg,30.0,70.0,50
21282,2024-08-14T00:00:00,SEBZE,HAVUÇ,kg,15.0,30.0,22.5
21283,2024-08-14T00:00:00,SEBZE,ISPANAK,kg,15.0,35.0,25
21284,2024-08-14T00:00:00,SEBZE,KABAK TAZE,kg,15.0,30.0,22.5
21285,2024-08-14T00:00:00,SEBZE,KABAK  BAL,kg,10.0,25.0,17.5
21286,2024-08-14T00:00:00,SEBZE,KEREVIZ,kg,20.0,50.0,35
21287,2024-08-14T00:00:00,SEBZE,MARUL,adet,10.0,30.0,20
21288,2024-08-14T00:00:00,SEBZE,PATLICAN  UZUN,kg,11.0,25.0,18
21289,2024-08-14T00:00:00,SEBZE,PATLICAN TOPAN,kg,19.0,25.0,22
21290,2024-08-14T00:00:00,SEBZE,PANCAR,kg,8.0,30.0,19
21291,2024-08-14T00:00:00,SEBZE,SOĞAN   TAZE,kg,20.0,40.0,30
21292,2024-08-14T00:00:00,SEBZE,SOĞAN   KURU,kg,8.0,20.0,14
21293,2024-08-14T00:00:00,SEBZE,LAHANA  KIRMIZI,kg,15.0,35.0,25
21294,2024-08-14T00:00:00,SEBZE,KARNABAHAR,kg,30.0,50.0,40
21295,2024-08-14T00:00:00,SEBZE,TURP  KIRMIZI,kg,15.0,25.0,20
21296,2024-08-14T00:00:00,MEYVE,DARI(ADET),adet,5.0,10.0,7.5
21297,2024-08-14T00:00:00,SEBZE,SEMIZ OTU,adet,12.0,25.0,18.5
21298,2024-08-14T00:00:00,SEBZE,YAPRAK TAZE,kg,45.0,85.0,65
