TARIH;MAL_TURU;MAL_ADI;BIRIM;ASGARI_UCRET;AZAMI_UCRET;ORTALAMA_UCRET
2022-01-03;SEBZE;ENGINAR;adet;7;23;15
2022-01-03;SEBZE;FASULYE   AYSE;kg;10;13;11.5
2022-01-03;SEBZE;FASULYE   CALI;kg;12.5;14;13.25
2022-01-03;SEBZE;HAVUC;kg;1.5;3.7;2.6
2022-01-03;SEBZE;ISPANAK;kg;4.5;6;5.25
2022-01-03;SEBZE;KABAK TAZE;kg;3;9;6
2022-01-03;SEBZE;KABAK  BAL;kg;1.5;3.5;2.5
2022-01-03;SEBZE;KEREVIZ;kg;1;3;2
2022-01-03;SEBZE;MARUL;adet;1.25;3;2.13
2022-01-03;SEBZE;PATLICAN  UZUN;kg;4;17;10.5
2022-01-03;SEBZE;PATLICAN TOPAN;kg;6;25;15.5
2022-01-03;SEBZE;PANCAR;kg;1;2.5;1.75
2022-01-03;SEBZE;SOGAN   TAZE;kg;4;12;8
2022-01-03;SEBZE;SOGAN   KURU;kg;1;4;2.5
2022-01-03;SEBZE;LAHANA  KIRMIZI;kg;1.5;4.5;3
2022-01-03;SEBZE;KARNABAHAR;kg;1.5;3.5;2.5
2022-01-03;SEBZE;TURP  KIRMIZI;kg;1.3;2;1.65
2022-01-03;SEBZE;YAPRAK  SALAMURA;kg;8;8;8
2022-01-03;SEBZE;SARIMSAK  KURU;kg;7;18;12.5
2022-01-03;SEBZE;PATATES  CALMA;kg;2;6;4
2022-01-03;SEBZE;BIBER  TATLI(ÇARLİSTON);kg;3;11;7
2022-01-03;SEBZE;MARUL AYSBERG;adet;1.5;3.5;2.5
2022-01-03;SEBZE;MANTAR;kg;7;14.4;10.7
2022-01-03;SEBZE;SOGAN   KIRMIZI;kg;1.5;4;2.75
2022-01-03;SEBZE;BIBER KIRMIZI;kg;4;12;8
2022-01-03;SEBZE;LAHANA  BEYAZ;kg;1.5;3;2.25
2022-01-03;SEBZE;PIRASA;kg;1.75;3;2.38
2022-01-03;SEBZE;PAZI;adet;2;3;2.5
2022-01-03;SEBZE;BIBER  KIL ACI;kg;6;16;11
2022-01-03;SEBZE;LAHANA  BURUKSEL;kg;6;18;12
2022-01-03;SEBZE;DOMATES  SERA;kg;3;7.5;5.25
2022-01-03;SEBZE;SALATALIK  KASA;kg;4;12;8
2022-01-03;SEBZE;DOMATES  SALKIM;kg;3;10;6.5
2022-01-03;SEBZE;MARUL KIVIRCIK;adet;1.25;3;2.13
2022-01-03;SEBZE;DENIZ BÖRÜLCESİ;adet;1.5;3;2.25
2022-01-03;MEYVE;ARMUT  DEVECI;kg;6.5;8;7.25
2022-01-03;SEBZE;MARUL LOLOROSSO;adet;1;4;2.5
2022-01-03;SEBZE;DOMATES CHERRY;kg;4;12;8
2022-01-03;SEBZE;DOMATES  BEEF;kg;3;8;5.5
2022-01-03;MEYVE;KIVI  YERLI;kg;5;13;9
2022-01-03;MEYVE;ELMA GSMİT;kg;4;9;6.5
2022-01-03;İTHAL..;ELMA STARKING(İTHAL);kg;5;13;9
2022-01-03;SEBZE;SALATALIK  SİLOR;kg;3;10;6.5
2022-01-03;MEYVE;LIMON  YENI (MAYER);kg;1.5;3.7;2.6
2022-01-03;İTHAL..;SARIMSAK  İTHAL;kg;10;26;18
2022-01-03;MEYVE;PORTAKAL WASHINGTON;kg;2;6.5;4.25
2022-01-03;MEYVE;ÜZÜM  BEYAZ;kg;10;13;11.5
2022-01-03;MEYVE;ÜZÜM  SİYAH;kg;13;14;13.5
2022-01-03;MEYVE;ELMA MUHTELİF;kg;1;3;2
2022-01-03;SEBZE;DOMATES PEMBE;kg;3;9;6
2022-01-03;MEYVE;LIMON ENTER;kg;1.5;4.5;3
2022-01-03;SEBZE;PATATES TAZE(YIKANMIŞ);kg;2;5.7;3.85
2022-01-03;SEBZE;MANTAR (İSTİRİDYE);kg;6;24;15
2022-01-03;MEYVE;MANDALİNA(TAKOZ);kg;0.5;1;0.75
2022-01-04;MEYVE;ERIK  ANJELIKA;kg;4.25;10;7.13
2022-01-04;İTHAL..;ELMA GSMIT(İTHAL);kg;5;13;9
2022-01-04;MEYVE;ELMA  GOLDEN;kg;2.5;4.5;3.5
2022-01-04;MEYVE;ARMUT  ;kg;2.5;5;3.75
2022-01-04;İTHAL..;AVAKADO;adet;3.75;7.5;5.63
2022-01-04;İTHAL..;ANANAS;adet;9;21.1;15.05
2022-01-04;İTHAL..;MUZ  ITHAL;kg;6;30;18
2022-01-04;SEBZE;BROKOLI;kg;2;6;4
2022-01-04;MEYVE;CENNET ELMASI;kg;4;12;8
2022-01-04;SEBZE;BIBER  SIVRI;kg;4;13;8.5
2022-01-04;SEBZE;BIBER  DOLMA;kg;4;13.5;8.75
2022-01-04;SEBZE;ENGINAR;adet;2.5;7;4.75
2022-01-04;SEBZE;FASULYE   AYSE;kg;10;30;20
2022-01-04;SEBZE;FASULYE   CALI;kg;13;20;16.5
2022-01-04;SEBZE;HAVUC;kg;1.5;4;2.75
2022-01-04;SEBZE;ISPANAK;kg;4.5;6;5.25
2022-01-04;SEBZE;KABAK TAZE;kg;3;10;6.5
2022-01-04;SEBZE;KABAK  BAL;kg;2;6.5;4.25
2022-01-04;SEBZE;KEREVIZ;kg;2;5.5;3.75
2022-01-04;MEYVE;ÜZÜM  MUHT;kg;6;13;9.5
2022-01-04;SEBZE;MARUL;adet;1.5;4;2.75
2022-01-04;SEBZE;PATLICAN  UZUN;kg;5;22;13.5
2022-01-04;SEBZE;PATLICAN TOPAN;kg;8.5;24;16.25
2022-01-04;SEBZE;PANCAR;kg;1.5;3.15;2.33
2022-01-04;SEBZE;SOGAN   TAZE;kg;4;13;8.5
2022-01-04;SEBZE;SOGAN   KURU;kg;1;4;2.5
2022-01-04;SEBZE;LAHANA  KIRMIZI;kg;2;5;3.5
2022-01-04;SEBZE;KARNABAHAR;kg;1.5;3.5;2.5
2022-01-04;SEBZE;TURP  KIRMIZI;kg;1.5;4;2.75
2022-01-04;SEBZE;YAPRAK  SALAMURA;kg;8;8;8
2022-01-04;SEBZE;SARIMSAK  KURU;kg;8;27;17.5
2022-01-04;SEBZE;PATATES  CALMA;kg;2;6;4
2022-01-04;SEBZE;BIBER  TATLI(ÇARLİSTON);kg;3;13;8
2022-01-04;SEBZE;MARUL AYSBERG;adet;1.5;4;2.75
2022-01-04;SEBZE;MANTAR;kg;6;16.25;11.13
2022-01-04;SEBZE;SOGAN   KIRMIZI;kg;1.5;4;2.75
2022-01-04;SEBZE;BIBER KIRMIZI;kg;4;13;8.5
2022-01-04;SEBZE;LAHANA  BEYAZ;kg;1.5;3;2.25
2022-01-04;SEBZE;PIRASA;kg;2;5;3.5
2022-01-04;SEBZE;PAZI;adet;1.5;3;2.25
2022-01-04;SEBZE;BIBER  KIL ACI;kg;6;18;12
2022-01-04;SEBZE;LAHANA  BURUKSEL;kg;7;18;12.5
2022-01-04;SEBZE;DOMATES  SERA;kg;3;8;5.5
2022-01-04;SEBZE;SALATALIK  KASA;kg;4;13;8.5
2022-01-04;SEBZE;DOMATES  SALKIM;kg;3.5;13;8.25
2022-01-04;SEBZE;MARUL KIVIRCIK;adet;1.5;4;2.75
2022-01-04;SEBZE;DENIZ BÖRÜLCESİ;adet;3.8;4;3.9
2022-01-04;MEYVE;ARMUT  DEVECI;kg;3.5;8;5.75
2022-01-04;SEBZE;MARUL LOLOROSSO;adet;1;4;2.5
2022-01-04;SEBZE;DOMATES CHERRY;kg;4;11;7.5
2022-01-04;SEBZE;DOMATES  BEEF;kg;7;9;8
2022-01-04;MEYVE;KIVI  YERLI;kg;5;18;11.5
2022-01-04;MEYVE;ELMA GSMİT;kg;3;10;6.5
2022-01-04;İTHAL..;ELMA STARKING(İTHAL);kg;5;13;9
2022-01-04;SEBZE;SALATALIK  SİLOR;kg;3;11;7
2022-01-04;MEYVE;LIMON  YENI (MAYER);kg;1.5;3.7;2.6
2022-01-04;İTHAL..;SARIMSAK  İTHAL;kg;10;26;18
2022-01-04;MEYVE;PORTAKAL WASHINGTON;kg;2;7;4.5
2022-01-04;MEYVE;ELMA MUHTELİF;kg;1;3;2
2022-01-04;SEBZE;DOMATES PEMBE;kg;3;10.5;6.75
2022-01-04;MEYVE;LIMON ENTER;kg;1.5;4.5;3
2022-01-04;SEBZE;PATATES TAZE(YIKANMIŞ);kg;2;5.7;3.85
2022-01-04;SEBZE;MANTAR (İSTİRİDYE);kg;6;24;15
2022-01-04;MEYVE;MANDALİNA(TAKOZ);kg;0.5;1;0.75
2022-01-04;MEYVE;AYVA;kg;2.5;8;5.25
2022-01-04;MEYVE;ARMUT  S.MARIA;kg;4;10.5;7.25
2022-01-04;MEYVE;CILEK;kg;10;38;24
2022-01-04;MEYVE;ELMA  AMASYA;kg;5;8;6.5
2022-01-04;MEYVE;ELMA  STARKING;kg;3.5;5;4.25
2022-01-04;MEYVE;GREYFURT;kg;2;5.3;3.65
2022-01-04;SEBZE;KAVUN  TARLA;kg;2.5;5;3.75
2022-01-04;SEBZE;KARPUZ;kg;2;4.5;3.25
2022-01-04;MEYVE;NAR;kg;2;10;6
2022-01-04;MEYVE;KESTANE;kg;55;55;55
2022-01-04;MEYVE;MANDALİNA;kg;2.5;7;4.75
2022-01-04;MEYVE;MUZ  YERLI;kg;3;10;6.5
2022-01-04;MEYVE;ERIK ;kg;2.5;5;3.75
2022-01-04;MEYVE;PORTAKAL  ;kg;1;3;2
2022-01-04;İTHAL..;KIVI  İTHAL;kg;6;30;18
2022-01-04;MEYVE;LIMON  ;kg;1;2.5;1.75
2022-01-04;SEBZE;Y.MAYDONOZ;bağ;0.5;1;0.75
2022-01-04;SEBZE;Y.DEREOTU;bağ;0.5;1.35;0.93
2022-01-04;SEBZE;Y.ROKA;bağ;0.5;1.6;1.05
2022-01-04;SEBZE;Y.NANE;bağ;0.5;1.75;1.13
2022-01-05;SEBZE;FASULYE   AYSE;kg;10;20;15
2022-01-05;SEBZE;FASULYE   CALI;kg;13;20;16.5
2022-01-05;SEBZE;HAVUC;kg;1.5;3.7;2.6
2022-01-05;SEBZE;ISPANAK;kg;2;5;3.5
2022-01-05;SEBZE;KABAK TAZE;kg;3;9;6
2022-01-05;SEBZE;KABAK  BAL;kg;1.5;4;2.75
2022-01-05;SEBZE;KEREVIZ;kg;1.5;3.5;2.5
2022-01-05;SEBZE;MARUL;adet;1.5;3;2.25
2022-01-05;SEBZE;PATLICAN  UZUN;kg;5;20;12.5
2022-01-05;SEBZE;PATLICAN TOPAN;kg;5;20;12.5
2022-01-05;SEBZE;PANCAR;kg;1.5;3.15;2.33
2022-01-05;SEBZE;SOGAN   TAZE;kg;5;12;8.5
2022-01-05;SEBZE;SOGAN   KURU;kg;1;2.8;1.9
2022-01-05;SEBZE;LAHANA  KIRMIZI;kg;2;4.5;3.25
2022-01-05;SEBZE;KARNABAHAR;kg;1.5;3.5;2.5
2022-01-05;SEBZE;TURP  KIRMIZI;kg;1.5;3;2.25
2022-01-05;SEBZE;YAPRAK  SALAMURA;kg;9;9;9
2022-01-05;SEBZE;SARIMSAK  KURU;kg;8;23;15.5
2022-01-05;SEBZE;PATATES  CALMA;kg;2;5.7;3.85
2022-01-05;SEBZE;BIBER  TATLI(ÇARLİSTON);kg;4;14;9
2022-01-05;SEBZE;MARUL AYSBERG;adet;1.5;3;2.25
2022-01-05;SEBZE;KAVUN  SERA;kg;2;5;3.5
2022-01-05;SEBZE;Y.TERE;bağ;0.75;1.2;0.98
2022-01-05;SEBZE;MANTAR;kg;6;16.25;11.13
2022-01-05;SEBZE;SOGAN   KIRMIZI;kg;1.5;4;2.75
2022-01-05;SEBZE;BIBER KIRMIZI;kg;3;12;7.5
2022-01-05;SEBZE;LAHANA  BEYAZ;kg;1.5;3.5;2.5
2022-01-05;SEBZE;PIRASA;kg;1.5;3.5;2.5
2022-01-05;SEBZE;PAZI;adet;1.5;3.5;2.5
2022-01-05;SEBZE;BIBER  KIL ACI;kg;5;18;11.5
2022-01-05;SEBZE;LAHANA  BURUKSEL;kg;4;18;11
2022-01-05;SEBZE;DOMATES  SERA;kg;2;6;4
2022-01-05;SEBZE;SALATALIK  KASA;kg;4;12;8
2022-01-05;SEBZE;DOMATES  SALKIM;kg;3;11;7
2022-01-05;SEBZE;MARUL KIVIRCIK;adet;1.5;4;2.75
2022-01-05;SEBZE;DENIZ BÖRÜLCESİ;adet;1.5;3;2.25
2022-01-05;MEYVE;ARMUT  DEVECI;kg;4.5;6.5;5.5
2022-01-05;SEBZE;MARUL LOLOROSSO;adet;1;3;2
2022-01-05;SEBZE;DOMATES CHERRY;kg;4;11;7.5
2022-01-05;SEBZE;DOMATES  BEEF;kg;7.5;9.5;8.5
2022-01-05;MEYVE;KIVI  YERLI;kg;4;16;10
2022-01-05;MEYVE;ELMA GSMİT;kg;2.5;8.5;5.5
2022-01-05;İTHAL..;ELMA STARKING(İTHAL);kg;5;13;9
2022-01-05;SEBZE;SALATALIK  SİLOR;kg;3;11;7
2022-01-05;MEYVE;LIMON  YENI (MAYER);kg;1.5;3;2.25
2022-01-05;İTHAL..;SARIMSAK  İTHAL;kg;10;26;18
2022-01-05;MEYVE;PORTAKAL WASHINGTON;kg;2;6;4
2022-01-05;MEYVE;ELMA MUHTELİF;kg;1;3;2
2022-01-05;SEBZE;DOMATES PEMBE;kg;3;10.5;6.75
2022-01-05;MEYVE;LIMON ENTER;kg;1.5;4;2.75
2022-01-05;SEBZE;PATATES TAZE(YIKANMIŞ);kg;2;5.2;3.6
2022-01-05;SEBZE;MANTAR (İSTİRİDYE);kg;6;24;15
2022-01-05;MEYVE;MANDALİNA(TAKOZ);kg;0.5;1;0.75
2022-01-05;MEYVE;AYVA;kg;3;9;6
2022-01-05;MEYVE;ARMUT  S.MARIA;kg;2;7;4.5
2022-01-05;MEYVE;CILEK;kg;11.5;38;24.75
2022-01-05;MEYVE;ELMA  AMASYA;kg;4;8;6
2022-01-05;MEYVE;ELMA  STARKING;kg;3;6;4.5
2022-01-05;MEYVE;GREYFURT;kg;1.5;5;3.25
2022-01-05;SEBZE;KARPUZ;kg;2;4.5;3.25
2022-01-05;MEYVE;NAR;kg;2;7;4.5
2022-01-05;MEYVE;KESTANE;kg;50;50;50
2022-01-05;MEYVE;MANDALİNA;kg;2;6;4
2022-01-05;MEYVE;MUZ  YERLI;kg;3;9;6
2022-01-05;MEYVE;ERIK ;kg;2.5;5;3.75
2022-01-05;MEYVE;PORTAKAL  ;kg;1;3;2
2022-01-05;İTHAL..;KIVI  İTHAL;kg;6;30;18
2022-01-05;MEYVE;LIMON  ;kg;1;2.5;1.75
2022-01-05;SEBZE;Y.MAYDONOZ;bağ;0.75;1.2;0.98
2022-01-05;SEBZE;Y.DEREOTU;bağ;0.75;1.2;0.98
2022-01-05;SEBZE;Y.ROKA;bağ;0.75;1.2;0.98
2022-01-05;SEBZE;Y.NANE;bağ;0.75;2;1.38
2022-01-05;MEYVE;ERIK  ANJELIKA;kg;4;10;7
2022-01-05;İTHAL..;ELMA GSMIT(İTHAL);kg;5;13;9
2022-01-05;MEYVE;ELMA  GOLDEN;kg;2.5;4.5;3.5
2022-01-05;MEYVE;ARMUT  ;kg;2.5;5;3.75
2022-01-05;İTHAL..;AVAKADO;adet;4;7.85;5.93
2022-01-05;İTHAL..;ANANAS;adet;18;21.1;19.55
2022-01-05;İTHAL..;MUZ  ITHAL;kg;6;25;15.5
2022-01-05;SEBZE;BROKOLI;kg;1.5;5;3.25
2022-01-05;MEYVE;CENNET ELMASI;kg;3;10;6.5
2022-01-05;MEYVE;ÜZÜM  MUHT;kg;6;14;10
2022-01-05;SEBZE;BIBER  SIVRI;kg;4;14;9
2022-01-05;SEBZE;BIBER  DOLMA;kg;3;12;7.5
2022-01-05;SEBZE;ENGINAR;adet;2.5;7;4.75
2022-01-06;MEYVE;ARMUT  S.MARIA;kg;4;13;8.5
2022-01-06;MEYVE;CILEK;kg;6;30;18
2022-01-06;MEYVE;ELMA  AMASYA;kg;5.5;8;6.75
2022-01-06;MEYVE;ELMA  STARKING;kg;3;7;5
2022-01-06;MEYVE;GREYFURT;kg;2;4.5;3.25
2022-01-06;SEBZE;KARPUZ;kg;2;4.5;3.25
2022-01-06;MEYVE;NAR;kg;2.5;9;5.75
2022-01-06;MEYVE;KESTANE;kg;10;50;30
2022-01-06;MEYVE;MANDALİNA;kg;2;8;5
2022-01-06;MEYVE;MUZ  YERLI;kg;3;11;7
2022-01-06;MEYVE;ERIK ;kg;2.5;5;3.75
2022-01-06;MEYVE;PORTAKAL  ;kg;1;3;2
2022-01-06;İTHAL..;KIVI  İTHAL;kg;6;30;18
2022-01-06;MEYVE;LIMON  ;kg;1;2.5;1.75
2022-01-06;SEBZE;Y.MAYDONOZ;bağ;0.75;1.2;0.98
2022-01-06;SEBZE;Y.DEREOTU;bağ;0.75;1.2;0.98
2022-01-06;SEBZE;Y.ROKA;bağ;0.75;1.2;0.98
2022-01-06;SEBZE;Y.TERE;bağ;0.75;1.2;0.98
2022-01-06;SEBZE;Y.NANE;bağ;0.75;2;1.38
2022-01-06;MEYVE;ERIK  ANJELIKA;kg;12;14;13
2022-01-06;İTHAL..;ELMA GSMIT(İTHAL);kg;5;13;9
2022-01-06;MEYVE;LIMON  YENI (MAYER);kg;1.5;3;2.25
2022-01-06;MEYVE;LIMON ENTER;kg;1.5;4;2.75
2022-01-06;MEYVE;ELMA  GOLDEN;kg;3;4.5;3.75
2022-01-06;MEYVE;ARMUT  ;kg;2.5;5;3.75
2022-01-06;SEBZE;KAVUN  SERA;kg;2;5.5;3.75
2022-01-06;İTHAL..;AVAKADO;adet;3.5;9;6.25
2022-01-06;İTHAL..;ANANAS;adet;16;21;18.5
2022-01-06;İTHAL..;MUZ  ITHAL;kg;6;25;15.5
2022-01-06;SEBZE;BROKOLI;kg;2;6;4
2022-01-06;MEYVE;CENNET ELMASI;kg;3;14;8.5
2022-01-06;MEYVE;ÜZÜM  MUHT;kg;5;13;9
2022-01-06;SEBZE;BIBER  SIVRI;kg;4;14;9
2022-01-06;SEBZE;BIBER  DOLMA;kg;3;12;7.5
2022-01-06;SEBZE;ENGINAR;adet;2.5;7;4.75
2022-01-06;SEBZE;FASULYE   AYSE;kg;15;35;25
2022-01-06;SEBZE;FASULYE   CALI;kg;5;18;11.5
2022-01-06;SEBZE;HAVUC;kg;2;4.5;3.25
2022-01-06;SEBZE;ISPANAK;kg;2;7;4.5
2022-01-06;SEBZE;KABAK TAZE;kg;3;10;6.5
2022-01-06;SEBZE;KABAK  BAL;kg;2.5;4;3.25
2022-01-06;SEBZE;KEREVIZ;kg;1.5;4;2.75
2022-01-06;SEBZE;MARUL;adet;1.5;3;2.25
2022-01-06;SEBZE;PATLICAN  UZUN;kg;5;20;12.5
2022-01-06;SEBZE;PATLICAN TOPAN;kg;7;21;14
2022-01-06;SEBZE;PANCAR;kg;1.5;6;3.75
2022-01-06;SEBZE;SOGAN   TAZE;kg;5;12;8.5
2022-01-06;SEBZE;SOGAN   KURU;kg;1;2.5;1.75
2022-01-06;SEBZE;LAHANA  KIRMIZI;kg;2;5;3.5
2022-01-06;SEBZE;KARNABAHAR;kg;2;4;3
2022-01-06;SEBZE;TURP  KIRMIZI;kg;2;5;3.5
2022-01-06;SEBZE;YAPRAK  SALAMURA;kg;8;9;8.5
2022-01-06;SEBZE;SARIMSAK  KURU;kg;8;23;15.5
2022-01-06;SEBZE;PATATES  CALMA;kg;1.5;5.3;3.4
2022-01-06;SEBZE;BIBER  TATLI(ÇARLİSTON);kg;3;11;7
2022-01-06;SEBZE;MARUL AYSBERG;adet;1.5;3;2.25
2022-01-06;SEBZE;MANTAR;kg;6;14;10
2022-01-06;SEBZE;SOGAN   KIRMIZI;kg;2;5.5;3.75
2022-01-06;SEBZE;BIBER KIRMIZI;kg;3;13;8
2022-01-06;SEBZE;LAHANA  BEYAZ;kg;2;5;3.5
2022-01-06;SEBZE;PIRASA;kg;2;6.5;4.25
2022-01-06;SEBZE;PAZI;adet;1.5;4.5;3
2022-01-06;SEBZE;BIBER  KIL ACI;kg;5;19;12
2022-01-06;SEBZE;LAHANA  BURUKSEL;kg;6;18;12
2022-01-06;SEBZE;DOMATES  SERA;kg;3;9;6
2022-01-06;SEBZE;SALATALIK  KASA;kg;4;12;8
2022-01-06;SEBZE;DOMATES  SALKIM;kg;3;10;6.5
2022-01-06;SEBZE;MARUL KIVIRCIK;adet;2;6;4
2022-01-06;SEBZE;DENIZ BÖRÜLCESİ;adet;1.5;4;2.75
2022-01-06;MEYVE;ARMUT  DEVECI;kg;4;8;6
2022-01-06;SEBZE;MARUL LOLOROSSO;adet;2;5.5;3.75
2022-01-06;SEBZE;DOMATES CHERRY;kg;3;10;6.5
2022-01-06;SEBZE;DOMATES  BEEF;kg;6;10;8
2022-01-06;MEYVE;KIVI  YERLI;kg;4;17;10.5
2022-01-06;MEYVE;ELMA GSMİT;kg;3;9;6
2022-01-06;İTHAL..;ELMA STARKING(İTHAL);kg;5;13;9
2022-01-06;SEBZE;SALATALIK  SİLOR;kg;3;11;7
2022-01-06;İTHAL..;SARIMSAK  İTHAL;kg;10;26;18
2022-01-06;MEYVE;PORTAKAL WASHINGTON;kg;2;6;4
2022-01-06;MEYVE;ELMA MUHTELİF;kg;1;3;2
2022-01-06;SEBZE;DOMATES PEMBE;kg;5;11;8
2022-01-06;SEBZE;PATATES TAZE(YIKANMIŞ);kg;1.5;5;3.25
2022-01-06;SEBZE;MANTAR (İSTİRİDYE);kg;6;20;13
2022-01-06;MEYVE;MANDALİNA(TAKOZ);kg;0.5;1;0.75
2022-01-06;MEYVE;AYVA;kg;3;8.5;5.75
2022-01-07;SEBZE;MARUL AYSBERG;adet;1.5;3;2.25
2022-01-07;SEBZE;MANTAR;kg;6;14;10
2022-01-07;SEBZE;SOGAN   KIRMIZI;kg;1.5;4;2.75
2022-01-07;SEBZE;BIBER KIRMIZI;kg;2;12;7
2022-01-07;SEBZE;LAHANA  BEYAZ;kg;1.5;3.5;2.5
2022-01-07;SEBZE;MARUL LOLOROSSO;adet;1.5;3;2.25
2022-01-07;SEBZE;DOMATES CHERRY;kg;3.3;10;6.65
2022-01-07;SEBZE;DOMATES  BEEF;kg;6;10;8
2022-01-07;MEYVE;KIVI  YERLI;kg;7;17;12
2022-01-07;MEYVE;ELMA GSMİT;kg;3;8;5.5
2022-01-07;İTHAL..;ELMA STARKING(İTHAL);kg;5;13;9
2022-01-07;SEBZE;SALATALIK  SİLOR;kg;3;11;7
2022-01-07;MEYVE;LIMON  YENI (MAYER);kg;1.5;3.5;2.5
2022-01-07;İTHAL..;SARIMSAK  İTHAL;kg;10;26;18
2022-01-07;MEYVE;PORTAKAL WASHINGTON;kg;2;6;4
2022-01-07;MEYVE;ELMA MUHTELİF;kg;1;3;2
2022-01-07;SEBZE;DOMATES PEMBE;kg;3;8;5.5
2022-01-07;MEYVE;LIMON ENTER;kg;1.5;4;2.75
2022-01-07;SEBZE;PATATES TAZE(YIKANMIŞ);kg;2;5.5;3.75
2022-01-07;SEBZE;MANTAR (İSTİRİDYE);kg;7;19;13
2022-01-07;MEYVE;MANDALİNA(TAKOZ);kg;0.5;1;0.75
2022-01-07;MEYVE;MANDALİNA SATSUMA;kg;1.5;4.5;3
2022-01-07;SEBZE;PIRASA;kg;1.5;4.5;3
2022-01-07;SEBZE;PAZI;adet;1.5;3.5;2.5
2022-01-07;SEBZE;BIBER  KIL ACI;kg;5;20;12.5
2022-01-07;SEBZE;LAHANA  BURUKSEL;kg;3;18;10.5
2022-01-07;SEBZE;DOMATES  SERA;kg;3;9;6
2022-01-07;SEBZE;SALATALIK  KASA;kg;3;12;7.5
2022-01-07;SEBZE;DOMATES  SALKIM;kg;4;8;6
2022-01-07;SEBZE;MARUL KIVIRCIK;adet;2;6;4
2022-01-07;SEBZE;DENIZ BÖRÜLCESİ;adet;1.5;4;2.75
2022-01-07;MEYVE;ARMUT  DEVECI;kg;3;8;5.5
2022-01-07;MEYVE;AYVA;kg;3;8.5;5.75
2022-01-07;MEYVE;ARMUT  S.MARIA;kg;3;12;7.5
2022-01-07;MEYVE;CILEK;kg;6;38;22
2022-01-07;MEYVE;ELMA  AMASYA;kg;3.5;8;5.75
2022-01-07;MEYVE;ELMA  STARKING;kg;3;7;5
2022-01-07;MEYVE;GREYFURT;kg;2;4.8;3.4
2022-01-07;SEBZE;KARPUZ;kg;2;4.5;3.25
2022-01-07;MEYVE;NAR;kg;2.5;9;5.75
2022-01-07;MEYVE;KESTANE;kg;45;48;46.5
2022-01-07;MEYVE;MANDALİNA;kg;3;6.5;4.75
2022-01-07;MEYVE;MUZ  YERLI;kg;3;8.5;5.75
2022-01-07;MEYVE;ERIK ;kg;2.5;5;3.75
2022-01-07;MEYVE;PORTAKAL  ;kg;1;3;2
2022-01-07;İTHAL..;KIVI  İTHAL;kg;6;30;18
2022-01-07;MEYVE;LIMON  ;kg;1;2.5;1.75
2022-01-07;SEBZE;Y.MAYDONOZ;bağ;0.75;1.2;0.98
2022-01-07;SEBZE;Y.DEREOTU;bağ;0.75;1.2;0.98
2022-01-07;SEBZE;Y.ROKA;bağ;0.75;1.2;0.98
2022-01-07;SEBZE;Y.TERE;bağ;0.75;1.2;0.98
2022-01-07;SEBZE;Y.NANE;bağ;0.75;2;1.38
2022-01-07;MEYVE;ERIK  ANJELIKA;kg;7;13;10
2022-01-07;İTHAL..;ELMA GSMIT(İTHAL);kg;5;13;9
2022-01-07;MEYVE;ELMA  GOLDEN;kg;2;4.5;3.25
