TARIH;MAL_TURU;MAL_ADI;BIRIM;ASGARI_UCRET;AZAMI_UCRET;ORTALAMA_UCRET
2020-01-04;SEBZE;Y.MAYDONOZ;BAĞ;0.30;0.50;0.40
2020-01-04;SEBZE;Y.DEREOTU;BAĞ;0.30;0.50;0.40
2020-01-04;SEBZE;Y.ROKA;BAĞ;0.30;0.50;0.40
2020-01-04;SEBZE;Y.TERE;BAĞ;0.30;0.50;0.40
2020-01-04;SEBZE;DOMATES PEMBE;KG;4;8;6
2020-01-04;MEYVE;LIMON ENTER;KG;2.50;5;3.75
2020-01-04;SEBZE;Y.NANE;BAĞ;0.40;0.75;0.58
2020-01-04;İTHAL..;ELMA GSMIT(İTHAL);KG;5;15;10
2020-01-04;MEYVE;ELMA  GOLDEN;KG;1.30;3.80;2.55
2020-01-04;MEYVE;ARMUT  MUHT;KG;1;3;2
2020-01-04;İTHAL..;AVAKADO;ADET;2;5;3.50
2020-01-04;İTHAL..;ANANAS;ADET;5;11;8
2020-01-04;İTHAL..;MUZ  ITHAL;KG;5;10;7.50
2020-01-04;İTHAL..;HINDISTAN CEVIZI;ADET;2.50;5;3.75
2020-01-04;SEBZE;BROKOLI;KG;0.90;3;1.95
2020-01-04;MEYVE;CENNET ELMASI;KG;3;7.50;5.25
2020-01-04;SEBZE;BAKLA;KG;2.50;7;4.75
2020-01-04;SEBZE;BIBER  SIVRI;KG;1.50;3.80;2.65
2020-01-04;SEBZE;BIBER  DOLMA;KG;2;5.50;3.75
2020-01-04;SEBZE;ENGINAR;ADET;2;3.50;2.75
2020-01-04;SEBZE;FASULYE   AYSE;KG;5;12;8.50
2020-01-04;SEBZE;FASULYE   CALI;KG;3.50;9;6.25
2020-01-04;SEBZE;FASULYE   BARBUN;KG;3.50;9.50;6.50
2020-01-04;SEBZE;HAVUC;KG;0.50;1.60;1.05
2020-01-04;SEBZE;ISPANAK;KG;0.70;2;1.35
2020-01-04;SEBZE;KABAK TAZE;KG;1.20;3;2.10
2020-01-04;SEBZE;KABAK  BAL;KG;0.80;2;1.40
2020-01-04;SEBZE;KEREVIZ;KG;0.70;2.30;1.50
2020-01-04;SEBZE;MARUL;ADET;0.90;2.40;1.65
2020-01-04;SEBZE;PATLICAN  UZUN;KG;1.50;4.50;3
2020-01-04;SEBZE;PATLICAN TOPAN;KG;2;5.50;3.75
2020-01-04;SEBZE;PATATES;KG;0.40;1.45;0.93
2020-01-04;SEBZE;PANCAR;KG;0.50;1.50;1
2020-01-04;SEBZE;SOGAN   TAZE;KG;4;8;6
2020-01-04;SEBZE;SOGAN   KURU;KG;0.70;2.10;1.40
2020-01-04;SEBZE;LAHANA  KIRMIZI;KG;0.40;1.20;0.80
2020-01-04;SEBZE;KARNABAHAR;KG;0.50;2;1.25
2020-01-04;SEBZE;TURP  KIRMIZI;KG;0.30;1.25;0.78
2020-01-04;MEYVE;DARI(ADET);ADET;0.25;0.65;0.45
2020-01-04;SEBZE;YAPRAK  SALAMURA;KG;6;10;8
2020-01-04;SEBZE;SARIMSAK  KURU;KG;13;30;21.50
2020-01-04;SEBZE;PATATES  CALMA;KG;0.70;1.60;1.15
2020-01-04;SEBZE;BIBER  TATLI(ÇARLİSTON);KG;1.30;3.50;2.40
2020-01-04;SEBZE;MARUL AYSBERG;ADET;0.80;2.50;1.65
2020-01-04;SEBZE;MANTAR;KG;4;9;6.50
2020-01-04;SEBZE;SOGAN   KIRMIZI;KG;1.80;4;2.90
2020-01-04;SEBZE;BIBER KIRMIZI;KG;3;6.30;4.65
2020-01-04;SEBZE;LAHANA  BEYAZ;KG;0.40;1;0.70
2020-01-04;SEBZE;PIRASA;KG;0.50;1.50;1
2020-01-04;SEBZE;PAZI;ADET;0.70;1.80;1.25
2020-01-04;SEBZE;BIBER  KIL ACI;KG;5;10;7.50
2020-01-04;SEBZE;DOMATES  SERA;KG;1.80;5.80;3.80
2020-01-04;SEBZE;SALATALIK  KASA;KG;1;3.50;2.25
2020-01-04;SEBZE;DOMATES  SALKIM;KG;3;7;5
2020-01-04;SEBZE;MARUL KIVIRCIK;ADET;0.80;2.20;1.50
2020-01-04;SEBZE;YERELMASI;KG;1;2.50;1.75
2020-01-04;SEBZE;DENIZ BÖRÜLCESİ;ADET;0.30;1;0.65
2020-01-04;MEYVE;ARMUT  DEVECI;KG;2;5.50;3.75
2020-01-04;SEBZE;MARUL LOLOROSSO;ADET;0.90;2.50;1.70
2020-01-04;SEBZE;DOMATES CHERRY;KG;3;7.50;5.25
2020-01-04;SEBZE;DOMATES  BEEF;KG;2;6;4
2020-01-04;MEYVE;KIVI  YERLI;KG;3;7;5
2020-01-04;İTHAL..;ELMA STARKING(İTHAL);KG;5;14;9.50
2020-01-04;SEBZE;SALATALIK  SİLOR;KG;1.30;4.30;2.80
2020-01-04;MEYVE;LIMON  YENI (MAYER);KG;1.20;3.50;2.35
2020-01-04;MEYVE;ELMA  ARJANTİN;KG;1.50;5;3.25
2020-01-04;İTHAL..;SARIMSAK  İTHAL;KG;15;30;22.50
2020-01-04;MEYVE;PORTAKAL WASHINGTON;KG;1.20;3.20;2.20
2020-01-06;SEBZE;DOMATES  SALKIM;KG;3;7.20;5.10
2020-01-06;SEBZE;MARUL KIVIRCIK;ADET;0.80;2.20;1.50
2020-01-06;SEBZE;YERELMASI;KG;1;2.50;1.75
2020-01-06;SEBZE;DENIZ BÖRÜLCESİ;ADET;0.30;1;0.65
2020-01-06;MEYVE;ARMUT  DEVECI;KG;2;5.50;3.75
2020-01-06;SEBZE;MARUL LOLOROSSO;ADET;0.90;2.50;1.70
2020-01-06;SEBZE;DOMATES CHERRY;KG;3;7.50;5.25
2020-01-06;SEBZE;DOMATES  BEEF;KG;2;6.50;4.25
2020-01-06;MEYVE;KIVI  YERLI;KG;3;7;5
2020-01-06;İTHAL..;ELMA STARKING(İTHAL);KG;5;14;9.50
2020-01-06;SEBZE;SALATALIK  SİLOR;KG;1.50;5;3.25
2020-01-06;MEYVE;LIMON  YENI (MAYER);KG;1.20;3.50;2.35
2020-01-06;MEYVE;ELMA  ARJANTİN;KG;1.50;5;3.25
2020-01-06;İTHAL..;SARIMSAK  İTHAL;KG;15;30;22.50
2020-01-06;MEYVE;PORTAKAL WASHINGTON;KG;1.20;3.20;2.20
2020-01-06;MEYVE;ELMA MUHTELİF;KG;0.60;2.50;1.55
2020-01-06;SEBZE;MANTAR (PAKET 400GR);ADET;4.50;11.50;8
2020-01-06;SEBZE;DOMATES PEMBE;KG;4;8;6
2020-01-06;MEYVE;LIMON ENTER;KG;2.50;5;3.75
2020-01-06;MEYVE;AYVA;KG;2.50;5;3.75
2020-01-06;MEYVE;ARMUT  S.MARIA;KG;2.50;7;4.75
2020-01-06;MEYVE;CILEK;KG;5;10;7.50
2020-01-06;MEYVE;ELMA  AMASYA;KG;1.80;5;3.40
2020-01-06;MEYVE;ELMA  STARKING;KG;1.50;4.30;2.90
2020-01-06;MEYVE;GREYFURT;KG;0.60;2;1.30
2020-01-06;SEBZE;KAVUN  TARLA;KG;2;5;3.50
2020-01-06;MEYVE;NAR;KG;1.50;4;2.75
2020-01-06;MEYVE;KESTANE;KG;10;17;13.50
2020-01-06;MEYVE;MANDALİNA;KG;0.60;3.50;2.05
2020-01-06;MEYVE;MUZ  YERLI;KG;2.50;6.50;4.50
2020-01-06;MEYVE;PORTAKAL  MUHT;KG;0.60;2.50;1.55
2020-01-06;MEYVE;LIMON  DOKME;KG;0.60;2.30;1.45
2020-01-06;SEBZE;Y.MAYDONOZ;BAĞ;0.30;0.50;0.40
2020-01-06;SEBZE;Y.DEREOTU;BAĞ;0.30;0.50;0.40
2020-01-06;SEBZE;Y.ROKA;BAĞ;0.30;0.50;0.40
2020-01-06;SEBZE;Y.TERE;BAĞ;0.30;0.50;0.40
2020-01-06;SEBZE;Y.NANE;BAĞ;0.40;0.75;0.58
2020-01-06;İTHAL..;ELMA GSMIT(İTHAL);KG;5;15;10
2020-01-06;MEYVE;ELMA  GOLDEN;KG;1.30;3.80;2.55
2020-01-06;SEBZE;MARUL AYSBERG;ADET;0.80;2.50;1.65
2020-01-06;SEBZE;MANTAR;KG;4;9;6.50
2020-01-06;SEBZE;SOGAN   KIRMIZI;KG;1.80;4;2.90
2020-01-06;SEBZE;PANCAR;KG;0.50;1.50;1
2020-01-06;SEBZE;SARIMSAK  KURU;KG;13;30;21.50
2020-01-06;MEYVE;ARMUT  MUHT;KG;1;3;2
2020-01-06;İTHAL..;AVAKADO;ADET;2;5;3.50
2020-01-06;İTHAL..;ANANAS;ADET;5;11;8
2020-01-06;İTHAL..;MUZ  ITHAL;KG;5;10;7.50
2020-01-06;İTHAL..;HINDISTAN CEVIZI;ADET;2.50;5;3.75
2020-01-06;SEBZE;BROKOLI;KG;0.90;3;1.95
2020-01-06;MEYVE;CENNET ELMASI;KG;3;7.50;5.25
2020-01-06;SEBZE;BAKLA;KG;2.50;7;4.75
2020-01-06;SEBZE;BIBER  SIVRI;KG;1.50;4.50;3
2020-01-06;SEBZE;BIBER  DOLMA;KG;2;6;4
2020-01-06;SEBZE;ENGINAR;ADET;2;3.50;2.75
2020-01-06;SEBZE;FASULYE   AYSE;KG;5;12;8.50
2020-01-06;SEBZE;FASULYE   CALI;KG;3.50;9;6.25
2020-01-06;SEBZE;FASULYE   BARBUN;KG;3.50;9.50;6.50
2020-01-06;SEBZE;HAVUC;KG;0.50;1.60;1.05
2020-01-06;SEBZE;ISPANAK;KG;0.70;2;1.35
2020-01-06;SEBZE;KABAK TAZE;KG;1.50;3.50;2.50
2020-01-06;SEBZE;KABAK  BAL;KG;0.80;2.30;1.55
2020-01-06;SEBZE;KEREVIZ;KG;0.70;2.30;1.50
2020-01-06;SEBZE;MARUL;ADET;0.90;2.40;1.65
2020-01-06;SEBZE;PATLICAN  UZUN;KG;1.50;5.50;3.50
2020-01-06;SEBZE;PATLICAN TOPAN;KG;2.50;6;4.25
2020-01-06;SEBZE;PATATES;KG;0.40;1.60;1
2020-01-06;SEBZE;SOGAN   TAZE;KG;4;8;6
2020-01-06;SEBZE;SOGAN   KURU;KG;0.70;2.10;1.40
2020-01-06;SEBZE;LAHANA  KIRMIZI;KG;0.40;1.20;0.80
2020-01-06;SEBZE;KARNABAHAR;KG;0.60;2.50;1.55
2020-01-06;SEBZE;TURP  KIRMIZI;KG;0.30;1.25;0.78
2020-01-06;MEYVE;DARI(ADET);ADET;0.25;0.65;0.45
2020-01-06;SEBZE;YAPRAK  SALAMURA;KG;6;10;8
2020-01-06;SEBZE;PATATES  CALMA;KG;0.70;1.80;1.25
2020-01-06;SEBZE;BIBER  TATLI(ÇARLİSTON);KG;1.50;4.30;2.90
2020-01-06;SEBZE;BIBER KIRMIZI;KG;3;7;5
2020-01-06;SEBZE;LAHANA  BEYAZ;KG;0.40;1;0.70
2020-01-06;SEBZE;PIRASA;KG;0.50;1.50;1
2020-01-06;SEBZE;PAZI;ADET;0.70;1.80;1.25
2020-01-06;SEBZE;BIBER  KIL ACI;KG;5;10;7.50
2020-01-06;SEBZE;DOMATES  SERA;KG;1.80;6;3.90
2020-01-06;SEBZE;SALATALIK  KASA;KG;1.20;4.20;2.70
2020-01-07;İTHAL..;ANANAS;ADET;5;11;8
2020-01-07;İTHAL..;MUZ  ITHAL;KG;5;10;7.50
2020-01-07;İTHAL..;HINDISTAN CEVIZI;ADET;2.50;5;3.75
2020-01-07;SEBZE;BROKOLI;KG;0.90;3;1.95
2020-01-07;MEYVE;CENNET ELMASI;KG;3;7.50;5.25
2020-01-07;SEBZE;BAKLA;KG;2;6;4
2020-01-07;SEBZE;BIBER  SIVRI;KG;1.50;4.50;3
2020-01-07;SEBZE;BIBER  DOLMA;KG;2;6;4
2020-01-07;SEBZE;ENGINAR;ADET;2;3.50;2.75
2020-01-07;SEBZE;FASULYE   AYSE;KG;5;12;8.50
2020-01-07;SEBZE;FASULYE   CALI;KG;3.50;9;6.25
2020-01-07;SEBZE;FASULYE   BARBUN;KG;3.50;9.50;6.50
2020-01-07;SEBZE;HAVUC;KG;0.50;1.60;1.05
2020-01-07;SEBZE;ISPANAK;KG;0.70;2;1.35
2020-01-07;SEBZE;KABAK TAZE;KG;1.50;3.50;2.50
2020-01-07;SEBZE;KABAK  BAL;KG;0.80;2.30;1.55
2020-01-07;SEBZE;KEREVIZ;KG;0.70;2.30;1.50
2020-01-07;SEBZE;MARUL;ADET;0.90;2.40;1.65
2020-01-07;SEBZE;PATLICAN  UZUN;KG;2;6;4
2020-01-07;MEYVE;ELMA  STARKING;KG;1.50;4.30;2.90
2020-01-07;MEYVE;GREYFURT;KG;0.80;2.50;1.65
2020-01-07;SEBZE;KAVUN  TARLA;KG;2;5;3.50
2020-01-07;MEYVE;NAR;KG;1.50;4;2.75
2020-01-07;MEYVE;KESTANE;KG;10;17;13.50
2020-01-07;MEYVE;MANDALİNA;KG;0.60;3.50;2.05
2020-01-07;MEYVE;MUZ  YERLI;KG;2.50;6.50;4.50
2020-01-07;MEYVE;PORTAKAL  MUHT;KG;0.60;2.50;1.55
2020-01-07;MEYVE;LIMON  DOKME;KG;0.60;2.30;1.45
2020-01-07;SEBZE;Y.MAYDONOZ;BAĞ;0.30;0.50;0.40
2020-01-07;SEBZE;Y.DEREOTU;BAĞ;0.30;0.50;0.40
2020-01-07;SEBZE;Y.ROKA;BAĞ;0.30;0.50;0.40
2020-01-07;SEBZE;Y.TERE;BAĞ;0.30;0.50;0.40
2020-01-07;SEBZE;Y.NANE;BAĞ;0.40;0.75;0.58
2020-01-07;İTHAL..;ELMA GSMIT(İTHAL);KG;5;15;10
2020-01-07;MEYVE;ELMA  GOLDEN;KG;1.30;3.80;2.55
2020-01-07;MEYVE;ARMUT  MUHT;KG;1;3;2
2020-01-07;İTHAL..;AVAKADO;ADET;2;5;3.50
2020-01-07;MEYVE;AYVA;KG;2.50;5;3.75
2020-01-07;MEYVE;ARMUT  S.MARIA;KG;2.50;7;4.75
2020-01-07;MEYVE;CILEK;KG;5;12;8.50
2020-01-07;MEYVE;ELMA  AMASYA;KG;1.80;5;3.40
2020-01-07;SEBZE;PATLICAN TOPAN;KG;3;7;5
2020-01-07;SEBZE;PATATES;KG;0.40;1.60;1
