OrtalamaUcret,MAL_ADI,BIRIM,ASGARI_FIYAT,AZAMI_FIYAT,MalId,tarih,HAL_TURU,MalTipId,MAL_TIPI,Gorsel,TARIH,ORTALAMA_FIYAT
550.0,ERİK  CAN,KG,350,750,8,,1,2,MEYVE,b732ed21-ac4c-46e1-b60e-bdef28a0ebfe.jpg,2026-04-11,550.0
210.0,FASULYE   AYSE,KG,150,270,110,,1,1,SEBZE,6b21fa65-11e3-4580-9411-13c50e31ed26.jpg,2026-04-11,210.0
125.0,FASULYE   CALI,KG,100,150,111,,1,1,SEBZE,28bde523-3ecc-4064-9ba6-f4c834e428e9.jpg,2026-04-11,125.0
30.0,GREYFURT,KG,20,40,10,,1,2,MEYVE,b2932505-0e93-4749-9be9-0dbc6aad1373.jpg,2026-04-11,30.0
25.0,HAVUÇ,KG,15,35,113,,1,1,SEBZE,5ff82420-427d-44c1-8b29-fd872366cb56.jpg,2026-04-11,25.0
75.0,HINDISTAN CEVIZI,ADET,50,100,55,,1,3,İTHAL,9e7785dc-4d4c-48ee-a0c9-fcaa799286ac.jpg,2026-04-11,75.0
37.5,ISPANAK,KG,25,50,114,,1,1,SEBZE,10e33205-f35d-4c44-a3dc-f2ecb2e9feb5.jpg,2026-04-11,37.5
52.5,KABAK  BAL,KG,35,70,116,,1,1,SEBZE,edcecaef-59c0-4e5e-bd21-b6bf9db34629.jpg,2026-04-11,52.5
45.0,KABAK TAZE,KG,30,60,115,,1,1,SEBZE,1213837f-95aa-4bb8-846d-8e29511c5859.jpg,2026-04-11,45.0
55.0,KARNABAHAR,KG,45,65,128,,1,1,SEBZE,aee5d8d4-3334-4422-b7b8-138cffe1a69a.jpg,2026-04-11,55.0
47.5,KARPUZ,KG,35,60,12,,1,1,SEBZE,fed021b1-9b28-4ce8-835c-534e4a989427.jpg,2026-04-11,47.5
160.0,KAVUN DİĞER,KG,100,220,11,,1,1,SEBZE,e8c60d17-9dc2-4812-9b56-07d769abfadb.jpg,2026-04-11,160.0
22.5,KEREVIZ,KG,15,30,117,,1,1,SEBZE,23f30ee5-7727-4313-bb41-e34fb12f8258.jpg,2026-04-11,22.5
125.0,KIVI  ,KG,100,150,231,,1,2,MEYVE,1e3cc1f7-5711-42b2-8f02-c282797361d9.jpg,2026-04-11,125.0
15.0,LAHANA  BEYAZ,KG,10,20,145,,1,1,SEBZE,b12589db-34f2-4c83-8118-5901d91a1319.jpg,2026-04-11,15.0
50.0,LAHANA  BURUKSEL,KG,40,60,153,,1,1,SEBZE,1807405b-416b-4302-8f30-7984c52a8109.jpg,2026-04-11,50.0
35.0,LAHANA  KIRMIZI,KG,25,45,127,,1,1,SEBZE,f63614a4-aef2-4e3e-9ce7-ae736ba28b6e.jpg,2026-04-11,35.0
55.0,LİMON  YENİ (MAYER),KG,40,70,1402,,1,2,MEYVE,3b017691-4eb0-41f0-b9ab-f55c421763a3.jpg,2026-04-11,55.0
75.0,LİMON DİĞER ,KG,50,100,33,,1,2,MEYVE,2ab1ea18-4e04-4c09-984f-7e5c6fc6e50f.jpg,2026-04-11,75.0
67.5,LİMON LAMAS,KG,45,90,1532,,1,2,MEYVE,b676e0d2-514d-4008-a6af-6e7de77e015a.jpg,2026-04-11,67.5
325.0,MALTA,KG,250,400,20,,1,2,MEYVE,446dbe57-d441-48e5-9179-4f11142fdaca.jpg,2026-04-11,325.0
42.5,MANDALİNA MURKOT,KG,35,50,1525,,1,2,MEYVE,4dd37532-b68e-44d7-a8b3-e0e4d73312f9.jpg,2026-04-11,42.5
77.5,MANGO,ADET,70,85,194,,1,3,İTHAL,53f94af0-540c-4092-8d00-bb11347222af.webp,2026-04-11,77.5
112.5,MANTAR,KG,75,150,140,,1,1,SEBZE,9c6289a0-7e5c-434a-849a-62dba4e4ce00.jpg,2026-04-11,112.5
52.5,MARUL,ADET,45,60,118,,1,1,SEBZE,dd8f959e-fc04-4dc8-ace8-8314c3fd7d5a.jpg,2026-04-11,52.5
82.5,MARUL AYSBERG,ADET,75,90,139,,1,1,SEBZE,feaeb03c-3c3f-4cbe-9ecb-2a1b1e0eef52.jpg,2026-04-11,82.5
52.5,MARUL KIVIRCIK,ADET,45,60,174,,1,1,SEBZE,c3a454b2-73ec-47d0-9618-ec42d51ce6cb.jpg,2026-04-11,52.5
60.0,MARUL LOLOROSSO,ADET,50,70,208,,1,1,SEBZE,555cef43-e772-4f5b-96d1-138326e782fb.jpg,2026-04-11,60.0
105.0,MUZ  ITHAL,KG,80,130,54,,1,3,İTHAL,f1db974d-8faf-45a6-a119-7af7ab3e6838.jpg,2026-04-11,105.0
67.5,MUZ  YERLI,KG,55,80,22,,1,2,MEYVE,38097f1b-9c36-4e89-a396-f7849fe5eafa.jpg,2026-04-11,67.5
97.5,NAR,KG,75,120,15,,1,2,MEYVE,562a285b-c643-4780-8eb2-663d62a10615.jpg,2026-04-11,97.5
27.5,PANCAR,KG,20,35,124,,1,1,SEBZE,e91ca844-30cf-488c-a027-6b2562d99e75.jpg,2026-04-11,27.5
17.5,PATATES  CALMA,KG,10,25,137,,1,1,SEBZE,f600f96e-7703-49da-8a0e-a11a96f071cc.jpg,2026-04-11,17.5
16.5,PATATES DİĞER,KG,8,25,123,,1,1,SEBZE,a3cee41a-520e-4e2f-8f4a-0167b2c93cc2.jpg,2026-04-11,16.5
32.5,PATLICAN  UZUN,KG,25,40,121,,1,1,SEBZE,bd6c11a3-2a38-41f4-b007-444c8b0f2057.jpg,2026-04-11,32.5
40.0,PATLICAN TOPAN,KG,30,50,122,,1,1,SEBZE,7a85640c-8a5b-498e-b7eb-d0945022f636.jpg,2026-04-11,40.0
20.0,PAZI,ADET,15,25,147,,1,1,SEBZE,6802a1b3-38a5-488e-9113-67cdb84e8259.jpg,2026-04-11,20.0
35.0,PIRASA,KG,25,45,146,,1,1,SEBZE,cc5a7519-389d-4ff0-bb11-5132da2b27fd.jpg,2026-04-11,35.0
30.0,PORTAKAL  ,KG,20,40,29,,1,2,MEYVE,1568c834-870c-4adc-bc17-6a51dcd76f49.jpg,2026-04-11,30.0
30.0,SALATALIK ,KG,20,40,159,,1,1,SEBZE,df5507be-c31b-46e6-ac57-c67d7f81218f.jpg,2026-04-11,30.0
40.0,SALATALIK  SİLOR,KG,30,50,1401,,1,1,SEBZE,71f47177-0928-4d3e-8b2c-b01e0a8e4236.jpg,2026-04-11,40.0
175.0,SARIMSAK  KURU,KG,100,250,136,,1,1,SEBZE,977e9816-03c8-410b-9d79-a3e6e90cdd27.jpg,2026-04-11,175.0
22.5,SEMIZ OTU,ADET,15,30,131,,1,1,SEBZE,42adbdeb-f50d-4e13-ae7b-540a2723d624.jpg,2026-04-11,22.5
30.0,SOĞAN   KIRMIZI,KG,15,45,141,,1,1,SEBZE,4de8b2d0-1220-402f-ac95-d234e084c51a.jpg,2026-04-11,30.0
9.0,SOĞAN   KURU,KG,5,13,126,,1,1,SEBZE,4e7085db-2d8a-4925-91e0-2c784a957b81.jpg,2026-04-11,9.0
62.5,SOĞAN   TAZE,KG,50,75,125,,1,1,SEBZE,33e8bf81-47b6-4902-9c0e-2c93e132b51d.jpg,2026-04-11,62.5
22.5,TURP  KIRMIZI,KG,15,30,129,,1,1,SEBZE,66d00550-dcd6-4d48-ba07-d7cd6385bbc5.jpg,2026-04-11,22.5
6.0,Y.DEREOTU,BAĞ,3,9,35,,1,1,SEBZE,b3c52851-ef9c-4bf7-8ff5-1bf92e192db7.jpg,2026-04-11,6.0
6.0,Y.MAYDONOZ,BAĞ,3,9,34,,1,1,SEBZE,334b0e8b-c82f-4fab-8d90-f657a71f9630.jpg,2026-04-11,6.0
8.0,Y.NANE,BAĞ,6,10,38,,1,1,SEBZE,5586cd82-0baf-43eb-b04b-8664a4dcf553.jpg,2026-04-11,8.0
14.0,Y.REYHAN,ADET,8,20,67,,1,1,SEBZE,2a3b65bf-4f95-4cb4-aaca-ad9776d9b31f.jpg,2026-04-11,14.0
6.0,Y.ROKA,BAĞ,3,9,36,,1,1,SEBZE,ae6fe41a-3816-403d-8a8a-bde81686fbbf.jpg,2026-04-11,6.0
6.0,Y.TERE,BAĞ,3,9,37,,1,1,SEBZE,d5065214-0efc-4b6a-b6d1-9385fa98735d.jpg,2026-04-11,6.0
175.0,ZENCEFİL,KG,100,250,232,,1,3,İTHAL,b6e84e91-a6be-473f-b5df-5691b7e3c570.jpg,2026-04-11,175.0
100.0,ANANAS,ADET,70,130,53,,1,3,İTHAL,8d021386-fa36-4850-bb28-bc0e6b7c7a56.jpg,2026-04-13,100.0
60.0,ARMUT  DEVECI,KG,30,90,199,,1,2,MEYVE,c4a67fa1-90e9-4455-9587-a8f07ac1483d.jpg,2026-04-13,60.0
75.0,ARMUT  DİĞER,KG,50,100,47,,1,2,MEYVE,02149ce9-f601-4043-b2da-ced1c674e516.jpg,2026-04-13,75.0
75.0,ARMUT  S.MARIA,KG,50,100,2,,1,2,MEYVE,5522646d-2ece-4abe-b528-38a9fefc8dea.jpg,2026-04-13,75.0
65.0,AVAKADO,ADET,50,80,52,,1,3,İTHAL,3dd663f5-15d9-461f-b7e0-a4a51ad10606.jpg,2026-04-13,65.0
90.0,AYVA,KG,60,120,1,,1,2,MEYVE,b1f678d0-4bfa-4bd5-acc5-268a99511a21.jpg,2026-04-13,90.0
120.0,BADEM-ÇAĞLA,KG,90,150,23,,1,2,MEYVE,6e7b8fa3-349d-40f9-be6f-0f2b0d00f398.jpg,2026-04-13,120.0
65.0,BAKLA,KG,55,75,101,,1,1,SEBZE,c41375d1-a2a8-472e-a6be-9a441a69f67d.jpg,2026-04-13,65.0
87.5,BROKOLI,KG,75,100,58,,1,1,SEBZE,2c2e8a79-5358-4c4f-81d3-5deb861b73e9.jpg,2026-04-13,87.5
120.0,BİBER  DOLMA,KG,100,140,107,,1,1,SEBZE,fcda6250-7681-4fa9-91ab-b1dd47369ccf.jpg,2026-04-13,120.0
155.0,BİBER  KIL ACI,KG,130,180,148,,1,1,SEBZE,caaa92a9-b043-4558-b273-ede182151744.jpg,2026-04-13,155.0
120.0,BİBER  SİVRİ,KG,100,140,106,,1,1,SEBZE,9a3651fd-567a-4e68-b4e0-7e681562b1f8.jpg,2026-04-13,120.0
140.0,BİBER  ŞİLİ,KG,120,160,1497,,1,1,SEBZE,7f5bb06d-aaba-4e9f-8ed5-ae38b5c12dd7.jpg,2026-04-13,140.0
152.5,BİBER KIRMIZI,KG,125,180,142,,1,1,SEBZE,e57aa2f6-5f58-4e78-bf4c-46797317e932.jpg,2026-04-13,152.5
120.0,BİBER KÖY(MAZO),KG,100,140,1554,,1,1,SEBZE,91032f8b-25b9-49d2-8ceb-5e84a0d280de.jpg,2026-04-13,120.0
100.0,BİBER ÇARLİSTON,KG,80,120,138,,1,1,SEBZE,4847eb03-18ef-4d61-8de9-bf004fe54dac.jpg,2026-04-13,100.0
100.0,CILEK,KG,70,130,5,,1,2,MEYVE,695313ad-e713-45dc-85ba-2d4ce994fe3b.jpg,2026-04-13,100.0
60.0,CİBEZ,KG,40,80,184,,1,1,SEBZE,dd1ff234-e425-4f76-97af-ae57f267d576.jpeg,2026-04-13,60.0
17.5,DENIZ BÖRÜLCESİ,ADET,10,25,185,,1,1,SEBZE,90dcf9bf-7973-437f-835e-f655a101aba4.jpg,2026-04-13,17.5
125.0,DOMATES  BEEF,KG,100,150,229,,1,1,SEBZE,ab88cc05-1c29-444d-b64e-1d53bfb55ba0.webp,2026-04-13,125.0
95.0,DOMATES  SALKIM,KG,80,110,161,,1,1,SEBZE,74b6acf4-7c59-4076-9c26-0b80ccbf7ddc.jpg,2026-04-13,95.0
155.0,DOMATES (KOKTEYL),KG,130,180,1567,,1,1,SEBZE,8d8c4718-889a-4591-8046-da962c27052e.webp,2026-04-13,155.0
175.0,DOMATES CHERRY,KG,150,200,222,,1,1,SEBZE,81a618a4-9149-4e76-808e-d23434139be8.jpg,2026-04-13,175.0
115.0,DOMATES PEMBE,KG,90,140,1529,,1,1,SEBZE,5623488e-b25a-49ff-a531-c8f08099ef91.jpg,2026-04-13,115.0
100.0,DOMATES SERA,KG,80,120,1596,,1,1,SEBZE,ResimYok.png,2026-04-13,100.0
62.5,ELMA  ARJANTİN,KG,45,80,1406,,1,2,MEYVE,1ef19ad0-8d58-4cf4-8ac6-95028a903ab6.jpg,2026-04-13,62.5
60.0,ELMA  DİĞER,KG,40,80,3,,1,2,MEYVE,98bad31d-5a05-45a0-9ffa-41cebe0edcdf.jpg,2026-04-13,60.0
45.0,ELMA  GOLDEN,KG,30,60,46,,1,2,MEYVE,af52a0e1-0270-44f2-b3f7-1c849adf8788.jpg,2026-04-13,45.0
45.0,ELMA  STARKING,KG,30,60,7,,1,2,MEYVE,0e20ef9f-d7d2-4b47-9506-0196ab5eee0c.jpg,2026-04-13,45.0
70.0,ELMA GSMİT,KG,40,100,384,,1,2,MEYVE,72765e39-fed1-4a7c-ae68-c087b0af9d56.jpg,2026-04-13,70.0
47.5,ENGİNAR(CANAK),KG,35,60,1499,,1,1,SEBZE,ResimYok.png,2026-04-13,47.5
150.0,ERİK  ANJELIKA,KG,100,200,43,,1,2,MEYVE,a60447ea-1185-4c8c-9601-2bf86b811749.jpg,2026-04-13,150.0
550.0,ERİK  CAN,KG,350,750,8,,1,2,MEYVE,b732ed21-ac4c-46e1-b60e-bdef28a0ebfe.jpg,2026-04-13,550.0
175.0,FASULYE   AYSE,KG,150,200,110,,1,1,SEBZE,6b21fa65-11e3-4580-9411-13c50e31ed26.jpg,2026-04-13,175.0
120.0,FASULYE   CALI,KG,100,140,111,,1,1,SEBZE,28bde523-3ecc-4064-9ba6-f4c834e428e9.jpg,2026-04-13,120.0
30.0,GREYFURT,KG,20,40,10,,1,2,MEYVE,b2932505-0e93-4749-9be9-0dbc6aad1373.jpg,2026-04-13,30.0
25.0,HAVUÇ,KG,15,35,113,,1,1,SEBZE,5ff82420-427d-44c1-8b29-fd872366cb56.jpg,2026-04-13,25.0
75.0,HINDISTAN CEVIZI,ADET,50,100,55,,1,3,İTHAL,9e7785dc-4d4c-48ee-a0c9-fcaa799286ac.jpg,2026-04-13,75.0
37.5,ISPANAK,KG,25,50,114,,1,1,SEBZE,10e33205-f35d-4c44-a3dc-f2ecb2e9feb5.jpg,2026-04-13,37.5
52.5,KABAK  BAL,KG,35,70,116,,1,1,SEBZE,edcecaef-59c0-4e5e-bd21-b6bf9db34629.jpg,2026-04-13,52.5
40.0,KABAK TAZE,KG,30,50,115,,1,1,SEBZE,1213837f-95aa-4bb8-846d-8e29511c5859.jpg,2026-04-13,40.0
37.5,KARNABAHAR,KG,30,45,128,,1,1,SEBZE,aee5d8d4-3334-4422-b7b8-138cffe1a69a.jpg,2026-04-13,37.5
50.0,KARPUZ,KG,30,70,12,,1,1,SEBZE,fed021b1-9b28-4ce8-835c-534e4a989427.jpg,2026-04-13,50.0
125.0,KAVUN DİĞER,KG,100,150,11,,1,1,SEBZE,e8c60d17-9dc2-4812-9b56-07d769abfadb.jpg,2026-04-13,125.0
22.5,KEREVIZ,KG,15,30,117,,1,1,SEBZE,23f30ee5-7727-4313-bb41-e34fb12f8258.jpg,2026-04-13,22.5
125.0,KIVI  ,KG,100,150,231,,1,2,MEYVE,1e3cc1f7-5711-42b2-8f02-c282797361d9.jpg,2026-04-13,125.0
15.0,LAHANA  BEYAZ,KG,10,20,145,,1,1,SEBZE,b12589db-34f2-4c83-8118-5901d91a1319.jpg,2026-04-13,15.0
50.0,LAHANA  BURUKSEL,KG,40,60,153,,1,1,SEBZE,1807405b-416b-4302-8f30-7984c52a8109.jpg,2026-04-13,50.0
35.0,LAHANA  KIRMIZI,KG,25,45,127,,1,1,SEBZE,f63614a4-aef2-4e3e-9ce7-ae736ba28b6e.jpg,2026-04-13,35.0
55.0,LİMON  YENİ (MAYER),KG,40,70,1402,,1,2,MEYVE,3b017691-4eb0-41f0-b9ab-f55c421763a3.jpg,2026-04-13,55.0
70.0,LİMON DİĞER ,KG,50,90,33,,1,2,MEYVE,2ab1ea18-4e04-4c09-984f-7e5c6fc6e50f.jpg,2026-04-13,70.0
62.5,LİMON LAMAS,KG,45,80,1532,,1,2,MEYVE,b676e0d2-514d-4008-a6af-6e7de77e015a.jpg,2026-04-13,62.5
150.0,MALTA,KG,100,200,20,,1,2,MEYVE,446dbe57-d441-48e5-9179-4f11142fdaca.jpg,2026-04-13,150.0
27.5,MANDALİNA MURKOT,KG,15,40,1525,,1,2,MEYVE,4dd37532-b68e-44d7-a8b3-e0e4d73312f9.jpg,2026-04-13,27.5
77.5,MANGO,ADET,70,85,194,,1,3,İTHAL,53f94af0-540c-4092-8d00-bb11347222af.webp,2026-04-13,77.5
112.5,MANTAR,KG,75,150,140,,1,1,SEBZE,9c6289a0-7e5c-434a-849a-62dba4e4ce00.jpg,2026-04-13,112.5
52.5,MARUL,ADET,45,60,118,,1,1,SEBZE,dd8f959e-fc04-4dc8-ace8-8314c3fd7d5a.jpg,2026-04-13,52.5
82.5,MARUL AYSBERG,ADET,75,90,139,,1,1,SEBZE,feaeb03c-3c3f-4cbe-9ecb-2a1b1e0eef52.jpg,2026-04-13,82.5
52.5,MARUL KIVIRCIK,ADET,45,60,174,,1,1,SEBZE,c3a454b2-73ec-47d0-9618-ec42d51ce6cb.jpg,2026-04-13,52.5
60.0,MARUL LOLOROSSO,ADET,50,70,208,,1,1,SEBZE,555cef43-e772-4f5b-96d1-138326e782fb.jpg,2026-04-13,60.0
105.0,MUZ  ITHAL,KG,80,130,54,,1,3,İTHAL,f1db974d-8faf-45a6-a119-7af7ab3e6838.jpg,2026-04-13,105.0
70.0,MUZ  YERLI,KG,55,85,22,,1,2,MEYVE,38097f1b-9c36-4e89-a396-f7849fe5eafa.jpg,2026-04-13,70.0
105.0,NAR,KG,90,120,15,,1,2,MEYVE,562a285b-c643-4780-8eb2-663d62a10615.jpg,2026-04-13,105.0
30.0,PANCAR,KG,25,35,124,,1,1,SEBZE,e91ca844-30cf-488c-a027-6b2562d99e75.jpg,2026-04-13,30.0
17.5,PATATES  CALMA,KG,10,25,137,,1,1,SEBZE,f600f96e-7703-49da-8a0e-a11a96f071cc.jpg,2026-04-13,17.5
16.5,PATATES DİĞER,KG,8,25,123,,1,1,SEBZE,a3cee41a-520e-4e2f-8f4a-0167b2c93cc2.jpg,2026-04-13,16.5
32.5,PATLICAN  UZUN,KG,25,40,121,,1,1,SEBZE,bd6c11a3-2a38-41f4-b007-444c8b0f2057.jpg,2026-04-13,32.5
37.5,PATLICAN TOPAN,KG,30,45,122,,1,1,SEBZE,7a85640c-8a5b-498e-b7eb-d0945022f636.jpg,2026-04-13,37.5
20.0,PAZI,ADET,15,25,147,,1,1,SEBZE,6802a1b3-38a5-488e-9113-67cdb84e8259.jpg,2026-04-13,20.0
27.5,PIRASA,KG,20,35,146,,1,1,SEBZE,cc5a7519-389d-4ff0-bb11-5132da2b27fd.jpg,2026-04-13,27.5
32.5,PORTAKAL  ,KG,25,40,29,,1,2,MEYVE,1568c834-870c-4adc-bc17-6a51dcd76f49.jpg,2026-04-13,32.5
30.0,SALATALIK ,KG,20,40,159,,1,1,SEBZE,df5507be-c31b-46e6-ac57-c67d7f81218f.jpg,2026-04-13,30.0
37.5,SALATALIK  SİLOR,KG,30,45,1401,,1,1,SEBZE,71f47177-0928-4d3e-8b2c-b01e0a8e4236.jpg,2026-04-13,37.5
250.0,SARIMSAK  KURU,KG,200,300,136,,1,1,SEBZE,977e9816-03c8-410b-9d79-a3e6e90cdd27.jpg,2026-04-13,250.0
15.0,SEMIZ OTU,ADET,10,20,131,,1,1,SEBZE,42adbdeb-f50d-4e13-ae7b-540a2723d624.jpg,2026-04-13,15.0
30.0,SOĞAN   KIRMIZI,KG,15,45,141,,1,1,SEBZE,4de8b2d0-1220-402f-ac95-d234e084c51a.jpg,2026-04-13,30.0
9.0,SOĞAN   KURU,KG,5,13,126,,1,1,SEBZE,4e7085db-2d8a-4925-91e0-2c784a957b81.jpg,2026-04-13,9.0
62.5,SOĞAN   TAZE,KG,50,75,125,,1,1,SEBZE,33e8bf81-47b6-4902-9c0e-2c93e132b51d.jpg,2026-04-13,62.5
22.5,TURP  KIRMIZI,KG,15,30,129,,1,1,SEBZE,66d00550-dcd6-4d48-ba07-d7cd6385bbc5.jpg,2026-04-13,22.5
6.0,Y.DEREOTU,BAĞ,3,9,35,,1,1,SEBZE,b3c52851-ef9c-4bf7-8ff5-1bf92e192db7.jpg,2026-04-13,6.0
6.0,Y.MAYDONOZ,BAĞ,3,9,34,,1,1,SEBZE,334b0e8b-c82f-4fab-8d90-f657a71f9630.jpg,2026-04-13,6.0
8.0,Y.NANE,BAĞ,6,10,38,,1,1,SEBZE,5586cd82-0baf-43eb-b04b-8664a4dcf553.jpg,2026-04-13,8.0
14.0,Y.REYHAN,ADET,8,20,67,,1,1,SEBZE,2a3b65bf-4f95-4cb4-aaca-ad9776d9b31f.jpg,2026-04-13,14.0
6.0,Y.ROKA,BAĞ,3,9,36,,1,1,SEBZE,ae6fe41a-3816-403d-8a8a-bde81686fbbf.jpg,2026-04-13,6.0
6.0,Y.TERE,BAĞ,3,9,37,,1,1,SEBZE,d5065214-0efc-4b6a-b6d1-9385fa98735d.jpg,2026-04-13,6.0
175.0,ZENCEFİL,KG,100,250,232,,1,3,İTHAL,b6e84e91-a6be-473f-b5df-5691b7e3c570.jpg,2026-04-13,175.0
100.0,ANANAS,ADET,70,130,53,,1,3,İTHAL,8d021386-fa36-4850-bb28-bc0e6b7c7a56.jpg,2026-04-14,100.0
60.0,ARMUT  DEVECI,KG,30,90,199,,1,2,MEYVE,c4a67fa1-90e9-4455-9587-a8f07ac1483d.jpg,2026-04-14,60.0
75.0,ARMUT  DİĞER,KG,50,100,47,,1,2,MEYVE,02149ce9-f601-4043-b2da-ced1c674e516.jpg,2026-04-14,75.0
75.0,ARMUT  S.MARIA,KG,50,100,2,,1,2,MEYVE,5522646d-2ece-4abe-b528-38a9fefc8dea.jpg,2026-04-14,75.0
65.0,AVAKADO,ADET,50,80,52,,1,3,İTHAL,3dd663f5-15d9-461f-b7e0-a4a51ad10606.jpg,2026-04-14,65.0
90.0,AYVA,KG,60,120,1,,1,2,MEYVE,b1f678d0-4bfa-4bd5-acc5-268a99511a21.jpg,2026-04-14,90.0
120.0,BADEM-ÇAĞLA,KG,90,150,23,,1,2,MEYVE,6e7b8fa3-349d-40f9-be6f-0f2b0d00f398.jpg,2026-04-14,120.0
65.0,BAKLA,KG,55,75,101,,1,1,SEBZE,c41375d1-a2a8-472e-a6be-9a441a69f67d.jpg,2026-04-14,65.0
87.5,BROKOLI,KG,75,100,58,,1,1,SEBZE,2c2e8a79-5358-4c4f-81d3-5deb861b73e9.jpg,2026-04-14,87.5
120.0,BİBER  DOLMA,KG,100,140,107,,1,1,SEBZE,fcda6250-7681-4fa9-91ab-b1dd47369ccf.jpg,2026-04-14,120.0
155.0,BİBER  KIL ACI,KG,130,180,148,,1,1,SEBZE,caaa92a9-b043-4558-b273-ede182151744.jpg,2026-04-14,155.0
120.0,BİBER  SİVRİ,KG,100,140,106,,1,1,SEBZE,9a3651fd-567a-4e68-b4e0-7e681562b1f8.jpg,2026-04-14,120.0
140.0,BİBER  ŞİLİ,KG,120,160,1497,,1,1,SEBZE,7f5bb06d-aaba-4e9f-8ed5-ae38b5c12dd7.jpg,2026-04-14,140.0
152.5,BİBER KIRMIZI,KG,125,180,142,,1,1,SEBZE,e57aa2f6-5f58-4e78-bf4c-46797317e932.jpg,2026-04-14,152.5
120.0,BİBER KÖY(MAZO),KG,100,140,1554,,1,1,SEBZE,91032f8b-25b9-49d2-8ceb-5e84a0d280de.jpg,2026-04-14,120.0
100.0,BİBER ÇARLİSTON,KG,80,120,138,,1,1,SEBZE,4847eb03-18ef-4d61-8de9-bf004fe54dac.jpg,2026-04-14,100.0
100.0,CILEK,KG,70,130,5,,1,2,MEYVE,695313ad-e713-45dc-85ba-2d4ce994fe3b.jpg,2026-04-14,100.0
60.0,CİBEZ,KG,40,80,184,,1,1,SEBZE,dd1ff234-e425-4f76-97af-ae57f267d576.jpeg,2026-04-14,60.0
17.5,DENIZ BÖRÜLCESİ,ADET,10,25,185,,1,1,SEBZE,90dcf9bf-7973-437f-835e-f655a101aba4.jpg,2026-04-14,17.5
125.0,DOMATES  BEEF,KG,100,150,229,,1,1,SEBZE,ab88cc05-1c29-444d-b64e-1d53bfb55ba0.webp,2026-04-14,125.0
95.0,DOMATES  SALKIM,KG,80,110,161,,1,1,SEBZE,74b6acf4-7c59-4076-9c26-0b80ccbf7ddc.jpg,2026-04-14,95.0
155.0,DOMATES (KOKTEYL),KG,130,180,1567,,1,1,SEBZE,8d8c4718-889a-4591-8046-da962c27052e.webp,2026-04-14,155.0
175.0,DOMATES CHERRY,KG,150,200,222,,1,1,SEBZE,81a618a4-9149-4e76-808e-d23434139be8.jpg,2026-04-14,175.0
115.0,DOMATES PEMBE,KG,90,140,1529,,1,1,SEBZE,5623488e-b25a-49ff-a531-c8f08099ef91.jpg,2026-04-14,115.0
100.0,DOMATES SERA,KG,80,120,1596,,1,1,SEBZE,ResimYok.png,2026-04-14,100.0
62.5,ELMA  ARJANTİN,KG,45,80,1406,,1,2,MEYVE,1ef19ad0-8d58-4cf4-8ac6-95028a903ab6.jpg,2026-04-14,62.5
60.0,ELMA  DİĞER,KG,40,80,3,,1,2,MEYVE,98bad31d-5a05-45a0-9ffa-41cebe0edcdf.jpg,2026-04-14,60.0
45.0,ELMA  GOLDEN,KG,30,60,46,,1,2,MEYVE,af52a0e1-0270-44f2-b3f7-1c849adf8788.jpg,2026-04-14,45.0
45.0,ELMA  STARKING,KG,30,60,7,,1,2,MEYVE,0e20ef9f-d7d2-4b47-9506-0196ab5eee0c.jpg,2026-04-14,45.0
70.0,ELMA GSMİT,KG,40,100,384,,1,2,MEYVE,72765e39-fed1-4a7c-ae68-c087b0af9d56.jpg,2026-04-14,70.0
47.5,ENGİNAR(CANAK),KG,35,60,1499,,1,1,SEBZE,ResimYok.png,2026-04-14,47.5
150.0,ERİK  ANJELIKA,KG,100,200,43,,1,2,MEYVE,a60447ea-1185-4c8c-9601-2bf86b811749.jpg,2026-04-14,150.0
550.0,ERİK  CAN,KG,350,750,8,,1,2,MEYVE,b732ed21-ac4c-46e1-b60e-bdef28a0ebfe.jpg,2026-04-14,550.0
175.0,FASULYE   AYSE,KG,150,200,110,,1,1,SEBZE,6b21fa65-11e3-4580-9411-13c50e31ed26.jpg,2026-04-14,175.0
120.0,FASULYE   CALI,KG,100,140,111,,1,1,SEBZE,28bde523-3ecc-4064-9ba6-f4c834e428e9.jpg,2026-04-14,120.0
30.0,GREYFURT,KG,20,40,10,,1,2,MEYVE,b2932505-0e93-4749-9be9-0dbc6aad1373.jpg,2026-04-14,30.0
25.0,HAVUÇ,KG,15,35,113,,1,1,SEBZE,5ff82420-427d-44c1-8b29-fd872366cb56.jpg,2026-04-14,25.0
75.0,HINDISTAN CEVIZI,ADET,50,100,55,,1,3,İTHAL,9e7785dc-4d4c-48ee-a0c9-fcaa799286ac.jpg,2026-04-14,75.0
37.5,ISPANAK,KG,25,50,114,,1,1,SEBZE,10e33205-f35d-4c44-a3dc-f2ecb2e9feb5.jpg,2026-04-14,37.5
52.5,KABAK  BAL,KG,35,70,116,,1,1,SEBZE,edcecaef-59c0-4e5e-bd21-b6bf9db34629.jpg,2026-04-14,52.5
40.0,KABAK TAZE,KG,30,50,115,,1,1,SEBZE,1213837f-95aa-4bb8-846d-8e29511c5859.jpg,2026-04-14,40.0
37.5,KARNABAHAR,KG,30,45,128,,1,1,SEBZE,aee5d8d4-3334-4422-b7b8-138cffe1a69a.jpg,2026-04-14,37.5
